technical_id,key,object_number,district_id,district,neighborhood,green_area_type,playground_name,playground_suffix,year_built,last_renovation_year,area_sqm,dedication,planning_area_number,planning_area_name,net_play_area_sqm,full_address,latitude,longitude
00008100_0012d91c,00008100:0012d91c,00654,'07,Tempelhof-Schöneberg,Mariendorf,Spielplatz,Ma-Damm - Ullsteinstr. - Spielplatz,"Ma-Damm 20/22 Die Baustelle, Bolzplatz",,2016.0,2095.0,gewidmet,7501030.0,Machonstraße,1101.0,"Ma-Damm - Ullsteinstr. - Spielplatz,Machonstraße, Berlin, Germany",,
00008100_0021a9ca,00008100:0021a9ca,19230,'07,Tempelhof-Schöneberg,Schöneberg,Spielplatz,Monumentenstr. Süd - Spielplatz,Unknown,,,574.0,gewidmet,7200414.0,Hohenfriedbergstraße,574.0,"Monumentenstr. Süd - Spielplatz,Hohenfriedbergstraße, Berlin, Germany",,
00008100_0012d907,00008100:0012d907,00655,'07,Tempelhof-Schöneberg,Mariendorf,Spielplatz,Wimbachpromenade - Spielplatz,Floningweg - Bolzplatz etc.,,,425.0,gewidmet,7501134.0,Hundsteinweg,425.0,"Wimbachpromenade - Spielplatz,Hundsteinweg, Berlin, Germany",,
00008100_0012db71,00008100:0012db71,19022,'07,Tempelhof-Schöneberg,Schöneberg,Spielplatz,Cheruskerpark Spielplatz Nord,ehem. GASAG,1953.0,2009.0,708.0,gewidmet,7200413.0,Cheruskerstraße,708.0,"Cheruskerpark Spielplatz Nord,Cheruskerstraße, Berlin, Germany",,
00008100_0012d928,00008100:0012d928,00660,'07,Tempelhof-Schöneberg,Tempelhof,Spielplatz,Tempelhofer Damm 161 - Spielplatz,"""Grunackpark""",,,250.0,gewidmet,7400927.0,Rathaus Tempelhof,250.0,"Tempelhofer Damm 161 - Spielplatz,Rathaus Tempelhof, Berlin, Germany",,
00008100_0011e2dc,00008100:0011e2dc,00734,'05,Spandau,Hakenfelde,Spielplatz,Paula-Hirschfeld-Promenade (KS),"Krienicke-Steig (Quartier Schultheiss), 13585",1999.0,,1277.0,gewidmet,5100313.0,Eiswerder,1277.0,"Paula-Hirschfeld-Promenade (KS),Eiswerder, Berlin, Germany",,
00008100_0012dce8,00008100:0012dce8,17295,'07,Tempelhof-Schöneberg,Schöneberg,Spielplatz,Heinrich-v.-Kleist-Park Spielplatz Nord,"Potsdamer Str., Skate- + Bolzplatz etc",1910.0,2018.0,4054.0,gewidmet,7100204.0,Barbarossaplatz,2466.0,"Heinrich-v.-Kleist-Park Spielplatz Nord,Barbarossaplatz, Berlin, Germany",,
00008100_0012d6e2,00008100:0012d6e2,00685,'07,Tempelhof-Schöneberg,Tempelhof,Spielplatz,Marienhöhe - Spielplatz Marienhöher Weg,Bolzplatz,,,5277.0,gewidmet,7400826.0,Marienhöhe,5277.0,"Marienhöhe - Spielplatz Marienhöher Weg,Marienhöhe, Berlin, Germany",,
00008100_0012d90a,00008100:0012d90a,00666,'07,Tempelhof-Schöneberg,Marienfelde,Spielplatz,Maximilian-Kaller-Str. - Spielplatz,"Grünzug in Ri Tambacher Str., Bolzplatz",,,12264.0,gewidmet,7601236.0,Marienfelder Allee Nordwest,7986.0,"Maximilian-Kaller-Str. - Spielplatz,Marienfelder Allee Nordwest, Berlin, Germany",,
00008100_0021a9af,00008100:0021a9af,19229,'07,Tempelhof-Schöneberg,Schöneberg,Spielplatz,Monumentenplatz - Spielplatz,Am Lokdepot,2014.0,2014.0,480.0,gewidmet,7200414.0,Hohenfriedbergstraße,480.0,"Monumentenplatz - Spielplatz,Hohenfriedbergstraße, Berlin, Germany",,
00008100_0012d918,00008100:0012d918,00630,'07,Tempelhof-Schöneberg,Tempelhof,Spielplatz,Bäumerplan - Spielplatz,"Wüsthoffstr. Bolzplatz, Streetball, etc",1913.0,,7775.0,Unknown,7400721.0,Paradestraße,4098.0,"Bäumerplan - Spielplatz,Paradestraße, Berlin, Germany",,
00008100_0012d902,00008100:0012d902,00621,'07,Tempelhof-Schöneberg,Tempelhof,Spielplatz,Alarichplatz - Spielplatz,Bolzplatz etc.,2019.0,2019.0,6455.0,gewidmet,7400826.0,Marienhöhe,3571.0,"Alarichplatz - Spielplatz,Marienhöhe, Berlin, Germany",,
00008100_0012dcf2,00008100:0012dcf2,17286,'07,Tempelhof-Schöneberg,Schöneberg,Spielplatz,Wartburgplatz - Spielstraße,"Apostel-Paulus-Str., Bolzplatz etc",1976.0,,2401.0,gewidmet,7200409.0,Belziger Straße,2281.0,"Wartburgplatz - Spielstraße,Belziger Straße, Berlin, Germany",,
00008100_0012d92d,00008100:0012d92d,00635,'07,Tempelhof-Schöneberg,Tempelhof,Spielplatz,Marienhöhe - Spielplatz Gerdsmeyerweg,Unknown,,2015.0,4963.0,gewidmet,7400826.0,Marienhöhe,2972.0,"Marienhöhe - Spielplatz Gerdsmeyerweg,Marienhöhe, Berlin, Germany",,
00008100_0012d7e2,00008100:0012d7e2,17936,'07,Tempelhof-Schöneberg,Schöneberg,Spielplatz,Hans-Baluschek-Park - Spielbereiche,"wegbegleitendes Spielangebot, Streetball",2001.0,,3962.0,gewidmet,7300619.0,Grazer Platz,3962.0,"Hans-Baluschek-Park - Spielbereiche,Grazer Platz, Berlin, Germany",,
00008100_0012d8f6,00008100:0012d8f6,00643,'07,Tempelhof-Schöneberg,Marienfelde,Spielplatz,Hildburghauser Str.,"neben Nr. 19, Bolzplatz etc",1976.0,2008.0,10095.0,gewidmet,7601236.0,Marienfelder Allee Nordwest,8599.0,"Hildburghauser Str.,Marienfelder Allee Nordwest, Berlin, Germany",52.4149042,13.3470366
00008100_0012d70a,00008100:0012d70a,00697,'07,Tempelhof-Schöneberg,Tempelhof,Spielplatz,Hattenheimer Str. 3 - Spielplatz,"An der BAB 100, Titanic",2000.0,,785.0,gewidmet,7400928.0,Germaniagarten,1800.0,"Hattenheimer Str. 3 - Spielplatz,Germaniagarten, Berlin, Germany",,
00008100_0012d6e3,00008100:0012d6e3,00699,'07,Tempelhof-Schöneberg,Marienfelde,Spielplatz,Heilandsweide - Spielplatz,Einzelflächen,1997.0,2016.0,1261.0,gewidmet,7601237.0,Kirchstraße,1261.0,"Heilandsweide - Spielplatz,Kirchstraße, Berlin, Germany",,
00008100_0012dbf1,00008100:0012dbf1,18063,'07,Tempelhof-Schöneberg,Schöneberg,Spielplatz,Bülowstr. 69 - Spielplatz,Skateanlage,2005.0,,472.0,gewidmet,7100205.0,Alvenslebenstraße,474.0,"Bülowstr. 69 - Spielplatz,Alvenslebenstraße, Berlin, Germany",,
00008100_00206e97,00008100:00206e97,102324,'06,Steglitz-Zehlendorf,Lankwitz,Spielplatz,Pappritz- / Wichurastraße SP -4/4,Wichurastraße 71,,,724.0,gewidmet,6200316.0,Belßstraße,332.81,"Pappritz- / Wichurastraße SP -4/4,Belßstraße, Berlin, Germany",,
00008100_0012d766,00008100:0012d766,00705,'07,Tempelhof-Schöneberg,Marienfelde,Spielplatz,FZP Marienfelde - Skateboard,Skateboard,,2010.0,1652.0,gewidmet,7601341.0,Diedersdorfer Weg,1652.0,"FZP Marienfelde - Skateboard,Diedersdorfer Weg, Berlin, Germany",,
00008100_0012d8ec,00008100:0012d8ec,00653,'07,Tempelhof-Schöneberg,Mariendorf,Spielplatz,Hirzerweg - Spielplatz,Körtingstr. neben Nr. 14 Bolzplatz etc,,,2350.0,gewidmet,7501133.0,Fritz-Werner-Straße,1372.0,"Hirzerweg - Spielplatz,Fritz-Werner-Straße, Berlin, Germany",,
00008100_0012dce4,00008100:0012dce4,17299,'07,Tempelhof-Schöneberg,Schöneberg,Spielplatz,Rudolph-Wilde-Park - Spielpl. Milchhaus,Freiherr-vom-Stein-Str. ggü. Rathaus,1912.0,1968.0,238.0,gewidmet,7200308.0,Volkspark (Rudolph-Wilde-Park),135.0,"Rudolph-Wilde-Park - Spielpl. Milchhaus,Volkspark (Rudolph-Wilde-Park), Berlin, Germany",,
00008100_0012d926,00008100:0012d926,00623,'07,Tempelhof-Schöneberg,Mariendorf,Spielplatz,Volkspark Mariendorf - Mariendorfer Damm,Planetensystem,1923.0,,1740.0,gewidmet,7501031.0,Eisenacher Straße,1452.0,"Volkspark Mariendorf - Mariendorfer Damm,Eisenacher Straße, Berlin, Germany",52.4418839,13.3877145
00008100_000e3bb2,00008100:000e3bb2,102178,'06,Steglitz-Zehlendorf,Zehlendorf,Spielplatz,Breitensteinweg SP,Unknown,,,2629.0,gewidmet,6300525.0,Zehlendorf Süd,2053.26,"Breitensteinweg SP,Zehlendorf Süd, Berlin, Germany",,
00008100_0011e2ff,00008100:0011e2ff,00666,'05,Spandau,Hakenfelde,Spielplatz,Aalemannufer-Am Teufelsbruch (KS),Wasserstadt II,1997.0,2017.0,1750.0,gewidmet,5100101.0,Hakenfelde Nord,1750.0,"Aalemannufer-Am Teufelsbruch (KS),Hakenfelde Nord, Berlin, Germany",,
00008100_000e3c6f,00008100:000e3c6f,102068,'06,Steglitz-Zehlendorf,Lichterfelde,Spielplatz,Johann-Baptist-Gradl-Grünanlage SP -1/4,Blochmannstraße nördlich,,,1069.0,gewidmet,6200423.0,Schütte-Lanz-Straße,872.79,"Johann-Baptist-Gradl-Grünanlage SP -1/4,Schütte-Lanz-Straße, Berlin, Germany",,
00008100_000e3bb5,00008100:000e3bb5,102177,'06,Steglitz-Zehlendorf,Lankwitz,Spielplatz,Waltershauser Straße SP,Gallwitzallee 114 B,,,2134.0,gewidmet,6200315.0,Gallwitzallee,1236.72,"Waltershauser Straße SP,Gallwitzallee, Berlin, Germany",,
00008100_000e3c92,00008100:000e3c92,101776,'06,Steglitz-Zehlendorf,Lankwitz,Spielplatz,Pappritz- / Wichurastraße SP -1/4,Pappritzstraße 32,,,2696.0,gewidmet,6200317.0,Lankwitz Süd,2155.5,"Pappritz- / Wichurastraße SP -1/4,Lankwitz Süd, Berlin, Germany",,
00008100_000e3b02,00008100:000e3b02,100883,'06,Steglitz-Zehlendorf,Zehlendorf,Spielplatz,Schönower Park SP,Unknown,,,2737.0,gewidmet,6300528.0,Teltower Damm,2073.83,"Schönower Park SP,Teltower Damm, Berlin, Germany",,
00008100_000e39aa,00008100:000e39aa,102097,'06,Steglitz-Zehlendorf,Steglitz,Spielplatz,Harry-Bresslau-Park SP,Lepsiusstraße,,,1802.0,gewidmet,6100103.0,Markelstraße,1692.99,"Harry-Bresslau-Park SP,Markelstraße, Berlin, Germany",,
00008100_000e3ad3,00008100:000e3ad3,101466,'06,Steglitz-Zehlendorf,Zehlendorf,Spielplatz,Gemeindewäldchen SP,Unknown,,,3529.0,gewidmet,6400839.0,Fischerhüttenstraße,2043.23,"Gemeindewäldchen SP,Fischerhüttenstraße, Berlin, Germany",,
00008100_000e3850,00008100:000e3850,101011,'06,Steglitz-Zehlendorf,Zehlendorf,Spielplatz,Ramsteinweg SP,Unknown,,,3459.0,gewidmet,6300525.0,Zehlendorf Süd,2719.17,"Ramsteinweg SP,Zehlendorf Süd, Berlin, Germany",52.4138817,13.2555575
00008100_000e3743,00008100:000e3743,102089,'06,Steglitz-Zehlendorf,Steglitz,Spielplatz,Munsterdamm 89 SP,Unknown,,,952.0,gewidmet,6100204.0,Munsterdamm,562.83,"Munsterdamm 89 SP,Munsterdamm, Berlin, Germany",,
00008100_000e3afa,00008100:000e3afa,100874,'06,Steglitz-Zehlendorf,Zehlendorf,Spielplatz,Bolchener Straße SP,Unknown,,,4939.8,gewidmet,6300527.0,Sundgauer Straße,3532.5,"Bolchener Straße SP,Sundgauer Straße, Berlin, Germany",,
00008100_000e3ca4,00008100:000e3ca4,101766,'06,Steglitz-Zehlendorf,Lankwitz,Spielplatz,Keffenbrinkweg SP,Keffenbrinkweg 50,,,1571.0,gewidmet,6200316.0,Belßstraße,437.28,"Keffenbrinkweg SP,Belßstraße, Berlin, Germany",,
00008100_000e3cba,00008100:000e3cba,102012,'06,Steglitz-Zehlendorf,Lankwitz,Spielplatz,Pappritz- / Wichurastraße SP -2/4,Emmichstraße,,,488.0,gewidmet,6200316.0,Belßstraße,487.34,"Pappritz- / Wichurastraße SP -2/4,Belßstraße, Berlin, Germany",,
00008100_000e373d,00008100:000e373d,101682,'06,Steglitz-Zehlendorf,Steglitz,Spielplatz,Stadtpark Steglitz SP -2/3,Sedanstraße,,,1119.0,gewidmet,6100206.0,Stadtpark,1060.81,"Stadtpark Steglitz SP -2/3,Stadtpark, Berlin, Germany",,
00008100_000e3c68,00008100:000e3c68,102067,'06,Steglitz-Zehlendorf,Lichterfelde,Spielplatz,Rathaus Lichterfelde Ost SP,Ostpreußendamm / Schillerstraße,,,597.0,gewidmet,6200421.0,Königsberger Straße,596.84,"Rathaus Lichterfelde Ost SP,Königsberger Straße, Berlin, Germany",,
00008100_000e3c4f,00008100:000e3c4f,102060,'06,Steglitz-Zehlendorf,Lichterfelde,Spielplatz,Schloßpark Lichterfelde SP -2/2,Am Naturschutzgebiet,,,893.0,gewidmet,6300630.0,Hindenburgdamm,872.75,"Schloßpark Lichterfelde SP -2/2,Hindenburgdamm, Berlin, Germany",,
00008100_000e3878,00008100:000e3878,101018,'06,Steglitz-Zehlendorf,Zehlendorf,Spielplatz,Brettnacher Straße SP,Unknown,,,4142.0,gewidmet,6300527.0,Sundgauer Straße,2766.16,"Brettnacher Straße SP,Sundgauer Straße, Berlin, Germany",,
00008100_000e3c3f,00008100:000e3c3f,101715,'06,Steglitz-Zehlendorf,Lankwitz,Spielplatz,Rathaus Lankwitz SP -1/2,Charlottenstraße / Leonorenstraße,,,268.0,gewidmet,6200313.0,Lankwitz Kirche,267.85,"Rathaus Lankwitz SP -1/2,Lankwitz Kirche, Berlin, Germany",,
00008100_000e3a96,00008100:000e3a96,100777,'06,Steglitz-Zehlendorf,Zehlendorf,Spielplatz,Fischtalpark SP -2/2,Wilskistraße,,,648.0,gewidmet,6400840.0,Fischtal,562.35,"Fischtalpark SP -2/2,Fischtal, Berlin, Germany",,
00008100_000e3c54,00008100:000e3c54,101704,'06,Steglitz-Zehlendorf,Lichterfelde,Spielplatz,Augustaplatz SP,Unknown,,,258.0,gewidmet,6300633.0,Augustaplatz,258.27,"Augustaplatz SP,Augustaplatz, Berlin, Germany",,
00008100_000e3bee,00008100:000e3bee,102119,'06,Steglitz-Zehlendorf,Lankwitz,Spielplatz,Rathaus Lankwitz SP -2/2,an der S-Bahn,,,1084.0,gewidmet,6200313.0,Lankwitz Kirche,752.01,"Rathaus Lankwitz SP -2/2,Lankwitz Kirche, Berlin, Germany",,
00008100_000e3c39,00008100:000e3c39,101717,'06,Steglitz-Zehlendorf,Lankwitz,Spielplatz,Dorfaue Alt-Lankwitz SP,Unknown,,,310.0,gewidmet,6200311.0,Alt-Lankwitz,309.82,"Dorfaue Alt-Lankwitz SP,Alt-Lankwitz, Berlin, Germany",,
00008100_000e3c4c,00008100:000e3c4c,101709,'06,Steglitz-Zehlendorf,Lichterfelde,Spielplatz,Ahlener Weg SP -1/2,Lippstädter Straße,,,3435.0,gewidmet,6200420.0,Lichterfelde Süd,2258.41,"Ahlener Weg SP -1/2,Lichterfelde Süd, Berlin, Germany",,
00008100_000e3c69,00008100:000e3c69,101698,'06,Steglitz-Zehlendorf,Lichterfelde,Spielplatz,Osdorfer Straße 90-91 SP,Lichterfelder Ring / Osdorfer Straße,,,2274.0,gewidmet,6200423.0,Schütte-Lanz-Straße,1150.58,"Osdorfer Straße 90-91 SP,Schütte-Lanz-Straße, Berlin, Germany",,
00008100_0016d071,00008100:0016d071,77866,'03,Pankow,Prenzlauer Berg,Spielplatz,Blankensteinpark - Spielplatz,Richard-Ermisch-Str.,2005.0,,3625.0,gewidmet,3601453.0,Alter Schlachthof,1027.0,"Blankensteinpark - Spielplatz,Alter Schlachthof, Berlin, Germany",,
00008100_000e3ac2,00008100:000e3ac2,101480,'06,Steglitz-Zehlendorf,Zehlendorf,Spielplatz,Paul-Mebes-Park SP,Unknown,,,708.0,gewidmet,6300526.0,Zehlendorf Mitte,419.58,"Paul-Mebes-Park SP,Zehlendorf Mitte, Berlin, Germany",,
00008100_000e3a56,00008100:000e3a56,100784,'06,Steglitz-Zehlendorf,Zehlendorf,Spielplatz,Mörchinger Straße SP -1/2,Unknown,,,140.0,gewidmet,6300527.0,Sundgauer Straße,140.24,"Mörchinger Straße SP -1/2,Sundgauer Straße, Berlin, Germany",,
00008100_000e3c3e,00008100:000e3c3e,101713,'06,Steglitz-Zehlendorf,Lankwitz,Spielplatz,Bernkastler Platz SP,Unknown,,,1566.0,gewidmet,6200313.0,Lankwitz Kirche,1282.4,"Bernkastler Platz SP,Lankwitz Kirche, Berlin, Germany",,
00008100_000e387f,00008100:000e387f,100943,'06,Steglitz-Zehlendorf,Dahlem,Spielplatz,Dreipfuhlpark SP,Unknown,,,259.0,gewidmet,6400843.0,Thielallee,258.79,"Dreipfuhlpark SP,Thielallee, Berlin, Germany",,
00008100_000e387c,00008100:000e387c,101428,'06,Steglitz-Zehlendorf,Dahlem,Spielplatz,Messelpark SP,Unknown,,,213.0,gewidmet,6400844.0,Dahlem,212.62,"Messelpark SP,Dahlem, Berlin, Germany",,
00008100_000e3741,00008100:000e3741,101683,'06,Steglitz-Zehlendorf,Steglitz,Spielplatz,Stadtpark Steglitz SP -3/3,Vionvillestraße (Goebenwiese),,,2083.0,gewidmet,6100206.0,Stadtpark,2074.24,"Stadtpark Steglitz SP -3/3,Stadtpark, Berlin, Germany",,
00008100_000e3c2e,00008100:000e3c2e,101722,'06,Steglitz-Zehlendorf,Lankwitz,Spielplatz,Apoldaer Straße SP -2/2,Trippsteinstraße,,,1039.0,gewidmet,6200317.0,Lankwitz Süd,851.59,"Apoldaer Straße SP -2/2,Lankwitz Süd, Berlin, Germany",,
00008100_000e3a5c,00008100:000e3a5c,101591,'06,Steglitz-Zehlendorf,Zehlendorf,Spielplatz,Mörchinger Straße SP -2/2,Basketball,,,88.0,gewidmet,6300527.0,Sundgauer Straße,92.83,"Mörchinger Straße SP -2/2,Sundgauer Straße, Berlin, Germany",,
00008100_000e3a49,00008100:000e3a49,100781,'06,Steglitz-Zehlendorf,Nikolassee,Spielplatz,Von-der-Trenck-Straße 10 SP,Unknown,,,5176.0,gewidmet,6400736.0,Düppel,3059.61,"Von-der-Trenck-Straße 10 SP,Düppel, Berlin, Germany",,
00008100_000e3c72,00008100:000e3c72,102069,'06,Steglitz-Zehlendorf,Lichterfelde,Spielplatz,Lilienthal-Gedenkstätte SP -1/2,Schütte-Lanz-Straße,,,2320.0,gewidmet,6200423.0,Schütte-Lanz-Straße,2237.91,"Lilienthal-Gedenkstätte SP -1/2,Schütte-Lanz-Straße, Berlin, Germany",,
00008100_000e3c56,00008100:000e3c56,101689,'06,Steglitz-Zehlendorf,Steglitz,Spielplatz,Bäkepark SP -1/3,"Haydnstraße, Klingsorstraße 96a",,,2246.0,gewidmet,6100207.0,Mittelstraße,1512.61,"Bäkepark SP -1/3,Mittelstraße, Berlin, Germany",,
00008100_000e3c6d,00008100:000e3c6d,101697,'06,Steglitz-Zehlendorf,Lichterfelde,Spielplatz,Lilienthal-Gedenkstätte SP -2/2,Pertisauer Weg,,,484.0,gewidmet,6200423.0,Schütte-Lanz-Straße,446.79,"Lilienthal-Gedenkstätte SP -2/2,Schütte-Lanz-Straße, Berlin, Germany",,
00008100_000e3c2f,00008100:000e3c2f,101721,'06,Steglitz-Zehlendorf,Lankwitz,Spielplatz,Gemeindepark Lankwitz SP,Mühlenstraße,,,1955.0,gewidmet,6200315.0,Gallwitzallee,1817.34,"Gemeindepark Lankwitz SP,Gallwitzallee, Berlin, Germany",,
00008100_000e3c62,00008100:000e3c62,101687,'06,Steglitz-Zehlendorf,Steglitz,Spielplatz,Georg-von-Siemens-Park SP,Kelchstraße,,,2702.0,gewidmet,6100204.0,Munsterdamm,1426.73,"Georg-von-Siemens-Park SP,Munsterdamm, Berlin, Germany",,
00008100_000e399e,00008100:000e399e,101667,'06,Steglitz-Zehlendorf,Steglitz,Spielplatz,Charkiw-Park SP,Grunewaldstraße 50  / Rothenburgstr. 35,,,1261.0,gewidmet,6100101.0,Fichtenberg,1155.61,"Charkiw-Park SP,Fichtenberg, Berlin, Germany",,
00008100_000e386c,00008100:000e386c,101403,'06,Steglitz-Zehlendorf,Zehlendorf,Spielplatz,Echtermeyerstraße SP,Durchg. zur Hampsteadstr.,,,3282.0,gewidmet,6300527.0,Sundgauer Straße,2397.84,"Echtermeyerstraße SP,Sundgauer Straße, Berlin, Germany",,
00008100_000e38bc,00008100:000e38bc,101414,'06,Steglitz-Zehlendorf,Schlachtensee,Spielplatz,Paul-Ernst-Park SP,Unknown,,,764.0,gewidmet,6400737.0,Nikolassee,763.53,"Paul-Ernst-Park SP,Nikolassee, Berlin, Germany",,
00008100_000e373f,00008100:000e373f,102083,'06,Steglitz-Zehlendorf,Steglitz,Spielplatz,Stadtpark Steglitz SP -1/3,Spielgarten,,,4771.0,gewidmet,6100206.0,Stadtpark,4768.37,"Stadtpark Steglitz SP -1/3,Stadtpark, Berlin, Germany",,
00008100_000e3acb,00008100:000e3acb,101452,'06,Steglitz-Zehlendorf,Zehlendorf,Spielplatz,Krumme Lanke SP - Argentinische Allee,Argentinische Allee ggü. Nr. 89,,,5883.0,gewidmet,6400840.0,Fischtal,5799.35,"Krumme Lanke SP - Argentinische Allee,Fischtal, Berlin, Germany",,
00008100_000e374e,00008100:000e374e,101681,'06,Steglitz-Zehlendorf,Steglitz,Spielplatz,Markusplatz SP,Unknown,,,1684.0,gewidmet,6100205.0,Südende,785.64,"Markusplatz SP,Südende, Berlin, Germany",,
00008100_000e3c57,00008100:000e3c57,102076,'06,Steglitz-Zehlendorf,Steglitz,Spielplatz,Bäkepark SP -2/3,"Rosengarten, Klingsorstraße 96a",,,1666.0,gewidmet,6100207.0,Mittelstraße,1387.77,"Bäkepark SP -2/3,Mittelstraße, Berlin, Germany",,
00008100_000e38ac,00008100:000e38ac,100965,'06,Steglitz-Zehlendorf,Schlachtensee,Spielplatz,Wasgenstraße SP,Unknown,,,2036.0,gewidmet,6400737.0,Nikolassee,1324.82,"Wasgenstraße SP,Nikolassee, Berlin, Germany",,
00008100_000e3c42,00008100:000e3c42,102054,'06,Steglitz-Zehlendorf,Lichterfelde,Spielplatz,Teltowkanalpromenade SP,An der Wiesenbaude / Königsberger Straße,,,3336.0,gewidmet,6300631.0,Goerzwerke,2655.04,"Teltowkanalpromenade SP,Goerzwerke, Berlin, Germany",,
00008100_000e3c45,00008100:000e3c45,101714,'06,Steglitz-Zehlendorf,Lankwitz,Spielplatz,Döhlauer Pfad SP,Bernecker Weg / Goldmühler Weg,,,3190.0,gewidmet,6200311.0,Alt-Lankwitz,2685.67,"Döhlauer Pfad SP,Alt-Lankwitz, Berlin, Germany",,
00008100_000e3a65,00008100:000e3a65,100731,'06,Steglitz-Zehlendorf,Wannsee,Spielplatz,Dampferanlegestelle Wannsee SP,Unknown,1986.0,,467.0,gewidmet,6400735.0,Wannsee,466.62,"Dampferanlegestelle Wannsee SP,Wannsee, Berlin, Germany",,
00008100_000e3c2d,00008100:000e3c2d,102043,'06,Steglitz-Zehlendorf,Lankwitz,Spielplatz,Apoldaer Straße SP -1/2,Apoldaer Straße,,,731.0,gewidmet,6200317.0,Lankwitz Süd,690.01,"Apoldaer Straße SP -1/2,Lankwitz Süd, Berlin, Germany",,
00008100_000e3a94,00008100:000e3a94,100749,'06,Steglitz-Zehlendorf,Zehlendorf,Spielplatz,Heinrich-Laehr-Park SP -1/2,(ehemals SP1 und SP2) nördlich,,,923.0,gewidmet,6300528.0,Teltower Damm,549.45,"Heinrich-Laehr-Park SP -1/2,Teltower Damm, Berlin, Germany",,
00008100_000e3c8d,00008100:000e3c8d,101777,'06,Steglitz-Zehlendorf,Lankwitz,Spielplatz,Kolonie Königsgraben SP,Orlamünder Weg,,,1068.0,gewidmet,6200317.0,Lankwitz Süd,665.22,"Kolonie Königsgraben SP,Lankwitz Süd, Berlin, Germany",,
00008100_000e3a97,00008100:000e3a97,100776,'06,Steglitz-Zehlendorf,Zehlendorf,Spielplatz,Fischtalpark SP -1/2,Sophie-Charlotte-Straße,,,421.0,gewidmet,6400840.0,Fischtal,412.75,"Fischtalpark SP -1/2,Fischtal, Berlin, Germany",,
00008100_000e3829,00008100:000e3829,101358,'06,Steglitz-Zehlendorf,Dahlem,Spielplatz,Lützelsteiner Weg SP,Ecke Leichhardtstraße,,,2105.0,gewidmet,6400843.0,Thielallee,1410.99,"Lützelsteiner Weg SP,Thielallee, Berlin, Germany",,
00008100_000e385f,00008100:000e385f,101422,'06,Steglitz-Zehlendorf,Dahlem,Spielplatz,Thielpark und Triestpark SP -1/2,Faradayweg,,,1651.0,gewidmet,6400843.0,Thielallee,1739.76,"Thielpark und Triestpark SP -1/2,Thielallee, Berlin, Germany",,
00008100_000e3b1f,00008100:000e3b1f,100916,'06,Steglitz-Zehlendorf,Zehlendorf,Spielplatz,Marga-Meusel-Platz SP,Karl-Hofer-Straße 34,,,250.0,gewidmet,6400839.0,Fischerhüttenstraße,250.06,"Marga-Meusel-Platz SP,Fischerhüttenstraße, Berlin, Germany",,
00008100_000e39a4,00008100:000e39a4,102094,'06,Steglitz-Zehlendorf,Steglitz,Spielplatz,Ruth-Andreas-Friedrich-Park SP -2/2,Unknown,,,1914.0,gewidmet,6100101.0,Fichtenberg,1116.77,"Ruth-Andreas-Friedrich-Park SP -2/2,Fichtenberg, Berlin, Germany",,
00008100_000e3c52,00008100:000e3c52,101705,'06,Steglitz-Zehlendorf,Lichterfelde,Spielplatz,Schloßpark Lichterfelde SP -1/2,Unknown,,,1237.0,gewidmet,6300630.0,Hindenburgdamm,861.99,"Schloßpark Lichterfelde SP -1/2,Hindenburgdamm, Berlin, Germany",,
00008100_000e39a5,00008100:000e39a5,101671,'06,Steglitz-Zehlendorf,Steglitz,Spielplatz,Ruth-Andreas-Friedrich-Park SP -1/2,Unknown,,,252.0,gewidmet,6100101.0,Fichtenberg,252.22,"Ruth-Andreas-Friedrich-Park SP -1/2,Fichtenberg, Berlin, Germany",,
00008100_000e3b0f,00008100:000e3b0f,101473,'06,Steglitz-Zehlendorf,Zehlendorf,Spielplatz,Grünzug Düppel-Süd SP -1/2,Berlepschstraße 153,,,784.0,gewidmet,6300524.0,Berlepschstraße,690.64,"Grünzug Düppel-Süd SP -1/2,Berlepschstraße, Berlin, Germany",,
00008100_000e3b18,00008100:000e3b18,101471,'06,Steglitz-Zehlendorf,Nikolassee,Spielplatz,Yehudi-Menuhin-Park SP,Am Rohrgarten/Wiesenschlag,,,4064.0,gewidmet,6400736.0,Düppel,4035.1,"Yehudi-Menuhin-Park SP,Düppel, Berlin, Germany",,
00008100_000e38a0,00008100:000e38a0,101424,'06,Steglitz-Zehlendorf,Dahlem,Spielplatz,Am Erlenbusch SP,Unknown,,,116.0,gewidmet,6400844.0,Dahlem,116.44,"Am Erlenbusch SP,Dahlem, Berlin, Germany",,
00008100_000e3c91,00008100:000e3c91,101775,'06,Steglitz-Zehlendorf,Lichterfelde,Spielplatz,Johann-Baptist-Gradl-Grünanlage SP -4/4,Lichterfelder Ring,,,457.0,gewidmet,6200423.0,Schütte-Lanz-Straße,457.26,"Johann-Baptist-Gradl-Grünanlage SP -4/4,Schütte-Lanz-Straße, Berlin, Germany",,
00008100_000e3999,00008100:000e3999,102092,'06,Steglitz-Zehlendorf,Steglitz,Spielplatz,Lauenburger Platz SP,Kniephofstraße 47,,,3119.0,gewidmet,6100209.0,Feuerbachstraße,2579.83,"Lauenburger Platz SP,Feuerbachstraße, Berlin, Germany",,
