technical_id,key,object_number,district_id,district,neighborhood,green_area_type,playground_name,playground_suffix,year_built,last_renovation_year,area_sqm,dedication,planning_area_number,planning_area_name,net_play_area_sqm,full_address,latitude,longitude
00008100_002f2c6b,00008100:002f2c6b,19441,'07,Tempelhof-Schöneberg,Lichtenrade,Spielplatz,Nuthestr. 26,Unknown,,,,Unknown,,Unknown,,"Nuthestr. 26,-, Berlin, Germany",52.3939142,13.3942918
00008100_0033cfac,00008100:0033cfac,35098,'12,Reinickendorf,Tegel,Spielplatz,Borsigdamm 4 (Spielplatz),Unknown,,,5031.9,Unknown,12200413.0,Tegel Süd,,"Borsigdamm 4 (Spielplatz),Tegel Süd, Berlin, Germany",,
00008100_0032a99a,00008100:0032a99a,21AS10,'11,Lichtenberg,Lichtenberg,Spielplatz,Gudrunstr. 14 Spielplatz,Unknown,,,713.0,gewidmet,11300725.0,Nibelungenviertel,,"Gudrunstr. 14 Spielplatz,Nibelungenviertel, Berlin, Germany",,
00008100_00199411,00008100:00199411,00156,'10,Marzahn-Hellersdorf,Marzahn,Spielplatz,Hohenwalder/Schorfheider Straße -Dreieck,seit 1990 pädagog. betreuter Spielplatz,1988.0,,3934.0,gewidmet,10100104.0,Golliner Straße,,"Hohenwalder/Schorfheider Straße -Dreieck,Golliner Straße, Berlin, Germany",,
00008100_00281623,00008100:00281623,150072,'09,Treptow-Köpenick,Schmöckwitz,Spielplatz,Biebersdorfer Weg 12/ Lübbenauer Weg 23 Sch KSP,Unknown,,,900.0,gewidmet,9301227.0,Karolinenhof,,"Biebersdorfer Weg 12/ Lübbenauer Weg 23 Sch KSP,Karolinenhof, Berlin, Germany",,
00008100_0034b5aa,00008100:0034b5aa,19465,'07,Tempelhof-Schöneberg,Schöneberg,Spielplatz,Ella-Barowsky-Straße 62,Spielplatz,2024.0,,2411.0,Unknown,7200412.0,Schöneberger Linse,,"Ella-Barowsky-Straße 62,Schöneberger Linse, Berlin, Germany",52.4786953,13.3574866
00008100_002e26eb,00008100:002e26eb,19430,'07,Tempelhof-Schöneberg,Friedenau,Spielplatz,Lauterplatz - Spielplatz,Unknown,,,814.0,gewidmet,7030301.0,Friedenau,,"Lauterplatz - Spielplatz,Friedenau, Berlin, Germany",,
00008100_00315b66,00008100:00315b66,19452,'07,Tempelhof-Schöneberg,Lichtenrade,Spielplatz,Volkspark Lichtenrade - Spielplatz,Unknown,,,636.0,Unknown,7601545.0,Nahariyastraße,,"Volkspark Lichtenrade - Spielplatz ,Nahariyastraße, Berlin, Germany",,
00008100_002d1fac,00008100:002d1fac,07068,'05,Spandau,Spandau,Spielplatz,Lutherplatz -Spielplatz-Kirche,Unknown,,,345.0,Unknown,5100314.0,Kurstraße,,"Lutherplatz -Spielplatz-Kirche,Kurstraße, Berlin, Germany",,
00008100_0011de45,00008100:0011de45,69942,'05,Spandau,Spandau,Spielplatz,Altstadt-Spielpunkt 1 Carl-Schurz-Brücke,Mühlengraben,,,1.0,Unknown,5100316.0,Carl-Schurz-Straße,,"Altstadt-Spielpunkt 1 Carl-Schurz-Brücke,Carl-Schurz-Straße, Berlin, Germany",,
00008100_002afe3f,00008100:002afe3f,69944,'05,Spandau,Kladow,Spielplatz,Imchenallee-Spielpunkt,Bereich Zugang Steg BVG-Fähre,,,3.0,Unknown,5400944.0,Kladower Damm,,"Imchenallee-Spielpunkt,Kladower Damm, Berlin, Germany",,
00008100_00348cab,00008100:00348cab,40463,'05,Spandau,Siemensstadt,Spielplatz,Heinich-Hertz-Str und Elsa-Neumann-Str,südl Saatwinkler Damm,,,2314.0,künftige Widmung,5300839.0,Rohrdamm,,"Heinich-Hertz-Str und Elsa-Neumann-Str,Rohrdamm, Berlin, Germany",,
00008100_00233693,00008100:00233693,70442,'05,Spandau,Spandau,Spielplatz,Altstadt-Spielpunkt 4 vor Karstadt,Charlottenstr. ggü Marktstr,,,1.0,Unknown,5100316.0,Carl-Schurz-Straße,,"Altstadt-Spielpunkt 4 vor Karstadt ,Carl-Schurz-Straße, Berlin, Germany",,
00008100_002fccce,00008100:002fccce,60028,'02,Friedrichshain-Kreuzberg,Kreuzberg,Spielplatz,"Böcklerpark, Spiel Fit",Calisthenics Anlage,2017.0,,298.0,gewidmet,2100106.0,Wassertorplatz,,"Böcklerpark, Spiel Fit,Wassertorplatz, Berlin, Germany",,
00008100_0033bef2,00008100:0033bef2,63362,'02,Friedrichshain-Kreuzberg,Kreuzberg,Spielplatz,"Gleisdreieck, Spiel 3",Kurfürstenstraße,,,1347.0,gewidmet,2200207.0,Gleisdreieck,,"Gleisdreieck, Spiel 3,Gleisdreieck, Berlin, Germany",,
00008100_0033bf01,00008100:0033bf01,63363,'02,Friedrichshain-Kreuzberg,Kreuzberg,Spielplatz,"Gleisdreieck, Spiel 4",Pohlstraße,,,315.0,gewidmet,2200207.0,Gleisdreieck,,"Gleisdreieck, Spiel 4,Gleisdreieck, Berlin, Germany",,
00008100_00287308,00008100:00287308,320250,'01,Mitte,Wedding,Spielplatz,Schönwalder Str. 19,Ballspielplatz; Reickendorfer Str. 6/Kunkelstr.,,,398.0,gewidmet,1300836.0,Humboldthain Nordwest,,"Schönwalder Str. 19,Humboldthain Nordwest, Berlin, Germany",52.5418182,13.3700619
00008100_002d018d,00008100:002d018d,316030,'01,Mitte,Wedding,Spielplatz,Mettmannplatz an der Tegeler Str.,Unknown,,,373.0,gewidmet,1300836.0,Humboldthain Nordwest,,"Mettmannplatz an der Tegeler Str.,Humboldthain Nordwest, Berlin, Germany",,
00008100_002d0caa,00008100:002d0caa,040182,'09,Treptow-Köpenick,Johannisthal,Spielplatz,Engelhardstraße/ Nieberstraße Jo KSP,Unknown,,,1075.0,gewidmet,9100408.0,Johannisthal Ost,,"Engelhardstraße/ Nieberstraße Jo KSP,Johannisthal Ost, Berlin, Germany",,
00008100_00300efb,00008100:00300efb,00565,'05,Spandau,Hakenfelde,Spielplatz,Aalemann3-Pembabogen,ehem. Vattenfall-Kraftwerk,,,1415.0,gewidmet,5100101.0,Hakenfelde Nord,,"Aalemann3-Pembabogen,Hakenfelde Nord, Berlin, Germany",,
00008100_0022a709,00008100:0022a709,030102,'09,Treptow-Köpenick,Baumschulenweg,Spielplatz,Späthstraße/ Chris-Gueffroy-Allee Ba KSP,Schaukeltreff,,,88.3,gewidmet,9100306.0,Späthsfelde,,"Späthstraße/ Chris-Gueffroy-Allee Ba KSP,Späthsfelde, Berlin, Germany",,
00008100_0012d8ee,00008100:0012d8ee,00638,'07,Tempelhof-Schöneberg,Mariendorf,Spielplatz,Volkspark Mariendorf - Rixdorfer Str. 15,Unknown,1923.0,,1370.0,gewidmet,7501031.0,Eisenacher Straße,,"Volkspark Mariendorf - Rixdorfer Str. 15,Eisenacher Straße, Berlin, Germany",,
00008100_002a7e26,00008100:002a7e26,00798,'03,Pankow,Buch,Spielplatz,Wiltbergstr. 29A,Abenteuerspielplatz und Naturerfahrungsraum,,,9330.0,Unknown,3100101.0,Bucher Forst,,"Wiltbergstr. 29A,Bucher Forst, Berlin, Germany",52.6365585,13.4916212
00008100_0016d181,00008100:0016d181,70807,'03,Pankow,Prenzlauer Berg,Spielplatz,Schwedter Str. 90,Mauerpark - Jugendfarm Moritzhof,,,901.0,Unknown,3601142.0,Falkplatz,,"Schwedter Str. 90,Falkplatz, Berlin, Germany",52.5479816,13.4003825
00008100_0016cf23,00008100:0016cf23,00893,'03,Pankow,Niederschönhausen,Spielplatz,Am Bürgerpark 15 - 18,Kinderbauernhof Pinke-Panke,,,7442.0,Unknown,3400620.0,Schönholz,,"Am Bürgerpark 15 - 18,Schönholz, Berlin, Germany",52.5688761,13.3886772
00008100_00146cae,00008100:00146cae,60005,'02,Friedrichshain-Kreuzberg,Kreuzberg,Spielplatz,Möckernstr. 131/ Hallesche Str.,"NER, GLB, Wildpark, Am Birkenhügel",1982.0,,5609.0,gewidmet,2100101.0,Askanischer Platz,,"Möckernstr. 131/ Hallesche Str.,Askanischer Platz, Berlin, Germany",,
00008100_0014b9b9,00008100:0014b9b9,320050,'01,Mitte,Wedding,Spielplatz,"Volkspark Humboldthain, 30489",an der Rodelbahn; 30489 (Ballspielplatz),,,588.0,gewidmet,1300835.0,Humboldthain Süd,,"Volkspark Humboldthain, 30489,Humboldthain Süd, Berlin, Germany",,
00008100_0035a96b,00008100:0035a96b,241.293,'08,Neukölln,Rudow,Spielplatz,Rudower Fließ- Kispi Geflügelviertel,Unknown,2025.0,,,in Widmung,8401244.0,Waßmannsdorfer Chaussee,1194.55,"Rudower Fließ- Kispi Geflügelviertel,Waßmannsdorfer Chaussee, Berlin, Germany",,
00008100_001c947b,00008100:001c947b,18AS01,'11,Lichtenberg,Lichtenberg,Spielplatz,KGA Bielefeld  / Spielpl.,Unknown,1997.0,,456.0,gewidmet,11300721.0,Herzbergstraße,390.0,"KGA Bielefeld  / Spielpl.,Herzbergstraße, Berlin, Germany",,
00008100_001c931e,00008100:001c931e,24AS11,'11,Lichtenberg,Rummelsburg,Spielplatz,Wönnichstr. 74 / Münsterlandstr./Sp.,Unknown,2002.0,,1065.0,gewidmet,11400929.0,Weitlingkiez,789.0,"Wönnichstr. 74 / Münsterlandstr./Sp.,Weitlingkiez, Berlin, Germany",,
00008100_002e4e92,00008100:002e4e92,28AF01,'11,Lichtenberg,Friedrichsfelde,Spielplatz,Dolgenseestr. 60 / Promenade / Aktivspielfläche,Unknown,2022.0,,311.0,Unknown,11401135.0,Dolgenseestraße,311.0,"Dolgenseestr. 60 / Promenade / Aktivspielfläche,Dolgenseestraße, Berlin, Germany",,
00008100_002f0ed9,00008100:002f0ed9,08AF01,'11,Lichtenberg,Neu-Hohenschönhausen,Spielplatz,Wustrower Park - Fitnessbereich,Unknown,2019.0,,254.0,gewidmet,11100307.0,Zingster Straße Ost,254.0,"Wustrower Park - Fitnessbereich,Zingster Straße Ost, Berlin, Germany",,
00008100_002fd240,00008100:002fd240,29AF02,'11,Lichtenberg,Rummelsburg,Spielplatz,Rummelsburger Bucht / Hauptstr. 4 / Aktivspielfläche,Unknown,2000.0,,108.0,gewidmet,11501238.0,Rummelsburg,108.0,"Rummelsburger Bucht / Hauptstr. 4 / Aktivspielfläche,Rummelsburg, Berlin, Germany",,
00008100_0031b0fa,00008100:0031b0fa,28AF05,'11,Lichtenberg,Friedrichsfelde,Spielplatz,Sewanstr. 251 / Aktiv & Fitness,Unknown,,,186.0,gewidmet,11401137.0,Erieseering,186.0,"Sewanstr. 251 / Aktiv & Fitness,Erieseering, Berlin, Germany",,
00008100_002e2f76,00008100:002e2f76,15AF01,'11,Lichtenberg,Alt-Hohenschönhausen,Spielplatz,Altenhofer Dreieck / Fittnessbereich,Unknown,2007.0,,416.0,gewidmet,11200514.0,Landsberger Allee,416.0,"Altenhofer Dreieck / Fittnessbereich,Landsberger Allee, Berlin, Germany",,
00008100_002e01da,00008100:002e01da,05AF01,'11,Lichtenberg,Neu-Hohenschönhausen,Spielplatz,Vincent-van-Gogh-Str. 43-47 / Fitness-Bereich,Unknown,2019.0,,444.0,gewidmet,11100204.0,Falkenberg West,444.0,"Vincent-van-Gogh-Str. 43-47 / Fitness-Bereich,Falkenberg West, Berlin, Germany",,
00008100_002ecd9c,00008100:002ecd9c,01AF01,'11,Lichtenberg,Malchow,Spielplatz,Malchower See Park / Fitnessbereich,Unknown,2017.0,,186.0,gewidmet,11100101.0,Dörfer Malchow-Wartenberg,186.0,"Malchower See Park / Fitnessbereich,Dörfer Malchow-Wartenberg, Berlin, Germany",,
00008100_002f152e,00008100:002f152e,19AF01,'11,Lichtenberg,Fennpfuhl,Spielplatz,Fennpfuhlpark / Fitnessbereich,Unknown,2018.0,,541.0,gewidmet,11300617.0,Fennpfuhlpark,541.0,"Fennpfuhlpark / Fitnessbereich,Fennpfuhlpark, Berlin, Germany",,
00008100_002f1533,00008100:002f1533,28AF02,'11,Lichtenberg,Friedrichsfelde,Spielplatz,Salzmannstr. / östl. / Fitnessbereich,Unknown,,,1990.0,gewidmet,11401135.0,Dolgenseestraße,1990.0,"Salzmannstr. / östl. / Fitnessbereich,Dolgenseestraße, Berlin, Germany",,
00008100_002f1756,00008100:002f1756,31AF01,'11,Lichtenberg,Karlshorst,Spielplatz,Rheinsteinpark / Aktiv- und Fitnessbereich,Unknown,2018.0,,298.0,gewidmet,11501340.0,Karlshorst Nord,298.0,"Rheinsteinpark / Aktiv- und Fitnessbereich,Karlshorst Nord, Berlin, Germany",,
00008100_002f25d1,00008100:002f25d1,24AF01,'11,Lichtenberg,Friedrichsfelde,Spielplatz,Alfred-Kowalke-Str. / Kurze Str. / Aktiv- und Fitnessbereich,Unknown,2020.0,,1505.0,gewidmet,11400931.0,Massower Straße,1505.0,"Alfred-Kowalke-Str. / Kurze Str. / Aktiv- und Fitnessbereich,Massower Straße, Berlin, Germany",,
00008100_002f77cf,00008100:002f77cf,28AF04,'11,Lichtenberg,Friedrichsfelde,Spielplatz,Quartierspark Mellenseestr. / Fitnessbereiche,Unknown,,,544.0,gewidmet,11401135.0,Dolgenseestraße,544.0,"Quartierspark Mellenseestr. / Fitnessbereiche,Dolgenseestraße, Berlin, Germany",,
00008100_002e0187,00008100:002e0187,02AF01,'11,Lichtenberg,Wartenberg,Spielplatz,Schnitterinnenweg Fitness-Pfad,Unknown,2019.0,,434.0,gewidmet,11100101.0,Dörfer Malchow-Wartenberg,434.0,"Schnitterinnenweg Fitness-Pfad,Dörfer Malchow-Wartenberg, Berlin, Germany",,
00008100_002f1525,00008100:002f1525,19AF02,'11,Lichtenberg,Fennpfuhl,Spielplatz,Rudolf-Seiffert-Str. / Grünzug / Aktivspielfläche,Unknown,2000.0,,125.0,gewidmet,11300619.0,Rudolf-Seiffert-Park,125.0,"Rudolf-Seiffert-Str. / Grünzug / Aktivspielfläche,Rudolf-Seiffert-Park, Berlin, Germany",,
00008100_002f1706,00008100:002f1706,29AF01,'11,Lichtenberg,Rummelsburg,Spielplatz,Rummelsburger Bucht / Medallionplatz / Aktivspielfläche,Unknown,2012.0,,136.0,gewidmet,11501238.0,Rummelsburg,136.0,"Rummelsburger Bucht / Medallionplatz / Aktivspielfläche,Rummelsburg, Berlin, Germany",,
00008100_002e027a,00008100:002e027a,10AF01,'11,Lichtenberg,Neu-Hohenschönhausen,Spielplatz,Rüdickenstr. 22 / Fitness-Bereich,Unknown,2019.0,,171.0,gewidmet,11100309.0,Mühlengrund,171.0,"Rüdickenstr. 22 / Fitness-Bereich,Mühlengrund, Berlin, Germany",,
00008100_002f10d6,00008100:002f10d6,15AF02,'11,Lichtenberg,Alt-Hohenschönhausen,Spielplatz,Altenhofer Str. 1-19 / Mittelstr. / Fitnessbereich,Unknown,2016.0,,142.0,gewidmet,11200514.0,Landsberger Allee,142.0,"Altenhofer Str. 1-19 / Mittelstr. / Fitnessbereich,Landsberger Allee, Berlin, Germany",,
00008100_002f1881,00008100:002f1881,32AF01,'11,Lichtenberg,Karlshorst,Spielplatz,Carlsgarten / Fitnessbereich,Unknown,2018.0,,233.0,gewidmet,11501341.0,Karlshorst Süd,233.0,"Carlsgarten / Fitnessbereich,Karlshorst Süd, Berlin, Germany",,
00008100_002f1af3,00008100:002f1af3,26AF01,'11,Lichtenberg,Friedrichsfelde,Spielplatz,Gensinger Str. 56 / hinter Sporthalle / Fitnessbereich,Unknown,2012.0,,211.0,gewidmet,11401033.0,Gensinger Straße,211.0,"Gensinger Str. 56 / hinter Sporthalle / Fitnessbereich,Gensinger Straße, Berlin, Germany",,
00008100_002f1481,00008100:002f1481,22AF01,'11,Lichtenberg,Lichtenberg,Spielplatz,Tasdorfer Str. 43 / Fitnessbereich,Unknown,2014.0,,182.0,gewidmet,11300826.0,Frankfurter Allee Süd,182.0,"Tasdorfer Str. 43 / Fitnessbereich,Frankfurter Allee Süd, Berlin, Germany",,
00008100_002f14d9,00008100:002f14d9,25AF01,'11,Lichtenberg,Friedrichsfelde,Spielplatz,Rosenfelder Ring 62 - 68 / Aktiv-Spielfläche,Unknown,1994.0,,138.0,gewidmet,11401032.0,Rosenfelder Ring,138.0,"Rosenfelder Ring 62 - 68 / Aktiv-Spielfläche,Rosenfelder Ring, Berlin, Germany",,
00008100_002f16e4,00008100:002f16e4,28AF03,'11,Lichtenberg,Friedrichsfelde,Spielplatz,Hönower Weg / Mellenseestr. 35-38 / Aktivspielfläche,Unknown,,,66.0,gewidmet,11401135.0,Dolgenseestraße,66.0,"Hönower Weg / Mellenseestr. 35-38 / Aktivspielfläche,Dolgenseestraße, Berlin, Germany",,
00008100_00232d87,00008100:00232d87,010122,'09,Treptow-Köpenick,Alt-Treptow,Spielplatz,Alt-Treptow/ Insel der Jugend AT KSP,Fitness,,,115.0,gewidmet,9100101.0,Alt-Treptow,115.6,"Alt-Treptow/ Insel der Jugend AT KSP,Alt-Treptow, Berlin, Germany",,
00008100_001c676f,00008100:001c676f,020032,'09,Treptow-Köpenick,Plänterwald,Spielplatz,Dammweg/ Plansche Pl KSP,Forst Plänterwald,,,11419.0,Unknown,9100203.0,Plänterwald Ost,10392.0,"Dammweg/ Plansche Pl KSP,Plänterwald Ost, Berlin, Germany",,
00008100_0026f431,00008100:0026f431,070082,'09,Treptow-Köpenick,Adlershof,Spielplatz,Franz-Ehrlich-Straße Ahof KSP,Unknown,2018.0,,74.1,gewidmet,9200715.0,Wista,50.0,"Franz-Ehrlich-Straße Ahof KSP,Wista, Berlin, Germany",,
00008100_002509be,00008100:002509be,080072,'09,Treptow-Köpenick,Bohnsdorf,Spielplatz,Alexander-Meißner-Straße Bo KSP,In mehreren Teilen,,,778.3,gewidmet,9301025.0,Alt-Bohnsdorf,778.25,"Alexander-Meißner-Straße Bo KSP,Alt-Bohnsdorf, Berlin, Germany",,
00008100_0011e28c,00008100:0011e28c,50098,'05,Spandau,Kladow,Spielplatz,Cladow Center (KKS),"Einkaufsz.Kladower Damm/Eichelmatenweg, 13",,,50.0,gewidmet,5400944.0,Kladower Damm,50.0,"Cladow Center (KKS) ,Kladower Damm, Berlin, Germany",,
00008100_0011de46,00008100:0011de46,70441,'05,Spandau,Spandau,Spielplatz,Altstadt-Spielpunkt 3 vor Karstadt,Charlottenstraße,,,1.0,Unknown,5100316.0,Carl-Schurz-Straße,3.5,"Altstadt-Spielpunkt 3 vor Karstadt,Carl-Schurz-Straße, Berlin, Germany",,
00008100_0011de83,00008100:0011de83,69941,'05,Spandau,Spandau,Spielplatz,Altstadt-Spielpunkt 2 vor Karstadt,Carl-Schurz-Str. 20,,,1.0,Unknown,5100316.0,Carl-Schurz-Straße,1.0,"Altstadt-Spielpunkt 2 vor Karstadt,Carl-Schurz-Straße, Berlin, Germany",,
00008100_0016cf43,00008100:0016cf43,78941,'03,Pankow,Weißensee,Spielplatz,"Goethestr. 9, 11 / Lehderstr. 73",Unknown,,,1577.0,künftige Widmung,3500934.0,Weißenseer Spitze,304.34,"Goethestr. 9, 11 / Lehderstr. 73,Weißenseer Spitze, Berlin, Germany",,
00008100_002e08a8,00008100:002e08a8,50021,'02,Friedrichshain-Kreuzberg,Kreuzberg,Spielplatz,"Gitschiner Str. 110, Fit",Mehringplatz,2021.0,,129.0,gewidmet,2100102.0,Mehringplatz,129.0,"Gitschiner Str. 110, Fit,Mehringplatz, Berlin, Germany",,
00008100_002e01f3,00008100:002e01f3,60127,'02,Friedrichshain-Kreuzberg,Friedrichshain,Spielplatz,"Volkspark Friedrichshain, Fit",Calisthenics Anlage,,,90.0,gewidmet,2400520.0,Barnimkiez,90.0,"Volkspark Friedrichshain, Fit,Barnimkiez, Berlin, Germany",,
00008100_002e099b,00008100:002e099b,60023,'02,Friedrichshain-Kreuzberg,Kreuzberg,Spielplatz,"Waldeckpark, Fit",Oranienstr./ Alte Jakobstr.,2021.0,,619.0,gewidmet,2100104.0,Moritzplatz,619.0,"Waldeckpark, Fit,Moritzplatz, Berlin, Germany",,
00008100_00146ba3,00008100:00146ba3,60288,'02,Friedrichshain-Kreuzberg,Friedrichshain,Spielplatz,"Wühlischplatz, Spiel",Unknown,,,92.0,gewidmet,2500834.0,Revaler Straße,92.0,"Wühlischplatz, Spiel,Revaler Straße, Berlin, Germany",,
00008100_00146c6c,00008100:00146c6c,60073,'02,Friedrichshain-Kreuzberg,Kreuzberg,Spielplatz,"Riemannstr., Spiel",Unknown,,,63.0,Unknown,2200211.0,Chamissokiez,63.0,"Riemannstr., Spiel,Chamissokiez, Berlin, Germany",,
00008100_0028162f,00008100:0028162f,60865,'02,Friedrichshain-Kreuzberg,Kreuzberg,Spielplatz,"Skalitzer Str. 108, Spiel",Çetin-Mert-Park,1995.0,2024.0,143.0,gewidmet,2300315.0,Lausitzer Platz,143.0,"Skalitzer Str. 108, Spiel,Lausitzer Platz, Berlin, Germany",,
00008100_0014be02,00008100:0014be02,372910,'01,Mitte,Wedding,Spielplatz,Malplaquetstr. 29,Federgeräte im Gehwegbereich; 30462,,,168.0,gewidmet,1401048.0,Leopoldplatz,95.0,"Malplaquetstr. 29,Leopoldplatz, Berlin, Germany",52.5512899,13.3581762
00008100_0014bf5b,00008100:0014bf5b,342800,'01,Mitte,Wedding,Spielplatz,Themsestr. 4,30402,,,126.0,gewidmet,1400941.0,Londoner Straße,121.0,"Themsestr. 4,Londoner Straße, Berlin, Germany",52.5589559,13.3401521
00008100_0024be6d,00008100:0024be6d,214320,'01,Mitte,Moabit,Spielplatz,Essener Park,Spielbereich,,,60.0,gewidmet,1200522.0,Elberfelder Straße,60.0,"Essener Park,Elberfelder Straße, Berlin, Germany",52.5247296,13.3409899
00008100_0023224b,00008100:0023224b,253320,'01,Mitte,Tiergarten,Spielplatz,Tilla-Durieux-Park,Edelstahl-Großwippen; 20703,,,646.0,gewidmet,1100102.0,Großer Tiergarten,645.0,"Tilla-Durieux-Park,Großer Tiergarten, Berlin, Germany",52.5061216,13.3749616
00008100_002fa127,00008100:002fa127,328450,'01,Mitte,Gesundbrunnen,Spielplatz,Grüntaler Str.Promenade gegenüber Hnr. 70,Calisthenics-Anlage,2022.0,,158.0,gewidmet,1300732.0,Soldiner Straße,158.0,"Grüntaler Str.Promenade gegenüber Hnr. 70 ,Soldiner Straße, Berlin, Germany",,
00008100_0014b9be,00008100:0014b9be,314120,'01,Mitte,Wedding,Spielplatz,Koloniestr. 130 Spielplatz Bürgergarten,31936,,,82.0,gewidmet,1300730.0,Drontheimer Straße,82.0,"Koloniestr. 130 Spielplatz Bürgergarten,Drontheimer Straße, Berlin, Germany",,
00008100_00104637,00008100:00104637,01102,'12,Reinickendorf,Hermsdorf,Spielplatz,Falkentaler Steig 12 (Spielplatz),Unknown,2011.0,,659.3,gewidmet,12400722.0,Hermsdorf West,659.26,"Falkentaler Steig 12 (Spielplatz),Hermsdorf West, Berlin, Germany",52.6207312,13.3033253
00008100_00282a76,00008100:00282a76,36192,'12,Reinickendorf,Borsigwalde,Spielplatz,Klinnerweg ggü. Nr. 11 (Spielplatz),hi. Jugendfreizeitstätte,2018.0,,904.6,gewidmet,12500825.0,Borsigwalde,904.6,"Klinnerweg ggü. Nr. 11 (Spielplatz),Borsigwalde, Berlin, Germany",,
00008100_002d5a31,00008100:002d5a31,35999,'12,Reinickendorf,Konradshöhe/Tegelort,Spielplatz,Almazeile (Fitnessplatz),Unknown,2021.0,,2514.4,gewidmet,12400616.0,Konradshöhe/Tegelort,2514.4,"Almazeile (Fitnessplatz),Konradshöhe/Tegelort, Berlin, Germany",,
00008100_0010447d,00008100:0010447d,00403,'12,Reinickendorf,Reinickendorf,Spielplatz,"Letteallee 25, Semkensteig (Spielplatz)",Unknown,2015.0,,606.2,gewidmet,12100101.0,Letteplatz,606.2,"Letteallee 25, Semkensteig (Spielplatz),Letteplatz, Berlin, Germany",,
00008100_00104419,00008100:00104419,00401,'12,Reinickendorf,Reinickendorf,Spielplatz,Reginhardstr.169-171 (Spielplatz),Unknown,2014.0,,1522.3,gewidmet,12100103.0,Breitkopfbecken,1522.3,"Reginhardstr.169-171 (Spielplatz),Breitkopfbecken, Berlin, Germany",,
00008100_00104638,00008100:00104638,01103,'12,Reinickendorf,Hermsdorf,Spielplatz,Dr. Ilse-Kassel-Platz (Spielplatz),zw. Schloßstr. u. Wachsmuthstr.,2017.0,,2188.6,gewidmet,12400723.0,Hermsdorf Ost/Waldsee,2188.6,"Dr. Ilse-Kassel-Platz (Spielplatz),Hermsdorf Ost/Waldsee, Berlin, Germany",52.6169065,13.3130573
00008100_002d5954,00008100:002d5954,30714,'12,Reinickendorf,Tegel,Spielplatz,Eschachstr. Pumptrack (Spielplatz),Unknown,2021.0,,1520.0,gewidmet,12500824.0,Ziekowstraße/Freie Scholle,1520.0,"Eschachstr. Pumptrack (Spielplatz),Ziekowstraße/Freie Scholle, Berlin, Germany",,
00008100_00104606,00008100:00104606,01231,'12,Reinickendorf,Tegel,Spielplatz,Buddeplatz (Spielplatz),Unknown,2014.0,,1761.3,gewidmet,12200515.0,Alt-Tegel,1761.3,"Buddeplatz (Spielplatz),Alt-Tegel, Berlin, Germany",,
00008100_001044c5,00008100:001044c5,36101,'12,Reinickendorf,Tegel,Spielplatz,"Ascheberger Weg, Bolzplatz",Unknown,2012.0,,539.6,gewidmet,12200412.0,Waldidyll/Flughafensee,539.6,"Ascheberger Weg, Bolzplatz,Waldidyll/Flughafensee, Berlin, Germany",,
00008100_0010438c,00008100:0010438c,01535,'12,Reinickendorf,Reinickendorf,Spielplatz,Freiheitsweg 6 (Spielplatz),Unknown,2015.0,,2997.1,gewidmet,12100205.0,Teichstraße,2997.1,"Freiheitsweg 6 (Spielplatz),Teichstraße, Berlin, Germany",,
00008100_002adcb5,00008100:002adcb5,36202,'12,Reinickendorf,Reinickendorf,Spielplatz,Amendestr./Hausotterstr. 80/81 (Spielplatz),Unknown,2020.0,,2043.0,gewidmet,12100102.0,Hausotterplatz,2043.0,"Amendestr./Hausotterstr. 80/81 (Spielplatz),Hausotterplatz, Berlin, Germany",,
00008100_001043ae,00008100:001043ae,01476,'12,Reinickendorf,Reinickendorf,Spielplatz,Letteallee 74a (Spielplatz),Unknown,2015.0,,1683.8,gewidmet,12100101.0,Letteplatz,1683.73,"Letteallee 74a (Spielplatz),Letteplatz, Berlin, Germany",,
00008100_00104468,00008100:00104468,00324,'12,Reinickendorf,Borsigwalde,Spielplatz,Sommerfelder Str. (Spielplatz),Unknown,2016.0,,1272.0,gewidmet,12500825.0,Borsigwalde,1271.98,"Sommerfelder Str. (Spielplatz),Borsigwalde, Berlin, Germany",,
00008100_0010445e,00008100:0010445e,00274,'12,Reinickendorf,Märkisches Viertel,Spielplatz,Markendorfer Str. 25 (Spielplatz),Unknown,2009.0,,2361.1,gewidmet,12601236.0,Schorfheidestraße,2361.1,"Markendorfer Str. 25 (Spielplatz),Schorfheidestraße, Berlin, Germany",,
00008100_0010441d,00008100:0010441d,00640,'12,Reinickendorf,Reinickendorf,Spielplatz,Mittelbruchzeile I (Spielplatz),Kühleweinstr.,2014.0,,1273.1,gewidmet,12100101.0,Letteplatz,1273.1,"Mittelbruchzeile I (Spielplatz),Letteplatz, Berlin, Germany",,
00008100_00250483,00008100:00250483,36185,'12,Reinickendorf,Reinickendorf,Spielplatz,Mittelbruchzeile II (Spielplatz),Werftendensteig,2015.0,,394.3,gewidmet,12100101.0,Letteplatz,394.3,"Mittelbruchzeile II (Spielplatz),Letteplatz, Berlin, Germany",,
00008100_00104461,00008100:00104461,00353,'12,Reinickendorf,Reinickendorf,Spielplatz,Saalmannsteig 12 (Spielplatz),Reinickes Hof,2020.0,,1543.0,gewidmet,12200307.0,Reinickes Hof,1543.0,"Saalmannsteig 12 (Spielplatz),Reinickes Hof, Berlin, Germany",,
