Technischer Schlüssel;Schlüssel;Objektnummer;Bezirk;Ortsteil;Art der Grünanlage;Name der Grünanlage;Namenszusatz der Grünanlage;Baujahr;letztes Sanierungsjahr;Größe in m² (Kataster);Widmung;Nummer des Planungsraumes;Name des Planungsraumes
00008100_0012d720;00008100:0012d720;00696;Tempelhof-Schöneberg;Marienfelde;Grünanlage;Reinstedter Weg;a.d.Kol.Diedersdorfer Weg;-;-;103,00;gewidmet;07601341;Diedersdorfer Weg
00008100_0012dcfe;00008100:0012dcfe;17268;Tempelhof-Schöneberg;Schöneberg;Grünanlage;Ceciliengärten - Gartendenkmal;-;1928;-;4295,00;gewidmet;07300618;Ceciliengärten
00008100_0012dd00;00008100:0012dd00;17272;Tempelhof-Schöneberg;Schöneberg;Grünanlage;Innsbrucker Platz - Grünanlage;-;-;-;6993,00;gewidmet;07300618;Ceciliengärten
00008100_0012d9b8;00008100:0012d9b8;00238;Tempelhof-Schöneberg;Tempelhof;Grünanlage;Hansakorso (Promenade);-;-;-;3456,00;gewidmet;07400720;Gontermannstraße
00008100_0012d98d;00008100:0012d98d;00246;Tempelhof-Schöneberg;Lichtenrade;Grünanlage;Wiesengrund (Promenade);an der Kolonie;-;-;848,00;gewidmet;07601442;Kettinger Straße
00008100_0035cade;00008100:0035cade;19474;Tempelhof-Schöneberg;Lichtenrade;Grünanlage;Lichtenrader Graben West  GA - (verrohrt);-;-;-;1254,00;-;07601544;John-Locke-Straße
00008100_0012db57;00008100:0012db57;19129;Tempelhof-Schöneberg;Tempelhof;Grünanlage;Teltowkanal Nord Geiserich- bis Gersdorf;-;-;-;1112,00;gewidmet;07400826;Marienhöhe
00008100_0012dd0a;00008100:0012dd0a;17250;Tempelhof-Schöneberg;Schöneberg;Grünanlage;Alice-Salomon-Park - Grünanlage;Schwäbische Str.;1972;-;4501,00;gewidmet;07100204;Barbarossaplatz
00008100_0012d986;00008100:0012d986;00247;Tempelhof-Schöneberg;Marienfelde;Grünanlage;Eschwege - Promenade;Grünanlage - Kolonie;-;-;1720,00;gewidmet;07601341;Diedersdorfer Weg
00008100_000e3830;00008100:000e3830;100961;Steglitz-Zehlendorf;Schlachtensee;Grünanlage;Altvaterstraße WG;-;-;-;3315,00;gewidmet;06400737;Nikolassee
00008100_0012d9a4;00008100:0012d9a4;00166;Tempelhof-Schöneberg;Tempelhof;Grünanlage;Albrechtshöhe (Promenade);-;-;-;1729,00;gewidmet;07400927;Rathaus Tempelhof
00008100_0012d976;00008100:0012d976;00193;Tempelhof-Schöneberg;Lichtenrade;Grünanlage;Kaiserplatz - Grünanlage;-;-;-;2791,00;gewidmet;07601547;Horstwalder Straße
00008100_00359888;00008100:00359888;19471;Tempelhof-Schöneberg;Friedenau;Grünanlage;Lauterplatz - Grünanlage;-;-;-;-;in Widmung;07030301;Friedenau
00008100_0012d9cc;00008100:0012d9cc;00208;Tempelhof-Schöneberg;Lichtenrade;Grünanlage;Gebertgraben;-;-;-;1329,00;gewidmet;07601544;John-Locke-Straße
00008100_0012d9bf;00008100:0012d9bf;00239;Tempelhof-Schöneberg;Tempelhof;Grünanlage;Geiserich (Promenade);Kolonie;-;-;592,00;gewidmet;07400826;Marienhöhe
00008100_0012d9a1;00008100:0012d9a1;00156;Tempelhof-Schöneberg;Tempelhof;Grünanlage;Metzplatz;-;-;-;2097,00;gewidmet;07400927;Rathaus Tempelhof
00008100_0012d97a;00008100:0012d97a;00195;Tempelhof-Schöneberg;Lichtenrade;Grünanlage;Neue Heimat Promenade;Grünverbindung Lira-Damm/Lira-Graben;-;-;2289,00;gewidmet;07601544;John-Locke-Straße
00008100_0012d9cf;00008100:0012d9cf;00207;Tempelhof-Schöneberg;Tempelhof;Grünanlage;Bergfrieden (Promenade);-;-;-;1584,00;gewidmet;07400927;Rathaus Tempelhof
00008100_000e3ca7;00008100:000e3ca7;101764;Steglitz-Zehlendorf;Steglitz;Grünanlage;Jochemplatz WG;-;-;-;857,00;gewidmet;06100209;Feuerbachstraße
00008100_0012d96d;00008100:0012d96d;00145;Tempelhof-Schöneberg;Tempelhof;Grünanlage;Rumeyplan (Westteil) - Gartendenkmal;-;1913;-;2317,00;gewidmet;07400721;Paradestraße
00008100_0023bea5;00008100:0023bea5;19236;Tempelhof-Schöneberg;Tempelhof;Grünanlage;Kitty-Kuse-Platz;-;-;-;2604,00;gewidmet;07200413;Cheruskerstraße
00008100_0012db4e;00008100:0012db4e;17450;Tempelhof-Schöneberg;Schöneberg;Grünanlage;Lilli-Flora-Park (Pallasstr. 7);Pallaspark;-;-;656,00;gewidmet;07100103;Frobenstraße
00008100_0012d9ad;00008100:0012d9ad;00170;Tempelhof-Schöneberg;Mariendorf;Grünanlage;Kaiserstr. - Martin-Luther-Kirche;Kaiserplatz;-;-;2457,00;gewidmet;07501029;Ringstraße
00008100_0012d96e;00008100:0012d96e;00188;Tempelhof-Schöneberg;Lichtenrade;Grünanlage;Hermione-von-Preuschen-Platz;(ehem. Hohenzollernplatz);-;-;3246,00;gewidmet;07601546;Franziusweg
00008100_0012d970;00008100:0012d970;00203;Tempelhof-Schöneberg;Tempelhof;Grünanlage;Steingrube (Promenade);-;-;-;404,00;gewidmet;07400720;Gontermannstraße
00008100_0012d9e4;00008100:0012d9e4;00187;Tempelhof-Schöneberg;Lichtenrade;Grünanlage;Steinplatz (Steinstr.);-;-;-;1422,00;gewidmet;07601544;John-Locke-Straße
00008100_0012db8e;00008100:0012db8e;18701;Tempelhof-Schöneberg;Schöneberg;Grünanlage;Prellerweg 1-3;-;-;-;493,00;gewidmet;07300619;Grazer Platz
00008100_0012d980;00008100:0012d980;00149;Tempelhof-Schöneberg;Tempelhof;Grünanlage;Adolf-Scheidt-Platz - Gartendenkmal;-;1931;-;1583,00;gewidmet;07400721;Paradestraße
00008100_0012d9c6;00008100:0012d9c6;00196;Tempelhof-Schöneberg;Lichtenrade;Grünanlage;Finchleystr. (am Altenheim);-;-;-;1852,00;gewidmet;07601544;John-Locke-Straße
00008100_0012d9d2;00008100:0012d9d2;00198;Tempelhof-Schöneberg;Lichtenrade;Grünanlage;Lichtenrader Graben West - Grünanlage;-;-;-;4819,00;gewidmet;07601544;John-Locke-Straße
00008100_0012d7b9;00008100:0012d7b9;17990;Tempelhof-Schöneberg;Schöneberg;Grünanlage;Gotenstr. 83-84 - Grünanlage;Cheruskerstr. 2;-;-;437,00;gewidmet;07200413;Cheruskerstraße
00008100_0012d9d5;00008100:0012d9d5;00197;Tempelhof-Schöneberg;Lichtenrade;Grünanlage;John-Locke-Str. - Grünanlage;-;-;-;3322,00;gewidmet;07601544;John-Locke-Straße
00008100_0012d9c9;00008100:0012d9c9;00211;Tempelhof-Schöneberg;Mariendorf;Grünanlage;Gottlieb-Dunkel-Str./Ullsteinstr.;-;-;-;1039,00;gewidmet;07400927;Rathaus Tempelhof
00008100_0012db72;00008100:0012db72;19002;Tempelhof-Schöneberg;Tempelhof;Grünanlage;Hertha-Block-Promenade;Ost-West-Grünzug;2010;-;2995,00;gewidmet;07400720;Gontermannstraße
00008100_0012dcf8;00008100:0012dcf8;17276;Tempelhof-Schöneberg;Friedenau;Grünanlage;Renée-Sintenis-Platz - Gartendenkmal;-;1872;1955;1609,00;gewidmet;07300517;Perelsplatz
00008100_0012d783;00008100:0012d783;18050;Tempelhof-Schöneberg;Schöneberg;Grünanlage;Vorarlberger Damm - Grünanlage;-;-;-;4279,00;gewidmet;07300619;Grazer Platz
00008100_0012d797;00008100:0012d797;18028;Tempelhof-Schöneberg;Marienfelde;Grünanlage;Alt-Marienfelde Dorfaue - Gartendenkmal;neben Schmiedeteich;1229;-;1034,00;gewidmet;07601237;Kirchstraße
00008100_000e3b8d;00008100:000e3b8d;102222;Steglitz-Zehlendorf;Wannsee;Grünanlage;Landschaftspark Glienicke;Pleasureground;-;-;73187,00;-;06400735;Wannsee
00008100_002434cb;00008100:002434cb;103003;Steglitz-Zehlendorf;Wannsee;Grünanlage;Landschaftspark Glienicke N - Teil 2/2;-;-;-;412206,00;gewidmet;06400735;Wannsee
00008100_000e386f;00008100:000e386f;100963;Steglitz-Zehlendorf;Nikolassee;Grünanlage;Lückhoffstraße WG;Ecke Kirchweg;-;-;1334,00;gewidmet;06400737;Nikolassee
00008100_000e3b90;00008100:000e3b90;102214;Steglitz-Zehlendorf;Steglitz;Grünanlage;Grabertstraße WG;Steglitzer Damm/Grabertstraße;-;-;673,00;gewidmet;06100204;Munsterdamm
00008100_000e3b8a;00008100:000e3b8a;102220;Steglitz-Zehlendorf;Lichterfelde;Grünanlage;Botanischer Garten;Unter den Eichen 5 - 10;-;-;432534,00;-;06300629;Botanischer Garten
00008100_000e3c27;00008100:000e3c27;101727;Steglitz-Zehlendorf;Steglitz;Grünanlage;Wolfensteindamm WG-1/2;nördlich des Bahngeländes;-;-;2479,00;gewidmet;06100102;Schloßstraße
00008100_000e3bf8;00008100:000e3bf8;102111;Steglitz-Zehlendorf;Dahlem;Grünanlage;Im Winkel WG;Otto-Appel-Straße (Durchgang);-;-;341,00;gewidmet;06400844;Dahlem
00008100_000e3c2b;00008100:000e3c2b;101723;Steglitz-Zehlendorf;Lankwitz;Grünanlage;Mühlenstraße (Stegl.) 32 WG;Malteser Straße / Mühlenstraße;-;-;2748,00;gewidmet;06200311;Alt-Lankwitz
00008100_000e3c9b;00008100:000e3c9b;101770;Steglitz-Zehlendorf;Lankwitz;Grünanlage;Wichurastraße 82 WG;Felgentreustraße / Wichurastraße;-;-;682,00;gewidmet;06200317;Lankwitz Süd
00008100_000e3881;00008100:000e3881;101397;Steglitz-Zehlendorf;Wannsee;Grünanlage;Flensburger Löwe WG;Zum Heckeshorn;-;-;2686,00;gewidmet;06400735;Wannsee
00008100_000e3a1c;00008100:000e3a1c;101655;Steglitz-Zehlendorf;Wannsee;Grünanlage;Königstraße 68 a-c N;Lebensretter;-;-;3938,00;gewidmet;06400735;Wannsee
00008100_000e3738;00008100:000e3738;101701;Steglitz-Zehlendorf;Lichterfelde;Grünanlage;Hortensienplatz WG;-;-;-;825,00;gewidmet;06300629;Botanischer Garten
00008100_000e37ca;00008100:000e37ca;101148;Steglitz-Zehlendorf;Wannsee;Grünanlage;Wickenhagenweg WG;-;-;-;660,80;gewidmet;06400735;Wannsee
00008100_000e3c79;00008100:000e3c79;101979;Steglitz-Zehlendorf;Steglitz;Grünanlage;Bismarckstraße 50 WG;Hünesteig / Bismarkstraße;-;-;2564,00;gewidmet;06100204;Munsterdamm
00008100_000e3c1f;00008100:000e3c1f;102034;Steglitz-Zehlendorf;Lichterfelde;Grünanlage;Barnackufer WG;-;-;-;215,00;gewidmet;06200421;Königsberger Straße
00008100_000e3c7b;00008100:000e3c7b;101980;Steglitz-Zehlendorf;Lichterfelde;Grünanlage;Osdorfer Straße N;Wasserrückhaltebecken;-;-;4161,00;gewidmet;06200419;Thermometersiedlung
00008100_000e3a5b;00008100:000e3a5b;100764;Steglitz-Zehlendorf;Dahlem;Grünanlage;Am Hegewinkel WG;Ecke Am Waldfriedhof;-;-;3858,00;gewidmet;06400842;Hüttenweg
00008100_00238759;00008100:00238759;102398;Steglitz-Zehlendorf;Wannsee;Grünanlage;Königstraße bei Glienicker Brücke;-;-;-;241,00;gewidmet;06400735;Wannsee
00008100_000e374c;00008100:000e374c;101680;Steglitz-Zehlendorf;Steglitz;Grünanlage;Ahornplatz WG;-;-;-;1026,00;gewidmet;06100102;Schloßstraße
00008100_000e3c24;00008100:000e3c24;102038;Steglitz-Zehlendorf;Lichterfelde;Grünanlage;Achenseeweg WG;Silzerweg / Achenseeweg;-;-;684,00;gewidmet;06200423;Schütte-Lanz-Straße
00008100_000e3a5d;00008100:000e3a5d;100780;Steglitz-Zehlendorf;Nikolassee;Grünanlage;Potsdamer Chaussee WG - Teil 2/2;Lindenthaler Allee bis Am Waldhaus;-;-;37195,30;gewidmet;06400736;Düppel
00008100_000e3c70;00008100:000e3c70;101695;Steglitz-Zehlendorf;Lichterfelde;Grünanlage;Saaleckplatz WG;-;-;-;1426,00;gewidmet;06200423;Schütte-Lanz-Straße
00008100_000e3745;00008100:000e3745;101674;Steglitz-Zehlendorf;Steglitz;Grünanlage;Friedrichsruher Platz WG;-;-;-;3521,00;gewidmet;06100209;Feuerbachstraße
00008100_000e3a47;00008100:000e3a47;100759;Steglitz-Zehlendorf;Zehlendorf;Grünanlage;Grünzug am Buschgraben WG-2/3;Ludwigsfelder Straße;-;-;8948,00;gewidmet;06300524;Berlepschstraße
00008100_000e3739;00008100:000e3739;102088;Steglitz-Zehlendorf;Steglitz;Grünanlage;Oehlertplatz WG;-;-;-;1281,00;gewidmet;06100204;Munsterdamm
00008100_000e38a6;00008100:000e38a6;100959;Steglitz-Zehlendorf;Dahlem;Grünanlage;Jürgen-Fuchs-Platz WG;Platz Ecke Königin-Luise-Straße;-;-;3117,00;gewidmet;06400843;Thielallee
00008100_000e3c90;00008100:000e3c90;101778;Steglitz-Zehlendorf;Lankwitz;Grünanlage;Dessauerstraße WG;Weg zur Kolonie Alt Lankwitz;-;-;1573,00;gewidmet;06200315;Gallwitzallee
00008100_000e3b44;00008100:000e3b44;100924;Steglitz-Zehlendorf;Schlachtensee;Grünanlage;Klopstockstraße WG;Platz;-;-;654,00;gewidmet;06400838;Krumme Lanke
00008100_000e3865;00008100:000e3865;100956;Steglitz-Zehlendorf;Dahlem;Grünanlage;Im Gehege WG;Estrongo-Nachama-Platz;-;-;3236,00;gewidmet;06400844;Dahlem
00008100_000e385d;00008100:000e385d;100980;Steglitz-Zehlendorf;Wannsee;Grünanlage;Landschaftspark Glienicke N - Teil 1/2;-;-;-;447580,10;gewidmet;06400735;Wannsee
00008100_000e3b88;00008100:000e3b88;102221;Steglitz-Zehlendorf;Wannsee;Grünanlage;Pfaueninsel;-;-;-;605900,00;-;06400735;Wannsee
00008100_000e3c6e;00008100:000e3c6e;101700;Steglitz-Zehlendorf;Lichterfelde;Grünanlage;Asternplatz WG;-;-;-;2617,50;gewidmet;06300629;Botanischer Garten
00008100_000e3bea;00008100:000e3bea;102124;Steglitz-Zehlendorf;Zehlendorf;Grünanlage;Waldsee N;-;-;-;1283,00;gewidmet;06400838;Krumme Lanke
00008100_000e3c5b;00008100:000e3c5b;101688;Steglitz-Zehlendorf;Steglitz;Grünanlage;Neue Filandastraße WG;Albrechtstraße / Neue Filandastraße;-;-;445,00;gewidmet;06100208;Bergstraße
00008100_000e3bf9;00008100:000e3bf9;102107;Steglitz-Zehlendorf;Lankwitz;Grünanlage;Döhlauer Pfad WG - Teil 2/2;Alt-Lankwitz bis Kamenzer Damm;-;-;3637,00;gewidmet;06200311;Alt-Lankwitz
00008100_000e3747;00008100:000e3747;101675;Steglitz-Zehlendorf;Steglitz;Grünanlage;Althoffplatz WG;-;-;-;4689,40;gewidmet;06100208;Bergstraße
00008100_000e3897;00008100:000e3897;101398;Steglitz-Zehlendorf;Wannsee;Grünanlage;Kleistgrab WG - Teil 1/2;Bismarckstraße;-;-;3891,60;gewidmet;06400735;Wannsee
00008100_00146ddf;00008100:00146ddf;60416;Friedrichshain-Kreuzberg;Friedrichshain;Grünanlage;Wilhelm-Stolze-Str. 36-38;-;-;-;175,00;gewidmet;02400522;Richard-Sorge-Viertel
00008100_000e3a4f;00008100:000e3a4f;100746;Steglitz-Zehlendorf;Zehlendorf;Grünanlage;Mexikoplatz WG;Bülowstraße bis Am Schlachtensee;-;-;2452,90;gewidmet;06400839;Fischerhüttenstraße
00008100_000e3c8c;00008100:000e3c8c;101779;Steglitz-Zehlendorf;Steglitz;Grünanlage;Onkel-Emil-Park WG;Guthsmuthsstraße / Hackerstraße;-;-;4578,80;gewidmet;06100103;Markelstraße
00008100_000e3b05;00008100:000e3b05;101486;Steglitz-Zehlendorf;Zehlendorf;Grünanlage;Dorfaue Zehlendorf WG;Teltower Damm / Kirchstraße;-;-;4387,70;gewidmet;06300526;Zehlendorf Mitte
00008100_000e3c6b;00008100:000e3c6b;102066;Steglitz-Zehlendorf;Steglitz;Grünanlage;Wolfensteindamm WG-2/2;"Wolfensteindamm 10; südl. des Bahngeländ";-;-;1359,00;gewidmet;06100207;Mittelstraße
00008100_000e3be9;00008100:000e3be9;102125;Steglitz-Zehlendorf;Lichterfelde;Grünanlage;Limonenteich N;Altensteinstraße / Limonenstraße;-;-;4072,00;gewidmet;06300629;Botanischer Garten
00008100_000e3a9f;00008100:000e3a9f;101554;Steglitz-Zehlendorf;Nikolassee;Grünanlage;Hohenzollernplatz WG;S-Bhf Nikolassee bis Alemannenstraße;2016;-;3938,80;gewidmet;06400737;Nikolassee
00008100_002afe81;00008100:002afe81;102966;Steglitz-Zehlendorf;Lichterfelde;Grünanlage;Lilienthal-Gedenkstätte WG - Teil 3/3;Spiegelbecken;-;-;3502,10;gewidmet;06200423;Schütte-Lanz-Straße
00008100_000e3c01;00008100:000e3c01;102109;Steglitz-Zehlendorf;Dahlem;Grünanlage;Edwin-Redslob-Straße WG;-;-;-;4896,00;gewidmet;06400844;Dahlem
00008100_000e3caa;00008100:000e3caa;102003;Steglitz-Zehlendorf;Steglitz;Grünanlage;Am Bäkequell WG;-;-;-;1080,10;gewidmet;06100207;Mittelstraße
00008100_00146c54;00008100:00146c54;60104;Friedrichshain-Kreuzberg;Friedrichshain;Grünanlage;Palisadenstr./ Friedenstr.;Zierbrunnen neben Palisadenstr. 53;-;-;271,00;gewidmet;02400521;Friedenstraße
00008100_000e3c38;00008100:000e3c38;102048;Steglitz-Zehlendorf;Lankwitz;Grünanlage;Dreifaltigkeitskirche WG;Paul-Schneider-Straße;-;-;4157,00;gewidmet;06200313;Lankwitz Kirche
00008100_000e3ad5;00008100:000e3ad5;100936;Steglitz-Zehlendorf;Zehlendorf;Grünanlage;Karl-Schmidt -Rottluff-Weg WG;Berliner Straße bis Schützallee;-;-;3573,00;gewidmet;06400841;Zehlendorf Eiche
00008100_000e3a5a;00008100:000e3a5a;100779;Steglitz-Zehlendorf;Zehlendorf;Grünanlage;Potsdamer Chaussee WG - Teil 1/2;S-Bahnbrücke Zhdf bis Lindenthaler Allee;-;-;25433,00;gewidmet;06300524;Berlepschstraße
00008100_002d0838;00008100:002d0838;103004;Steglitz-Zehlendorf;Lichterfelde;Grünanlage;Bröndbystraße 40B;-;-;-;205,00;gewidmet;06300631;Goerzwerke
00008100_00146dd1;00008100:00146dd1;60412;Friedrichshain-Kreuzberg;Friedrichshain;Grünanlage;Karl-Marx-Allee 70C-F;Hinterland;-;-;1154,00;gewidmet;02400623;Andreasviertel
00008100_0016d231;00008100:0016d231;00906;Pankow;Französisch Buchholz;Grünanlage;Schönerlinder Str. östl. III;zw. A 10 und Eisenbahntrasse;-;-;135542,00;künftige Widmung;03100101;Bucher Forst
00008100_0016d409;00008100:0016d409;70917;Pankow;Prenzlauer Berg;Grünanlage;Mollstr.;am Friedhof;-;-;503,00;gewidmet;03701659;Immanuelkirchstraße
00008100_0016d3ec;00008100:0016d3ec;00860;Pankow;Buch;Grünanlage;Am Posseberg I;Gewerbegebiet Pankow Nord;-;-;165056,00;gewidmet;03100101;Bucher Forst
00008100_0016cfb5;00008100:0016cfb5;70553;Pankow;Prenzlauer Berg;Grünanlage;Topsstr.;-;-;-;5924,00;gewidmet;03601142;Falkplatz
00008100_0016ce45;00008100:0016ce45;70186;Pankow;Blankenburg;Grünanlage;Flaischlenstr.;an der Fußgängerbrücke;-;-;2211,00;gewidmet;03300514;Blankenburg
00008100_002d5b7a;00008100:002d5b7a;00276;Pankow;Buch;Grünanlage;Moorlinse;Moorlinse südl, Am Sandhaus. westl. kleine Wiltbergstraße;-;-;142852,60;in Widmung;03100101;Bucher Forst
00008100_00146e3b;00008100:00146e3b;50063;Friedrichshain-Kreuzberg;Kreuzberg;Grünanlage;Gitschiner Straße, an  Zossener Brücke;-;-;-;882,00;gewidmet;02100102;Mehringplatz
00008100_00263bcf;00008100:00263bcf;00694;Pankow;Französisch Buchholz;Grünanlage;Am Brendegraben;-;-;-;18911,00;gewidmet;03100101;Bucher Forst
00008100_0016d3e4;00008100:0016d3e4;70969;Pankow;Prenzlauer Berg;Grünanlage;Schliemannstr. 42/43;-;-;-;558,00;gewidmet;03601347;Helmholtzplatz
00008100_00146bcd;00008100:00146bcd;60355;Friedrichshain-Kreuzberg;Friedrichshain;Grünanlage;Koppenstr., Grünanl.;Kastanienwäldchen;-;-;2628,00;gewidmet;02400521;Friedenstraße
00008100_00146d28;00008100:00146d28;61344;Friedrichshain-Kreuzberg;Kreuzberg;Grünanlage;Lindenstr. 76, Markgrafenstraße;Markgrafenpark;2006;-;3982,00;gewidmet;02100102;Mehringplatz
00008100_00146e38;00008100:00146e38;50053;Friedrichshain-Kreuzberg;Kreuzberg;Grünanlage;Cuvrystr. 13-15/ Falckensteinstr. 39-40;Durchgang;-;-;2599,00;gewidmet;02300419;Wrangelkiez
00008100_00146d56;00008100:00146d56;62541;Friedrichshain-Kreuzberg;Kreuzberg;Grünanlage;Oranienstr. 59-62;Ecke Prinzenstr.;-;-;1610,00;gewidmet;02100104;Moritzplatz
00008100_00146b7c;00008100:00146b7c;60128;Friedrichshain-Kreuzberg;Friedrichshain;Grünanlage;Andreasstr. 21-22;Vorfläche Seniorenheim;-;-;4805,00;gewidmet;02400623;Andreasviertel
00008100_00146d2b;00008100:00146d2b;63581;Friedrichshain-Kreuzberg;Friedrichshain;Grünanlage;Frankfurter Allee 6A,14A;-;-;-;1590,00;gewidmet;02500830;Niederbarnimstraße
00008100_00146b78;00008100:00146b78;60134;Friedrichshain-Kreuzberg;Friedrichshain;Grünanlage;Krautstraße 1-4;Neue Blumenstraße;-;-;2001,00;gewidmet;02400623;Andreasviertel
00008100_00146bf8;00008100:00146bf8;60318;Friedrichshain-Kreuzberg;Friedrichshain;Grünanlage;Platz der Vereinten Nationen vor 3-12;-;-;-;11160,00;gewidmet;02400521;Friedenstraße
00008100_00146b7a;00008100:00146b7a;60129;Friedrichshain-Kreuzberg;Friedrichshain;Grünanlage;Warschauer Str./ Mühlenstr.;-;-;-;2633,00;gewidmet;02400625;Wriezener Bahnhof
00008100_002fddf4;00008100:002fddf4;60047;Friedrichshain-Kreuzberg;Kreuzberg;Grünanlage;Möckernstr. 131/ Kleinbeerenstr.;Durchwegung Hallesche Str. neben 20;-;-;1629,00;gewidmet;02100101;Askanischer Platz
00008100_00281630;00008100:00281630;60025;Friedrichshain-Kreuzberg;Kreuzberg;Grünanlage;Skalitzer Str. 121;Ecke Mariannenstr.;1995;2023;3270,00;gewidmet;02300315;Lausitzer Platz
00008100_00146bef;00008100:00146bef;60109;Friedrichshain-Kreuzberg;Friedrichshain;Grünanlage;Am Ostbahnhof/ Andreasstr.;Stralauer Platz;-;-;4021,00;gewidmet;02400623;Andreasviertel
00008100_00146ba9;00008100:00146ba9;60291;Friedrichshain-Kreuzberg;Friedrichshain;Grünanlage;Hermann-Stöhr-Platz, Grünanl.;-;-;-;3630,00;gewidmet;02400623;Andreasviertel
00008100_00146bf1;00008100:00146bf1;60112;Friedrichshain-Kreuzberg;Friedrichshain;Grünanlage;Otto-Braun-Str., Grünanl.;Königstor;-;-;2318,00;gewidmet;02400520;Barnimkiez
00008100_00146bfb;00008100:00146bfb;60319;Friedrichshain-Kreuzberg;Friedrichshain;Grünanlage;Platz der Vereinten Nationen vor 15-22;Supermarkt;-;-;3354,00;gewidmet;02400520;Barnimkiez
00008100_00146b90;00008100:00146b90;60124;Friedrichshain-Kreuzberg;Friedrichshain;Grünanlage;Wühlischplatz;-;-;-;2943,00;gewidmet;02500834;Revaler Straße
00008100_00349f84;00008100:00349f84;50088;Friedrichshain-Kreuzberg;Kreuzberg;Grünanlage;Viktoriapark, Wolfsschlucht;-;1894;-;4959,00;gewidmet;02200209;Viktoriapark
