district_id,district_name
11001001,Berlin-Mitte
11002002,Berlin-Friedrichshain-Kreuzberg
11003003,Berlin-Pankow
11004004,Berlin-Charlottenburg-Wilmersdorf
11005005,Berlin-Spandau
11006006,Berlin-Steglitz-Zehlendorf
11007007,Berlin-Tempelhof-Schöneberg
11008008,Berlin-Neukölln
11009009,Berlin-Treptow-Köpenick
11010010,Berlin-Marzahn-Hellersdorf
11011011,Berlin-Lichtenberg
11012012,Berlin-Reinickendorf
