district_id,street_name,median_net_rent,number_of_cases,mean_net_rent,year
5100313,Eiswerder,11.98,40,11.19,2020
5100314,Kurstraße,8.55,57,8.7,2020
5100315,Ackerstraße,8.89,56,10.3,2020
5100316,Carl-Schurz-Straße,6.27,106,7.68,2020
5100317,Freiheit,10,32,10.8,2020
5200418,Isenburger Weg,10.59,5,10.01,2020
5200419,Am Heideberg,keine Daten,keine Daten,keine Daten,2020
5200420,Staakener Straße,keine Daten,keine Daten,keine Daten,2020
5200421,Spandauer Straße,9.58,32,9.31,2020
5200422,Werkstraße,10.56,53,11.23,2020
5200423,Magistratsweg,7.91,30,7.81,2020
5200524,Döberitzer Weg,8.1,13,7.78,2020
5200525,Pillnitzer Weg,8.21,29,8.96,2020
5200526,Rudolf-Wissell-Großsiedlung,6.24,56,6.54,2020
5200527,Maulbeerallee,5.93,28,6.22,2020
5200528,Weinmeisterhornweg,5.95,39,6.94,2020
5200629,Borkumer Straße,10.76,159,10.95,2020
5200630,Wilhelmstadt West,8.97,84,9.32,2020
5200631,Wilhelmstadt Ost,8.61,79,8.68,2020
5200632,Tiefwerder,9.08,18,9.23,2020
5200633,Graetschelsteig,5.76,17,5.81,2020
5200634,Börnicker Straße,9.92,11,10.16,2020
5300735,Haveleck,9.5,205,8.99,2020
5300736,Zitadellenweg,9.43,13,9.45,2020
5300737,Gartenfelder Straße,6.29,140,7.14,2020
5300838,Gartenfeld,keine Daten,keine Daten,keine Daten,2020
5300839,Rohrdamm,8.52,57,8.52,2020
5300840,Nonnendammallee,7.32,4,8.51,2020
5300841,Siemensdamm,9.26,44,9.7,2020
5400942,Alt-Gatow,9.36,7,8.29,2020
5400943,Jägerallee,10.72,14,10.81,2020
5400944,Kladower Damm,keine Daten,keine Daten,keine Daten,2020
5400945,Kafkastraße,9.5,8,9.62,2020
6100101,Fichtenberg,11,22,12.45,2020
6100102,Schloßstraße,13.5,53,13.81,2020
6100103,Markelstraße,11.85,25,11.75,2020
6100204,Munsterdamm,9.06,17,10.25,2020
6100205,Südende,9.72,57,10.27,2020
6100206,Stadtpark,10.32,40,11,2020
6100207,Mittelstraße,10.04,53,10.68,2020
6100208,Bergstraße,10.82,34,10.43,2020
6100209,Feuerbachstraße,10.24,40,10.77,2020
6100210,Bismarckstraße,8.96,16,9.42,2020
6200311,Alt-Lankwitz,9.84,17,9.17,2020
6200312,Komponistenviertel Lankwitz,10.42,25,10.89,2020
6200313,Lankwitz Kirche,8.83,45,9.48,2020
6200314,Kaiser-Wilhelm-Straße,8.39,36,8.58,2020
6200315,Gallwitzallee,9.33,20,9.63,2020
6200316,Belßstraße,7.32,35,7.48,2020
6200317,Lankwitz Süd,9,17,8.97,2020
6200418,Landweg,keine Daten,keine Daten,keine Daten,2020
6200419,Thermometersiedlung,7.84,30,8.81,2020
6200420,Lichterfelde Süd,10.58,46,11.37,2020
6200421,Königsberger Straße,10.21,45,10.47,2020
6200422,Oberhofer Platz,9.72,30,9.79,2020
6200423,Schütte-Lanz-Straße,9.42,28,9.44,2020
6300524,Berlepschstraße,10.92,20,10.79,2020
6300525,Zehlendorf Süd,10.41,43,10,2020
6300526,Zehlendorf Mitte,10.18,10,12.79,2020
6300527,Sundgauer Straße,13.08,35,12.28,2020
6300528,Teltower Damm,10.5,31,10.78,2020
6300629,Botanischer Garten,8.6,33,8.96,2020
6300630,Hindenburgdamm,9.53,32,9.57,2020
6300631,Goerzwerke,9.88,4,10.58,2020
6300632,Schweizer Viertel,11.61,59,11.91,2020
6300633,Augustaplatz,11,49,11.25,2020
6300634,Lichterfelde West,11.98,42,12,2020
6400735,Wannsee,11.51,54,11.56,2020
6400736,Düppel,11.29,21,11.55,2020
6400737,Nikolassee,10.71,36,10.79,2020
6400838,Krumme Lanke,10.6,14,12.32,2020
6400839,Fischerhüttenstraße,10.91,13,10.17,2020
6400840,Fischtal,10.03,16,10.28,2020
6400841,Zehlendorf Eiche,11.14,24,11.79,2020
6400842,Hüttenweg,11.2,27,12.73,2020
6400843,Thielallee,12.51,16,12.31,2020
6400844,Dahlem,13.07,24,13.86,2020
7100101,Wittenbergplatz,14.22,58,15.81,2020
7100102,Kalckreuthstraße,10.25,21,10.59,2020
7100103,Frobenstraße,8.39,61,10.51,2020
7100204,Barbarossaplatz,11.67,28,11.55,2020
7100205,Alvenslebenstraße,6.23,21,8.21,2020
7100206,Großgörschenstraße,10.5,28,11.65,2020
7200307,Bayerischer Platz,11.08,35,11.22,2020
7200308,Volkspark (Rudolph-Wilde-Park),12,72,12.96,2020
7200409,Belziger Straße,17,47,15.97,2020
7200410,Feurigstraße,13.37,17,13.31,2020
7200411,Julius-Leber-Brücke,11.27,4,13.89,2020
7200412,Schöneberger Linse,17.8,74,16.98,2020
7200413,Cheruskerstraße,11.88,28,12.62,2020
7200414,Hohenfriedbergstraße,10.93,11,11.42,2020
7300515,Taunusstraße,9.9,21,10.37,2020
7300516,Odenwaldstraße,11.61,37,11.48,2020
7300517,Perelsplatz,11.7,27,12.14,2020
7300618,Ceciliengärten,13.21,15,12.24,2020
7300619,Grazer Platz,10.04,49,10.57,2020
7400720,Gontermannstraße,11.8,21,11.73,2020
7400721,Paradestraße,7.43,5,7.52,2020
7400822,Lindenhofsiedlung,keine Daten,keine Daten,keine Daten,2020
7400823,Wittekindstraße,9.77,25,9.64,2020
7400824,Bosepark,10,15,9.95,2020
7400825,Friedrich-Karl-Straße,11.77,45,12.21,2020
7400826,Marienhöhe,8.79,5,9.42,2020
7400927,Rathaus Tempelhof,10.4,47,11.05,2020
7400928,Germaniagarten,9.6,35,10.23,2020
7501029,Ringstraße,6.69,42,7.24,2020
7501030,Machonstraße,8,33,9.02,2020
7501031,Eisenacher Straße,8.5,60,9.09,2020
7501032,Imbrosweg,9.05,22,9.46,2020
7501133,Fritz-Werner-Straße,9.05,25,9.92,2020
7501134,Hundsteinweg,9.11,39,10.39,2020
7501135,Birnhornweg,8.13,4,8.56,2020
7601236,Marienfelder Allee Nordwest,8.8,66,11.01,2020
7601237,Kirchstraße,9.91,19,10.29,2020
7601238,Marienfelde Nordost,10.71,3,10.38,2020
7601339,Tirschenreuther Ring West,5.95,34,6.6,2020
7601340,Tirschenreuther Ring Ost,6.8,29,7.43,2020
7601341,Diedersdorfer Weg,8.95,14,8.79,2020
7601442,Kettinger Straße,9.06,35,9.54,2020
7601443,Töpchiner Weg,7.64,39,8.17,2020
7601544,John-Locke-Straße,8.8,20,8.25,2020
7601545,Nahariyastraße,8,58,7.91,2020
7601546,Franziusweg,9.68,21,9.77,2020
7601547,Horstwalder Straße,7.54,29,8.19,2020
7601548,Wittelsbacherstraße,9.73,6,10.25,2020
8100101,Hasenheide,18,63,18.47,2020
8100102,Schillerpromenade Nord,10.2,26,12.17,2020
8100103,Schillerpromenade Süd,10.48,28,11.65,2020
8100104,Wartheplatz,11.86,27,12.43,2020
8100105,Silbersteinstraße,13.98,80,12.9,2020
8100206,Flughafenstraße,10.27,36,11.44,2020
8100207,Rollberg,7.63,13,9.29,2020
8100208,Körnerpark,11.03,55,11.39,2020
8100209,Glasower Straße,15.01,62,12.68,2020
8100310,Maybachufer,15,35,14.72,2020
8100311,Reuterplatz,11.42,34,12.02,2020
8100312,Weichselplatz,8.59,43,10.43,2020
8100313,Bouchéstraße,15.01,6,13.45,2020
8100314,Donaustraße,9.67,30,11.27,2020
8100415,Ganghoferstraße,10.54,17,10.13,2020
8100416,Alt-Rixdorf,13.57,18,13.87,2020
8100417,Braunschweiger Straße,11,45,11.22,2020
8100418,Hertzbergplatz,9.53,32,10.65,2020
8100419,Treptower Straße Nord,12.01,41,12.39,2020
8100520,Weiße Siedlung,7.98,63,7.71,2020
8100521,Schulenburgpark,6.96,96,6.77,2020
8200622,Jahnstraße,13.42,27,12.35,2020
8200623,Park am Buschkrug,7.73,7,9.13,2020
8200624,Tempelhofer Weg,8.38,50,8.89,2020
8200725,Mohriner Allee Nord,9.11,4,9.5,2020
8200726,Hufeisensiedlung,8.14,17,8.27,2020
8200727,Parchimer Allee Süd,10.32,8,11.17,2020
8200728,Ortolanweg,keine Daten,keine Daten,keine Daten,2020
8200729,Britzer Garten,keine Daten,keine Daten,keine Daten,2020
8200730,Handwerker-Siedlung,6.25,11,6.8,2020
8200831,Buckow West,9.48,28,8.85,2020
8200832,Buckow Mitte,6.71,33,7.64,2020
8200833,Buckow Ost,7.03,16,7.68,2020
8300934,Gropiusstadt Nord-West,7.06,48,8.07,2020
8300935,Gropiusstadt Süd-West,9.27,23,9.42,2020
8301036,Gropiusstadt Mitte,8.9,26,8.91,2020
8301037,Gropiusstadt Süd-Ost,6.5,36,7.74,2020
8401138,Goldhähnchenweg,7.14,15,6.88,2020
8401139,Vogelviertel Süd,7.38,7,8.19,2020
8401140,Vogelviertel Nord,keine Daten,keine Daten,keine Daten,2020
8401241,Blumenviertel,10.26,14,11.82,2020
8401242,Zittauer Straße,7.51,12,8.19,2020
8401243,Alt-Rudow,7.99,40,8.51,2020
8401244,Waßmannsdorfer Chaussee,7.9,7,9.5,2020
8401245,Frauenviertel,8.13,34,8.37,2020
8401246,Waltersdorfer Chaussee Ost,6.97,28,7.38,2020
9100101,Alt-Treptow,13,51,12.99,2020
9100202,Plänterwald West,8.78,6,11.18,2020
9100203,Plänterwald Ost,8.56,19,9.26,2020
9100304,Baumschulenweg West,10.01,57,10.57,2020
9100305,Baumschulenweg Ost,10.92,12,9.81,2020
9100306,Späthsfelde,keine Daten,keine Daten,keine Daten,2020
9100407,Johannisthal West,13,51,11.78,2020
9100408,Johannisthal Ost,9.49,75,9.89,2020
9100409,Landschaftspark Adlershof,6.5,5,7.59,2020
9200510,Helmholtz-Kiez,9,88,9.89,2020
9200511,Griechischer Park,8.1,126,8.89,2020
9200512,Wuhlheide,12.64,91,11.93,2020
9200613,Bahnhof Schöneweide,12.12,128,11.93,2020
9200614,Oberspree,9.26,3,8.33,2020
9200715,Wista,12.5,79,12.84,2020
9200716,Dörpfeldstraße West,10.29,69,10.52,2020
9200717,Dörpfeldstraße Ost,9.09,76,9.54,2020
9200818,Spindlersfeld,11.98,85,11.3,2020
9200819,Köllnische Vorstadt,8.37,117,8.59,2020
9300920,Dorf Altglienicke,9.93,74,10.08,2020
9300921,Preußen Siedlung,10.83,16,10.62,2020
9300922,Kosmos Viertel,6.42,5,6.66,2020
9300923,Kölner Viertel,7.51,20,8.22,2020
9301024,Falkenberg,13.5,12,12.67,2020
9301025,Alt-Bohnsdorf,10.77,23,10.97,2020
9301126,Grünau,12.74,176,13.03,2020
9301227,Karolinenhof,11,6,11.56,2020
9301228,Schmöckwitz/Rauchfangswerder,12.49,16,13.54,2020
9401329,Kietzer Feld/Nachtheide,8.5,49,8.68,2020
9401330,Wendenschloß,11.02,22,10.83,2020
9401431,Allende I,9.17,38,9.05,2020
9401432,Siedlung Kämmereiheide,8.98,24,8.54,2020
9401433,Allende II,6.54,29,6.59,2020
9401534,Altstadt Köpenick,9,127,9.8,2020
9401635,Müggelheim,9.44,24,9.88,2020
9501736,Hirschgarten,7.73,32,8.67,2020
9501737,Alt-Friedrichshagen,9.68,68,10.16,2020
9501838,Rahnsdorf,10.5,113,10.79,2020
9501939,Bahnhofstraße,10.65,97,11.5,2020
9501940,Güterbahnhof Köpenick,10.87,40,10.92,2020
9501941,Friedrichshagener Straße,12.21,48,12.22,2020
9502042,Mittelheide,11.35,55,11.19,2020
9502043,Dammheide,9.22,31,10.24,2020
10100101,Marzahn West,6.02,31,6.07,2020
10100102,Rosenbecker Straße,10,30,9.36,2020
10100103,Wittenberger Straße,6.04,50,6.61,2020
10100104,Golliner Straße,6.04,66,6.12,2020
10100205,Gewerbegebiet Bitterfelder Straße,keine Daten,keine Daten,keine Daten,2020
10100206,Wuhletalstraße,10.51,91,8.72,2020
10100207,Ahrensfelder Berge,7.04,64,7.24,2020
10100208,Bürgerpark,6.86,131,7.31,2020
10100209,Lea-Grundig-Straße,7.16,40,7.38,2020
10100210,Marzahner Promenade,6.04,68,6.19,2020
10100311,Marzahner Chaussee,7.08,11,9.7,2020
10100312,Springpfuhl,6.71,80,6.96,2020
10100313,Alt-Marzahn,8.3,30,7.62,2020
10100314,Auersbergstraße,6.85,32,7.29,2020
10100315,Bärenstein,8.71,22,8.84,2020
10100316,Landsberger Tor,7.85,24,8.21,2020
10200417,Zossener Straße,7.66,51,7.92,2020
10200418,Kyritzer Straße,8.5,20,9.44,2020
10200419,Havelländer Ring,10.91,127,10.91,2020
10200420,Gut Hellersdorf,6.5,14,7.15,2020
10200421,Helle Mitte,9.67,89,9.65,2020
10200422,Hellersdorfer Promenade,8.67,92,8.53,2020
10200423,Böhlener Straße,8.27,65,8.44,2020
10200524,Adele-Sandrock-Straße,8,104,8.47,2020
10200525,Schleipfuhl,5.74,7,5.97,2020
10200526,Boulevard Kastanienallee,8,34,7.83,2020
10200627,Am Kienberg,6.5,30,7.84,2020
10200628,Neue Grottkauer Straße,6.04,11,6.33,2020
10200629,Teterower Ring,6.5,45,6.85,2020
10200630,Cecilienplatz,6.16,9,6.29,2020
10300731,Oberfeldstraße,9.58,18,10.65,2020
10300732,Buckower Ring,8.5,122,8.43,2020
10300733,Alt-Biesdorf,10.34,48,9.72,2020
10300734,Biesdorf Süd,12.58,24,13.14,2020
10400835,Kaulsdorf Nord,7.61,41,8.53,2020
10400836,Alt-Kaulsdorf,10.79,17,11.27,2020
10400837,Kaulsdorf Süd,9.08,19,9.52,2020
10400938,Mahlsdorf Nord,10.7,21,11.42,2020
10400939,Alt-Mahlsdorf,9.99,23,10.54,2020
10400940,Elsensee,9.28,13,9.1,2020
10400941,Pilgramer Straße,12.76,37,13.49,2020
11100101,Dörfer Malchow-Wartenberg,7.83,7,8.23,2020
11100102,Dorf Falkenberg,9.9,27,10.52,2020
11100203,Falkenberg Ost,7.85,70,8.25,2020
11100204,Falkenberg West,7.01,47,7.25,2020
11100205,Wartenberg Süd,6.04,45,6.5,2020
11100206,Wartenberg Nord,6.04,63,6.12,2020
11100307,Zingster Straße Ost,10.24,84,9.55,2020
11100308,Zingster Straße West,6.01,48,6.3,2020
11100309,Mühlengrund,10,32,8.83,2020
11200410,Malchower Weg,8.3,92,9.47,2020
11200411,Hauptstraße,7.65,39,8.26,2020
11200512,Orankesee,10.8,14,10.65,2020
11200513,Große-Leege-Straße,9.91,152,9.7,2020
11200514,Landsberger Allee,8.13,137,9.11,2020
11200515,Weiße Taube,9.93,27,10.04,2020
11300616,Hohenschönhausener Straße,6.24,29,7.6,2020
11300617,Fennpfuhlpark,6.22,27,7.74,2020
11300618,Storkower Bogen,8.81,28,8.69,2020
11300619,Rudolf-Seiffert-Park,6.27,50,7.82,2020
11300620,Fennpfuhl Ost,6.12,41,7.23,2020
11300721,Herzbergstraße,7.64,37,9.88,2020
11300722,Rathaus Lichtenberg,9.5,86,9.69,2020
11300723,Bornitzstraße,keine Daten,keine Daten,keine Daten,2020
11300724,Roedeliusplatz,9.52,41,9.31,2020
11300725,Nibelungenviertel,10.49,114,10.2,2020
11300826,Frankfurter Allee Süd,6.24,50,7.88,2020
11400927,Victoriastadt,11.98,26,12.81,2020
11400928,Nöldnerplatz,14.87,31,14.49,2020
11400929,Weitlingkiez,9.01,183,9.56,2020
11400930,Zachertstraße,9.69,58,10.25,2020
11400931,Massower Straße,7.1,51,9.18,2020
11401032,Rosenfelder Ring,13.51,203,12.58,2020
11401033,Gensinger Straße,8.5,94,8.85,2020
11401034,Tierpark,8.01,52,8.49,2020
11401135,Dolgenseestraße,7.41,140,7.91,2020
11401136,Volkradstraße,6.08,57,7.77,2020
11401137,Erieseering,6.02,53,6.2,2020
11501238,Rummelsburg,10.34,28,10.69,2020
11501339,Karlshorst West,9.48,113,9.33,2020
11501340,Karlshorst Nord,9.24,49,9.06,2020
11501341,Karlshorst Süd,10.87,35,10.67,2020
12100101,Letteplatz,9.78,103,10.29,2020
12100102,Hausotterplatz,8.57,47,9.38,2020
12100103,Breitkopfbecken,8.7,55,8.68,2020
12100204,Schäfersee,8.64,80,9.93,2020
12100205,Teichstraße,9.05,82,9.87,2020
12100206,Humboldtstraße,7.44,20,8.06,2020
12200307,Reinickes Hof,7.5,20,8.36,2020
12200308,Mellerbogen,9.33,17,9.6,2020
12200309,Scharnweberstraße,9.15,66,9.31,2020
12200310,Klixstraße,7.46,84,8.18,2020
12200411,Schumacher-Quartier,keine Daten,keine Daten,keine Daten,2020
12200412,Waldidyll/Flughafensee,9.66,41,10.25,2020
12200413,Tegel Süd,6.27,119,7.8,2020
12200414,TXL,keine Daten,keine Daten,keine Daten,2020
12200515,Alt-Tegel,10.78,78,10.87,2020
12400616,Konradshöhe/Tegelort,10.5,16,10.48,2020
12400617,Alt-Heiligensee,10.75,5,11.32,2020
12400618,Heiligensee Nord,10.22,8,10.76,2020
12400619,Heiligensee,10.1,16,10.49,2020
12400720,Frohnau West,10.26,16,10.53,2020
12400721,Frohnau Ost,10.83,15,10.44,2020
12400722,Hermsdorf West,9.52,30,9.75,2020
12400723,Hermsdorf Ost/Waldsee,9,16,10.94,2020
12500824,Ziekowstraße/Freie Scholle,7.51,94,7.9,2020
12500825,Borsigwalde,8.13,67,8.55,2020
12500926,Wittenau Süd,9.89,36,9.46,2020
12500927,Wittenau Nord,9.25,29,9.02,2020
12500928,Waidmannslust,9.09,14,9.65,2020
12500929,Lübars,10,12,10.48,2020
12500930,Wittenau Mitte,9,37,9.11,2020
12601031,Lübarser Straße,7.01,8,7.51,2020
12601032,Rollbergesiedlung,5.95,79,6.04,2020
12601133,Treuenbrietzener Straße,5.95,47,6.41,2020
12601134,Märkisches Zentrum,6.16,40,7.06,2020
12601235,Dannenwalder Weg,6.41,14,6.92,2020
12601236,Schorfheidestraße,6.77,5,8.14,2020
1100101,Stülerstraße,17.06,49,15.71,2019
1100102,Großer Tiergarten,16.81,151,16.85,2019
1100103,Lützowstraße,16.13,109,16.08,2019
1100104,Körnerstraße,14,25,13.61,2019
1100205,Wilhelmstraße,19,87,17.6,2019
1100206,Unter den Linden,15.31,89,16.05,2019
1100207,Leipziger Straße,14.3,183,14.01,2019
1100308,Charitéviertel,14.52,202,14.69,2019
1100309,Oranienburger Straße,15.45,176,15.17,2019
1100310,Alexanderplatzviertel,16.49,187,15.39,2019
1100311,Karl-Marx-Allee,12.59,62,12.22,2019
1100312,Heine-Viertel West,17.34,188,16.21,2019
1100313,Heine-Viertel Ost,13.46,90,13.85,2019
1100414,Nordbahnhof,16.44,149,16.8,2019
1100415,Invalidenstraße,14.36,155,14.62,2019
1100416,Arkonaplatz,15.37,124,15.82,2019
1200517,Huttenkiez,11.52,47,11.81,2019
1200518,Beusselkiez,11.97,132,11.84,2019
1200519,Emdener Straße,11.82,90,12.19,2019
1200520,Bremer Straße,11.4,83,11.92,2019
1200521,Zwinglistraße,13.16,70,12.56,2019
1200522,Elberfelder Straße,13.02,103,13.29,2019
1200623,Stephankiez,12,118,11.93,2019
1200624,Heidestraße,17.25,342,16.74,2019
1200625,Lübecker Straße,10.53,55,10.56,2019
1200626,Thomasiusstraße,12.63,72,13.08,2019
1200627,Zillesiedlung,6.79,25,8.16,2019
1200628,Lüneburger Straße,12.64,84,15.72,2019
1200629,Hansaviertel,14.86,50,15.55,2019
1300730,Drontheimer Straße,11.11,66,11.43,2019
1300731,Koloniestraße,11,120,11.26,2019
1300732,Soldiner Straße,10.62,80,10.42,2019
1300733,Gesundbrunnen,10,83,10.9,2019
1300834,Brunnenstraße,15.69,115,13.92,2019
1300835,Humboldthain Süd,9.46,28,9.21,2019
1300836,Humboldthain Nordwest,12.5,150,14.09,2019
1400937,Afrikanische Straße,10,120,10.55,2019
1400938,Kameruner Straße,11.84,116,11.97,2019
1400939,Glasgower Straße,11.54,56,11.95,2019
1400940,Schillerpark,7.92,59,8.05,2019
1400941,Londoner Straße,10.53,24,10.56,2019
1400942,Westliche Müllerstraße,10.67,91,10.96,2019
1401043,Antonstraße,10.17,59,10.28,2019
1401044,Uferstraße,10.51,131,10.87,2019
1401045,Schwedenstraße,10.3,54,9.97,2019
1401046,Nordufer,11,101,11.41,2019
1401047,Sparrplatz,10.96,52,11.5,2019
1401048,Leopoldplatz,12,118,12.45,2019
1401049,Schulstraße,10.42,49,11.23,2019
2100101,Askanischer Platz,15.5,119,14.2,2019
2100102,Mehringplatz,8.99,80,9.9,2019
2100103,Am Berlin Museum,12.9,131,13,2019
2100104,Moritzplatz,12.85,81,12.99,2019
2100105,Prinzenstraße,12.69,185,12.04,2019
2100106,Wassertorplatz,7.19,20,7.75,2019
2200207,Gleisdreieck,15.5,39,15.64,2019
2200208,Rathaus Yorckstraße,14.65,33,14.34,2019
2200209,Viktoriapark,13.31,74,13.28,2019
2200210,Urbanstraße,12.6,91,13.29,2019
2200211,Chamissokiez,14.04,108,14.52,2019
2200212,Graefekiez Süd,11.67,47,12.13,2019
2200213,Graefekiez Nord,13.75,72,13.69,2019
2300314,Oranienplatz,10.19,45,10.2,2019
2300315,Lausitzer Platz,13.01,50,14,2019
2300316,Köpenicker Straße,11.82,29,12.61,2019
2300417,Reichenberger Straße West,13.17,44,13.56,2019
2300418,Reichenberger Straße Ost,13.88,40,13.91,2019
2300419,Wrangelkiez,13.03,73,13.5,2019
2400520,Barnimkiez,6.9,35,7.94,2019
2400521,Friedenstraße,12.89,90,11.95,2019
2400522,Richard-Sorge-Viertel,12.7,148,12.98,2019
2400623,Andreasviertel,11.33,172,12.67,2019
2400624,Weberwiese,13,76,12.91,2019
2400625,Wriezener Bahnhof,16,41,15.95,2019
2500726,Hausburgviertel,12.58,149,12.52,2019
2500727,Forckenbeckplatz,13.08,92,13.34,2019
2500728,Samariterviertel,14.5,178,14.33,2019
2500729,Pettenkofer Straße,12.42,60,12.64,2019
2500830,Niederbarnimstraße,13.75,63,13.3,2019
2500831,Wismarplatz,13.18,98,13.44,2019
2500832,Traveplatz,14,163,13.99,2019
2500833,Boxhagener Platz,13.74,147,13.46,2019
2500834,Revaler Straße,15,163,14.07,2019
2500835,Stralauer Kiez,14,169,15.36,2019
2500836,Stralauer Halbinsel,13.97,49,13.96,2019
3100101,Bucher Forst,8.82,71,8.66,2019
3100102,Klinikum Buch,8.47,73,8.37,2019
3100103,Karower Chaussee,6.97,103,6.99,2019
3200204,Blankenfelde,keine Daten,keine Daten,keine Daten,2019
3200205,Uhlandstraße,10,117,10.2,2019
3200206,Pastor-Niemöller-Platz,10,77,10.53,2019
3200207,Herthaplatz,10.49,166,10.62,2019
3200308,Nisbléstraße,10.84,67,10.84,2019
3200309,Eddastraße,9.43,22,9.52,2019
3200310,Krugpfuhl,9.86,97,9.95,2019
3300411,Karow Nord,8.83,251,9.58,2019
3300412,Karow Bahnhof,9.26,21,9.24,2019
3300413,Karow Ost,keine Daten,keine Daten,keine Daten,2019
3300514,Blankenburg,10.06,8,10.54,2019
3300515,Blankenburger Süden,keine Daten,keine Daten,keine Daten,2019
3300516,Heinersdorf,9.68,85,9.87,2019
3300517,Märchenland,12.5,5,12.78,2019
3400618,Rosenthal,11,62,11.74,2019
3400619,Wilhelmsruh,10.78,153,11.1,2019
3400620,Schönholz,11.51,23,12.02,2019
3400721,Florakiez,12.1,130,12.45,2019
3400722,Parkstraße,11,21,10.88,2019
3400723,Garbátyplatz,10.31,144,10.1,2019
3400724,Wolfshagener Straße,10.47,115,10.16,2019
3400725,Schlosspark,9.59,58,9.35,2019
3400826,Tiroler Viertel,10.14,59,10.45,2019
3400827,Trelleborger Viertel,11.5,157,11.73,2019
3400828,Spiekermann Straße,11,36,11.29,2019
3400829,Arnold-Zweig-Straße,10,43,9.86,2019
3400830,Kissingenviertel,8.04,151,8.51,2019
3400831,Pankower Tor,keine Daten,keine Daten,keine Daten,2019
3500932,Bühringstraße,8.53,96,9.16,2019
3500933,Weißer See,10.3,81,10.3,2019
3500934,Weißenseer Spitze,10.29,169,10.8,2019
3500935,Behaimstraße,10.28,121,10.74,2019
3500936,Komponistenviertel Weißensee,10,115,10.2,2019
3501037,Rathaus Weißensee,9.27,169,9.82,2019
3501038,Hansastraße,8.33,101,8.79,2019
3601139,Norweger Viertel,13,69,13.49,2019
3601140,Malmöer Straße,13.97,139,14.12,2019
3601141,Arnimplatz,13.82,89,14.22,2019
3601142,Falkplatz,13.64,132,13.91,2019
3601243,Rodenbergstraße,12.5,62,12.72,2019
3601244,Humannplatz,11.33,70,12.29,2019
3601245,Ostseestraße,10.66,206,10.6,2019
3601346,Gethsemanekirche,13.54,63,13.66,2019
3601347,Helmholtzplatz,13.85,88,14.06,2019
3601348,Senefelderstraße,14.01,117,14.47,2019
3601449,Michelangelostraße,6.44,79,7.25,2019
3601450,Volkspark Prenzlauer Berg,6.4,32,7,2019
3601451,Anton-Saefkow-Park,13.01,84,13.66,2019
3601452,Velodrom,9.58,51,10.35,2019
3601453,Alter Schlachthof,16,19,15.25,2019
3701554,Teutoburger Platz,14.14,115,14.31,2019
3701555,Sredzkistraße,13.31,59,13.36,2019
3701556,Kollwitzplatz,14.7,115,15.81,2019
3701657,Thälmannpark,17.14,78,15.73,2019
3701658,Christburger Straße,12.77,103,13.02,2019
3701659,Immanuelkirchstraße,11.56,90,12.08,2019
3701660,Bötzowstraße,12.82,162,12.58,2019
4100101,Jungfernheide/Plötzensee,8.96,104,9,2019
4100102,Paul-Hertz-Siedlung,6.6,102,6.72,2019
4200203,Olympiagelände,11.22,6,11.95,2019
