Bodenrichtwert-Nummer,district_name,standard_land_value,typical_land_use_type,typical_floor_space_ratio,reference_date
1856,Mitte,900,W - Wohngebiet,2.5,2015-01-01 00:00:00
2277,Mitte,300,G - Gewerbe,2.5,2015-01-01 00:00:00
1875,Charlottenburg-Wilmersdorf,800,W - Wohngebiet,2.5,2015-01-01 00:00:00
2044,Charlottenburg-Wilmersdorf,1000,G - Gewerbe,2.5,2015-01-01 00:00:00
2005,Mitte,350,G - Gewerbe,2,2015-01-01 00:00:00
1581,Mitte,900,W - Wohngebiet,1,2015-01-01 00:00:00
2034,Mitte,450,G - Gewerbe,3,2015-01-01 00:00:00
1872,Charlottenburg-Wilmersdorf,1100,W - Wohngebiet,2.5,2015-01-01 00:00:00
1892,Charlottenburg-Wilmersdorf,1800,W - Wohngebiet,2.5,2015-01-01 00:00:00
2021,Mitte,350,G - Gewerbe,2.5,2015-01-01 00:00:00
1101,Charlottenburg-Wilmersdorf,2400,M1 - Kerngebiet,4.5,2015-01-01 00:00:00
1423,Lichtenberg,150,W - Wohngebiet,0.4,2015-01-01 00:00:00
1883,Charlottenburg-Wilmersdorf,1400,W - Wohngebiet,2.5,2015-01-01 00:00:00
1782,Mitte,650,W - Wohngebiet,2,2015-01-01 00:00:00
1498,Lichtenberg,130,W - Wohngebiet,0.4,2015-01-01 00:00:00
1655,Mitte,120,G - Gewerbe,-,2015-01-01 00:00:00
1636,Mitte,500,W - Wohngebiet,1.2,2015-01-01 00:00:00
1005,Mitte,1300,W - Wohngebiet,0.6,2015-01-01 00:00:00
1858,Mitte,650,W - Wohngebiet,2.5,2015-01-01 00:00:00
2046,Mitte,750,G - Gewerbe,2.5,2015-01-01 00:00:00
1694,Mitte,570,W - Wohngebiet,1.5,2015-01-01 00:00:00
1021,Mitte,1700,M2 - Mischgebiet,3.5,2015-01-01 00:00:00
1364,Lichtenberg,1100,M1* - Einzelhandelszentrum,4,2015-01-01 00:00:00
2195,Pankow,1300,M2 - Mischgebiet,3,2015-01-01 00:00:00
1468,Lichtenberg,60,G - Gewerbe,-,2015-01-01 00:00:00
1467,Lichtenberg,130,W - Wohngebiet,0.4,2015-01-01 00:00:00
1455,Lichtenberg,150,W - Wohngebiet,0.4,2015-01-01 00:00:00
1513,Lichtenberg,100,W - Wohngebiet,0.4,2015-01-01 00:00:00
2016,Charlottenburg-Wilmersdorf,300,G - Gewerbe,2,2015-01-01 00:00:00
2292,Pankow,370,W - Wohngebiet,1.5,2015-01-01 00:00:00
1675,Pankow,420,W - Wohngebiet,1.5,2015-01-01 00:00:00
1149,Charlottenburg-Wilmersdorf,290,W - Wohngebiet,0.4,2015-01-01 00:00:00
2220,Lichtenberg,130,W - Wohngebiet,0.4,2015-01-01 00:00:00
1579,Pankow,650,W - Wohngebiet,2,2015-01-01 00:00:00
1481,Lichtenberg,110,W - Wohngebiet,0.4,2015-01-01 00:00:00
1540,Spandau,120,W - Wohngebiet,0.4,2015-01-01 00:00:00
1808,Steglitz-Zehlendorf,320,W - Wohngebiet,0.6,2015-01-01 00:00:00
1463,Lichtenberg,130,W - Wohngebiet,0.4,2015-01-01 00:00:00
1507,Lichtenberg,120,W - Wohngebiet,0.4,2015-01-01 00:00:00
1774,Marzahn-Hellersdorf,110,W - Wohngebiet,0.4,2015-01-01 00:00:00
1576,Spandau,120,W - Wohngebiet,0.2,2015-01-01 00:00:00
2213,Spandau,60,G - Gewerbe,-,2015-01-01 00:00:00
2041,Charlottenburg-Wilmersdorf,750,G - Gewerbe,2.5,2015-01-01 00:00:00
1890,Tempelhof-Schöneberg,230,W - Wohngebiet,0.4,2015-01-01 00:00:00
1312,Spandau,270,W - Wohngebiet,1,2015-01-01 00:00:00
1349,Marzahn-Hellersdorf,170,W - Wohngebiet,1,2015-01-01 00:00:00
2205,Mitte,40000,M1 - Kerngebiet,4.5,2015-01-01 00:00:00
1769,Marzahn-Hellersdorf,110,W - Wohngebiet,0.4,2015-01-01 00:00:00
1499,Charlottenburg-Wilmersdorf,320,W - Wohngebiet,1,2015-01-01 00:00:00
2154,Mitte,80,G - Gewerbe,-,2015-01-01 00:00:00
2316,Steglitz-Zehlendorf,360,W - Wohngebiet,0.4,2015-01-01 00:00:00
1642,Mitte,100,G - Gewerbe,-,2015-01-01 00:00:00
1457,Pankow,70,G - Gewerbe,-,2015-01-01 00:00:00
2304,Treptow-Köpenick,250,W - Wohngebiet,1,2015-01-01 00:00:00
1530,Spandau,120,W - Wohngebiet,0.4,2015-01-01 00:00:00
1568,Spandau,120,W - Wohngebiet,0.2,2015-01-01 00:00:00
1508,Spandau,150,W - Wohngebiet,0.4,2015-01-01 00:00:00
2100,Mitte,1100,M1* - Einzelhandelszentrum,4,2015-01-01 00:00:00
1570,Spandau,120,W - Wohngebiet,0.2,2015-01-01 00:00:00
1691,Spandau,460,W - Wohngebiet,1.5,2015-01-01 00:00:00
1561,Pankow,120,W - Wohngebiet,0.3,2015-01-01 00:00:00
1383,Spandau,1100,M1 - Kerngebiet,2.5,2015-01-01 00:00:00
1834,Spandau,500,W - Wohngebiet,2.5,2015-01-01 00:00:00
1118,Charlottenburg-Wilmersdorf,600,W - Wohngebiet,0.2,2015-01-01 00:00:00
1725,Spandau,310,W - Wohngebiet,2,2015-01-01 00:00:00
1738,Spandau,310,W - Wohngebiet,2,2015-01-01 00:00:00
1178,Spandau,50,G - Gewerbe,-,2015-01-01 00:00:00
1732,Spandau,310,W - Wohngebiet,2,2015-01-01 00:00:00
1623,Pankow,180,W - Wohngebiet,0.4,2015-01-01 00:00:00
1443,Spandau,150,W - Wohngebiet,0.4,2015-01-01 00:00:00
2204,Mitte,3000,W - Wohngebiet,3,2015-01-01 00:00:00
1139,Charlottenburg-Wilmersdorf,290,W - Wohngebiet,0.4,2015-01-01 00:00:00
1707,Mitte,700,W - Wohngebiet,1.6,2015-01-01 00:00:00
1249,Spandau,310,W - Wohngebiet,0.4,2015-01-01 00:00:00
1650,Mitte,1300,W - Wohngebiet,1.2,2015-01-01 00:00:00
1265,Spandau,230,W - Wohngebiet,0.4,2015-01-01 00:00:00
1676,Charlottenburg-Wilmersdorf,610,W - Wohngebiet,1.3,2015-01-01 00:00:00
1701,Pankow,390,W - Wohngebiet,1.5,2015-01-01 00:00:00
1052,Charlottenburg-Wilmersdorf,720,W - Wohngebiet,0.4,2015-01-01 00:00:00
1534,Pankow,290,W - Wohngebiet,1,2015-01-01 00:00:00
1939,Pankow,130,G - Gewerbe,-,2015-01-01 00:00:00
1262,Pankow,240,W - Wohngebiet,0.8,2015-01-01 00:00:00
1771,Pankow,800,W - Wohngebiet,2.5,2015-01-01 00:00:00
1529,Pankow,130,W - Wohngebiet,0.3,2015-01-01 00:00:00
1420,Mitte,2600,M1 - Kerngebiet,-,2015-01-01 00:00:00
2182,Pankow,120,W - Wohngebiet,0.3,2015-01-01 00:00:00
1944,Pankow,150,G - Gewerbe,1.5,2015-01-01 00:00:00
1727,Treptow-Köpenick,80,G - Gewerbe,-,2015-01-01 00:00:00
1572,Pankow,100,W - Wohngebiet,0.2,2015-01-01 00:00:00
1145,Mitte,2900,M2 - Mischgebiet,3.5,2015-01-01 00:00:00
1511,Pankow,260,W - Wohngebiet,1,2015-01-01 00:00:00
1880,Mitte,1200,W - Wohngebiet,2.5,2015-01-01 00:00:00
1487,Treptow-Köpenick,270,W - Wohngebiet,1,2015-01-01 00:00:00
1462,Lichtenberg,50,G - Gewerbe,-,2015-01-01 00:00:00
2013,Reinickendorf,200,W - Wohngebiet,0.4,2015-01-01 00:00:00
2222,Mitte,2100,W - Wohngebiet,2.5,2015-01-01 00:00:00
1425,Mitte,2600,M1 - Kerngebiet,-,2015-01-01 00:00:00
1654,Pankow,330,W - Wohngebiet,1.5,2015-01-01 00:00:00
1845,Steglitz-Zehlendorf,210,W - Wohngebiet,0.4,2015-01-01 00:00:00
2151,Marzahn-Hellersdorf,60,G - Gewerbe,-,2015-01-01 00:00:00
2075,Charlottenburg-Wilmersdorf,950,W - Wohngebiet,0.4,2015-01-01 00:00:00
2323,Mitte,650,W - Wohngebiet,2.5,2015-01-01 00:00:00
2203,Mitte,3400,M1 - Kerngebiet,4.5,2015-01-01 00:00:00
1596,Friedrichshain-Kreuzberg,650,W - Wohngebiet,2,2015-01-01 00:00:00
1497,Lichtenberg,140,W - Wohngebiet,0.4,2015-01-01 00:00:00
1327,Mitte,1700,W - Wohngebiet,4.5,2015-01-01 00:00:00
2225,Mitte,5000,M1 - Kerngebiet,4.5,2015-01-01 00:00:00
1810,Mitte,1700,W - Wohngebiet,4.5,2015-01-01 00:00:00
1711,Marzahn-Hellersdorf,40,G - Gewerbe,-,2015-01-01 00:00:00
1029,Spandau,210,W - Wohngebiet,0.8,2015-01-01 00:00:00
1793,Marzahn-Hellersdorf,110,W - Wohngebiet,0.2,2015-01-01 00:00:00
1783,Pankow,1600,W - Wohngebiet,2.5,2015-01-01 00:00:00
2102,Marzahn-Hellersdorf,1100,M1* - Einzelhandelszentrum,4,2015-01-01 00:00:00
1478,Lichtenberg,260,W - Wohngebiet,1,2015-01-01 00:00:00
2103,Marzahn-Hellersdorf,700,M1* - Einzelhandelszentrum,4,2015-01-01 00:00:00
1233,Marzahn-Hellersdorf,400,M2 - Mischgebiet,2,2015-01-01 00:00:00
1115,Mitte,2100,M1 - Kerngebiet,4.5,2015-01-01 00:00:00
1593,Steglitz-Zehlendorf,900,W - Wohngebiet,1,2015-01-01 00:00:00
1726,Marzahn-Hellersdorf,150,W - Wohngebiet,0.4,2015-01-01 00:00:00
1757,Marzahn-Hellersdorf,130,W - Wohngebiet,0.4,2015-01-01 00:00:00
1931,Marzahn-Hellersdorf,180,G - Gewerbe,-,2015-01-01 00:00:00
1225,Marzahn-Hellersdorf,400,M2 - Mischgebiet,2,2015-01-01 00:00:00
1780,Treptow-Köpenick,80,G - Gewerbe,-,2015-01-01 00:00:00
1347,Treptow-Köpenick,120,W - Wohngebiet,0.4,2015-01-01 00:00:00
1024,Pankow,1300,M2 - Mischgebiet,3,2015-01-01 00:00:00
2286,Spandau,230,W - Wohngebiet,0.7,2015-01-01 00:00:00
1200,Charlottenburg-Wilmersdorf,700,W - Wohngebiet,0.6,2015-01-01 00:00:00
1033,Friedrichshain-Kreuzberg,2500,M1 - Kerngebiet,4.5,2015-01-01 00:00:00
2296,Tempelhof-Schöneberg,1100,M1* - Einzelhandelszentrum,4,2015-01-01 00:00:00
1661,Lichtenberg,400,W - Wohngebiet,1.5,2015-01-01 00:00:00
1414,Lichtenberg,200,W - Wohngebiet,1,2015-01-01 00:00:00
1073,Mitte,2300,M1 - Kerngebiet,4.5,2015-01-01 00:00:00
1767,Tempelhof-Schöneberg,470,W - Wohngebiet,2,2015-01-01 00:00:00
2169,Spandau,390,W - Wohngebiet,1.5,2015-01-01 00:00:00
2150,Marzahn-Hellersdorf,50,G - Gewerbe,-,2015-01-01 00:00:00
2084,Tempelhof-Schöneberg,350,G - Gewerbe,-,2015-01-01 00:00:00
1381,Treptow-Köpenick,100,W - Wohngebiet,0.2,2015-01-01 00:00:00
1238,Treptow-Köpenick,140,W - Wohngebiet,0.2,2015-01-01 00:00:00
2193,Marzahn-Hellersdorf,130,W - Wohngebiet,0.4,2015-01-01 00:00:00
2201,Spandau,150,G - Gewerbe,1.8,2015-01-01 00:00:00
1246,Mitte,6500,M1 - Kerngebiet,4.5,2015-01-01 00:00:00
1341,Treptow-Köpenick,120,W - Wohngebiet,0.3,2015-01-01 00:00:00
1275,Steglitz-Zehlendorf,5500,M1 - Kerngebiet,4.5,2015-01-01 00:00:00
1204,Treptow-Köpenick,210,W - Wohngebiet,0.4,2015-01-01 00:00:00
1683,Pankow,380,W - Wohngebiet,1.5,2015-01-01 00:00:00
1253,Treptow-Köpenick,240,W - Wohngebiet,0.8,2015-01-01 00:00:00
1539,Spandau,130,W - Wohngebiet,0.4,2015-01-01 00:00:00
20037,Pankow,15,LW-EGA - Erwerbsgartenbau,-,2015-01-01 00:00:00
20046,Pankow,1.3,LW-GR - Grünland,-,2015-01-01 00:00:00
1657,Spandau,280,W - Wohngebiet,1.3,2015-01-01 00:00:00
2332,Spandau,500,G - Gewerbe,-,2015-01-01 00:00:00
2330,Spandau,70,G - Gewerbe,-,2015-01-01 00:00:00
2341,Charlottenburg-Wilmersdorf,400,G - Gewerbe,-,2015-01-01 00:00:00
2334,Spandau,310,W - Wohngebiet,2,2015-01-01 00:00:00
2337,Treptow-Köpenick,70,G - Gewerbe,-,2015-01-01 00:00:00
1830,Marzahn-Hellersdorf,120,W - Wohngebiet,0.2,2015-01-01 00:00:00
1272,Treptow-Köpenick,130,W - Wohngebiet,0.4,2015-01-01 00:00:00
1288,Treptow-Köpenick,160,W - Wohngebiet,0.3,2015-01-01 00:00:00
1397,Treptow-Köpenick,210,W - Wohngebiet,1,2015-01-01 00:00:00
1122,Treptow-Köpenick,70,G - Gewerbe,-,2015-01-01 00:00:00
1306,Treptow-Köpenick,130,W - Wohngebiet,0.2,2015-01-01 00:00:00
1378,Treptow-Köpenick,170,W - Wohngebiet,1,2015-01-01 00:00:00
1482,Treptow-Köpenick,270,W - Wohngebiet,1,2015-01-01 00:00:00
1390,Treptow-Köpenick,200,W - Wohngebiet,1,2015-01-01 00:00:00
1366,Treptow-Köpenick,170,W - Wohngebiet,1,2015-01-01 00:00:00
1264,Treptow-Köpenick,170,W - Wohngebiet,0.4,2015-01-01 00:00:00
2015,Reinickendorf,200,W - Wohngebiet,0.4,2015-01-01 00:00:00
1143,Treptow-Köpenick,50,G - Gewerbe,-,2015-01-01 00:00:00
1647,Treptow-Köpenick,340,W - Wohngebiet,1.5,2015-01-01 00:00:00
1201,Treptow-Köpenick,210,W - Wohngebiet,0.8,2015-01-01 00:00:00
2352,Treptow-Köpenick,170,W - Wohngebiet,0.7,2015-01-01 00:00:00
1454,Treptow-Köpenick,250,W - Wohngebiet,1,2015-01-01 00:00:00
1410,Lichtenberg,170,W - Wohngebiet,0.4,2015-01-01 00:00:00
1277,Treptow-Köpenick,80,G - Gewerbe,-,2015-01-01 00:00:00
1330,Treptow-Köpenick,130,W - Wohngebiet,0.3,2015-01-01 00:00:00
1785,Treptow-Köpenick,60,G - Gewerbe,-,2015-01-01 00:00:00
1451,Lichtenberg,230,W - Wohngebiet,1,2015-01-01 00:00:00
1057,Treptow-Köpenick,200,W - Wohngebiet,0.7,2015-01-01 00:00:00
1461,Lichtenberg,210,W - Wohngebiet,1,2015-01-01 00:00:00
1401,Lichtenberg,170,W - Wohngebiet,0.4,2015-01-01 00:00:00
1418,Lichtenberg,160,W - Wohngebiet,0.4,2015-01-01 00:00:00
1152,Lichtenberg,200,W - Wohngebiet,0.8,2015-01-01 00:00:00
1085,Friedrichshain-Kreuzberg,430,W - Wohngebiet,1,2015-01-01 00:00:00
2089,Friedrichshain-Kreuzberg,460,W - Wohngebiet,1.2,2015-01-01 00:00:00
1100,Lichtenberg,60,G - Gewerbe,-,2015-01-01 00:00:00
2087,Lichtenberg,320,W - Wohngebiet,1,2015-01-01 00:00:00
1749,Friedrichshain-Kreuzberg,600,W - Wohngebiet,2.5,2015-01-01 00:00:00
2197,Friedrichshain-Kreuzberg,800,M1 - Kerngebiet,4.5,2015-01-01 00:00:00
1954,Treptow-Köpenick,130,G - Gewerbe,-,2015-01-01 00:00:00
2120,Treptow-Köpenick,160,G - Gewerbe,2,2015-01-01 00:00:00
2340,Treptow-Köpenick,1000,M1 - Kerngebiet,4.5,2015-01-01 00:00:00
1851,Steglitz-Zehlendorf,200,W - Wohngebiet,0.2,2015-01-01 00:00:00
1716,Treptow-Köpenick,400,W - Wohngebiet,2,2015-01-01 00:00:00
2346,Friedrichshain-Kreuzberg,1500,M1 - Kerngebiet,4.5,2015-01-01 00:00:00
1644,Treptow-Köpenick,330,W - Wohngebiet,1.5,2015-01-01 00:00:00
1552,Neukölln,80,G - Gewerbe,-,2015-01-01 00:00:00
2002,Treptow-Köpenick,240,G - Gewerbe,2,2015-01-01 00:00:00
2101,Treptow-Köpenick,1100,M1* - Einzelhandelszentrum,4,2015-01-01 00:00:00
1943,Neukölln,180,W - Wohngebiet,0.4,2015-01-01 00:00:00
1712,Treptow-Köpenick,400,W - Wohngebiet,2,2015-01-01 00:00:00
1573,Treptow-Köpenick,80,G - Gewerbe,-,2015-01-01 00:00:00
1195,Tempelhof-Schöneberg,1600,M2 - Mischgebiet,3,2015-01-01 00:00:00
1605,Treptow-Köpenick,360,W - Wohngebiet,1.2,2015-01-01 00:00:00
1199,Treptow-Köpenick,60,G - Gewerbe,-,2015-01-01 00:00:00
1598,Steglitz-Zehlendorf,630,W - Wohngebiet,0.2,2015-01-01 00:00:00
1751,Steglitz-Zehlendorf,570,W - Wohngebiet,0.4,2015-01-01 00:00:00
1290,Treptow-Köpenick,160,W - Wohngebiet,1,2015-01-01 00:00:00
1250,Treptow-Köpenick,160,W - Wohngebiet,0.3,2015-01-01 00:00:00
1868,Reinickendorf,170,G - Gewerbe,-,2015-01-01 00:00:00
1456,Neukölln,310,W - Wohngebiet,1,2015-01-01 00:00:00
1031,Pankow,40,G - Gewerbe,-,2015-01-01 00:00:00
1417,Neukölln,290,W - Wohngebiet,1,2015-01-01 00:00:00
1395,Treptow-Köpenick,90,G - Gewerbe,-,2015-01-01 00:00:00
2071,Treptow-Köpenick,270,W - Wohngebiet,1.5,2015-01-01 00:00:00
1648,Charlottenburg-Wilmersdorf,800,W - Wohngebiet,1.2,2015-01-01 00:00:00
2068,Neukölln,210,W - Wohngebiet,0.8,2015-01-01 00:00:00
1335,Mitte,20000,M1 - Kerngebiet,4.5,2015-01-01 00:00:00
1571,Steglitz-Zehlendorf,690,W - Wohngebiet,1,2015-01-01 00:00:00
2279,Spandau,200,G - Gewerbe,-,2015-01-01 00:00:00
1137,Treptow-Köpenick,70,Gp - Gewerbe produzierend,-,2015-01-01 00:00:00
1163,Treptow-Köpenick,70,Gp - Gewerbe produzierend,-,2015-01-01 00:00:00
1155,Treptow-Köpenick,270,W - Wohngebiet,1.5,2015-01-01 00:00:00
1023,Treptow-Köpenick,120,W - Wohngebiet,0.2,2015-01-01 00:00:00
1625,Treptow-Köpenick,270,W - Wohngebiet,1.5,2015-01-01 00:00:00
1119,Treptow-Köpenick,130,W - Wohngebiet,0.6,2015-01-01 00:00:00
1150,Treptow-Köpenick,130,W - Wohngebiet,0.4,2015-01-01 00:00:00
2093,Treptow-Köpenick,700,M1* - Einzelhandelszentrum,4,2015-01-01 00:00:00
2121,Treptow-Köpenick,70,G - Gewerbe,-,2015-01-01 00:00:00
1196,Treptow-Köpenick,210,W - Wohngebiet,0.8,2015-01-01 00:00:00
1995,Tempelhof-Schöneberg,260,G - Gewerbe,2,2015-01-01 00:00:00
1126,Treptow-Köpenick,160,W - Wohngebiet,0.4,2015-01-01 00:00:00
1010,Treptow-Köpenick,160,W - Wohngebiet,0.4,2015-01-01 00:00:00
1051,Treptow-Köpenick,200,W - Wohngebiet,0.7,2015-01-01 00:00:00
1112,Treptow-Köpenick,90,G - Gewerbe,-,2015-01-01 00:00:00
1056,Treptow-Köpenick,150,W - Wohngebiet,0.3,2015-01-01 00:00:00
1019,Treptow-Köpenick,140,W - Wohngebiet,0.4,2015-01-01 00:00:00
2156,Neukölln,120,G - Gewerbe,-,2015-01-01 00:00:00
1919,Neukölln,240,W - Wohngebiet,0.6,2015-01-01 00:00:00
2085,Tempelhof-Schöneberg,200,G - Gewerbe,2,2015-01-01 00:00:00
1903,Tempelhof-Schöneberg,200,W - Wohngebiet,0.4,2015-01-01 00:00:00
1273,Neukölln,90,G - Gewerbe,-,2015-01-01 00:00:00
20041,Lichtenberg,15,LW-EGA - Erwerbsgartenbau,-,2015-01-01 00:00:00
1955,Neukölln,130,W - Wohngebiet,0.1,2015-01-01 00:00:00
1387,Neukölln,300,W - Wohngebiet,1,2015-01-01 00:00:00
1958,Neukölln,130,W - Wohngebiet,0.1,2015-01-01 00:00:00
1921,Neukölln,230,W - Wohngebiet,0.6,2015-01-01 00:00:00
1671,Tempelhof-Schöneberg,340,W - Wohngebiet,1.3,2015-01-01 00:00:00
1928,Neukölln,230,W - Wohngebiet,0.6,2015-01-01 00:00:00
2099,Neukölln,1100,M1* - Einzelhandelszentrum,4,2015-01-01 00:00:00
1746,Marzahn-Hellersdorf,130,W - Wohngebiet,0.4,2015-01-01 00:00:00
2249,Reinickendorf,100,GB - Gemeinbedarf,-,2015-01-01 00:00:00
1885,Steglitz-Zehlendorf,120,G - Gewerbe,-,2015-01-01 00:00:00
1735,Marzahn-Hellersdorf,130,W - Wohngebiet,0.4,2015-01-01 00:00:00
1048,Steglitz-Zehlendorf,300,W - Wohngebiet,0.8,2015-01-01 00:00:00
2160,Tempelhof-Schöneberg,140,G - Gewerbe,-,2015-01-01 00:00:00
1685,Tempelhof-Schöneberg,290,W - Wohngebiet,1.5,2015-01-01 00:00:00
1870,Tempelhof-Schöneberg,240,W - Wohngebiet,0.4,2015-01-01 00:00:00
1932,Neukölln,210,W - Wohngebiet,0.6,2015-01-01 00:00:00
1353,Neukölln,300,W - Wohngebiet,1,2015-01-01 00:00:00
1108,Treptow-Köpenick,170,W - Wohngebiet,0.6,2015-01-01 00:00:00
1228,Charlottenburg-Wilmersdorf,3300,M1 - Kerngebiet,4.5,2015-01-01 00:00:00
1096,Treptow-Köpenick,180,W - Wohngebiet,0.5,2015-01-01 00:00:00
2227,Spandau,290,W - Wohngebiet,1,2015-01-01 00:00:00
1740,Lichtenberg,400,W - Wohngebiet,2,2015-01-01 00:00:00
1899,Tempelhof-Schöneberg,200,W - Wohngebiet,0.4,2015-01-01 00:00:00
1893,Tempelhof-Schöneberg,230,W - Wohngebiet,0.4,2015-01-01 00:00:00
1358,Neukölln,300,W - Wohngebiet,1,2015-01-01 00:00:00
1811,Steglitz-Zehlendorf,310,W - Wohngebiet,0.6,2015-01-01 00:00:00
1853,Tempelhof-Schöneberg,250,W - Wohngebiet,0.6,2015-01-01 00:00:00
1634,Tempelhof-Schöneberg,80,G - Gewerbe,-,2015-01-01 00:00:00
1344,Tempelhof-Schöneberg,300,W - Wohngebiet,1,2015-01-01 00:00:00
1938,Neukölln,200,W - Wohngebiet,0.4,2015-01-01 00:00:00
1934,Neukölln,220,W - Wohngebiet,0.4,2015-01-01 00:00:00
1354,Reinickendorf,350,M2 - Mischgebiet,0.6,2015-01-01 00:00:00
20004,Reinickendorf,0.4,F - Forstflächen,-,2015-01-01 00:00:00
1413,Tempelhof-Schöneberg,310,W - Wohngebiet,1,2015-01-01 00:00:00
1950,Neukölln,200,W - Wohngebiet,0.4,2015-01-01 00:00:00
20043,Lichtenberg,1.5,LW-A - Acker,-,2015-01-01 00:00:00
2144,Lichtenberg,70,Gp - Gewerbe produzierend,-,2015-01-01 00:00:00
2086,Lichtenberg,500,W - Wohngebiet,2,2015-01-01 00:00:00
1181,Marzahn-Hellersdorf,200,W - Wohngebiet,0.8,2015-01-01 00:00:00
2216,Friedrichshain-Kreuzberg,1200,M1 - Kerngebiet,2.5,2015-01-01 00:00:00
2082,Steglitz-Zehlendorf,1200,W - Wohngebiet,0.4,2015-01-01 00:00:00
1104,Treptow-Köpenick,170,W - Wohngebiet,0.8,2015-01-01 00:00:00
1940,Neukölln,200,W - Wohngebiet,0.4,2015-01-01 00:00:00
1989,Reinickendorf,220,W - Wohngebiet,0.4,2015-01-01 00:00:00
1993,Neukölln,150,G - Gewerbe,2,2015-01-01 00:00:00
1874,Tempelhof-Schöneberg,240,W - Wohngebiet,0.4,2015-01-01 00:00:00
2067,Neukölln,210,W - Wohngebiet,0.8,2015-01-01 00:00:00
1817,Neukölln,100,G - Gewerbe,-,2015-01-01 00:00:00
1286,Neukölln,60,G - Gewerbe,-,2015-01-01 00:00:00
2221,Treptow-Köpenick,80,W - Wohngebiet,0.3,2015-01-01 00:00:00
1369,Treptow-Köpenick,80,W - Wohngebiet,0.2,2015-01-01 00:00:00
1942,Neukölln,200,W - Wohngebiet,0.4,2015-01-01 00:00:00
2300,Neukölln,200,W - Wohngebiet,0.4,2015-01-01 00:00:00
1370,Neukölln,300,W - Wohngebiet,1,2015-01-01 00:00:00
1667,Tempelhof-Schöneberg,90,G - Gewerbe,-,2015-01-01 00:00:00
1357,Treptow-Köpenick,100,W - Wohngebiet,0.2,2015-01-01 00:00:00
1317,Treptow-Köpenick,100,W - Wohngebiet,0.3,2015-01-01 00:00:00
1389,Treptow-Köpenick,70,W - Wohngebiet,0.2,2015-01-01 00:00:00
1223,Treptow-Köpenick,260,W - Wohngebiet,0.8,2015-01-01 00:00:00
1259,Treptow-Köpenick,150,W - Wohngebiet,0.3,2015-01-01 00:00:00
20027,Steglitz-Zehlendorf,0.4,F - Forstflächen,-,2015-01-01 00:00:00
1282,Treptow-Köpenick,100,W - Wohngebiet,0.3,2015-01-01 00:00:00
2185,Treptow-Köpenick,100,W - Wohngebiet,0.3,2015-01-01 00:00:00
20042,Lichtenberg,1.3,LW-GR - Grünland,-,2015-01-01 00:00:00
1174,Treptow-Köpenick,90,W - Wohngebiet,0.3,2015-01-01 00:00:00
1217,Treptow-Köpenick,260,W - Wohngebiet,0.8,2015-01-01 00:00:00
1215,Treptow-Köpenick,170,W - Wohngebiet,0.4,2015-01-01 00:00:00
1670,Treptow-Köpenick,400,W - Wohngebiet,1.5,2015-01-01 00:00:00
2287,Treptow-Köpenick,170,W - Wohngebiet,0.8,2015-01-01 00:00:00
1763,Treptow-Köpenick,80,G - Gewerbe,-,2015-01-01 00:00:00
1558,Treptow-Köpenick,200,W - Wohngebiet,1.2,2015-01-01 00:00:00
1037,Treptow-Köpenick,30,G - Gewerbe,-,2015-01-01 00:00:00
1041,Treptow-Köpenick,130,W - Wohngebiet,0.6,2015-01-01 00:00:00
1185,Treptow-Köpenick,250,W - Wohngebiet,0.3,2015-01-01 00:00:00
1068,Treptow-Köpenick,130,W - Wohngebiet,0.3,2015-01-01 00:00:00
1283,Treptow-Köpenick,160,W - Wohngebiet,1,2015-01-01 00:00:00
1953,Neukölln,180,W - Wohngebiet,0.6,2015-01-01 00:00:00
1081,Neukölln,200,W - Wohngebiet,1,2015-01-01 00:00:00
1681,Neukölln,260,W - Wohngebiet,1.5,2015-01-01 00:00:00
1960,Neukölln,130,W - Wohngebiet,0.1,2015-01-01 00:00:00
1962,Neukölln,130,W - Wohngebiet,0.1,2015-01-01 00:00:00
1963,Neukölln,130,W - Wohngebiet,0.1,2015-01-01 00:00:00
1904,Tempelhof-Schöneberg,200,W - Wohngebiet,0.4,2015-01-01 00:00:00
1912,Tempelhof-Schöneberg,140,W - Wohngebiet,0.1,2015-01-01 00:00:00
1894,Tempelhof-Schöneberg,120,G - Gewerbe,-,2015-01-01 00:00:00
1373,Neukölln,300,W - Wohngebiet,1,2015-01-01 00:00:00
1072,Treptow-Köpenick,70,G - Gewerbe,-,2015-01-01 00:00:00
1911,Tempelhof-Schöneberg,140,W - Wohngebiet,0.1,2015-01-01 00:00:00
1643,Steglitz-Zehlendorf,500,W - Wohngebiet,0.4,2015-01-01 00:00:00
2306,Marzahn-Hellersdorf,60,GB - Gemeinbedarf,-,2015-01-01 00:00:00
1365,Reinickendorf,480,M2 - Mischgebiet,0.6,2015-01-01 00:00:00
1663,Steglitz-Zehlendorf,430,W - Wohngebiet,0.6,2015-01-01 00:00:00
1702,Steglitz-Zehlendorf,390,W - Wohngebiet,0.4,2015-01-01 00:00:00
2095,Charlottenburg-Wilmersdorf,6000,M1 - Kerngebiet,4.5,2015-01-01 00:00:00
1613,Steglitz-Zehlendorf,630,W - Wohngebiet,0.4,2015-01-01 00:00:00
1263,Mitte,8500,M1 - Kerngebiet,4.5,2015-01-01 00:00:00
