stop_id,stop_name,stop_lat,stop_lon
de:11000:900160003:1:50,S Nöldnerplatz (Berlin),52.503801,13.485385
de:11000:900160003:1:51,S Nöldnerplatz (Berlin),52.503881,13.485281
de:11000:900160004:1:50,S+U Lichtenberg Bhf (Berlin),52.51022,13.497972
de:11000:900160004:1:51,S+U Lichtenberg Bhf (Berlin),52.510303,13.497825
de:11000:900162001:1:50,S Karlshorst (Berlin),52.480538,13.527019
de:11000:900162001:1:51,S Karlshorst (Berlin),52.480602,13.5271
de:11000:900170001:1:50,S Marzahn (Berlin),52.543259,13.541126
de:11000:900170001:1:51,S Marzahn (Berlin),52.543322,13.540944
de:11000:900170002:1:50,S Raoul-Wallenberg-Str. (Berlin),52.550735,13.547678
de:11000:900170002:1:51,S Raoul-Wallenberg-Str. (Berlin),52.550783,13.547532
de:11000:900170003:1:50,S Mehrower Allee (Berlin),52.557752,13.553721
de:11000:900170003:1:51,S Mehrower Allee (Berlin),52.557792,13.553592
de:11000:900170004:2:52,S Ahrensfelde Bhf (Berlin),52.57132,13.565711
de:11000:900170004:1:50,S Ahrensfelde Bhf (Berlin),52.571349,13.565592
de:11000:900170005:1:50,S Poelchaustr. (Berlin),52.53564,13.53555
de:11000:900170005:1:51,S Poelchaustr. (Berlin),52.535662,13.535393
de:11000:900171001:1:50,S Biesdorf (Berlin),52.513095,13.556379
de:11000:900171001:2:51,S Biesdorf (Berlin),52.513066,13.555982
de:11000:900171002:1:50,S Friedrichsfelde Ost (Berlin),52.514058,13.519948
de:11000:900171002:1:51,S Friedrichsfelde Ost (Berlin),52.514179,13.519948
de:11000:900171003:1:50,S Springpfuhl (Berlin),52.527086,13.536604
de:11000:900171003:1:51,S Springpfuhl (Berlin),52.52707,13.536465
de:11000:900175001:2:51,S+U Wuhletal (Berlin),52.512452,13.575181
de:11000:900175002:1:50,S Kaulsdorf (Berlin),52.512165,13.590481
de:11000:900175002:1:51,S Kaulsdorf (Berlin),52.512076,13.590479
de:11000:900176001:1:50,S Mahlsdorf Bhf (Berlin),52.512253,13.610598
de:11000:900176001:1:51,S Mahlsdorf Bhf (Berlin),52.512137,13.610641
de:11000:900176001:2:52,S Mahlsdorf Bhf (Berlin),52.512091,13.610667
de:11000:900176001:2:53,S Mahlsdorf Bhf (Berlin),52.511972,13.61072
de:11000:900180001:1:50,S Köpenick (Berlin),52.458653,13.581491
de:11000:900180001:1:51,S Köpenick (Berlin),52.458514,13.581459
de:11000:900180002:1:50,S Wuhlheide (Berlin),52.468668,13.55424
