station_id,station,line,latitude,longitude,district,district_id
296,S Westkreuz (Berlin),"['S42', 'S46']",52.500811,13.28379,Charlottenburg-Wilmersdorf,11004004
297,S Nikolassee (Berlin),['S7'],52.432185,13.193136,Steglitz-Zehlendorf,11006006
298,S Nikolassee (Berlin),['S7'],52.432172,13.193273,Steglitz-Zehlendorf,11006006
299,S Schöneberg (Berlin),"['S41', 'S45', 'S46']",52.479325,13.351584,Tempelhof-Schöneberg,11007007
300,S Schöneberg (Berlin),"['S42', 'S45', 'S46']",52.47924,13.351632,Tempelhof-Schöneberg,11007007
301,S Südkreuz Bhf (Berlin),"['S41', 'S45', 'S46']",52.475881,13.365602,Tempelhof-Schöneberg,11007007
302,S Südkreuz Bhf (Berlin),"['S42', 'S45', 'S46']",52.475662,13.365184,Tempelhof-Schöneberg,11007007
305,S+U Yorckstr. (Berlin),"['S2', 'S25', 'S26']",52.491339,13.372006,Tempelhof-Schöneberg,11007007
306,S+U Yorckstr. (Berlin),"['S2', 'S25', 'S26']",52.491334,13.372158,Tempelhof-Schöneberg,11007007
307,S Grünau (Berlin),"['S42', 'S45', 'S46', 'S8', 'S85', 'S9']",52.412432,13.573957,Treptow-Köpenick,11009009
308,S Grünau (Berlin),"['S41', 'S42', 'S46', 'S8', 'S85', 'S9']",52.412481,13.574059,Treptow-Köpenick,11009009
309,S Grünau (Berlin),"['S41', 'S46', 'S8', 'S85', 'S9']",52.412518,13.574189,Treptow-Köpenick,11009009
310,S Grünau (Berlin),"['S41', 'S45', 'S46', 'S8']",52.412568,13.574282,Treptow-Köpenick,11009009
311,S Anhalter Bahnhof (Berlin),"['S1', 'S2', 'S25', 'S26']",52.503564,13.381396,Friedrichshain-Kreuzberg,11002002
312,S Anhalter Bahnhof (Berlin),"['S1', 'S2', 'S26']",52.503542,13.381498,Friedrichshain-Kreuzberg,11002002
313,S Anhalter Bahnhof (Berlin),"['S2', 'S25', 'S26']",52.503514,13.381617,Friedrichshain-Kreuzberg,11002002
314,S+U Potsdamer Platz Bhf (Berlin),"['S1', 'S2', 'S25', 'S26']",52.509605,13.376454,Mitte,11001001
315,S+U Potsdamer Platz Bhf (Berlin),"['S1', 'S2', 'S25', 'S26']",52.509605,13.376579,Mitte,11001001
316,S+U Potsdamer Platz Bhf (Berlin),"['S1', 'S2']",52.509638,13.376708,Mitte,11001001
317,S+U Potsdamer Platz Bhf (Berlin),"['S1', 'S2', 'S25', 'S26']",52.509635,13.376837,Mitte,11001001
318,S Nordbahnhof (Berlin),"['S1', 'S2', 'S25', 'S26']",52.532334,13.387507,Mitte,11001001
319,S Nordbahnhof (Berlin),"['S1', 'S2', 'S25', 'S26']",52.532421,13.387655,Mitte,11001001
320,S+U Friedrichstr. Bhf (Berlin),"['S1', 'S2', 'S25', 'S26']",52.520479,13.386234,Mitte,11001001
321,S+U Friedrichstr. Bhf (Berlin),"['S1', 'S2', 'S25', 'S26']",52.520424,13.38635,Mitte,11001001
322,S Oranienburger Str. (Berlin),"['S1', 'S2', 'S25', 'S26']",52.525287,13.392985,Mitte,11001001
323,S Oranienburger Str. (Berlin),"['S1', 'S2', 'S25', 'S26']",52.525264,13.393093,Mitte,11001001
324,S+U Brandenburger Tor (Berlin),"['S1', 'S2', 'S25', 'S26']",52.516351,13.38169,Mitte,11001001
325,S+U Brandenburger Tor (Berlin),"['S1', 'S2', 'S25', 'S26']",52.516483,13.381658,Mitte,11001001
327,S Tegel (Berlin),['S25'],52.588499,13.288419,Reinickendorf,11012012
328,S Schulzendorf (Berlin),['S25'],52.613644,13.246172,Reinickendorf,11012012
329,S Anhalter Bahnhof (Berlin),"['S25', 'S26']",52.50359,13.381283,Friedrichshain-Kreuzberg,11002002
330,S Frohnau (Berlin),"['S1', 'S1A', 'S1X']",52.632435,13.288737,Reinickendorf,11012012
331,S Julius-Leber-Brücke (Berlin),['S1'],52.48645,13.361028,Tempelhof-Schöneberg,11007007
332,S Julius-Leber-Brücke (Berlin),['S1'],52.486411,13.361128,Tempelhof-Schöneberg,11007007
333,S Wilhelmsruh (Berlin),"['S1', 'S1A']",52.580535,13.363369,Reinickendorf,11012012
334,Alt-Buch/Wiltbergstr. (Berlin),['S2'],52.634236,13.497208,Pankow,11003003
335,Bärenlauchstr. (Berlin),['S47'],52.450712,13.540192,Treptow-Köpenick,11009009
338,U Paracelsus-Bad (Berlin),['S25'],52.575349,13.34761,Reinickendorf,11012012
339,Ollenhauerstr./Lindauer Allee (Berlin),['S25'],52.575568,13.331573,Reinickendorf,11012012
340,U Alt-Tegel (Berlin),['S25'],52.590209,13.282717,Reinickendorf,11012012
341,S Greifswalder Str. (Berlin),"['S41', 'S42']",52.539884,13.437639,Pankow,11003003
342,"Berlin, Hirschgartendreieck",['S3H'],52.451767,13.600317,Treptow-Köpenick,11009009
343,S Hermsdorf (Berlin),"['S1', 'S26', 'S85']",52.617336,13.307756,Reinickendorf,11012012
344,S Waidmannslust (Berlin),"['S1', 'S1A']",52.606681,13.320067,Reinickendorf,11012012
345,Göschenplatz/S Wittenau (Berlin),"['S1', 'S1A']",52.597237,13.332339,Reinickendorf,11012012
346,"Berlin, Brandenburgplatz",['S3H'],52.455294,13.590509,Treptow-Köpenick,11009009
347,Bruno-Bürgel-Weg (Berlin),['S47'],52.452121,13.533203,Treptow-Köpenick,11009009
348,S Altglienicke (Berlin),"['S45', 'S9']",52.407359,13.558798,Treptow-Köpenick,11009009
349,S Altglienicke (Berlin),"['S45', 'S9']",52.407309,13.558877,Treptow-Köpenick,11009009
350,S Grünbergallee (Berlin),"['S45', 'S9']",52.399343,13.541956,Treptow-Köpenick,11009009
351,S Grünbergallee (Berlin),"['S45', 'S9']",52.399271,13.541989,Treptow-Köpenick,11009009
357,S Prenzlauer Allee (Berlin),"['S41', 'S42']",52.544854,13.427672,Pankow,11003003
358,S Ostkreuz Bhf (Berlin),"['S3', 'S5', 'S7', 'S75']",52.503125,13.468633,Friedrichshain-Kreuzberg,11002002
359,S Ostkreuz Bhf (Berlin),"['S5', 'S75']",52.503282,13.46871,Friedrichshain-Kreuzberg,11002002
360,S+U Warschauer Str. (Berlin),"['S3', 'S5', 'S75', 'S9']",52.506306,13.450761,Friedrichshain-Kreuzberg,11002002
361,S Frohnau (Berlin),['S1'],52.632307,13.29044,Reinickendorf,11012012
362,S Frohnau (Berlin),"['S1', 'S26', 'S85']",52.63226,13.290322,Reinickendorf,11012012
363,S Hermsdorf (Berlin),"['S1', 'S26', 'S85']",52.617287,13.307619,Reinickendorf,11012012
364,S Waidmannslust (Berlin),"['S1', 'S26', 'S85']",52.60632,13.321223,Reinickendorf,11012012
365,S Waidmannslust (Berlin),"['S1', 'S26', 'S85']",52.606257,13.321086,Reinickendorf,11012012
366,S+U Wittenau (Berlin),"['S1', 'S26', 'S85']",52.597097,13.334311,Reinickendorf,11012012
367,S+U Wittenau (Berlin),"['S1', 'S26', 'S85']",52.597008,13.334183,Reinickendorf,11012012
368,S Greifswalder Str. (Berlin),"['S41', 'S8', 'S85']",52.540109,13.439108,Pankow,11003003
369,S Greifswalder Str. (Berlin),"['S41', 'S42', 'S8', 'S85']",52.540212,13.439227,Pankow,11003003
370,S Landsberger Allee (Berlin),"['S41', 'S8', 'S85']",52.529316,13.45484,Pankow,11003003
371,S Landsberger Allee (Berlin),"['S41', 'S42', 'S8', 'S85']",52.529386,13.454998,Pankow,11003003
372,S Storkower Str. (Berlin),"['S41', 'S8', 'S85']",52.52366,13.465047,Pankow,11003003
373,S Storkower Str. (Berlin),"['S42', 'S8', 'S85']",52.523731,13.465094,Pankow,11003003
374,S+U Frankfurter Allee (Berlin),"['S41', 'S8', 'S85']",52.515383,13.47428,Friedrichshain-Kreuzberg,11002002
375,S+U Frankfurter Allee (Berlin),"['S42', 'S8', 'S85']",52.515401,13.47437,Friedrichshain-Kreuzberg,11002002
376,S Ostkreuz Bhf (Berlin),"['S41', 'S42', 'S8', 'S85']",52.503422,13.469006,Friedrichshain-Kreuzberg,11002002
377,S Ostkreuz Bhf (Berlin),"['S41', 'S42', 'S8', 'S85']",52.503314,13.469607,Friedrichshain-Kreuzberg,11002002
378,S Treptower Park (Berlin),"['S41', 'S8', 'S85']",52.493746,13.461502,Treptow-Köpenick,11009009
379,S Treptower Park (Berlin),"['S41', 'S42', 'S85']",52.493667,13.461736,Treptow-Köpenick,11009009
380,S Treptower Park (Berlin),"['S8', 'S85', 'S9']",52.493629,13.461846,Treptow-Köpenick,11009009
381,S Treptower Park (Berlin),"['S41', 'S8', 'S85', 'S9']",52.493711,13.461615,Treptow-Köpenick,11009009
382,S+U Warschauer Str. (Berlin),"['S3', 'S5', 'S7', 'S75', 'S9']",52.506404,13.450818,Friedrichshain-Kreuzberg,11002002
383,U Wittenau (Berlin),"['S1', 'S1A']",52.595686,13.333797,Reinickendorf,11012012
385,Ostpreußendamm Süd (Berlin),['S25'],52.414537,13.302237,Steglitz-Zehlendorf,11006006
386,S Bornholmer Str. (Berlin),"['S25', 'S85']",52.554749,13.400166,Pankow,11003003
387,"Berlin, Westendsiedlung",['S3H'],52.453097,13.60766,Treptow-Köpenick,11009009
388,S Hirschgarten (Berlin),['S3H'],52.457519,13.600941,Treptow-Köpenick,11009009
389,S Landsberger Allee (Berlin),"['S41', 'S42']",52.528561,13.457131,Lichtenberg,11011011
390,"Berlin, Veitstr.",['S25'],52.585717,13.287166,Reinickendorf,11012012
391,Schildower Str. (Berlin),"['S1', 'S1A']",52.618068,13.315501,Reinickendorf,11012012
392,Zeltinger Platz/S Frohnau (Berlin),"['S1', 'S1A', 'S1X']",52.633654,13.290195,Reinickendorf,11012012
393,"Berlin, Nettelbeckplatz/S Wedding","['S41', 'S42']",52.544476,13.370697,Mitte,11001001
394,Ostpreußendamm/Osdorfer Str. (Berlin),['S25'],52.420456,13.309164,Steglitz-Zehlendorf,11006006
395,"Berlin, Bogenstr.",['S25'],52.425545,13.316368,Steglitz-Zehlendorf,11006006
396,Hohefeldstr. (Berlin),"['S1', 'S1A']",52.620776,13.306704,Reinickendorf,11012012
397,Lindauer Allee/Residenzstr. (Berlin),"['S1', 'S25']",52.572599,13.359583,Reinickendorf,11012012
398,"Berlin, Bucher Chaussee/Achillesstr.",['S2'],52.618684,13.48833,Pankow,11003003
399,S Gehrenseestr. (Berlin),['S75'],52.555804,13.525847,Lichtenberg,11011011
400,Grevesmühlener Str. (Berlin),['S75'],52.568066,13.512477,Lichtenberg,11011011
401,S Wartenberg (Berlin),['S75'],52.573492,13.504718,Lichtenberg,11011011
402,S Nordbahnhof/Gartenstr. (Berlin),"['S1', 'S2', 'S25']",52.532945,13.388246,Mitte,11001001
403,Pasewalker Str./Blankenburger Weg (Berlin),"['S2', 'S8']",52.587801,13.430045,Pankow,11003003
404,S Friedrichshagen (Berlin),['S3'],52.457423,13.623211,Treptow-Köpenick,11009009
405,S Ostkreuz Bhf (Berlin),"['S3', 'S5', 'S75', 'S9']",52.503348,13.468748,Friedrichshain-Kreuzberg,11002002
406,S+U Warschauer Str. (Berlin),"['S3', 'S5', 'S7', 'S75', 'S9']",52.506228,13.45072,Friedrichshain-Kreuzberg,11002002
408,S+U Warschauer Str. (Berlin),"['S3', 'S5', 'S7', 'S75', 'S9']",52.506121,13.450664,Friedrichshain-Kreuzberg,11002002
409,S Wollankstr./Sternstr. (Berlin),"['S1', 'S25']",52.565481,13.391201,Mitte,11001001
421,"Berlin, Osloer Str./Prinzenallee","['S1', 'S2', 'S25']",52.55565,13.38499,Mitte,11001001
422,"Berlin, Am Wiesenrain/Stillerzeile",['S3H'],52.456182,13.611363,Treptow-Köpenick,11009009
423,S Köpenick/Parrisiusstr. (Berlin),['S3H'],52.45651,13.580558,Treptow-Köpenick,11009009
