kindergarten_id,district_id,name,address,postal_code,phone_number,email,website,coordinates,latitude,longitude,neighborhood,district,operator,capacity,source,created_at,updated_at
1700,,Kita Glühwürmchen,Unknown,0,,,,,,,Unknown,,Klax Berlin gGmbH,Unknown,openstreetmap,18/08/2025 11:28,18/08/2025 11:28
1701,,Krippe Grashüpfer,Unknown,0,,,,,,,Unknown,,Klax Berlin gGmbH,Unknown,openstreetmap,18/08/2025 11:28,18/08/2025 11:28
1702,,KITA Baumelbaum,Unknown,0,,,,,,,Unknown,,Unknown,Unknown,openstreetmap,18/08/2025 11:28,18/08/2025 11:28
1703,,Die Eichhörnchen Bande e.V.,Unknown,0,,,,,,,Unknown,,Die Eichhörnchen Bande e.V.,50,openstreetmap,18/08/2025 11:28,18/08/2025 11:28
1704,07,Kindertagesstätte Sankt Georg,"Breite Straße 44, 13187 Berlin",13187,,,,,,,Unknown,Pankow,Hedi Kitas • Kitas im Erzbistum Berlin,Unknown,openstreetmap,18/08/2025 11:28,18/08/2025 11:28
1705,,Evangelische Kita Regenbogen,"Senftenberger Ring 29, 13435 Berlin",13435,,,,,,,Unknown,,Evangelischer Kirchenkreisverband für Kindertageseinrichtungen Berlin Mitte-Nord,Unknown,openstreetmap,18/08/2025 11:28,18/08/2025 11:28
1706,,Kita Buddelflink,"Richard-Sorge-Straße 43, 10249 Berlin",10249,,,,,,,Unknown,,bik e.V.,Unknown,openstreetmap,18/08/2025 11:28,18/08/2025 11:28
1707,,Hort der Mary-Poppins-Grundschule,Unknown,0,,,,,,,Unknown,,Unknown,Unknown,openstreetmap,18/08/2025 11:28,18/08/2025 11:28
1708,,Waldorfkindergarten Zehlendorf,Unknown,0,,,,,,,Unknown,,Waldorfkindergarten Zehlendorf e.V.,Unknown,openstreetmap,18/08/2025 11:28,18/08/2025 11:28
1709,07,Kindergarten Pusteblume,"Eschengraben 37, 13189 Berlin",13189,,,,,,,Unknown,Pankow,KLAX gGmbH,Unknown,openstreetmap,18/08/2025 11:28,18/08/2025 11:28
1710,,Kita Villa Schabernack,Unknown,0,,,,,,,Unknown,,Bürgerhaus e.V.,Unknown,openstreetmap,18/08/2025 11:28,18/08/2025 11:28
1711,,Kita Kladow/AWO,Unknown,0,,,,,,,Unknown,,AWO Kreisverband Spandau e.V.,Unknown,openstreetmap,18/08/2025 11:28,18/08/2025 11:28
1712,,Krugwiesen Hof,Unknown,0,,,,,,,Unknown,,Kietz für Kids e.V.,Unknown,openstreetmap,18/08/2025 11:28,18/08/2025 11:28
1713,,Kindergarten Spatzennest,"Langhoffstraße 17, 12681 Berlin",12681,,,,,,,Unknown,,Kindergärten NordOst,Unknown,openstreetmap,18/08/2025 11:28,18/08/2025 11:28
1714,11,Kita Neue Steinmetzstraße,"Neue Steinmetzstraße 1-3, 10827 Berlin",10827,,,,,,,Unknown,Tempelhof-Schöneberg,INA.KINDER.GARTEN,Unknown,openstreetmap,18/08/2025 11:28,18/08/2025 11:28
1715,,Kita Möwe,Unknown,0,,,,,,,Unknown,,Forum Soziale Dienste e.V.,Unknown,openstreetmap,18/08/2025 11:28,18/08/2025 11:28
1716,,Waldkindergarten Waldwichtel,Unknown,0,,,,,,,Unknown,,Waldkindergarten Waldwichtel e.V.,Unknown,openstreetmap,18/08/2025 11:28,18/08/2025 11:28
1717,,Kita Regenbogen,Unknown,0,,,,,,,Unknown,,Kindertageseinrichtungen im Kirchenkreis Neukölln & der Diakoniewerk Simeon gGmbH,Unknown,openstreetmap,18/08/2025 11:28,18/08/2025 11:28
1718,,Kita Sonnenblume,Unknown,0,,,,,,,Unknown,,Jugend- und Sozialwerk,Unknown,openstreetmap,18/08/2025 11:28,18/08/2025 11:28
1719,,Kita Wirbelwind,Unknown,0,,,,,,,Unknown,,Fortbildungsinstitut für die pädagogische Praxis e.V.,Unknown,openstreetmap,18/08/2025 11:28,18/08/2025 11:28
1720,,Haus am Wald,Unknown,0,,,,,,,Unknown,,KITA-Dialog gemeinnützige GmbH,Unknown,openstreetmap,18/08/2025 11:28,18/08/2025 11:28
1721,,Hort Siebenstein,"Landreiterweg 94, 12353 Berlin",12353,,,,,,,Unknown,,Bezirksamt Neukölln von Berlin,Unknown,openstreetmap,18/08/2025 11:28,18/08/2025 11:28
1722,06,Kindertagesstätte Kirschnerweg,"Kirschnerweg 29, 12353 Berlin",12353,,,,,,,Unknown,Neukölln,Internationaler Bund,Unknown,openstreetmap,18/08/2025 11:28,18/08/2025 11:28
1723,,Kita Nahariyastraße,Unknown,0,,,,,,,Unknown,,Kindertagesstätten Berlin Süd-West,Unknown,openstreetmap,18/08/2025 11:28,18/08/2025 11:28
1724,,Kinderladen Kasperle,Unknown,0,,,,,,,Unknown,,Kinderladen Kasperle e.V.,Unknown,openstreetmap,18/08/2025 11:28,18/08/2025 11:28
1725,,Kita Krümel-Club,Unknown,0,,,,,,,Unknown,,Kita Krümel-Club GmbH,Unknown,openstreetmap,18/08/2025 11:28,18/08/2025 11:28
1726,,Kita Pfiffikus,Unknown,0,,,,,,,Unknown,,Berliner Institut für Kleinkindpädagogik und familienbegleitende Kinderbetreuung e.V.,Unknown,openstreetmap,18/08/2025 11:28,18/08/2025 11:28
1727,04,Kita „Spielhaus“,"Zerbster Straße 99/101, 12627 Berlin",12627,,,,,,,Unknown,Marzahn-Hellersdorf,Unknown,Unknown,openstreetmap,18/08/2025 11:28,18/08/2025 11:28
1728,04,Kita Meilenstein,"Weißenfelser Straße 31 - 33, 12627 Berlin",12627,,,,,,,Unknown,Marzahn-Hellersdorf,Unknown,Unknown,openstreetmap,18/08/2025 11:28,18/08/2025 11:28
1729,,Kita Pfiffikus,Unknown,0,,,,,,,Unknown,,EJF gemeinnützige AG,Unknown,openstreetmap,18/08/2025 11:28,18/08/2025 11:28
1730,,Kita Kunterbunt,Unknown,0,,,,,,,Unknown,,Orte für Kinder,Unknown,openstreetmap,18/08/2025 11:28,18/08/2025 11:28
1731,10,Evangelische Kindertagesstätte Oberlin,"Schützenstraße 32, 12165 Berlin",12165,,,,,,,Unknown,Steglitz-Zehlendorf,Unknown,Unknown,openstreetmap,18/08/2025 11:28,18/08/2025 11:28
1732,01,Kita Livländische Straße,"Livländische Straße 21, 10715 Berlin",10715,,,,,,,Unknown,Charlottenburg-Wilmersdorf,Kindertagesstätten Nordwest,Unknown,openstreetmap,18/08/2025 11:28,18/08/2025 11:28
1733,,Katholische Kindertagesstätte Heilig Kreuz,"Am Volkspark 41, 10715 Berlin",10715,,,,,,,Unknown,,Katholische Kirchengemeinde Maria unter dem Kreuz Pfarrer Frank Scheele,Unknown,openstreetmap,18/08/2025 11:28,18/08/2025 11:28
1734,03,Kita Löwenzahn,"Falkenberger Chaussee 120 - 122, 13057 Berlin",13057,,,,,,,Unknown,Lichtenberg,Unknown,Unknown,openstreetmap,18/08/2025 11:28,18/08/2025 11:28
1735,,Kindergarten Traumzauberbaum,Unknown,0,,,,,,,Unknown,,Kindergärten NordOst,Unknown,openstreetmap,18/08/2025 11:28,18/08/2025 11:28
1736,,Kita Müggelbande,"Ludwigshöheweg 18, 12559 Berlin",12559,,,,,,,Unknown,,Sozialdiakonische Arbeit Lichtenberg-Oberspree GmbH,Unknown,openstreetmap,18/08/2025 11:28,18/08/2025 11:28
1737,09,KiTa Brauereihof,"Brauereihof 1, 13585 Berlin",13585,,,,,,,Unknown,Spandau,Unknown,Unknown,openstreetmap,18/08/2025 11:28,18/08/2025 11:28
1738,,Kita Bärenkinder,Unknown,0,,,,,,,Unknown,,Kinder im Kiez,Unknown,openstreetmap,18/08/2025 11:28,18/08/2025 11:28
1739,,Inklusiver Abenteuerspielplatz Bauwagen Gang,Unknown,0,,,,,,,Unknown,,Unknown,Unknown,openstreetmap,18/08/2025 11:28,18/08/2025 11:28
1740,,Kita Abenteuerland,"Mahlower Straße 5-7, 12557 Berlin",12557,,,,,,,Unknown,,Kindertagesstätten SüdOst,Unknown,openstreetmap,18/08/2025 11:28,18/08/2025 11:28
1741,10,Kita Sternenlichter,"Celsiusstraße 69, 12207 Berlin",12207,,,,,,,Unknown,Steglitz-Zehlendorf,Unknown,Unknown,openstreetmap,18/08/2025 11:28,18/08/2025 11:28
1742,04,Kita Grashüpfer,"Stralsunder Straße 20, 12623 Berlin",12623,,,,,,,Unknown,Marzahn-Hellersdorf,pad gGmbH,80,openstreetmap,18/08/2025 11:28,18/08/2025 11:28
1743,11,Kindertagesstätte Mariendorf-Ost,"Rixdorfer Straße 73, 12109 Berlin",12109,,,,,,,Unknown,Tempelhof-Schöneberg,Evangelische Kirchengemeinde Mariendorf-Ost,155,openstreetmap,18/08/2025 11:28,18/08/2025 11:28
1744,,KulturKindergarten am Unfallkrankenhaus Berlin,"Brebacher Weg 50, 12683 Berlin",12683,,,,,,,Unknown,,Unknown,80,openstreetmap,18/08/2025 11:28,18/08/2025 11:28
1745,06,Kindertagesstätte Ursulinchen,"Ursulinenstraße 27, 12355 Berlin",12355,,,,,,,Unknown,Neukölln,Unknown,Unknown,openstreetmap,18/08/2025 11:28,18/08/2025 11:28
1746,06,Kindertagesstätte Die wilde 13,"Jeanette-Wolff-Straße 13, 12355 Berlin",12355,,,,,,,Unknown,Neukölln,Unknown,Unknown,openstreetmap,18/08/2025 11:28,18/08/2025 11:28
1747,,Kita der Kath. Kirchengem. Zu den hl. Zwölf Aposteln,Unknown,0,,,,,,,Unknown,,Unknown,Unknown,openstreetmap,18/08/2025 11:28,18/08/2025 11:28
1748,,Kita-Lucky Kids,Unknown,0,,,,,,,Unknown,,Unknown,Unknown,openstreetmap,18/08/2025 11:28,18/08/2025 11:28
1749,10,Ev. Kita Schlachtensee,"Dubrowplatz 4, 14129 Berlin",14129,,,,,,,Unknown,Steglitz-Zehlendorf,Unknown,Unknown,openstreetmap,18/08/2025 11:28,18/08/2025 11:28
1750,04,Kita Biesdorfer Zwergenhaus,"Braunsdorfstraße 11, 12683 Berlin",12683,,,,,,,Unknown,Marzahn-Hellersdorf,FiPP e.V.,Unknown,openstreetmap,18/08/2025 11:28,18/08/2025 11:28
1751,01,Kita Schatzinsel,"Heydenstraße 9, 14199 Berlin",14199,,,,,,,Unknown,Charlottenburg-Wilmersdorf,Kindertagesstätten Nordwest,Unknown,openstreetmap,18/08/2025 11:28,18/08/2025 11:28
1752,01,Kita der Ev. Kirchengem. Alt-Schmargendorf,"Kirchstraße 15/16, 14199 Berlin",14199,,,,,,,Unknown,Charlottenburg-Wilmersdorf,Unknown,Unknown,openstreetmap,18/08/2025 11:28,18/08/2025 11:28
1753,10,JFK Friendship Center,"Am Fichtenberg 16, 12165 Berlin",12165,,,,,,,Unknown,Steglitz-Zehlendorf,Unknown,Unknown,openstreetmap,18/08/2025 11:28,18/08/2025 11:28
1754,10,Kita Forststraße,"Forststraße 40, 12163 Berlin",12163,,,,,,,Unknown,Steglitz-Zehlendorf,Kindertagesstätten Berlin Süd-West,Unknown,openstreetmap,18/08/2025 11:28,18/08/2025 11:28
1755,01,Kindertagesstätte der Jüdischen Gemeinde zu Berlin,"Delbrückstraße 8, 14193 Berlin",14193,,,,,,,Unknown,Charlottenburg-Wilmersdorf,Unknown,Unknown,openstreetmap,18/08/2025 11:28,18/08/2025 11:28
1756,12,Kita Knirpsenbude,"Ottomar-Geschke-Straße 13/15, 12555 Berlin",12555,,,,,,,Unknown,Treptow-Köpenick,Pfefferwerk Stadtkultur,185,openstreetmap,18/08/2025 11:28,18/08/2025 11:28
1757,,Kindertagesstätte der Emmaus-Gemeinde,"Wilskistraße 53, 14163 Berlin",14163,,,,,,,Unknown,,Evangelische Emmaus-Gemeinde,Unknown,openstreetmap,18/08/2025 11:28,18/08/2025 11:28
1758,,Fröbel-Kindergarten mittendrin,Unknown,0,,,,,,,Unknown,,FRÖBEL Bildung und Erziehung,Unknown,openstreetmap,18/08/2025 11:28,18/08/2025 11:28
1759,,Kita hör-höchste,Unknown,0,,,,,,,Unknown,,Independentliving – Kindertagesstätten für Berlin gGmbH,Unknown,openstreetmap,18/08/2025 11:28,18/08/2025 11:28
1760,01,Kindertagesstätte der Evangelischen Vaterunser-Kirchengemeinde,"Spessartstraße 3, 14197 Berlin",14197,,,,,,,Unknown,Charlottenburg-Wilmersdorf,Evangelische Kirchengemeinde Vaterunser Berlin- Wilmersdorf,Unknown,openstreetmap,18/08/2025 11:28,18/08/2025 11:28
1761,12,FiPP Kita Rahnsdorfer Spatzen,"Fürstenwalder Allee 115, 12589 Berlin",12589,,,,,,,Unknown,Treptow-Köpenick,Unknown,Unknown,openstreetmap,18/08/2025 11:28,18/08/2025 11:28
1762,12,Kita der Ev. Kirchengem. Rahnsdorf,"Püttbergeweg 84, 12589 Berlin",12589,,,,,,,Unknown,Treptow-Köpenick,Unknown,Unknown,openstreetmap,18/08/2025 11:28,18/08/2025 11:28
1763,,Kita Schwiebusser Straße 5,Unknown,0,,,,,,,Unknown,,Unknown,Unknown,openstreetmap,18/08/2025 11:28,18/08/2025 11:28
1764,,Kita Wilhelmsaue,Unknown,0,,,,,,,Unknown,,Kindertagesstätten Nordwest,Unknown,openstreetmap,18/08/2025 11:28,18/08/2025 11:28
1765,04,Kita Wummelbude,"Fercher Straße 10-12, 12629 Berlin",12629,,,,,,,Unknown,Marzahn-Hellersdorf,Unknown,Unknown,openstreetmap,18/08/2025 11:28,18/08/2025 11:28
1766,,Sonnenkäfer,Unknown,0,,,,,,,Unknown,,Kinder im Kiez,Unknown,openstreetmap,18/08/2025 11:28,18/08/2025 11:28
1767,09,Kita Neuendorfer Straße 3,"Neuendorfer Straße 3, 13585 Berlin",13585,,,,,,,Unknown,Spandau,Kindertagesstätten Nordwest,159,openstreetmap,18/08/2025 11:28,18/08/2025 11:28
1768,11,Kita Schlösschen-Süd,"Alt-Lichtenrade 29C, 12305 Berlin",12305,,,,,,,Unknown,Tempelhof-Schöneberg,LifExperience gGmbH,24,openstreetmap,18/08/2025 11:28,18/08/2025 11:28
1769,,Kita Schlesische Straße 3/4,Unknown,0,,,,,,,Unknown,,Kindergärten City,Unknown,openstreetmap,18/08/2025 11:28,18/08/2025 11:28
1770,01,Kita Auen,"Wilhelmsaue 118, 10715 Berlin",10715,,,,,,,Unknown,Charlottenburg-Wilmersdorf,Evangelischer Kirchenkreisverband für Kindertageseinrichtungen Berlin Mitte-West,Unknown,openstreetmap,18/08/2025 11:28,18/08/2025 11:28
1771,01,Villa Comenius,"Wilhelmsaue 116-117, 10715 Berlin",10715,,,,,,,Unknown,Charlottenburg-Wilmersdorf,Villa Comenius e.V.,Unknown,openstreetmap,18/08/2025 11:28,18/08/2025 11:28
1772,,Evangelische Kindertagesstätte Zur Heimat,Unknown,0,,,,,,,Unknown,,Diakonisches Werk Steglitz und Teltow-Zehlendorf e.V,Unknown,openstreetmap,18/08/2025 11:28,18/08/2025 11:28
1773,,Kita Faradayweg,Unknown,0,,,,,,,Unknown,,Evangelische Kirchengemeinde Berlin-Dahlem,Unknown,openstreetmap,18/08/2025 11:28,18/08/2025 11:28
1774,,Kindergarten FlowerKids,Unknown,0,,,,,,,Unknown,,KitaNetz Berlin e.V.,Unknown,openstreetmap,18/08/2025 11:28,18/08/2025 11:28
1775,,Kita Steinstraße,"Steinstraße 14a, 12169 Berlin",12169,,,,,,,Unknown,,Kindertagesstätten Berlin Süd-West,65,openstreetmap,18/08/2025 11:28,18/08/2025 11:28
1776,,Kindergarten Blumenstadt,Unknown,0,,,,,,,Unknown,,Mitra e.V.,Unknown,openstreetmap,18/08/2025 11:28,18/08/2025 11:28
1777,,Kita St. Johannes Evangelist,Unknown,0,,,,,,,Unknown,,Katholische Kirchengemeinde Sankt Benedikt Berlin,Unknown,openstreetmap,18/08/2025 11:28,18/08/2025 11:28
1778,,Kindertagesstätte Am Carlsgarten,Unknown,0,,,,,,,Unknown,,Unknown,Unknown,openstreetmap,18/08/2025 11:28,18/08/2025 11:28
1779,,Europa Kita II Mahlsdorf,Unknown,0,,,,,,,Unknown,,Unknown,154,openstreetmap,18/08/2025 11:28,18/08/2025 11:28
1780,,Kita Krümelzwerge,"Besenbinderstraße 2, 12524 Berlin",12524,,,,,,,Unknown,,offensiv' 91 e.V.,Unknown,openstreetmap,18/08/2025 11:28,18/08/2025 11:28
1781,03,Kita „Wundertüte“,"Strausberger Straße 5, 13055 Berlin",13055,,,,,,,Unknown,Lichtenberg,Unknown,Unknown,openstreetmap,18/08/2025 11:28,18/08/2025 11:28
1782,07,Kita Streustraße,"Streustraße 39 - 41, 13086 Berlin",13086,,,,,,,Unknown,Pankow,Unknown,Unknown,openstreetmap,18/08/2025 11:28,18/08/2025 11:28
1783,,Kita Fridolin,"Max-Beer-Straße 24-26, 10119 Berlin",10119,,,,,,,Unknown,,Kindergärten City,190,openstreetmap,18/08/2025 11:28,18/08/2025 11:28
1784,,Kita Windspiel,Frankfurter Allee 16a,0,,,,,,,Unknown,,Unknown,Unknown,openstreetmap,18/08/2025 11:28,18/08/2025 11:28
1785,,Kita Märchenhaus,"Rudolf-Leonhard-Straße 10, 12679 Berlin",12679,,,,,,,Unknown,,Schwemler GmbH,Unknown,openstreetmap,18/08/2025 11:28,18/08/2025 11:28
1786,03,"Kita ""Kesse Früchtchen""","Wandlitzstraße 6, 10318 Berlin",10318,,,,,,,Unknown,Lichtenberg,Unknown,Unknown,openstreetmap,18/08/2025 11:28,18/08/2025 11:28
1787,11,Sternchen,"Titlisweg 60, 12107 Berlin",12107,,,,,,,Unknown,Tempelhof-Schöneberg,Unknown,Unknown,openstreetmap,18/08/2025 11:28,18/08/2025 11:28
1788,,Kindertagesstätte Am Wegabogen,Unknown,0,,,,,,,Unknown,,Christliches Jugenddorfwerk Deutschlands gemeinnütziger e. V.,Unknown,openstreetmap,18/08/2025 11:28,18/08/2025 11:28
1789,,Villa Mima,Unknown,0,,,,,,,Unknown,,Kita Mima GmbH,Unknown,openstreetmap,18/08/2025 11:28,18/08/2025 11:28
1790,,Kita Kleiner Fratz Karolinenhof,Unknown,0,,,,,,,Unknown,,Unknown,Unknown,openstreetmap,18/08/2025 11:28,18/08/2025 11:28
1791,08,Kita Varus Sol,"Dannenwalder Weg 95-97, 13439 Berlin",13439,,,,,,,Unknown,Reinickendorf,BiZ – Betreuung im Zentrum gGmbH,Unknown,openstreetmap,18/08/2025 11:28,18/08/2025 11:28
1792,04,"Kita ""Himpelchen & Pimpelchen""","Hellersdorfer Promenade 36, 12627 Berlin",12627,,,,,,,Unknown,Marzahn-Hellersdorf,Unknown,Unknown,openstreetmap,18/08/2025 11:28,18/08/2025 11:28
1793,04,Kita Kleine Kapitäne,"Hellersdorfer Promenade 23, 12627 Berlin",12627,,,,,,,Unknown,Marzahn-Hellersdorf,Unknown,Unknown,openstreetmap,18/08/2025 11:28,18/08/2025 11:28
1794,06,Humanistische Kindertagesstätte Pro-Dia,"Landreiterweg 55, 12353 Berlin",12353,,,,,,,Unknown,Neukölln,Unknown,Unknown,openstreetmap,18/08/2025 11:28,18/08/2025 11:28
1795,09,Outlaw Kita Heerstraße,"Heerstraße 570, 13591 Berlin",13591,,,,,,,Unknown,Spandau,Outlaw,Unknown,openstreetmap,18/08/2025 11:28,18/08/2025 11:28
1796,09,Kita Wiesenweg,"Wiesenweg 20, 13591 Berlin",13591,,,,,,,Unknown,Spandau,Unknown,Unknown,openstreetmap,18/08/2025 11:28,18/08/2025 11:28
1797,,Krippe Haveleckchen,Unknown,0,,,,,,,Unknown,,Unknown,Unknown,openstreetmap,18/08/2025 11:28,18/08/2025 11:28
1798,,Kita Kleine Traber,Unknown,0,,,,,,,Unknown,,Volkssolidarität Landesverband Berlin e.V.,Unknown,openstreetmap,18/08/2025 11:28,18/08/2025 11:28
1799,,Kita Mini-Mix-International,"Briesestraße 73-75, 12053 Berlin",12053,,,,,,,Unknown,,Jugend- und Sozialwerk gGmbH,280,openstreetmap,18/08/2025 11:28,18/08/2025 11:28
1800,10,Evangelische Kindertagesstätte Kita am Buschgraben,"Ludwigsfelder Straße 51, 14165 Berlin",14165,,,,,,,Unknown,Steglitz-Zehlendorf,Ev. Paulus-Kirchengemeinde Zehlendorf,70,openstreetmap,18/08/2025 11:28,18/08/2025 11:28
1801,05,Kindergarten Holsteiner Ufer 12,"Holsteiner Ufer 12, 10557 Berlin",10557,,,,,,,Unknown,Mitte,Unknown,Unknown,openstreetmap,18/08/2025 11:28,18/08/2025 11:28
1802,,Hexenkleckshausen / Elements,Unknown,0,,,,,,,Unknown,,Unknown,Unknown,openstreetmap,18/08/2025 11:28,18/08/2025 11:28
1803,12,"Kita - Erknerstraße ""Villa Kunterbunt""","Erknerstraße 46, 12589 Berlin",12589,,,,,,,Unknown,Treptow-Köpenick,Unknown,Unknown,openstreetmap,18/08/2025 11:28,18/08/2025 11:28
1804,03,"Kita ""Sonnenblümchen""","Vincent-van-Gogh-Straße 38, 13057 Berlin",13057,,,,,,,Unknown,Lichtenberg,pad gGmbH,Unknown,openstreetmap,18/08/2025 11:28,18/08/2025 11:28
1805,,Kita Bunte Spieltruhe,Unknown,0,,,,,,,Unknown,,Kindergärten NordOst,Unknown,openstreetmap,18/08/2025 11:28,18/08/2025 11:28
1806,,Die Slups,Unknown,0,,,,,,,Unknown,,Kreativitätsschulzentrum Berlin gGmbH,Unknown,openstreetmap,18/08/2025 11:28,18/08/2025 11:28
1807,,Kita Am Treptower Park,Unknown,0,,,,,,,Unknown,,Unknown,125,openstreetmap,18/08/2025 11:28,18/08/2025 11:28
1808,,Kita Gänseblümchen,"Dietzgenstraße 25, 13156 Berlin",13156,,,,,,,Unknown,,Kita Gänseblümchen gGmbH,Unknown,openstreetmap,18/08/2025 11:28,18/08/2025 11:28
1809,05,KiTa Am Mauerpark,"Lichtburgring 11, 13355 Berlin",13355,,,,,,,Unknown,Mitte,Step Kids KiTas gGmbH,78,openstreetmap,18/08/2025 11:28,18/08/2025 11:28
1810,,Kita Wassergeister,Unknown,0,,,,,,,Unknown,,Kindertagesstätten Nordwest,Unknown,openstreetmap,18/08/2025 11:28,18/08/2025 11:28
1811,09,Kita im Johannisstift,"Schönwalder Allee 26/35, 13587 Berlin",13587,,,,,,,Unknown,Spandau,Unknown,Unknown,openstreetmap,18/08/2025 11:28,18/08/2025 11:28
1812,,Kita Wirbelwind,Unknown,0,,,,,,,Unknown,,Humanistischer Verband Deutschlands e.V.,Unknown,openstreetmap,18/08/2025 11:28,18/08/2025 11:28
1813,,Kita Apfelbande,"Alt-Gatow 34, 14089 Berlin",14089,,,,,,,Unknown,,Evangelischer Kirchenkreis Spandau,Unknown,openstreetmap,18/08/2025 11:28,18/08/2025 11:28
1814,,Kita Naturdetektive,Unknown,0,,,,,,,Unknown,,Unknown,Unknown,openstreetmap,18/08/2025 11:28,18/08/2025 11:28
1815,07,Kita Murmelstein,"Schweizer Tal 18, 13127 Berlin",13127,,,,,,,Unknown,Pankow,JAO gGmbH,Unknown,openstreetmap,18/08/2025 11:28,18/08/2025 11:28
1816,,EKT - Sonnenhaus e.V.,Unknown,0,,,,,,,Unknown,,Unknown,Unknown,openstreetmap,18/08/2025 11:28,18/08/2025 11:28
1817,08,EKT - Regenbogenkinder e.V.,"Sandhauser Straße 145, 13503 Berlin",13503,,,,,,,Unknown,Reinickendorf,Unknown,Unknown,openstreetmap,18/08/2025 11:28,18/08/2025 11:28
1818,11,Global Village,"Ringstraße 28, 12105 Berlin",12105,,,,,,,Unknown,Tempelhof-Schöneberg,Global Village gUG,Unknown,openstreetmap,18/08/2025 11:28,18/08/2025 11:28
1819,09,Kita Kiesteich-Surfer,"Am Kiesteich 40, 13589 Berlin",13589,,,,,,,Unknown,Spandau,Unknown,Unknown,openstreetmap,18/08/2025 11:28,18/08/2025 11:28
1820,,Kindergarten Augustastrolche,"Augustastraße 36, 12203 Berlin",12203,,,,,,,Unknown,,FRÖBEL Bildung und Erziehung,Unknown,openstreetmap,18/08/2025 11:28,18/08/2025 11:28
1821,,Kita Manteuffelstraße,"Manteuffelstraße 11-12, 12203 Berlin",12203,,,,,,,Unknown,,Kindertagesstätten Berlin Süd-West,Unknown,openstreetmap,18/08/2025 11:28,18/08/2025 11:28
1822,,Kita Wundertüte,Unknown,0,,,,,,,Unknown,,Arbeiterwohlfahrt Kreisverband Spandau e.V.,Unknown,openstreetmap,18/08/2025 11:28,18/08/2025 11:28
1823,,Kita Oranienstraße,Unknown,0,,,,,,,Unknown,,Pfefferwerk gGmbH,Unknown,openstreetmap,18/08/2025 11:28,18/08/2025 11:28
1824,,Kita Mörchinger Straße,Unknown,0,,,,,,,Unknown,,Kindertagesstätten Berlin Süd-West,Unknown,openstreetmap,18/08/2025 11:28,18/08/2025 11:28
1825,,Kita Springmäuse,Unknown,0,,,,,,,Unknown,,urban-consult gGmbH,Unknown,openstreetmap,18/08/2025 11:28,18/08/2025 11:28
1826,,Kita Kastanie,Unknown,0,,,,,,,Unknown,,KuBiS gGmbH,Unknown,openstreetmap,18/08/2025 11:28,18/08/2025 11:28
1827,02,Kita Wilhelmstraße 14A,"Wilhelmstraße 14A, 10963 Berlin",10963,,,,,,,Unknown,Friedrichshain-Kreuzberg,Kindergärten City,Unknown,openstreetmap,18/08/2025 11:28,18/08/2025 11:28
1828,,Kita Wirbelwind,Unknown,0,,,,,,,Unknown,,Pfefferwerk Stadtkultur gGmbH,Unknown,openstreetmap,18/08/2025 11:28,18/08/2025 11:28
1829,,Kindertagesstätte Sonnenstrahl,Unknown,0,,,,,,,Unknown,,Evangelische Kirchengemeinde Berlin-Niederschöneweide,Unknown,openstreetmap,18/08/2025 11:28,18/08/2025 11:28
1830,,Kita Reichenberger Straße 156a,Unknown,0,,,,,,,Unknown,,VAK e.V.,Unknown,openstreetmap,18/08/2025 11:28,18/08/2025 11:28
1831,,Kita Römerweg,Unknown,0,,,,,,,Unknown,,Kindergärten NordOst,Unknown,openstreetmap,18/08/2025 11:28,18/08/2025 11:28
1832,,Kita Neu-Westend 47,Unknown,0,,,,,,,Unknown,,Evangelischer Kirchenkreisverband für Kindertageseinrichtungen Berlin Mitte-West,Unknown,openstreetmap,18/08/2025 11:28,18/08/2025 11:28
1833,11,Vom guten Hirten,"Tennstedter Straße 2f, 12249 Berlin",12249,,,,,,,Unknown,Tempelhof-Schöneberg,Unknown,135,openstreetmap,18/08/2025 11:28,18/08/2025 11:28
1834,,"Kitaverbund ""Regenbogen""","Manetstraße 23, 13053 Berlin",13053,,,,,,,Unknown,,urban-consult - gemeinnützige Gesellschaft für kommunale Beratung mbH,Unknown,openstreetmap,18/08/2025 11:28,18/08/2025 11:28
1835,,"Kitaverbund ""Regenbogen""","Waldowstraße 40, 13053 Berlin",13053,,,,,,,Unknown,,urban-consult - gemeinnützige Gesellschaft für kommunale Beratung mbH,Unknown,openstreetmap,18/08/2025 11:28,18/08/2025 11:28
1836,07,Villa Heimat,"Thaerstraße 31, 10249 Berlin",10249,,,,,,,Unknown,Pankow,be smart academy gGmbH,Unknown,openstreetmap,18/08/2025 11:28,18/08/2025 11:28
1837,,Kita Filia in der Baseler Straße,"Baseler Straße 161, 12205 Berlin",12205,,,,,,,Unknown,,Diakonisches Werk Steglitz und Teltow-Zehlendorf,Unknown,openstreetmap,18/08/2025 11:28,18/08/2025 11:28
1838,10,Kita Johannes,"Baseler Straße 67, 12205 Berlin",12205,,,,,,,Unknown,Steglitz-Zehlendorf,Evangelische Johannes-Kirchengemeinde Lichterfelde,Unknown,openstreetmap,18/08/2025 11:28,18/08/2025 11:28
1839,10,Villa Musica,"Kaulbachstraße 50, 12247 Berlin",12247,,,,,,,Unknown,Steglitz-Zehlendorf,Unknown,Unknown,openstreetmap,18/08/2025 11:28,18/08/2025 11:28
