kindergarten_id,district_id,name,address,postal_code,phone_number,email,website,coordinates,latitude,longitude,neighborhood,district,operator,capacity,source,created_at,updated_at
489,05,Kita Oase,"Kastanienallee 63 b, 10119 Berlin",10119,,,,"52.5341777,13.4069272",52.5341777,13.4069272,Mitte,Mitte,Pfefferwerk Stadtkultur,Unknown,openstreetmap,18/08/2025 11:28,18/08/2025 11:28
490,01,Kita Walter-Benjamin-Platz,"Walter-Benjamin-Platz 7, 10629 Berlin",10629,,,,"52.5016783,13.3141561",52.5016783,13.3141561,Charlottenburg-Wilmersdorf,Charlottenburg-Wilmersdorf,Kindertagesstätten Nordwest,Unknown,openstreetmap,18/08/2025 11:28,18/08/2025 11:28
491,02,Kita Oppelner Straße 21,Unknown,0,,,,"52.4976971,13.4385199",52.4976971,13.4385199,Friedrichshain-Kreuzberg,Friedrichshain-Kreuzberg,Kindergärten City,Unknown,openstreetmap,18/08/2025 11:28,18/08/2025 11:28
492,02,Kita Die kleinen Entdecker,"Müggelstraße 19, 10247 Berlin",10247,,,,"52.5099322,13.4690047",52.5099322,13.4690047,Friedrichshain-Kreuzberg,Friedrichshain-Kreuzberg,Pfefferwerk Stadtkultur,Unknown,openstreetmap,18/08/2025 11:28,18/08/2025 11:28
493,02,Kita Lübbener Straße 6/7,"Lübbener Straße 6/7, 10997 Berlin",10997,,,,"52.4987001,13.4371166",52.4987001,13.4371166,Friedrichshain-Kreuzberg,Friedrichshain-Kreuzberg,Kindergärten City,Unknown,openstreetmap,18/08/2025 11:28,18/08/2025 11:28
494,11,Kita Vier Jahreszeiten,"Luckeweg 15, 12279 Berlin",12279,,,,"52.4103883,13.3575373",52.4103883,13.3575373,Tempelhof-Schöneberg,Tempelhof-Schöneberg,Unknown,184,openstreetmap,18/08/2025 11:28,18/08/2025 11:28
495,03,Sonnenkäfer,Malchower Weg 46,0,,,,"52.5539049,13.5035683",52.5539049,13.5035683,Lichtenberg,Lichtenberg,Kindergärten NordOst,Unknown,openstreetmap,18/08/2025 11:28,18/08/2025 11:28
496,11,Kita Marconistraße 4,Unknown,0,,,,"52.4373818,13.3815497",52.4373818,13.3815497,Tempelhof-Schöneberg,Tempelhof-Schöneberg,Unknown,Unknown,openstreetmap,18/08/2025 11:28,18/08/2025 11:28
497,11,Kita Marienfelder Allee,Unknown,0,,,,"52.4201026,13.3684103",52.4201026,13.3684103,Tempelhof-Schöneberg,Tempelhof-Schöneberg,Internationaler Bund Berlin-Brandenburg gGmbH,Unknown,openstreetmap,18/08/2025 11:28,18/08/2025 11:28
498,03,"KITA ""Weiße Taube""","Schleizer Straße 62, 13055 Berlin",13055,,,,"52.539198,13.5056794",52.539198,13.5056794,Lichtenberg,Lichtenberg,Unknown,Unknown,openstreetmap,18/08/2025 11:28,18/08/2025 11:28
499,07,Drieselmäuse,"Driesener Straße 24, 10439 Berlin",10439,,,,"52.5514945,13.4055509",52.5514945,13.4055509,Pankow,Pankow,Forum Soziale Dienste GmbH,Unknown,openstreetmap,18/08/2025 11:28,18/08/2025 11:28
500,06,Konrad & Kids,"Schierker Straße 44, 12051 Berlin",12051,,,,"52.4703126,13.4350613",52.4703126,13.4350613,Neukölln,Neukölln,Bezirksamt Neukölln,Unknown,openstreetmap,18/08/2025 11:28,18/08/2025 11:28
501,05,Kita Sprachwelt,"Rostocker Straße 32a, 10553 Berlin",10553,,,,"52.5318335,13.3257996",52.5318335,13.3257996,Mitte,Mitte,Jugend- und Sozialwerk,Unknown,openstreetmap,18/08/2025 11:28,18/08/2025 11:28
502,06,Kita Riesestraße 2-4,"Riesestraße 2, 12347 Berlin",12347,,,,"52.4547115,13.4440417",52.4547115,13.4440417,Neukölln,Neukölln,Kindertagesstätten SüdOst,Unknown,openstreetmap,18/08/2025 11:28,18/08/2025 11:28
503,05,Kita Sonnenschein,"Pohlstraße 87, 10785 Berlin",10785,,,,"52.501503,13.360817",52.501503,13.360817,Mitte,Mitte,Unknown,Unknown,openstreetmap,18/08/2025 11:28,18/08/2025 11:28
504,02,Kindergarten Planufer 77,"Planufer 77, 10967 Berlin",10967,,,,"52.4944782,13.4114041",52.4944782,13.4114041,Friedrichshain-Kreuzberg,Friedrichshain-Kreuzberg,Kindergärten City,Unknown,openstreetmap,18/08/2025 11:28,18/08/2025 11:28
505,08,Kita Waldshuter Zeile,Unknown,0,,,,"52.6100732,13.3370992",52.6100732,13.3370992,Reinickendorf,Reinickendorf,Outlaw,Unknown,openstreetmap,18/08/2025 11:28,18/08/2025 11:28
506,06,Kita Warthestraße,"Warthestraße 62A, 12051 Berlin",12051,,,,"52.4696466,13.4263961",52.4696466,13.4263961,Neukölln,Neukölln,FIPP e.V.,Unknown,openstreetmap,18/08/2025 11:28,18/08/2025 11:28
507,01,Kita Warburgzeile,10587 Berlin,10587,,,,"52.5171375,13.3114235",52.5171375,13.3114235,Charlottenburg-Wilmersdorf,Charlottenburg-Wilmersdorf,Unknown,Unknown,openstreetmap,18/08/2025 11:28,18/08/2025 11:28
508,04,Kita Baumelbaum,"Teterower Ring 36, 12619 Berlin",12619,,,,"52.5223529,13.584299",52.5223529,13.584299,Marzahn-Hellersdorf,Marzahn-Hellersdorf,Dialog e.V.,Unknown,openstreetmap,18/08/2025 11:28,18/08/2025 11:28
509,04,Montessori-Haus,"Teterower Ring 34, 12619 Berlin",12619,,,,"52.5223666,13.583646",52.5223666,13.583646,Marzahn-Hellersdorf,Marzahn-Hellersdorf,Dialog e.V.,Unknown,openstreetmap,18/08/2025 11:28,18/08/2025 11:28
510,07,Kinderladen Pauline Kirschkern,"Stargarder Straße 19, 10437 Berlin",10437,,,,"52.5457463,13.4195569",52.5457463,13.4195569,Pankow,Pankow,Kirschkern e.V.,Unknown,openstreetmap,18/08/2025 11:28,18/08/2025 11:28
511,03,Kita Sonnenblume,"Wönnichstraße 60, 10317 Berlin",10317,,,,"52.505138,13.4969835",52.505138,13.4969835,Lichtenberg,Lichtenberg,Kindergärten NordOst,Unknown,openstreetmap,18/08/2025 11:28,18/08/2025 11:28
512,03,"Kindertagesstätte ""Pusteblume""",Unknown,0,,,,"52.5042629,13.496608",52.5042629,13.496608,Lichtenberg,Lichtenberg,Evangelisches Jugend- und Fürsorgewerk,Unknown,openstreetmap,18/08/2025 11:28,18/08/2025 11:28
513,07,Zum klingenden Bäumchen,"Dänenstraße 8, 10439 Berlin",10439,,,,"52.5500548,13.4103699",52.5500548,13.4103699,Pankow,Pankow,Jugendwerk Aufbau Ost JAO gGmbH,Unknown,openstreetmap,18/08/2025 11:28,18/08/2025 11:28
514,01,Waldorfkindergarten Tomte e.V.,"Schweidnitzer Straße 3, 10709 Berlin",10709,,,,"52.4948096,13.2976432",52.4948096,13.2976432,Charlottenburg-Wilmersdorf,Charlottenburg-Wilmersdorf,Unknown,Unknown,openstreetmap,18/08/2025 11:28,18/08/2025 11:28
515,05,Weddinger Kinder- und Jugendzentrum e.V.,"Malplaquetstraße 24, 13347 Berlin",13347,,,,"52.5519613,13.3570015",52.5519613,13.3570015,Mitte,Mitte,Unknown,Unknown,openstreetmap,18/08/2025 11:28,18/08/2025 11:28
516,01,Villa Rappelkiste,"Ravensberger Straße 5B, 10709 Berlin",10709,,,,"52.4962874,13.3064043",52.4962874,13.3064043,Charlottenburg-Wilmersdorf,Charlottenburg-Wilmersdorf,"Sabine Schieferdecker-Bach, Konstanze Stadsager",Unknown,openstreetmap,18/08/2025 11:28,18/08/2025 11:28
517,09,Wichern-Kita,Unknown,0,,,,"52.5675455,13.2066996",52.5675455,13.2066996,Spandau,Spandau,Unknown,Unknown,openstreetmap,18/08/2025 11:28,18/08/2025 11:28
518,02,EKT Mauseblitz,"Cuvrystraße 24, 10997 Berlin",10997,,,,"52.4968599,13.4428893",52.4968599,13.4428893,Friedrichshain-Kreuzberg,Friedrichshain-Kreuzberg,Mauseblitz e.V.,Unknown,openstreetmap,18/08/2025 11:28,18/08/2025 11:28
519,11,Kinderladen Zauberhaus,"Innsbrucker Straße 42, 10825 Berlin",10825,,,,"52.4823189,13.3426401",52.4823189,13.3426401,Tempelhof-Schöneberg,Tempelhof-Schöneberg,Unknown,Unknown,openstreetmap,18/08/2025 11:28,18/08/2025 11:28
520,02,Glückskinder Stralauer Allee,"Stralauer Allee 18, 10245 Berlin",10245,,,,"52.4983351,13.462385",52.4983351,13.462385,Friedrichshain-Kreuzberg,Friedrichshain-Kreuzberg,Unknown,Unknown,openstreetmap,18/08/2025 11:28,18/08/2025 11:28
521,11,Abenteuerland,"Lichtenrader Damm 190, 12305 Berlin",12305,,,,"52.3955047,13.4060513",52.3955047,13.4060513,Tempelhof-Schöneberg,Tempelhof-Schöneberg,Unknown,Unknown,openstreetmap,18/08/2025 11:28,18/08/2025 11:28
522,02,Nella Propella,"Seumestraße 31, 10245 Berlin",10245,,,,"52.50772,13.4605212",52.50772,13.4605212,Friedrichshain-Kreuzberg,Friedrichshain-Kreuzberg,Unknown,Unknown,openstreetmap,18/08/2025 11:28,18/08/2025 11:28
523,05,Kita SOS-Kinderdorf,Unknown,0,,,,"52.531764,13.3320067",52.531764,13.3320067,Mitte,Mitte,Unknown,Unknown,openstreetmap,18/08/2025 11:28,18/08/2025 11:28
524,07,Kinderladen Mucklas,"Esmarchstraße 15, 10407 Berlin",10407,,,,"52.5333274,13.4327706",52.5333274,13.4327706,Pankow,Pankow,Kinderladen Mucklas e.V.,Unknown,openstreetmap,18/08/2025 11:28,18/08/2025 11:28
525,02,Kinderladen Buana,Unknown,0,,,,"52.5169034,13.4671987",52.5169034,13.4671987,Friedrichshain-Kreuzberg,Friedrichshain-Kreuzberg,Unknown,Unknown,openstreetmap,18/08/2025 11:28,18/08/2025 11:28
526,03,CityKids Berlin,"Eitelstraße 16, 10317 Berlin",10317,,,,"52.5073447,13.493866",52.5073447,13.493866,Lichtenberg,Lichtenberg,CityKids Berlin e.V.,Unknown,openstreetmap,18/08/2025 11:28,18/08/2025 11:28
527,06,"Ali Baba und seine Räuber ""Krümelmonster""","Kranoldstraße 1, 12051 Berlin",12051,,,,"52.466226,13.4363102",52.466226,13.4363102,Neukölln,Neukölln,Kinderladen Ali Baba und seine Räuber e.V.,Unknown,openstreetmap,18/08/2025 11:28,18/08/2025 11:28
528,07,Kinderladen Leni Kirschkern,"Eintrachtstraße 1, 13187 Berlin",13187,,,,"52.5713905,13.4106034",52.5713905,13.4106034,Pankow,Pankow,Kirschkern e.V.,Unknown,openstreetmap,18/08/2025 11:28,18/08/2025 11:28
529,01,El Carrusel e.V.,"Gierkezeile 30, 10585 Berlin",10585,,,,"52.5156078,13.3029513",52.5156078,13.3029513,Charlottenburg-Wilmersdorf,Charlottenburg-Wilmersdorf,Unknown,Unknown,openstreetmap,18/08/2025 11:28,18/08/2025 11:28
530,05,Hauptstadtkinder Kita Seestern,"Genter Straße 74, 13353 Berlin",13353,,,,"52.5494517,13.35096",52.5494517,13.35096,Mitte,Mitte,Hauptstadtkinder gGmbH,23,openstreetmap,18/08/2025 11:28,18/08/2025 11:28
531,07,Kinderschlummerland,"Göhrener Straße 3, 10437 Berlin",10437,,,,"52.5412286,13.4214486",52.5412286,13.4214486,Pankow,Pankow,KinderSchlummerLand gGmbH,Unknown,openstreetmap,18/08/2025 11:28,18/08/2025 11:28
532,12,Kita barfuß,Unknown,0,,,,"52.4531474,13.538694",52.4531474,13.538694,Treptow-Köpenick,Treptow-Köpenick,Unknown,24,openstreetmap,18/08/2025 11:28,18/08/2025 11:28
533,02,DRK-Bildungswerk Nord,Unknown,0,,,,"52.5047504,13.4478202",52.5047504,13.4478202,Friedrichshain-Kreuzberg,Friedrichshain-Kreuzberg,Unknown,Unknown,openstreetmap,18/08/2025 11:28,18/08/2025 11:28
534,01,Kissi EKT,Unknown,0,,,,"52.47457,13.3042499",52.47457,13.3042499,Charlottenburg-Wilmersdorf,Charlottenburg-Wilmersdorf,Elterninitiativ-Kinder-Tagesstätte,Unknown,openstreetmap,18/08/2025 11:28,18/08/2025 11:28
535,02,Kita Pîya,Unknown,0,,,,"52.5018506,13.4300328",52.5018506,13.4300328,Friedrichshain-Kreuzberg,Friedrichshain-Kreuzberg,Yekmal e.V.,45,openstreetmap,18/08/2025 11:28,18/08/2025 11:28
536,02,Kleine Fische,Unknown,0,,,,"52.5257808,13.4516182",52.5257808,13.4516182,Friedrichshain-Kreuzberg,Friedrichshain-Kreuzberg,Unknown,Unknown,openstreetmap,18/08/2025 11:28,18/08/2025 11:28
537,06,Kita Früchte der Kulturen e.V.,"Mainzer Straße 17, 12053 Berlin",12053,,,,"52.4820918,13.4272726",52.4820918,13.4272726,Neukölln,Neukölln,Früchte der Kulturen e.V.,Unknown,openstreetmap,18/08/2025 11:28,18/08/2025 11:28
538,06,Kita Frühlicht 2,"Mainzer Straße 15-16, 12053 Berlin",12053,,,,"52.4822991,13.427231",52.4822991,13.427231,Neukölln,Neukölln,"JuBiSA: Jugend, Bildung & Soziale Arbeit",Unknown,openstreetmap,18/08/2025 11:28,18/08/2025 11:28
539,03,Kita Gisela,"Giselastraße 26, 10317 Berlin",10317,,,,"52.5049217,13.490018",52.5049217,13.490018,Lichtenberg,Lichtenberg,Kijufa gGmbH,Unknown,openstreetmap,18/08/2025 11:28,18/08/2025 11:28
540,08,EKG - Am Seggeluchbecken,Unknown,0,,,,"52.6027315,13.3493596",52.6027315,13.3493596,Reinickendorf,Reinickendorf,Evangelische Kirchengemeinde Am Seggeluchbecken,Unknown,openstreetmap,18/08/2025 11:28,18/08/2025 11:28
541,12,Kita Karussel - Lernorte - Wissen und Bildung für Kinder GmbH,"Sterndamm 41, 12487 Berlin",12487,,,,"52.4495964,13.5080439",52.4495964,13.5080439,Treptow-Köpenick,Treptow-Köpenick,KitaNetz Berlin e.V.,Unknown,openstreetmap,18/08/2025 11:28,18/08/2025 11:28
542,05,Kindergarten Veteranenstraße 10,"Veteranenstraße 10, 10119 Berlin",10119,,,,"52.5326648,13.4018243",52.5326648,13.4018243,Mitte,Mitte,Kindergärten City,Unknown,openstreetmap,18/08/2025 11:28,18/08/2025 11:28
543,01,Sara Berlin,Unknown,0,,,,"52.5139319,13.2655128",52.5139319,13.2655128,Charlottenburg-Wilmersdorf,Charlottenburg-Wilmersdorf,Unknown,Unknown,openstreetmap,18/08/2025 11:28,18/08/2025 11:28
544,01,Aventura,Unknown,0,,,,"52.4924873,13.3282561",52.4924873,13.3282561,Charlottenburg-Wilmersdorf,Charlottenburg-Wilmersdorf,Unknown,Unknown,openstreetmap,18/08/2025 11:28,18/08/2025 11:28
545,06,Kita Rotkäppchen,"Pannierstraße 10, 12047 Berlin",12047,,,,"52.4874713,13.4318747",52.4874713,13.4318747,Neukölln,Neukölln,Edura Kindertagesstätten Yuvam gGmbH,Unknown,openstreetmap,18/08/2025 11:28,18/08/2025 11:28
546,07,Verbundkita Pankow - Die Wölfe,"Wolfshagener Straße 68, 13187 Berlin",13187,,,,"52.5722415,13.4097183",52.5722415,13.4097183,Pankow,Pankow,MiniKitas First gGmbH,Unknown,openstreetmap,18/08/2025 11:28,18/08/2025 11:28
547,06,Kinderparadies,Unknown,0,,,,"52.4762655,13.4474116",52.4762655,13.4474116,Neukölln,Neukölln,Unknown,Unknown,openstreetmap,18/08/2025 11:28,18/08/2025 11:28
548,02,Schulkinder,Unknown,0,,,,"52.4908527,13.4115665",52.4908527,13.4115665,Friedrichshain-Kreuzberg,Friedrichshain-Kreuzberg,Unknown,Unknown,openstreetmap,18/08/2025 11:28,18/08/2025 11:28
549,09,Not Provided,Unknown,0,,,,"52.5408804,13.1929484",52.5408804,13.1929484,Spandau,Spandau,Unknown,Unknown,openstreetmap,18/08/2025 11:28,18/08/2025 11:28
550,01,Aventura,Unknown,0,,,,"52.4947349,13.3354157",52.4947349,13.3354157,Charlottenburg-Wilmersdorf,Charlottenburg-Wilmersdorf,Unknown,Unknown,openstreetmap,18/08/2025 11:28,18/08/2025 11:28
551,01,die kleinen strolchen pflegedienst,Unknown,0,,,,"52.4871838,13.2985854",52.4871838,13.2985854,Charlottenburg-Wilmersdorf,Charlottenburg-Wilmersdorf,Unknown,Unknown,openstreetmap,18/08/2025 11:28,18/08/2025 11:28
552,12,DASI Kindertagesstätte Knirpsenland,Unknown,0,,,,"52.4364928,13.5513117",52.4364928,13.5513117,Treptow-Köpenick,Treptow-Köpenick,Unknown,Unknown,openstreetmap,18/08/2025 11:28,18/08/2025 11:28
553,11,Kinderladen Hauruck,"Perelsplatz 10, 12159 Berlin",12159,,,,"52.4752501,13.3330522",52.4752501,13.3330522,Tempelhof-Schöneberg,Tempelhof-Schöneberg,EKT - Hauruck e.V.,Unknown,openstreetmap,18/08/2025 11:28,18/08/2025 11:28
554,08,Kita Kleine Kinderwelt,"Klixstraße 27, 13403 Berlin",13403,,,,"52.5698745,13.3097048",52.5698745,13.3097048,Reinickendorf,Reinickendorf,Arbeiterwohlfahrt Berlin Kreisverband Südost e.V.,Unknown,openstreetmap,18/08/2025 11:28,18/08/2025 11:28
555,02,Blumenkinder,"Andreasstraße 51, 10243 Berlin",10243,,,,"52.5166139,13.4319987",52.5166139,13.4319987,Friedrichshain-Kreuzberg,Friedrichshain-Kreuzberg,TÄKS e.V.,Unknown,openstreetmap,18/08/2025 11:28,18/08/2025 11:28
556,01,Aufgepasst,Unknown,0,,,,"52.4825549,13.318573",52.4825549,13.318573,Charlottenburg-Wilmersdorf,Charlottenburg-Wilmersdorf,Unknown,Unknown,openstreetmap,18/08/2025 11:28,18/08/2025 11:28
557,02,Kita Miki,Unknown,0,,,,"52.5149354,13.4464747",52.5149354,13.4464747,Friedrichshain-Kreuzberg,Friedrichshain-Kreuzberg,Unknown,Unknown,openstreetmap,18/08/2025 11:28,18/08/2025 11:28
558,05,Kita Paradiesvögel Zebrafinken,"Burgsdorfstraße 13A, 13353 Berlin",13353,,,,"52.5425889,13.3626312",52.5425889,13.3626312,Mitte,Mitte,eventus-BILDUNG gGmbH,Unknown,openstreetmap,18/08/2025 11:28,18/08/2025 11:28
559,02,Kita Hopsemops e.V.,"Karl-Marx-Allee 124, 10243 Berlin",10243,,,,"52.515922,13.448463",52.515922,13.448463,Friedrichshain-Kreuzberg,Friedrichshain-Kreuzberg,Unknown,Unknown,openstreetmap,18/08/2025 11:28,18/08/2025 11:28
560,03,Kita Buntstift,"Pfarrstraße 91, 10317 Berlin",10317,,,,"52.506124,13.4779379",52.506124,13.4779379,Lichtenberg,Lichtenberg,Sozialdiakonische Arbeit Lichtenberg-Oberspree,Unknown,openstreetmap,18/08/2025 11:28,18/08/2025 11:28
561,12,Kita Arbolitos,"Baumschulenstraße 103, 12437 Berlin",12437,,,,"52.4689558,13.4907092",52.4689558,13.4907092,Treptow-Köpenick,Treptow-Köpenick,Unknown,Unknown,openstreetmap,18/08/2025 11:28,18/08/2025 11:28
562,02,Kita Sternthaler,"Gubener Straße 1, 10243 Berlin",10243,,,,"52.5155479,13.4447811",52.5155479,13.4447811,Friedrichshain-Kreuzberg,Friedrichshain-Kreuzberg,Das Haus e.V.,Unknown,openstreetmap,18/08/2025 11:28,18/08/2025 11:28
563,01,Kindertagesstätte St. Karl Borromäus,"Delbrückstraße 33, 14193 Berlin",14193,,,,"52.4837799,13.2807891",52.4837799,13.2807891,Charlottenburg-Wilmersdorf,Charlottenburg-Wilmersdorf,Unknown,Unknown,openstreetmap,18/08/2025 11:28,18/08/2025 11:28
564,09,Kita St. Nikolai,"Behnitz 3, 13597 Berlin",13597,,,,"52.5390561,13.2085542",52.5390561,13.2085542,Spandau,Spandau,Evangelische Kirchengemeinde St. Nikolai,Unknown,openstreetmap,18/08/2025 11:28,18/08/2025 11:28
565,02,Kita Lieblingsplatz,Unknown,0,,,,"52.5114298,13.4700577",52.5114298,13.4700577,Friedrichshain-Kreuzberg,Friedrichshain-Kreuzberg,Unknown,Unknown,openstreetmap,18/08/2025 11:28,18/08/2025 11:28
566,02,Regenbogenfabrik Kita,"Lausitzer Straße 21a, 10999 Berlin",10999,,,,"52.495803,13.4265669",52.495803,13.4265669,Friedrichshain-Kreuzberg,Friedrichshain-Kreuzberg,Regenbogenfabrik e.V.,Unknown,openstreetmap,18/08/2025 11:28,18/08/2025 11:28
567,12,"Kita ""Die Plänter""","Rodelbergweg 2, 12437 Berlin",12437,,,,"52.4683561,13.4932242",52.4683561,13.4932242,Treptow-Köpenick,Treptow-Köpenick,Unknown,Unknown,openstreetmap,18/08/2025 11:28,18/08/2025 11:28
568,07,Kita Zwergenbaude I,"Chodowieckistraße 35, 10405 Berlin",10405,,,,"52.5364555,13.4291666",52.5364555,13.4291666,Pankow,Pankow,Zwergenbaude e.V.,Unknown,openstreetmap,18/08/2025 11:28,18/08/2025 11:28
569,07,EKT Gartenkinder e.V.,Unknown,0,,,,"52.5638377,13.4209055",52.5638377,13.4209055,Pankow,Pankow,Unknown,Unknown,openstreetmap,18/08/2025 11:28,18/08/2025 11:28
570,07,Kita der Kath. Kirchengem. St. Georg,Unknown,0,,,,"52.567623,13.422091",52.567623,13.422091,Pankow,Pankow,Unknown,Unknown,openstreetmap,18/08/2025 11:28,18/08/2025 11:28
571,05,be smart academy,"Torstraße 134, 10119 Berlin",10119,,,,"52.5293522,13.3999347",52.5293522,13.3999347,Mitte,Mitte,"be smart academy ""Alte Seifenfabrik"" gGmbH",Unknown,openstreetmap,18/08/2025 11:28,18/08/2025 11:28
572,09,Kita Oscar e.V.,"Neuendorfer Straße 72, 13585 Berlin",13585,,,,"52.5491314,13.2100528",52.5491314,13.2100528,Spandau,Spandau,Unknown,Unknown,openstreetmap,18/08/2025 11:28,18/08/2025 11:28
573,02,Pinepako e.V.,"Straßmannstraße 28, 10249 Berlin",10249,,,,"52.5224298,13.4517162",52.5224298,13.4517162,Friedrichshain-Kreuzberg,Friedrichshain-Kreuzberg,Unknown,Unknown,openstreetmap,18/08/2025 11:28,18/08/2025 11:28
574,02,Grüne Wolke,"Straßmannstraße 36, 10249 Berlin",10249,,,,"52.5226583,13.4526872",52.5226583,13.4526872,Friedrichshain-Kreuzberg,Friedrichshain-Kreuzberg,Unknown,Unknown,openstreetmap,18/08/2025 11:28,18/08/2025 11:28
575,02,Kita Elements,"Eldenaer Straße 46, 10247 Berlin",10247,,,,"52.5204056,13.4603709",52.5204056,13.4603709,Friedrichshain-Kreuzberg,Friedrichshain-Kreuzberg,KLAX gGmbH,Unknown,openstreetmap,18/08/2025 11:28,18/08/2025 11:28
576,05,Kinderstube in Berlin,"Klopstockstraße 1, 10557 Berlin",10557,,,,"52.5148575,13.3373993",52.5148575,13.3373993,Mitte,Mitte,Unknown,Unknown,openstreetmap,18/08/2025 11:28,18/08/2025 11:28
577,01,Ingrids Kindergarten,Unknown,0,,,,"52.5045328,13.2945456",52.5045328,13.2945456,Charlottenburg-Wilmersdorf,Charlottenburg-Wilmersdorf,Ingrids Kindergarten e.V.,Unknown,openstreetmap,18/08/2025 11:28,18/08/2025 11:28
578,07,Kinderladen Josephine,"Kopenhagener Straße 65, 10437 Berlin",10437,,,,"52.54888,13.4085358",52.54888,13.4085358,Pankow,Pankow,EKT-Josephine e. V.,Unknown,openstreetmap,18/08/2025 11:28,18/08/2025 11:28
579,03,Kita kleine Wichtel,"Marksburgstraße 38,40, 10318 Berlin",10318,,,,"52.4867675,13.5243787",52.4867675,13.5243787,Lichtenberg,Lichtenberg,Unknown,Unknown,openstreetmap,18/08/2025 11:28,18/08/2025 11:28
580,06,Rasselbande,"Weserstraße 212, 12047 Berlin",12047,,,,"52.4884162,13.427275",52.4884162,13.427275,Neukölln,Neukölln,Unknown,Unknown,openstreetmap,18/08/2025 11:28,18/08/2025 11:28
581,09,Stubs und Fridolin,Unknown,0,,,,"52.5394964,13.2691092",52.5394964,13.2691092,Spandau,Spandau,Unknown,Unknown,openstreetmap,18/08/2025 11:28,18/08/2025 11:28
582,04,Kita Kastanienknirpse,"Kastanienallee 53, 12627 Berlin",12627,,,,"52.5398504,13.6000435",52.5398504,13.6000435,Marzahn-Hellersdorf,Marzahn-Hellersdorf,pad gGmbH,70,openstreetmap,18/08/2025 11:28,18/08/2025 11:28
583,11,Harry's Kids Club,"Peter-Vischer-Straße 12, 12157 Berlin",12157,,,,"52.464601,13.3429747",52.464601,13.3429747,Tempelhof-Schöneberg,Tempelhof-Schöneberg,Harry's Kids Club-Lückeprojekt e.V.,26,openstreetmap,18/08/2025 11:28,18/08/2025 11:28
584,06,Kita Balou,"Neuköllner Straße 312, 12357 Berlin",12357,,,,"52.4210154,13.488001",52.4210154,13.488001,Neukölln,Neukölln,EKTs e.V.,Unknown,openstreetmap,18/08/2025 11:28,18/08/2025 11:28
585,05,KiKo Hort II,"Pohlstraße 74, 10785 Berlin",10785,,,,"52.5017447,13.3610111",52.5017447,13.3610111,Mitte,Mitte,Kinderkollektiv 70 e. V.,Unknown,openstreetmap,18/08/2025 11:28,18/08/2025 11:28
586,03,Herzberger Wurzelzwerge,"Hagenstraße 49, 10365 Berlin",10365,,,,"52.513974,13.4994545",52.513974,13.4994545,Lichtenberg,Lichtenberg,Herzberger Wurzelzwerge e.V.,Unknown,openstreetmap,18/08/2025 11:28,18/08/2025 11:28
587,05,kinderinsel,"Eichendorffstraße 17, 10115 Berlin",10115,,,,"52.5301889,13.3872605",52.5301889,13.3872605,Mitte,Mitte,Kinderinsel e.V. Inselnest,Unknown,openstreetmap,18/08/2025 11:28,18/08/2025 11:28
588,01,lilolei - Deutsch-Englischer Kinderladen,Unknown,0,,,,"52.4937708,13.3221128",52.4937708,13.3221128,Charlottenburg-Wilmersdorf,Charlottenburg-Wilmersdorf,Unknown,Unknown,openstreetmap,18/08/2025 11:28,18/08/2025 11:28
589,07,Kita Paul & Paula,"Roelckestraße 30,31, 13086 Berlin",13086,,,,"52.5546162,13.446902",52.5546162,13.446902,Pankow,Pankow,Unknown,Unknown,openstreetmap,18/08/2025 11:28,18/08/2025 11:28
590,01,Not Provided,Unknown,0,,,,"52.4877861,13.2774378",52.4877861,13.2774378,Charlottenburg-Wilmersdorf,Charlottenburg-Wilmersdorf,Unknown,Unknown,openstreetmap,18/08/2025 11:28,18/08/2025 11:28
591,05,Kinderinsel MITTEndrin,"Garnisonkirchplatz 2, 10178 Berlin",10178,,,,"52.5218727,13.4017995",52.5218727,13.4017995,Mitte,Mitte,Kinderinsel MITTEndrin - Kita am Hackeschen Markt e.V.,Unknown,openstreetmap,18/08/2025 11:28,18/08/2025 11:28
592,11,Kita an der Hochschule für Wirtschaft und Recht,"Badensche Straße 50-51, 10825 Berlin",10825,,,,"52.485432,13.3377964",52.485432,13.3377964,Tempelhof-Schöneberg,Tempelhof-Schöneberg,studierendenWERK BERLIN,Unknown,openstreetmap,18/08/2025 11:28,18/08/2025 11:28
593,06,Kindertagesstätte Genezareth,"Allerstraße 33-34, 12049 Berlin",12049,,,,"52.4744519,13.4220286",52.4744519,13.4220286,Neukölln,Neukölln,Unknown,Unknown,openstreetmap,18/08/2025 11:28,18/08/2025 11:28
594,10,EKT Fliegenpilz e.V.,Unknown,0,,,,"52.4659416,13.3198005",52.4659416,13.3198005,Steglitz-Zehlendorf,Steglitz-Zehlendorf,Unknown,Unknown,openstreetmap,18/08/2025 11:28,18/08/2025 11:28
595,06,KinderFan,Unknown,0,,,,"52.4916528,13.4334125",52.4916528,13.4334125,Neukölln,Neukölln,Unknown,Unknown,openstreetmap,18/08/2025 11:28,18/08/2025 11:28
596,08,Wurzelkinder - Waldkindergarten Frohnau,Unknown,0,,,,"52.6555274,13.2838911",52.6555274,13.2838911,Reinickendorf,Reinickendorf,Unknown,Unknown,openstreetmap,18/08/2025 11:28,18/08/2025 11:28
