kindergarten_id,district_id,name,address,postal_code,latitude,longitude,neighborhood,district,operator,capacity,source,created_at,updated_at
1951,11003003,Kita Zipfelmütze,"Görschstraße 15, 13187 Berlin",13187,,,,Pankow,GFAJ e.V.,Unknown,openstreetmap,18/08/2025 11:28,18/08/2025 11:28
1952,11011011,Kita Wunderkinder,"Paul-Zobel-Straße 9, 10367 Berlin",10367,,,,Lichtenberg,blu:boks Kinder- und Jugendbildung gGmbH,Unknown,openstreetmap,18/08/2025 11:28,18/08/2025 11:28
1953,11010010,"Kita ""Rabennest"" / Kita ""Jahresuhr""","Rabensteiner Straße 20-21, 12689 Berlin",12689,,,,Marzahn-Hellersdorf,Jugendwerk Aufbau Ost JAO gGmbH,Unknown,openstreetmap,18/08/2025 11:28,18/08/2025 11:28
1954,11005005,Humanistische Kindertagesstätte Rex-Waite-Straße,"Rex-Waite-Straße 94, 14089 Berlin",14089,,,,Spandau,Unknown,Unknown,openstreetmap,18/08/2025 11:28,18/08/2025 11:28
1955,11012012,Kita Eichborndamm,"Eichborndamm 272, 13437 Berlin",13437,,,,Reinickendorf,Unknown,Unknown,openstreetmap,18/08/2025 11:28,18/08/2025 11:28
1956,,Outlaw Kinder- und Jugendhilfe,Unknown,Unknown,,,,,Outlaw,Unknown,openstreetmap,18/08/2025 11:28,18/08/2025 11:28
1957,11008008,KITA Rüsselbande,"Drusenheimer Weg 43, 12349 Berlin",12349,,,,Neukölln,Unknown,100,openstreetmap,18/08/2025 11:28,18/08/2025 11:28
1958,11008008,Evangelische Kindertagesstätte MOMO,"Neudecker Weg 33, 12355 Berlin",12355,,,,Neukölln,Evangelischer Kirchenkreis Neukölln,Unknown,openstreetmap,18/08/2025 11:28,18/08/2025 11:28
1959,11001001,Kindergarten Stettiner Straße,"Stettiner Straße 21-23, 13357 Berlin",13357,,,,Mitte,Kindergärten City,Unknown,openstreetmap,18/08/2025 11:28,18/08/2025 11:28
1960,11007007,Pretty World,"Friedenstraße 3-4, 12107 Berlin",12107,,,,Tempelhof-Schöneberg,Pretty World gGmbH,120,openstreetmap,18/08/2025 11:28,18/08/2025 11:28
1961,11007007,Wilde Tiger,"Bessemerstraße 86-88, 12103 Berlin",12103,,,,Tempelhof-Schöneberg,EKT Wilde Tiger e.V.,Unknown,openstreetmap,18/08/2025 11:28,18/08/2025 11:28
1962,,Kita Dorfkirche Britz,Unknown,Unknown,,,,,Verband Evangelischer Kindertageseinrichtungen Süd,80,openstreetmap,18/08/2025 11:28,18/08/2025 11:28
1963,11010010,Kita Jahreskreis,"Ingolstädter Straße 28, 12621 Berlin",12621,,,,Marzahn-Hellersdorf,Unknown,Unknown,openstreetmap,18/08/2025 11:28,18/08/2025 11:28
1964,11003003,Kita der Basisgemeinde,"Dunckerstraße 14, 10437 Berlin",10437,,,,Pankow,Kita der Basisgemeinde Prenzlauer Berg e.V.,Unknown,openstreetmap,18/08/2025 11:28,18/08/2025 11:28
1965,,Evangelische Kita Hephatha,Unknown,Unknown,,,,,Evangelischer Kirchenkreis Neukölln,Unknown,openstreetmap,18/08/2025 11:28,18/08/2025 11:28
1966,,Humanistische Kindertagesstätte Möckernstraße,Unknown,Unknown,,,,,Humanistischer Verband Deutschlands,Unknown,openstreetmap,18/08/2025 11:28,18/08/2025 11:28
1967,,Kita Freiherr-vom-Stein-Straße,"Freiherr-vom-Stein-Straße 13, 10825 Berlin",10825,,,,,Nachbarschaftsheim Schöneberg,Unknown,openstreetmap,18/08/2025 11:28,18/08/2025 11:28
1968,,Kita Am Park,"Freiherr-vom-Stein-Straße 15, 10825 Berlin",10825,,,,,Nachbarschaftsheim Schöneberg,Unknown,openstreetmap,18/08/2025 11:28,18/08/2025 11:28
1969,11006006,Kinderladen Papalagi,"Berlinickestraße 13, 12165 Berlin",12165,,,,Steglitz-Zehlendorf,Integrationskinderladen Papalagi e.V.,Unknown,openstreetmap,18/08/2025 11:28,18/08/2025 11:28
1970,11001001,Kita Lützowstraße,"Lützowstraße 61a, 10785 Berlin",10785,,,,Mitte,INA.KINDER.GARTEN gGmbH,Unknown,openstreetmap,18/08/2025 11:28,18/08/2025 11:28
1971,11011011,Kita Zwergtaucher,"Gehrenseestraße 99, 13053 Berlin",13053,,,,Lichtenberg,twsd in BB gGmbH,Unknown,openstreetmap,18/08/2025 11:28,18/08/2025 11:28
1972,,Kita Bambini Oase,"Hans-Otto-Straße 40 a/b, 10407 Berlin",10407,,,,,MAHALE gGmbH,Unknown,openstreetmap,18/08/2025 11:28,18/08/2025 11:28
1973,,Stolper Kinderhaus,Unknown,Unknown,,,,,Stolper Kinderhaus e.V.,Unknown,openstreetmap,18/08/2025 11:28,18/08/2025 11:28
1974,11003003,"Kindergarten Sonne, Mond und Sterne","Lindenberger Weg 57, 13125 Berlin",13125,,,,Pankow,Fröbel Bildung und Erziehung gGmbH,Unknown,openstreetmap,18/08/2025 11:28,18/08/2025 11:28
1975,11008008,Hort der Karlsgarten-Grundschule,"Fontanestraße 8, 12049 Berlin",12049,,,,Neukölln,Karlsgarten-Grundschule,Unknown,openstreetmap,18/08/2025 11:28,18/08/2025 11:28
1976,11012012,Kindergarten Schlitzer Straße,"Schlitzer Straße 97, 13435 Berlin",13435,,,,Reinickendorf,Kinder in Bewegung gGmbH,Unknown,openstreetmap,18/08/2025 11:28,18/08/2025 11:28
1977,,Kita Wunderblume,"Leubnitzer Weg 2, 13593 Berlin",13593,,,,,Unknown,Unknown,openstreetmap,18/08/2025 11:28,18/08/2025 11:28
1978,11009009,Kita Peene-Kapitäne,"Peenestraße 36, 12524 Berlin",12524,,,,Treptow-Köpenick,Trägerwerk Soziale Dienste in Berlin und Brandenburg gGmbH,209,openstreetmap,18/08/2025 11:28,18/08/2025 11:28
1979,,Kita Müggelstern,"Müggellandstraße 8-10, 12559 Berlin",12559,,,,,SBH Nord GmbH,Unknown,openstreetmap,18/08/2025 11:28,18/08/2025 11:28
1980,,OASE Hort,"Treitschkestraße 28-30, 12163 Berlin",12163,,,,,Dunant-Grundschule,Unknown,openstreetmap,18/08/2025 11:28,18/08/2025 11:28
1981,11009009,Kita Zur Teutonenburg,"Teutonenstraße 54, 12524 Berlin",12524,,,,Treptow-Köpenick,FiPP e.V.,Unknown,openstreetmap,18/08/2025 11:28,18/08/2025 11:28
1982,11009009,Kita Buntzelzwerge,"Buntzelstraße 98, 12526 Berlin",12526,,,,Treptow-Köpenick,Offensiv'91 e.V.,Unknown,openstreetmap,18/08/2025 11:28,18/08/2025 11:28
1983,11009009,Kindertagesstätte Traumzauberwelt,"Goethestraße 8, 12526 Berlin",12526,,,,Treptow-Köpenick,Berliner Traumzauberland gGmbH,Unknown,openstreetmap,18/08/2025 11:28,18/08/2025 11:28
1984,11009009,Kita Falkenberg,"Lindenblütenstraße 26, 12526 Berlin",12526,,,,Treptow-Köpenick,Kleiner Fratz GmbH,Unknown,openstreetmap,18/08/2025 11:28,18/08/2025 11:28
1985,,Kita Haus Salem,Unknown,Unknown,,,,,Unknown,113,openstreetmap,18/08/2025 11:28,18/08/2025 11:28
1986,,Kindergarten Edinburger Straße,Unknown,Unknown,,,,,Kindergärten City,Unknown,openstreetmap,18/08/2025 11:28,18/08/2025 11:28
1987,,RoKoKids,Unknown,Unknown,,,,,Ki. E. Ka. e.V.,Unknown,openstreetmap,18/08/2025 11:28,18/08/2025 11:28
1988,,Kindergarten Maji-Maji-Allee,"Maji-Maji-Allee 14, 13351 Berlin",13351,,,,,Kindergärten City,Unknown,openstreetmap,18/08/2025 11:28,18/08/2025 11:28
1989,,Kindergarten Pfiffikus,Unknown,Unknown,,,,,Kinder in Bewegung (KIB) gGmbH,Unknown,openstreetmap,18/08/2025 11:28,18/08/2025 11:28
1990,11012012,Kita Blankestraße,"Blankestraße 11, 13403 Berlin",13403,,,,Reinickendorf,Zicke Zacke Hort e. V.,Unknown,openstreetmap,18/08/2025 11:28,18/08/2025 11:28
1991,,Zicke Zacke Kita,Unknown,Unknown,,,,,Zicke Zacke Hort e.V.,Unknown,openstreetmap,18/08/2025 11:28,18/08/2025 11:28
1992,,Kita am Schlosspark,Unknown,Unknown,,,,,ASB Kinder- und Jugendhilfe Berlin gGmbH,Unknown,openstreetmap,18/08/2025 11:28,18/08/2025 11:28
1993,,KITA Eichkater,"Fürstenwalder Allee 178, 12589 Berlin",12589,,,,,Käpt'n Browser gGmbH,Unknown,openstreetmap,18/08/2025 11:28,18/08/2025 11:28
1994,,Kita Bergfalke,"Falkenberger Straße 138, 13088 Berlin",13088,,,,,Trägerwerk Soziale Dienste  in Berlin und Brandenburg,Unknown,openstreetmap,18/08/2025 11:28,18/08/2025 11:28
1995,,Kita Seeburger Weg,"Seeburger Weg 35, 13581 Berlin",13581,,,,,Unknown,Unknown,openstreetmap,18/08/2025 11:28,18/08/2025 11:28
1996,11011011,Kita Spatzentrio,"Heiligenberger Straße 19, 10318 Berlin",10318,,,,Lichtenberg,Kindergärten NordOst,51,openstreetmap,18/08/2025 11:28,18/08/2025 11:28
1997,11011011,Kita Spatzentrio,"Stechlinstraße 26, 10318 Berlin",10318,,,,Lichtenberg,Kindergärten NordOst,38,openstreetmap,18/08/2025 11:28,18/08/2025 11:28
1998,11011011,Kita Spatzentrio,"Wildensteiner Straße 3, 10318 Berlin",10318,,,,Lichtenberg,Kindergärten NordOst,45,openstreetmap,18/08/2025 11:28,18/08/2025 11:28
1999,11004004,Kindertagesstätte Heilig Geist,"Preußenallee 25, 14052 Berlin",14052,,,,Charlottenburg-Wilmersdorf,Katholische Kirchengemeinde Heilig Geist,54,openstreetmap,18/08/2025 11:28,18/08/2025 11:28
2000,,Kindertagesstätte Buntstift,Unknown,Unknown,,,,,Unknown,Unknown,openstreetmap,18/08/2025 11:28,18/08/2025 11:28
2001,11009009,Kita Agarta,"Ernst-Grube-Straße 30, 12555 Berlin",12555,,,,Treptow-Köpenick,AS Kids & Pets Service UG,160,openstreetmap,18/08/2025 11:28,18/08/2025 11:28
2002,11001001,Kita Firlefanz,"Drontheimer Straße 23A, 13359 Berlin",13359,,,,Mitte,Kinder in Bewegung gGmbH,130,openstreetmap,18/08/2025 11:28,18/08/2025 11:28
2003,11006006,Kita Hohenzollernstraße,"Hohenzollernstraße 9, 14163 Berlin",14163,,,,Steglitz-Zehlendorf,ASB Kinder- u. Jugendhilfe gGmbH,90,openstreetmap,18/08/2025 11:28,18/08/2025 11:28
2004,,Kinderladen Villa Römer,Unknown,Unknown,,,,,Villa Römer e.V.,Unknown,openstreetmap,18/08/2025 11:28,18/08/2025 11:28
2005,11010010,Kita Wunderwelt,"Peter-Huchel-Straße 43, 12619 Berlin",12619,,,,Marzahn-Hellersdorf,Jugendwerk Aufbau Ost JAO gGmbH,Unknown,openstreetmap,18/08/2025 11:28,18/08/2025 11:28
2006,,Kita Fregestraße,"Fregestraße 21-22, 12159 Berlin",12159,,,,,Orte für Kinder GmbH,Unknown,openstreetmap,18/08/2025 11:28,18/08/2025 11:28
2007,11010010,Kita Märchenland,"Carola-Neher-Straße 13, 12619 Berlin",12619,,,,Marzahn-Hellersdorf,Spatzennest Sprachlicher Förderverein e.V.,Unknown,openstreetmap,18/08/2025 11:28,18/08/2025 11:28
2008,,Kindergarten Tausendfüßer,Unknown,Unknown,,,,,Unknown,Unknown,openstreetmap,18/08/2025 11:28,18/08/2025 11:28
2009,,Kindergarten Kochstraße,"Kochstraße 8, 10969 Berlin",10969,,,,,Kindergärten City,Unknown,openstreetmap,18/08/2025 11:28,18/08/2025 11:28
2010,,Kita NEO,Unknown,Unknown,,,,,Unknown,Unknown,openstreetmap,18/08/2025 11:28,18/08/2025 11:28
2011,11004004,Kita Siegburger Straße,"Siegburger Straße 1, 14197 Berlin",14197,,,,Charlottenburg-Wilmersdorf,Kindertagesstätten Nordwest,Unknown,openstreetmap,18/08/2025 11:28,18/08/2025 11:28
2012,11008008,Kath. Kita Bruder Klaus,"Bruno-Taut-Ring 9g, 12359 Berlin",12359,,,,Neukölln,Katholische Pfarrgemeinde Bruder Klaus,Unknown,openstreetmap,18/08/2025 11:28,18/08/2025 11:28
2013,11008008,Kath. Kita Heiliger Schutzengel,"Alt-Britz 41D, 12359 Berlin",12359,,,,Neukölln,Katholische Pfarrgemeinde Bruder Klaus,Unknown,openstreetmap,18/08/2025 11:28,18/08/2025 11:28
2014,,Montessori-Kinderhaus Friedenau,Unknown,Unknown,,,,,Montessori & Friends Education gGmbH,Unknown,openstreetmap,18/08/2025 11:28,18/08/2025 11:28
2015,,Evangelische Kita Auferstehung,"Diestelmeyerstraße 7, 10249 Berlin",10249,,,,,Evangelischer Kirchenkreisverband für Kindertageseinrichtungen Berlin Mitte-Nord,Unknown,openstreetmap,18/08/2025 11:28,18/08/2025 11:28
2016,11008008,Stadtteil-Kita High-Deck,"Michael-Bohnen-Ring 18, 12057 Berlin",12057,,,,Neukölln,Juwo-Kita gGmbH,120,openstreetmap,18/08/2025 11:28,18/08/2025 11:28
2017,11010010,Kita Drachen Kids,"Cottbusser Platz 12, 12627 Berlin",12627,,,,Marzahn-Hellersdorf,Unknown,Unknown,openstreetmap,18/08/2025 11:28,18/08/2025 11:28
2018,11004004,Waldorf-Kindergarten Mansfelder Straße e.V.,"Mansfelder Straße 37, 10709 Berlin",10709,,,,Charlottenburg-Wilmersdorf,Unknown,Unknown,openstreetmap,18/08/2025 11:28,18/08/2025 11:28
2019,,Freche Früchtchen,"Matenzeile 2-4, 13053 Berlin",13053,,,,,Kindergärten NordOst,Unknown,openstreetmap,18/08/2025 11:28,18/08/2025 11:28
2020,,Kita Homburger Straße,Unknown,Unknown,,,,,Kindertagesstätten Nordwest,Unknown,openstreetmap,18/08/2025 11:28,18/08/2025 11:28
2021,,Kita Lasiuszeile,"Lasiuszeile 6, 13585 Berlin",13585,,,,,Jugendwohnen im Kiez e.V.,Unknown,openstreetmap,18/08/2025 11:28,18/08/2025 11:28
2022,11010010,"Kita ""Seespatzen""","Grottkauer Straße 33, 12621 Berlin",12621,,,,Marzahn-Hellersdorf,Unknown,Unknown,openstreetmap,18/08/2025 11:28,18/08/2025 11:28
2023,,Not Provided,Unknown,Unknown,,,,,Unknown,132,openstreetmap,18/08/2025 11:28,18/08/2025 11:28
2024,11012012,Kita Schneckenhaus,"Walporzheimer Straße 18, 13465 Berlin",13465,,,,Reinickendorf,Forum Soziale Dienste Kita 1 GmbH,Unknown,openstreetmap,18/08/2025 11:28,18/08/2025 11:28
2025,11006006,Ev. Kindertagesstätte der Patmos-Kirchengemeinde Steglitz,"Lepsiusstraße 25, 12163 Berlin",12163,,,,Steglitz-Zehlendorf,Patmos-Kirchengemeinde Steglitz,Unknown,openstreetmap,18/08/2025 11:28,18/08/2025 11:28
2026,,Steglitzer Kinderkreisel e.V.,Unknown,Unknown,,,,,Unknown,Unknown,openstreetmap,18/08/2025 11:28,18/08/2025 11:28
2027,11008008,Ev. Kita „Johann Christoph Blumhardt“,"Buckower Damm 59/61, 12349 Berlin",12349,,,,Neukölln,Unknown,Unknown,openstreetmap,18/08/2025 11:28,18/08/2025 11:28
2028,,Jugend-Freizeit-Einrichtung Flemmingstraße,"Flemmingstraße 14b, 12163 Berlin",12163,,,,,Bezirksamt Steglitz-Zehlendorf,Unknown,openstreetmap,18/08/2025 11:28,18/08/2025 11:28
2029,,Evangelischer Kindergarten Kaulsdorf,Unknown,Unknown,,,,,Unknown,Unknown,openstreetmap,18/08/2025 11:28,18/08/2025 11:28
2030,11012012,Katholischer Kindergarten Maria Gnaden,"Roswithastraße 21-23, 13467 Berlin",13467,,,,Reinickendorf,Katholische Kirchengemeinde Maria Gnaden,Unknown,openstreetmap,18/08/2025 11:28,18/08/2025 11:28
2031,,Kita Forumhaus,"Wilhelmsruher Damm 192, 13435 Berlin",13435,,,,,Forum Soziale Dienste,Unknown,openstreetmap,18/08/2025 11:28,18/08/2025 11:28
2032,11010010,KITA „mIGELito“ Berlin-Hellersdorf,"Alte Hellersdorfer Straße 134, 12629 Berlin",12629,,,,Marzahn-Hellersdorf,Unknown,Unknown,openstreetmap,18/08/2025 11:28,18/08/2025 11:28
2033,11012012,Kinderhaus Frohnau e. V.,"Gutshofstraße 10, 13465 Berlin",13465,,,,Reinickendorf,Unknown,26,openstreetmap,18/08/2025 11:28,18/08/2025 11:28
2034,11012012,Christliche Montessori-Kindertagesstätte,"Karmeliterweg 14, 13465 Berlin",13465,,,,Reinickendorf,Theophanu gGmbH,Unknown,openstreetmap,18/08/2025 11:28,18/08/2025 11:28
2035,,Kita Nordhauser Straße,"Nordhauser Straße 22, 10589 Berlin",10589,,,,,Kindertagesstätten Nordwest,Unknown,openstreetmap,18/08/2025 11:28,18/08/2025 11:28
2036,11010010,Kita Theo & Dora,"Pilgramer Straße 311, 12623 Berlin",12623,,,,Marzahn-Hellersdorf,Volkssolidarität Landesverband Berlin e. V.,Unknown,openstreetmap,18/08/2025 11:28,18/08/2025 11:28
2037,11010010,Emma & Lukas Kindertagesstätten,"An der Schule 1-1A, 12623 Berlin",12623,,,,Marzahn-Hellersdorf,Unknown,Unknown,openstreetmap,18/08/2025 11:28,18/08/2025 11:28
2038,11003003,Villa Flohkiste,"Hielscherstraße 2, 13158 Berlin",13158,,,,Pankow,Unknown,Unknown,openstreetmap,18/08/2025 11:28,18/08/2025 11:28
2039,11003003,Kita Steinbergzwerge,"Am Steinberg 35, 13086 Berlin",13086,,,,Pankow,Jugendwerk Aufbau Ost JAO gGmbH,105,openstreetmap,18/08/2025 11:28,18/08/2025 11:28
2040,11011011,"Kita ""Sonnenschein""","Wustrower Straße 39-41, 13051 Berlin",13051,,,,Lichtenberg,Unknown,Unknown,openstreetmap,18/08/2025 11:28,18/08/2025 11:28
2041,11011011,Kita SpreeEule,"Küstriner Straße 49, 13055 Berlin",13055,,,,Lichtenberg,SpreeEULE gGmbH,118,openstreetmap,18/08/2025 11:28,18/08/2025 11:28
2042,,Kita Frohnatur,Unknown,Unknown,,,,,Kindertagesstätten Nordwest,65,openstreetmap,18/08/2025 11:28,18/08/2025 11:28
2043,,Kita Griembergweg,"Griembergweg 29, 12305 Berlin",12305,,,,,Griembergweg gGmbH,190,openstreetmap,18/08/2025 11:28,18/08/2025 11:28
2044,11007007,Kita Paul und Anna,"Goßlerstraße 3, 12161 Berlin",12161,,,,Tempelhof-Schöneberg,Evangelische Kirchengemeinde Berlin Friedenau,Unknown,openstreetmap,18/08/2025 11:28,18/08/2025 11:28
2045,,Kita Traumburg,"Weilburgstraße 11, 12309 Berlin",12309,,,,,Gemeinnützige BOOT GmbH,Unknown,openstreetmap,18/08/2025 11:28,18/08/2025 11:28
2046,11004004,Kita des Pestalozzi-Fröbel-Hauses,"Schillerstraße 61, 10627 Berlin",10627,,,,Charlottenburg-Wilmersdorf,Unknown,Unknown,openstreetmap,18/08/2025 11:28,18/08/2025 11:28
2047,11003003,Kita am Wald,"Wiltbergstraße 90, 13125 Berlin",13125,,,,Pankow,Vielfarb Social gGmbH,Unknown,openstreetmap,18/08/2025 11:28,18/08/2025 11:28
2048,11003003,Kita Spatzenhaus,"Eddastraße 46, 13127 Berlin",13127,,,,Pankow,Unknown,Unknown,openstreetmap,18/08/2025 11:28,18/08/2025 11:28
2049,11011011,Kita Wolkenreise,"Ahrenshooper Straße 1-3, 13051 Berlin",13051,,,,Lichtenberg,Unknown,Unknown,openstreetmap,18/08/2025 11:28,18/08/2025 11:28
2050,11004004,Kita Wallenbergstraße,"Wallenbergstraße 3, 10713 Berlin",10713,,,,Charlottenburg-Wilmersdorf,Kindertagesstätten Nordwest,Unknown,openstreetmap,18/08/2025 11:28,18/08/2025 11:28
2051,11008008,Kita Wildhüterweg,"Wildhüterweg 8, 12353 Berlin",12353,,,,Neukölln,Kindertagesstätten SüdOst,Unknown,openstreetmap,18/08/2025 11:28,18/08/2025 11:28
2052,11002002,Humanistische Kita Bahrfeldtstraße,"Bahrfeldtstraße 9-10, 10245 Berlin",10245,,,,Friedrichshain-Kreuzberg,Unknown,Unknown,openstreetmap,18/08/2025 11:28,18/08/2025 11:28
2053,11010010,Kita Lutherzwerge,"Lutherstraße 12B, 12623 Berlin",12623,,,,Marzahn-Hellersdorf,WUHLEWANDERER,Unknown,openstreetmap,18/08/2025 11:28,18/08/2025 11:28
2054,11010010,Kita der Ev. Kirchengem. Hellersdorf,"Adorfer Straße 8, 12627 Berlin",12627,,,,Marzahn-Hellersdorf,Unknown,Unknown,openstreetmap,18/08/2025 11:28,18/08/2025 11:28
2055,,Kita Familya Gropiusstadt,"Johannisthaler Chaussee 408, 12351 Berlin",12351,,,,,Unknown,Unknown,openstreetmap,18/08/2025 11:28,18/08/2025 11:28
2056,,Humanistische Kindertagesstätte Mäusevilla,"Michel-Klinitz-Weg 18, 12349 Berlin",12349,,,,,Unknown,Unknown,openstreetmap,18/08/2025 11:28,18/08/2025 11:28
2057,11010010,Kita „Traumzauberhaus“,"Fichtenstraße 18, 12621 Berlin",12621,,,,Marzahn-Hellersdorf,Unknown,Unknown,openstreetmap,18/08/2025 11:28,18/08/2025 11:28
2058,,Kindergarten Leuschnerdamm,Unknown,Unknown,,,,,Kindergärten City,Unknown,openstreetmap,18/08/2025 11:28,18/08/2025 11:28
2059,,Kinderhaus Waldemar,Unknown,Unknown,,,,,Kinderhaus Waldemar Elterninitiative e.V.,Unknown,openstreetmap,18/08/2025 11:28,18/08/2025 11:28
2060,,Eltern-Kinder-Schülergruppe Florian,Unknown,Unknown,,,,,"Eltern-Kinder-Schülergruppe Modell ""Florian"" e.V.",Unknown,openstreetmap,18/08/2025 11:28,18/08/2025 11:28
2061,,Kita Bethaniendamm,Unknown,Unknown,,,,,Jugendwohnen im Kiez e.V.,Unknown,openstreetmap,18/08/2025 11:28,18/08/2025 11:28
2062,11005005,Kita Wilhelmstadt,"Wilhelmstraße 29b, 13593 Berlin",13593,,,,Spandau,IBEB Initiative für Bildung und Erziehung Berlin gGmbH,Unknown,openstreetmap,18/08/2025 11:28,18/08/2025 11:28
2063,,Kita an der Dahme,Unknown,Unknown,,,,,Die wilden 25 gUG,103,openstreetmap,18/08/2025 11:28,18/08/2025 11:28
2064,11001001,Haus Elsa Neumann (E),"Lütticher Straße 39, 13353 Berlin",13353,,,,Mitte,Studentenwerk Berlin,Unknown,openstreetmap,18/08/2025 11:28,18/08/2025 11:28
2065,,Kita Arif und Alina,"Lynarstraße 39, 13353 Berlin",13353,,,,,Kita Arif und Alina gUG,Unknown,openstreetmap,18/08/2025 11:28,18/08/2025 11:28
2066,,Kita Tornower Weg,"Tornower Weg 8/10, 13439 Berlin",13439,,,,,Kindertagesstätten Nordwest,140,openstreetmap,18/08/2025 11:28,18/08/2025 11:28
2067,11010010,Kita Torgauer Straße,"Torgauer Straße 27-29, 12627 Berlin",12627,,,,Marzahn-Hellersdorf,Unknown,Unknown,openstreetmap,18/08/2025 11:28,18/08/2025 11:28
2068,,Kita ToM,"Schönefelder Chaussee 34-36, 12524 Berlin",12524,,,,,Internationaler Bund (IB) Berlin-Brandenburg gGmbH,Unknown,openstreetmap,18/08/2025 11:28,18/08/2025 11:28
2069,11006006,Kita an der Freien Universität Berlin,"Königin-Luise-Straße 86, 14195 Berlin",14195,,,,Steglitz-Zehlendorf,studierendenWERK BERLIN,Unknown,openstreetmap,18/08/2025 11:28,18/08/2025 11:28
2070,,Die Ginsterkatze,Unknown,Unknown,,,,,Unknown,Unknown,openstreetmap,18/08/2025 11:28,18/08/2025 11:28
2071,11002002,Kindergarten Bänschstraße 76/78,"Bänschstraße 76/78, 10247 Berlin",10247,,,,Friedrichshain-Kreuzberg,Kindergärten City,Unknown,openstreetmap,18/08/2025 11:28,18/08/2025 11:28
2072,,Kita Müggelräuber,"Scharnweberstraße 56, 12587 Berlin",12587,,,,,Montessori Kinder- und Schülerladen Friedrichshagen e.V.,Unknown,openstreetmap,18/08/2025 11:28,18/08/2025 11:28
2073,11011011,Kita Kinderträume,"Karl-Vesper-Straße 11, 10369 Berlin",10369,,,,Lichtenberg,Kinder im Kiez GmbH,Unknown,openstreetmap,18/08/2025 11:28,18/08/2025 11:28
