kindergarten_id,district_id,name,address,postal_code,latitude,longitude,neighborhood,district,operator,capacity,source,created_at,updated_at
382,11011011,Evangelische Kita Arche Noah,"Malchower Weg 44, 13053 Berlin",13053,52.5537165,13.5035781,Alt-Hohenschönhausen,Lichtenberg,Evangelischer Kirchenkreisverband für Kindertageseinrichtungen Berlin Mitte-Nord,Unknown,openstreetmap,18/08/2025 11:28,18/08/2025 11:28
383,11006006,Stephanus-Kita,"Mühlenstraße 47, 14167 Berlin",14167,52.4310655,13.2753279,Zehlendorf,Steglitz-Zehlendorf,Evangelische Stephanus-Kirchengemeinde Berlin-Zehlendorf,Unknown,openstreetmap,18/08/2025 11:28,18/08/2025 11:28
384,11002002,Kita der Ev. Kirchengem. St. Simeon,Unknown,Unknown,52.5003229,13.4071278,Kreuzberg,Friedrichshain-Kreuzberg,Unknown,Unknown,openstreetmap,18/08/2025 11:28,18/08/2025 11:28
385,11005005,Kita und Hort Petrus,"Grunewaldstraße 7, 13597 Berlin",13597,52.5308962,13.2050903,Spandau,Spandau,Evangelische Kirchengemeinde der St. Nikolai Gemeinde Spandau,75,openstreetmap,18/08/2025 11:28,18/08/2025 11:28
386,11001001,Kita der Ev. Kirchengem. St. Johannis,Unknown,Unknown,52.5252764,13.3492859,Moabit,Mitte,Unknown,Unknown,openstreetmap,18/08/2025 11:28,18/08/2025 11:28
387,11006006,Kita der Ev. Kirchengem. Schönow-Buschgraben,Unknown,Unknown,52.4132052,13.2599522,Zehlendorf,Steglitz-Zehlendorf,Unknown,Unknown,openstreetmap,18/08/2025 11:28,18/08/2025 11:28
388,11009009,Kita der Ev. Kirchengem. Schmöckwitz,"Alt-Schmöckwitz 1, 12527 Berlin",12527,52.3752343,13.6490326,Schmöckwitz,Treptow-Köpenick,Unknown,Unknown,openstreetmap,18/08/2025 11:28,18/08/2025 11:28
389,11002002,Evangelische Kita Samariter,"Samariterstraße 27, 10247 Berlin",10247,52.5186128,13.4659715,Friedrichshain,Friedrichshain-Kreuzberg,Evangelischer Kirchenkreisverband für Kindertageseinrichtungen Berlin Mitte-Nord,Unknown,openstreetmap,18/08/2025 11:28,18/08/2025 11:28
390,11008008,Kita des Ev. Kirchenkreises Neukölln,Unknown,Unknown,52.4744247,13.4194953,Neukölln,Neukölln,Unknown,Unknown,openstreetmap,18/08/2025 11:28,18/08/2025 11:28
391,11008008,Kita des Ev. Kirchenkreises Neukölln,Unknown,Unknown,52.42269,13.45053,Buckow,Neukölln,Unknown,Unknown,openstreetmap,18/08/2025 11:28,18/08/2025 11:28
392,11001001,Kita des Auswärtigen Amtes,Unknown,Unknown,52.5138796,13.3951899,Mitte,Mitte,Unknown,Unknown,openstreetmap,18/08/2025 11:28,18/08/2025 11:28
393,11001001,Kita der Lukas-Gemeinde e.V.,"Kurfürstenstraße 133, 10785 Berlin",10785,52.5016062,13.3548795,Schöneberg,Mitte,Unknown,Unknown,openstreetmap,18/08/2025 11:28,18/08/2025 11:28
394,11004004,Svenska Victoriaförsamlingens förskola,Unknown,Unknown,52.4876371,13.3292399,Wilmersdorf,Charlottenburg-Wilmersdorf,Schwedische Victoriagemeinde e.V.,Unknown,openstreetmap,18/08/2025 11:28,18/08/2025 11:28
395,11005005,Kita Vogelnest,"Galenstraße 27, 13597 Berlin",13597,52.5383463,13.1958678,Spandau,Spandau,Unknown,Unknown,openstreetmap,18/08/2025 11:28,18/08/2025 11:28
396,11012012,Katholische Kindertagesstätte St. Rita,"General-Woyna-Straße 54, 13403 Berlin",13403,52.5700096,13.3148693,Reinickendorf,Reinickendorf,Caritasverband,Unknown,openstreetmap,18/08/2025 11:28,18/08/2025 11:28
397,11006006,Kita der Kath. Kirchengem.V.d. Auferstehung Christi,Unknown,Unknown,52.4342476,13.3626812,Lankwitz,Steglitz-Zehlendorf,Unknown,Unknown,openstreetmap,18/08/2025 11:28,18/08/2025 11:28
398,11004004,Kita der Landesbank Berlin,Unknown,Unknown,52.4928293,13.3333228,Wilmersdorf,Charlottenburg-Wilmersdorf,Unknown,Unknown,openstreetmap,18/08/2025 11:28,18/08/2025 11:28
399,11007007,Kita der Kath. Kirchengem. St. Matthias,"Goltzstraße 29, 10781 Berlin",10781,52.495705,13.3538116,Schöneberg,Tempelhof-Schöneberg,Unknown,Unknown,openstreetmap,18/08/2025 11:28,18/08/2025 11:28
400,11008008,Kita der Kath. Kirchengem. St. Richard,"Schudomastraße 15, 12055 Berlin",12055,52.4733294,13.4513272,Neukölln,Neukölln,Katholische Kirchengemeinde St. Richard,Unknown,openstreetmap,18/08/2025 11:28,18/08/2025 11:28
401,11012012,Kita der Kath. Kirchengem. St. Nikolaus,Unknown,Unknown,52.5910948,13.3302082,Wittenau,Reinickendorf,Unknown,Unknown,openstreetmap,18/08/2025 11:28,18/08/2025 11:28
402,11007007,Kita St. Norbert,"Dominicusstraße 19 a, 10823 Berlin",10823,52.4826405,13.3472233,Schöneberg,Tempelhof-Schöneberg,Katholische Kirchengemeinde St. Norbert,Unknown,openstreetmap,18/08/2025 11:28,18/08/2025 11:28
403,11001001,Kita St. Laurentius,"Bandelstraße 41, 10559 Berlin",10559,52.5271357,13.3497034,Moabit,Mitte,Katholische Pfarrgemeinde St.Laurentius Berlin-Mitte,Unknown,openstreetmap,18/08/2025 11:28,18/08/2025 11:28
404,11004004,Kindertagesstätte Sankt Kamillus,"Klausenerplatz 13, 14059 Berlin",14059,52.5176755,13.2911362,Charlottenburg,Charlottenburg-Wilmersdorf,Katholische Kirchengemeinde Sankt Kamillus,Unknown,openstreetmap,18/08/2025 11:28,18/08/2025 11:28
405,11005005,Kindertagesstätte St. Markus,Unknown,Unknown,52.5492675,13.164417,Falkenhagener Feld,Spandau,Kindertagesstätte St. Markus e.V.,Unknown,openstreetmap,18/08/2025 11:28,18/08/2025 11:28
406,11004004,Kita St. Ludwig,"Ludwigkirchplatz 10, 10719 Berlin",10719,52.4969908,13.3215536,Wilmersdorf,Charlottenburg-Wilmersdorf,Kirchengemeinde St. Ludwig,Unknown,openstreetmap,18/08/2025 11:28,18/08/2025 11:28
407,11012012,Kita St. Marien,"Klemkestraße 5, 13409 Berlin",13409,52.5744341,13.3603713,Reinickendorf,Reinickendorf,Unknown,Unknown,openstreetmap,18/08/2025 11:28,18/08/2025 11:28
408,11007007,Katholische Kindertagesstätte St. Elisabeth,"Kolonnenstraße 40, 10829 Berlin",10829,52.4853255,13.3655809,Schöneberg,Tempelhof-Schöneberg,Katholische Kirchengemeinde St. Matthias,Unknown,openstreetmap,18/08/2025 11:28,18/08/2025 11:28
409,11003003,Kita der Kath. Kirchengem. St. Josef,Unknown,Unknown,52.5509194,13.4469553,Weißensee,Pankow,Unknown,Unknown,openstreetmap,18/08/2025 11:28,18/08/2025 11:28
410,11012012,Kita der Kath. Kirchengem. St. Josef,Unknown,Unknown,52.599454,13.295068,Tegel,Reinickendorf,Unknown,Unknown,openstreetmap,18/08/2025 11:28,18/08/2025 11:28
411,11012012,Kita der Katholischen Kirchengemeinde Sankt Bernhard,Unknown,Unknown,52.5758692,13.2842073,Tegel,Reinickendorf,Unknown,Unknown,openstreetmap,18/08/2025 11:28,18/08/2025 11:28
412,11006006,Kita der Kath. Kirchengem. St. Benedikt,Unknown,Unknown,52.4402934,13.3412804,Lankwitz,Steglitz-Zehlendorf,Unknown,Unknown,openstreetmap,18/08/2025 11:28,18/08/2025 11:28
413,11003003,Kita Sankt Augustinus,"Dänenstraße 17/18, 10439 Berlin",10439,52.5507495,13.4066885,Prenzlauer Berg,Pankow,Verein der Freunde der katholischen Kindertagesstätte St. Augustinus in Berlin-Prenzlauer Berg (Pankow) e.V.,Unknown,openstreetmap,18/08/2025 11:28,18/08/2025 11:28
414,11008008,Kita St. Dominicus,"Lipschitzallee 74, 12353 Berlin",12353,52.4243875,13.4613151,Gropiusstadt,Neukölln,Katholische Kirchengemeinde St. Dominicus,Unknown,openstreetmap,18/08/2025 11:28,18/08/2025 11:28
415,11008008,Kita der Kath. Kirchengem. St. Clara,"Kienitzer Straße 18, 12053 Berlin",12053,52.4774043,13.4359698,Neukölln,Neukölln,Unknown,Unknown,openstreetmap,18/08/2025 11:28,18/08/2025 11:28
416,11001001,Hort Arche Noah,"Waldenserstraße 27, 10551 Berlin",10551,52.528367,13.3348938,Moabit,Mitte,Interkultureller Schülerhort SoLe e.V.,Unknown,openstreetmap,18/08/2025 11:28,18/08/2025 11:28
417,11001001,Kita Schmetterling,"Turmstraße 71, 10551 Berlin",10551,52.5268144,13.3322242,Moabit,Mitte,AWO Berlin-Mitte e.V.,50,openstreetmap,18/08/2025 11:28,18/08/2025 11:28
418,11003003,Kita Regenbogenhaus,Unknown,Unknown,52.5801306,13.4271914,Pankow,Pankow,Unknown,Unknown,openstreetmap,18/08/2025 11:28,18/08/2025 11:28
419,11012012,Kita Waldmäuse e.V.. Waldabschnitt Konradshöhe/Reiherberg,"Rabenstraße 41, 13505 Berlin",13505,52.5831037,13.2363109,Konradshöhe,Reinickendorf,Unknown,Unknown,openstreetmap,18/08/2025 11:28,18/08/2025 11:28
420,11001001,Casa Fantasia,Unknown,Unknown,52.5358794,13.3990849,Mitte,Mitte,Unknown,Unknown,openstreetmap,18/08/2025 11:28,18/08/2025 11:28
421,11002002,Kita Wassertropfen,"Oranienstraße 192, 10999 Berlin",10999,52.50011,13.4222214,Kreuzberg,Friedrichshain-Kreuzberg,AWO Kreisverband Berlin-Mitte e.V.,Unknown,openstreetmap,18/08/2025 11:28,18/08/2025 11:28
422,11009009,Kita Traumhaus,"Regattastraße 130, 12527 Berlin",12527,52.4172204,13.5803479,Grünau,Treptow-Köpenick,Berliner Spatzen gGmbH,Unknown,openstreetmap,18/08/2025 11:28,18/08/2025 11:28
423,11006006,Kita Kobolde,"Beethovenstraße 34, 12247 Berlin",12247,52.4382483,13.3308424,Lankwitz,Steglitz-Zehlendorf,Mittelhof e.V.,Unknown,openstreetmap,18/08/2025 11:28,18/08/2025 11:28
424,11006006,Kindergarten der Baptistengemeinde Steglitz,"Rothenburgstraße 13, 12165 Berlin",12165,52.4561832,13.3147551,Steglitz,Steglitz-Zehlendorf,Unknown,Unknown,openstreetmap,18/08/2025 11:28,18/08/2025 11:28
425,11011011,Kita/BIK e.V.,Unknown,Unknown,52.5659011,13.5194538,Neu-Hohenschönhausen,Lichtenberg,Unknown,Unknown,openstreetmap,18/08/2025 11:28,18/08/2025 11:28
426,11001001,Kita/Akila e.V.,Unknown,Unknown,52.5478302,13.3650666,Wedding,Mitte,Unknown,Unknown,openstreetmap,18/08/2025 11:28,18/08/2025 11:28
427,11003003,Kita Bunte Burg,"Christburger Straße 13, 10405 Berlin",10405,52.5350591,13.4277548,Prenzlauer Berg,Pankow,Christburg Campus gGmbH,Unknown,openstreetmap,18/08/2025 11:28,18/08/2025 11:28
428,11008008,Kita Pannierstraße,"Pannierstraße 6, 12047 Berlin",12047,52.4866199,13.4310092,Neukölln,Neukölln,Forum Soziale Dienste Kita I GmbH,45,openstreetmap,18/08/2025 11:28,18/08/2025 11:28
429,11001001,Kita Moa,Unknown,Unknown,52.5322969,13.3347441,Moabit,Mitte,Forum Soziale Dienste Kita1 GmbH,Unknown,openstreetmap,18/08/2025 11:28,18/08/2025 11:28
430,11008008,Kita Forum Soziale Dienste e.V.,"Weserstraße 26/27, 12045 Berlin",12045,52.4864544,13.4339539,Neukölln,Neukölln,Forum Soziale Dienste Kita I GmbH,Unknown,openstreetmap,18/08/2025 11:28,18/08/2025 11:28
431,11012012,Kita Mäusekiste,Unknown,Unknown,52.595595,13.3415557,Märkisches Viertel,Reinickendorf,Forum Soziale Dienste,Unknown,openstreetmap,18/08/2025 11:28,18/08/2025 11:28
432,11003003,Kita/Ev. Kirchenkreis Pankow,Unknown,Unknown,52.6083527,13.4340028,Französisch Buchholz,Pankow,Unknown,Unknown,openstreetmap,18/08/2025 11:28,18/08/2025 11:28
433,11002002,Evangelische Kita Arche,"Zossener Straße 22a, 10961 Berlin",10961,52.4899962,13.3937449,Kreuzberg,Friedrichshain-Kreuzberg,Evangelischer Kirchenkreisverband für Kindertageseinrichtungen Berlin Mitte-Nord,Unknown,openstreetmap,18/08/2025 11:28,18/08/2025 11:28
434,11004004,Kita des Pestalozzi-Fröbel-Hauses,Unknown,Unknown,52.5179968,13.2981777,Charlottenburg,Charlottenburg-Wilmersdorf,Unknown,Unknown,openstreetmap,18/08/2025 11:28,18/08/2025 11:28
435,11003003,Freche Früchtchen,"Paul-Robeson-Straße 12, 10439 Berlin",10439,52.552623,13.4094616,Prenzlauer Berg,Pankow,KUBIBE.Berlin gGmbH,Unknown,openstreetmap,18/08/2025 11:28,18/08/2025 11:28
436,11008008,Kita Hand in Hand - El Ele / AWO,Unknown,Unknown,52.4750341,13.4245253,Neukölln,Neukölln,Unknown,Unknown,openstreetmap,18/08/2025 11:28,18/08/2025 11:28
437,11006006,Kita Drei-Käse-Hoch,"Beethovenstraße 34, 12247 Berlin",12247,52.4379236,13.3310448,Lankwitz,Steglitz-Zehlendorf,Mittelhof e.V.,Unknown,openstreetmap,18/08/2025 11:28,18/08/2025 11:28
438,11004004,Kita el caracol/gestaltpäd. Kindergarten e.V.,Unknown,Unknown,52.4908244,13.3043425,Wilmersdorf,Charlottenburg-Wilmersdorf,Unknown,Unknown,openstreetmap,18/08/2025 11:28,18/08/2025 11:28
439,11007007,Kita Kick/Verein Stadtteil VHS e.V.,"Monumentenstraße 3, 10829 Berlin",10829,52.4881596,13.3649778,Schöneberg,Tempelhof-Schöneberg,Unknown,Unknown,openstreetmap,18/08/2025 11:28,18/08/2025 11:28
440,11005005,Kita Kinder-Treff,"Földerichstraße 67, 13595 Berlin",13595,52.5240603,13.1947021,Wilhelmstadt,Spandau,Unknown,Unknown,openstreetmap,18/08/2025 11:28,18/08/2025 11:28
441,11002002,Kita Kastanie/AWO,Unknown,Unknown,52.4954569,13.4322006,Kreuzberg,Friedrichshain-Kreuzberg,Unknown,Unknown,openstreetmap,18/08/2025 11:28,18/08/2025 11:28
442,11002002,Kita P'tits Loups,"Eldenaer Straße 44, 10247 Berlin",10247,52.5201881,13.4615939,Prenzlauer Berg,Friedrichshain-Kreuzberg,Elterninitiative,Unknown,openstreetmap,18/08/2025 11:28,18/08/2025 11:28
443,11006006,Kita Kaiserstuhl,"Kaiserstuhlstraße 25, 14129 Berlin",14129,52.4367939,13.2134727,Schlachtensee,Steglitz-Zehlendorf,Mittelhof e.V.,Unknown,openstreetmap,18/08/2025 11:28,18/08/2025 11:28
444,11001001,Kita Putte,"Prinzenallee 24, 13359 Berlin",13359,52.5565884,13.385136,Gesundbrunnen,Mitte,Putte e.V.,Unknown,openstreetmap,18/08/2025 11:28,18/08/2025 11:28
445,11001001,Kita Sachensucher,"Antwerpener Straße 40-42, 13353 Berlin",13353,52.5469066,13.3515249,Wedding,Mitte,Unknown,Unknown,openstreetmap,18/08/2025 11:28,18/08/2025 11:28
446,11011011,Kita/urban-consult gGmbH,"Wustrower Straße 40-50, 13051 Berlin",13051,52.571208,13.5038638,Neu-Hohenschönhausen,Lichtenberg,Unknown,Unknown,openstreetmap,18/08/2025 11:28,18/08/2025 11:28
447,11002002,Kita/VAK-Verein zur Betreuung ausländischer und deutscher Kinder e.V.,"Oranienstraße 4, 10997 Berlin",10997,52.499723,13.4254319,Kreuzberg,Friedrichshain-Kreuzberg,VAK e.V.,Unknown,openstreetmap,18/08/2025 11:28,18/08/2025 11:28
448,11007007,Hort L.i.ma. e.V.,"Prechtlstraße 21-23, 12277 Berlin",12277,52.4164048,13.3725083,Marienfelde,Tempelhof-Schöneberg,L.i.Ma e.V.,Unknown,openstreetmap,18/08/2025 11:28,18/08/2025 11:28
449,11007007,Kita/Verein Stadtteil VHS e.V.,Unknown,Unknown,52.4952999,13.3593122,Schöneberg,Tempelhof-Schöneberg,Unknown,Unknown,openstreetmap,18/08/2025 11:28,18/08/2025 11:28
450,11007007,Kita/Verein StadtteilVHS e.V.,"Goebenstraße 8, 10783 Berlin",10783,52.4936182,13.3640013,Schöneberg,Tempelhof-Schöneberg,Unknown,Unknown,openstreetmap,18/08/2025 11:28,18/08/2025 11:28
451,11002002,Kita Freies Bildungswesen,Unknown,Unknown,52.4970659,13.3830954,Kreuzberg,Friedrichshain-Kreuzberg,Verein zur Förderung eines freien Erziehungs- und Bildungswesens e.V.,Unknown,openstreetmap,18/08/2025 11:28,18/08/2025 11:28
452,11009009,Kindergarten der Freien Waldorfschule Berlin-Südost,Unknown,Unknown,52.4525783,13.5343206,Niederschöneweide,Treptow-Köpenick,Waldorfpädagogik in Berlin-Südost e.V.,Unknown,openstreetmap,18/08/2025 11:28,18/08/2025 11:28
453,11007007,Kindergarten Max und Moritz,"Kärntener Straße 27, 10827 Berlin",10827,52.479746,13.3476724,Schöneberg,Tempelhof-Schöneberg,Europa-Kindergarten gGmbH,Unknown,openstreetmap,18/08/2025 11:28,18/08/2025 11:28
454,11012012,MINI-KIDS mit GRIPS Kita e.V.,Unknown,Unknown,52.616542,13.3146358,Hermsdorf,Reinickendorf,Unknown,Unknown,openstreetmap,18/08/2025 11:28,18/08/2025 11:28
455,11001001,Elterninitiativ-Kindertagesstätte am Schillerpark,"Türkenstraße 15, 13349 Berlin",13349,52.5549151,13.3494033,Wedding,Mitte,Pädagogische Initiative EKT am Schillerpark e.V.,Unknown,openstreetmap,18/08/2025 11:28,18/08/2025 11:28
456,11001001,Hauptstadtkinder,"Putbusser Straße 30, 13355 Berlin",13355,52.5466703,13.3917748,Gesundbrunnen,Mitte,Unknown,Unknown,openstreetmap,18/08/2025 11:28,18/08/2025 11:28
457,11006006,Hort (EFöB),Unknown,Unknown,52.4303592,13.3409732,Lankwitz,Steglitz-Zehlendorf,Paul-Schneider-Grundschule,Unknown,openstreetmap,18/08/2025 11:28,18/08/2025 11:28
458,11007007,Schülerladen Drachenhöhle/IKT Stadtindianer e.V.,Unknown,Unknown,52.4560109,13.3783613,Tempelhof,Tempelhof-Schöneberg,Unknown,Unknown,openstreetmap,18/08/2025 11:28,18/08/2025 11:28
459,11007007,Kinderladen Amsel,"Ebersstraße 40, 10827 Berlin",10827,52.4787339,13.3463766,Schöneberg,Tempelhof-Schöneberg,EKT Amsel e.V.,Unknown,openstreetmap,18/08/2025 11:28,18/08/2025 11:28
460,11009009,SchülerInnenladen Oberschöneweide e.V.,Unknown,Unknown,52.4661098,13.5110869,Oberschöneweide,Treptow-Köpenick,Unknown,Unknown,openstreetmap,18/08/2025 11:28,18/08/2025 11:28
461,11005005,Kinderladen Spandau e.V.,"Plantage 8, 13597 Berlin",13597,52.5323176,13.2021686,Spandau,Spandau,Unknown,Unknown,openstreetmap,18/08/2025 11:28,18/08/2025 11:28
462,11005005,Schüler- und Kinderladen Spandau e.V.,Unknown,Unknown,52.5467746,13.2077394,Spandau,Spandau,Unknown,Unknown,openstreetmap,18/08/2025 11:28,18/08/2025 11:28
463,11006006,Kinderhaus Steglitz,Plantagenstraße 1,Unknown,52.4542334,13.3292073,Steglitz,Steglitz-Zehlendorf,Montessori & Friends Education gGmbH,Unknown,openstreetmap,18/08/2025 11:28,18/08/2025 11:28
464,11004004,Schülerladen Phönix,"Pfalzburger Straße 9, 10719 Berlin",10719,52.4984125,13.3224773,Wilmersdorf,Charlottenburg-Wilmersdorf,Unknown,Unknown,openstreetmap,18/08/2025 11:28,18/08/2025 11:28
465,11007007,Kita Tiponi,"Friedrich-Franz-Straße 12, 12103 Berlin",12103,52.4596076,13.3786879,Tempelhof,Tempelhof-Schöneberg,IKT Stadtindianer e.V.,100,openstreetmap,18/08/2025 11:28,18/08/2025 11:28
466,11007007,Kita Mojak Mini,"Podewilsstraße 2, 12103 Berlin",12103,52.4650062,13.3771119,Tempelhof,Tempelhof-Schöneberg,IKT Stadtindianer e.V.,15,openstreetmap,18/08/2025 11:28,18/08/2025 11:28
467,11006006,Schülerladen Zehlendorfer Feuerkäfer,"Wilskistraße 78, 14163 Berlin",14163,52.445743,13.2472386,Zehlendorf,Steglitz-Zehlendorf,Schülerladen Zehlendorfer Feuerkäfer e.V.,Unknown,openstreetmap,18/08/2025 11:28,18/08/2025 11:28
468,11007007,Kita Berliner Spatzen,"Hähnelstraße 15a, 12159 Berlin",12159,52.4757679,13.3380896,Friedenau,Tempelhof-Schöneberg,Verein zur Förderung der Mehrsprachigkeit e.V.,Unknown,openstreetmap,18/08/2025 11:28,18/08/2025 11:28
469,11009009,Kita Pusteblume!,"Otto-Krüger-Zeile 6, 12459 Berlin",12459,52.467184,13.5067504,Oberschöneweide,Treptow-Köpenick,Unknown,Unknown,openstreetmap,18/08/2025 11:28,18/08/2025 11:28
470,11009009,Kita Zwergenvilla,"Otto-Krüger-Zeile 4, 12459 Berlin",12459,52.4673186,13.5071803,Oberschöneweide,Treptow-Köpenick,Unknown,Unknown,openstreetmap,18/08/2025 11:28,18/08/2025 11:28
471,11004004,Kita/Johannischen Sozialwerk e.V.,"Bismarckallee 22, 14193 Berlin",14193,52.4864321,13.2761502,Grunewald,Charlottenburg-Wilmersdorf,Unknown,Unknown,openstreetmap,18/08/2025 11:28,18/08/2025 11:28
472,11002002,Not Provided,"Adalbertstraße 87, 10997 Berlin",10997,52.5018558,13.4191383,Kreuzberg,Friedrichshain-Kreuzberg,Kita/Kotti-Nachbarschafts- u.Gemeinwesenverein a.Kottbusser Tor e.V.,Unknown,openstreetmap,18/08/2025 11:28,18/08/2025 11:28
473,11008008,Kita Nachbi,Unknown,Unknown,52.4706705,13.4380693,Neukölln,Neukölln,Nachbarschaftsheim Neukölln e.V.,80,openstreetmap,18/08/2025 11:28,18/08/2025 11:28
474,11002002,Neue Kindergruppe Kreuzberg e.V.,Unknown,Unknown,52.4957408,13.4155668,Kreuzberg,Friedrichshain-Kreuzberg,Unknown,Unknown,openstreetmap,18/08/2025 11:28,18/08/2025 11:28
475,11001001,Schillerpark-Kita,Unknown,Unknown,52.5591664,13.35002,Wedding,Mitte,Unknown,Unknown,openstreetmap,18/08/2025 11:28,18/08/2025 11:28
476,11012012,Kita Amendestraße,"Amendestraße 41, 13409 Berlin",13409,52.5704221,13.3732172,Reinickendorf,Reinickendorf,Kindertagesstätten Nordwest Berlin,Unknown,openstreetmap,18/08/2025 11:28,18/08/2025 11:28
477,11003003,Kindergarten Gerne Gross,"Dänenstraße 22, 10439 Berlin",10439,52.5499228,13.4051777,Prenzlauer Berg,Pankow,Kindergärten NordOst,Unknown,openstreetmap,18/08/2025 11:28,18/08/2025 11:28
478,11005005,Kita Kinderarche,Unknown,Unknown,52.5436626,13.184949,Falkenhagener Feld,Spandau,Christliche deutsch-russische Kita Kinderarche Berlin e.V.,Unknown,openstreetmap,18/08/2025 11:28,18/08/2025 11:28
479,11005005,Hort Goldmühle,"Goldbeckweg 21, 13599 Berlin",13599,52.5447811,13.2291271,Haselhorst,Spandau,Evangelisches Johannesstift Jugendhilfe gGmbH,Unknown,openstreetmap,18/08/2025 11:28,18/08/2025 11:28
480,11004004,Kita Halemweg,Unknown,Unknown,52.5378579,13.2870483,Charlottenburg-Nord,Charlottenburg-Wilmersdorf,Kindertagesstätten Nordwest,Unknown,openstreetmap,18/08/2025 11:28,18/08/2025 11:28
481,11001001,Kita Kiezeulen,"Eulerstraße 19a, 13357 Berlin",13357,52.5532334,13.3899652,Gesundbrunnen,Mitte,Unknown,Unknown,openstreetmap,18/08/2025 11:28,18/08/2025 11:28
482,11001001,Kita Französische Straße,Unknown,Unknown,52.5145246,13.3882196,Mitte,Mitte,Kinder im Kiez,Unknown,openstreetmap,18/08/2025 11:28,18/08/2025 11:28
483,11007007,Kita Frankenstraße,"Frankenstraße 8/9, 10781 Berlin",10781,52.4935829,13.3503378,Schöneberg,Tempelhof-Schöneberg,INA.KINDER.GARTEN,Unknown,openstreetmap,18/08/2025 11:28,18/08/2025 11:28
484,11009009,Kita Moppi,"Friedrichshagener Straße 5L, 12555 Berlin",12555,52.4515669,13.5794264,Köpenick,Treptow-Köpenick,Kindertagesstätten SüdOst,90,openstreetmap,18/08/2025 11:28,18/08/2025 11:28
485,11001001,Kindertagesstätte Pelikan,"Friedrichstraße 129 f/g, 10117 Berlin",10117,52.5251699,13.387063,Mitte,Mitte,Volkssolidarität Landesverband Berlin e.V.,Unknown,openstreetmap,18/08/2025 11:28,18/08/2025 11:28
486,11003003,Kita Helmistrolche,"Lettestraße 4-5, 10437 Berlin",10437,52.5431244,13.4200147,Prenzlauer Berg,Pankow,Hanna gGmbH,Unknown,openstreetmap,18/08/2025 11:28,18/08/2025 11:28
487,11001001,Kindergarten Goldenes Schlüsselchen,"Kurfürstenstraße 135, 10785 Berlin",10785,52.5013114,13.3562252,Schöneberg,Mitte,Unknown,Unknown,openstreetmap,18/08/2025 11:28,18/08/2025 11:28
488,11008008,Urmel Kinderladen,"Kanner Straße 5, 12055 Berlin",12055,52.4713791,13.4473807,Neukölln,Neukölln,Eltern-Kind-Initiative Urmel e.V.,Unknown,openstreetmap,18/08/2025 11:28,18/08/2025 11:28
489,11001001,Kita Oase,"Kastanienallee 63 b, 10119 Berlin",10119,52.5341777,13.4069272,Mitte,Mitte,Pfefferwerk Stadtkultur,Unknown,openstreetmap,18/08/2025 11:28,18/08/2025 11:28
490,11004004,Kita Walter-Benjamin-Platz,"Walter-Benjamin-Platz 7, 10629 Berlin",10629,52.5016783,13.3141561,Charlottenburg,Charlottenburg-Wilmersdorf,Kindertagesstätten Nordwest,Unknown,openstreetmap,18/08/2025 11:28,18/08/2025 11:28
491,11002002,Kita Oppelner Straße 21,Unknown,Unknown,52.4976971,13.4385199,Kreuzberg,Friedrichshain-Kreuzberg,Kindergärten City,Unknown,openstreetmap,18/08/2025 11:28,18/08/2025 11:28
492,11002002,Kita Die kleinen Entdecker,"Müggelstraße 19, 10247 Berlin",10247,52.5099322,13.4690047,Friedrichshain,Friedrichshain-Kreuzberg,Pfefferwerk Stadtkultur,Unknown,openstreetmap,18/08/2025 11:28,18/08/2025 11:28
493,11002002,Kita Lübbener Straße 6/7,"Lübbener Straße 6/7, 10997 Berlin",10997,52.4987001,13.4371166,Kreuzberg,Friedrichshain-Kreuzberg,Kindergärten City,Unknown,openstreetmap,18/08/2025 11:28,18/08/2025 11:28
494,11007007,Kita Vier Jahreszeiten,"Luckeweg 15, 12279 Berlin",12279,52.4103883,13.3575373,Marienfelde,Tempelhof-Schöneberg,Unknown,184,openstreetmap,18/08/2025 11:28,18/08/2025 11:28
495,11011011,Sonnenkäfer,Malchower Weg 46,Unknown,52.5539049,13.5035683,Alt-Hohenschönhausen,Lichtenberg,Kindergärten NordOst,Unknown,openstreetmap,18/08/2025 11:28,18/08/2025 11:28
496,11007007,Kita Marconistraße 4,Unknown,Unknown,52.4373818,13.3815497,Mariendorf,Tempelhof-Schöneberg,Unknown,Unknown,openstreetmap,18/08/2025 11:28,18/08/2025 11:28
497,11007007,Kita Marienfelder Allee,Unknown,Unknown,52.4201026,13.3684103,Marienfelde,Tempelhof-Schöneberg,Internationaler Bund Berlin-Brandenburg gGmbH,Unknown,openstreetmap,18/08/2025 11:28,18/08/2025 11:28
498,11011011,"KITA ""Weiße Taube""","Schleizer Straße 62, 13055 Berlin",13055,52.539198,13.5056794,Alt-Hohenschönhausen,Lichtenberg,Unknown,Unknown,openstreetmap,18/08/2025 11:28,18/08/2025 11:28
499,11003003,Drieselmäuse,"Driesener Straße 24, 10439 Berlin",10439,52.5514945,13.4055509,Prenzlauer Berg,Pankow,Forum Soziale Dienste GmbH,Unknown,openstreetmap,18/08/2025 11:28,18/08/2025 11:28
