bsn,school_name,school_type_de,ownership_en,school_category_de,district,neighborhood,postal_code,street,street_number,website,school_year,school_category_en,total_students,students_f,students_m,teachers_total,teachers_f,teachers_m,startchancen_flag,lon,lat,schoolinductionzone_id,district_id
01A04,Berlin-Kolleg,Kolleg,Public,Andere Schule,Mitte,Moabit,10551,Turmstraße,75,https://www.berlin-kolleg.de,2024/25,Other School,,,,,,,False,13.334,52.527,109,01
01B01,"OSZ Banken, Immobilien und Versicherungen",Oberstufenzentrum,Public,Berufsschule,Mitte,Moabit,10557,Alt-Moabit,10,https://www.osz-biv.de,2024/25,Vocational School,1603,642,961,76,41,35,False,13.358,52.524,46,01
01B02,Staatliche Technikerschule Berlin,Fachschule,Public,Berufsschule,Mitte,Moabit,10555,Bochumer Straße,8B,https://www.technikerschule-berlin.de,2024/25,Vocational School,480,56,424,57,25,32,False,13.338,52.523,87,01
01B03,"OSZ Kommunikations-, Informations- und Medientechnik",Oberstufenzentrum,Public,Berufsschule,Mitte,Gesundbrunnen,13359,Osloer Straße,23,https://www.oszkim.de/wp,2024/25,Vocational School,1226,310,916,82,40,42,True,13.38,52.557,118,01
01B04,OSZ Gesundheit I,Oberstufenzentrum,Public,Berufsschule,Mitte,Wedding,13349,Schwyzer Straße,6,https://www.osz-gesundheit.de,2024/25,Vocational School,2902,2564,338,94,65,29,False,13.353,52.558,110,01
01G01,Grundschule am Arkonaplatz,Grundschule,Public,Grundschule,Mitte,Mitte,10115,Ruppiner Straße,47,https://grundschuleamarkonaplatz.de,2024/25,Primary School,426,191,235,34,28,6,False,13.4,52.537,42,01
01G02,Papageno-Grundschule,Grundschule,Public,Grundschule,Mitte,Mitte,10115,Bergstraße,58,http://www.papageno-grundschule.de,2024/25,Primary School,616,307,309,51,33,18,False,13.391,52.533,31,01
01G04,Kastanienbaum-Grundschule,Grundschule,Public,Grundschule,Mitte,Mitte,10119,Gipsstraße,23A,https://www.kastanienbaum-grundschule.de,2024/25,Primary School,415,200,215,26,22,4,False,13.402,52.527,17,01
01G05,Grundschule Neues Tor,Grundschule,Public,Grundschule,Mitte,Mitte,10115,Hannoversche Straße,20,https://www.neues-tor.de,2024/25,Primary School,389,206,183,35,25,10,False,13.381,52.527,28,01
01G07,GutsMuths-Grundschule,Grundschule,Public,Grundschule,Mitte,Mitte,10179,Singerstraße,8,https://www.gutsmuths-grundschule.de,2024/25,Primary School,410,201,209,34,27,7,False,13.424,52.516,4,01
01G08,Grundschule am Brandenburger Tor,Grundschule,Public,Grundschule,Mitte,Mitte,10117,Wilhelmstraße,52,https://grundschule.technik-4-you.de,2024/25,Primary School,514,257,257,39,31,8,False,13.383,52.513,8,01
01G10,City-Grundschule,Grundschule,Public,Grundschule,Mitte,Mitte,10179,Sebastianstraße,57,https://city-grundschule.de,2024/25,Primary School,605,305,300,41,32,9,False,13.409,52.508,4,01
01G11,Kurt-Tucholsky-Grundschule,Grundschule,Public,Grundschule,Mitte,Moabit,10559,Rathenower Straße,18,https://kurt-tucholsky-grundschule.de,2024/25,Primary School,684,337,347,59,44,15,False,13.353,52.53,72,01
01G15,Anne-Frank-Grundschule,Grundschule,Public,Grundschule,Mitte,Moabit,10557,Paulstraße,20B,https://www.anne-frank-grundschule.de,2024/25,Primary School,370,169,201,29,21,8,False,13.356,52.518,46,01
01G16,Moabiter Grundschule,Grundschule,Public,Grundschule,Mitte,Moabit,10557,Paulstraße,28,https://www.moabiter-grundschule.de,2024/25,Primary School,456,212,244,44,34,10,False,13.357,52.522,46,01
01G18,Carl-Bolle-Grundschule,Grundschule,Public,Grundschule,Mitte,Moabit,10551,Waldenserstraße,21,https://www.carlbolleschule.de,2024/25,Primary School,336,173,163,29,22,7,True,13.332,52.529,109,01
01G19,Hansa-Grundschule,Grundschule,Public,Grundschule,Mitte,Hansaviertel,10555,Lessingstraße,5,http://www.hansa-grundschule-online.de,2024/25,Primary School,420,204,216,31,27,4,False,13.34,52.521,87,01
01G24,Gottfried-Röhl-Grundschule,Grundschule,Public,Grundschule,Mitte,Wedding,13349,Ungarnstraße,75,https://www.gottfried-roehl-schule.de,2024/25,Primary School,471,226,245,43,35,8,False,13.357,52.556,110,01
01G25,Rudolf-Wissell-Grundschule,Grundschule,Public,Grundschule,Mitte,Gesundbrunnen,13357,Ellerbeker Straße,7,http://www.rudolf-wissell-grundschule.de,2024/25,Primary School,419,168,251,42,30,12,True,13.396,52.552,86,01
01G27,Gesundbrunnen-Grundschule,Grundschule,Public,Grundschule,Mitte,Gesundbrunnen,13357,Prinzenallee,8,https://gesundbrunnen-grundschule.de,2024/25,Primary School,514,258,256,49,36,13,True,13.383,52.553,86,01
01G28,Brüder-Grimm-Grundschule,Grundschule,Public,Grundschule,Mitte,Wedding,13353,Tegeler Straße,18,https://bggs-berlin.de,2024/25,Primary School,580,294,286,52,40,12,False,13.358,52.541,93,01
01G29,Wilhelm-Hauff-Grundschule,Grundschule,Public,Grundschule,Mitte,Gesundbrunnen,13359,Gotenburger Straße,8,https://wilhelm-hauff-grundschule.de,2024/25,Primary School,420,208,212,47,37,10,True,13.384,52.558,118,01
01G31,Wedding-Grundschule,Grundschule,Public,Grundschule,Mitte,Wedding,13347,Antonstraße,10,https://www.wedding-schule.de,2024/25,Primary School,513,250,263,53,44,9,True,13.364,52.547,110,01
01G32,Carl-Kraemer-Grundschule,Grundschule,Public,Grundschule,Mitte,Gesundbrunnen,13359,Zechliner Straße,4,http://www.carl-kraemer-gs.de,2024/25,Primary School,460,226,234,38,26,12,True,13.383,52.561,118,01
01G35,Humboldthain-Grundschule,Grundschule,Public,Grundschule,Mitte,Gesundbrunnen,13355,Grenzstraße,7,https://www.humboldthain-grundschule.de,2024/25,Primary School,403,208,195,39,31,8,True,13.38,52.543,57,01
01G36,Andersen-Grundschule,Grundschule,Public,Grundschule,Mitte,Gesundbrunnen,13359,Kattegatstraße,26,https://www.andersen-grundschule.de,2024/25,Primary School,367,171,196,32,22,10,True,13.389,52.565,118,01
01G37,Heinrich-Seidel-Grundschule,Grundschule,Public,Grundschule,Mitte,Gesundbrunnen,13355,Ramlerstraße,9,https://hsgs.berlin,2024/25,Primary School,506,247,259,46,38,8,True,13.393,52.547,86,01
01G38,Gustav-Falke-Grundschule,Grundschule,Public,Grundschule,Mitte,Gesundbrunnen,13355,Strelitzer Straße,42,http://www.gustav-falke-schule.de,2024/25,Primary School,491,227,264,40,33,7,True,13.392,52.538,42,01
01G39,Vineta-Grundschule,Grundschule,Public,Grundschule,Mitte,Gesundbrunnen,13355,Demminer Straße,27,http://www.vineta-grundschule.de,2024/25,Primary School,375,168,207,36,26,10,True,13.397,52.542,42,01
01G40,Möwensee-Grundschule,Grundschule,Public,Grundschule,Mitte,Wedding,13351,Afrikanische Straße,123,http://www.moewensee-schule.de,2024/25,Primary School,578,299,279,52,35,17,True,13.335,52.555,152,01
01G41,Erika-Mann-Grundschule,Grundschule,Public,Grundschule,Mitte,Wedding,13347,Utrechter Straße,25,https://erika-mann-grundschule.com,2024/25,Primary School,559,284,275,61,45,16,True,13.358,52.55,110,01
01G42,Anna-Lindh-Schule (Grundschule),Grundschule,Public,Grundschule,Mitte,Wedding,13351,Guineastraße,17,https://anna-lindh-schule.de,2024/25,Primary School,453,210,243,52,40,12,True,13.342,52.551,152,01
01G43,Albert-Gutzmann-Schule (Grundschule),Grundschule,Public,Grundschule,Mitte,Gesundbrunnen,13357,Pankstraße,70,https://www.gutzmannschule.de,2024/25,Primary School,447,208,239,39,26,13,True,13.376,52.549,110,01
01G44,Allegro-Grundschule,Grundschule,Public,Grundschule,Mitte,Tiergarten,10785,Lützowstraße,83,https://www.allegro-grundschule.de,2024/25,Primary School,442,224,218,49,38,11,True,13.363,52.503,45,01
01G45,Leo-Lionni-Grundschule,Grundschule,Public,Grundschule,Mitte,Wedding,13353,Willdenowstraße,11,https://www.leo-lionni-grundschule.de,2024/25,Primary School,549,264,285,51,37,14,True,13.361,52.544,93,01
01G46,Grundschule am Koppenplatz,Grundschule,Public,Grundschule,Mitte,Mitte,10115,Koppenplatz,12,https://schule-am-koppenplatz.de,2024/25,Primary School,748,367,381,56,41,15,False,13.398,52.528,17,01
01G47,Miriam-Makeba-Grundschule,Grundschule,Public,Grundschule,Mitte,Moabit,10555,Zinzendorfstraße,15,https://miriam-makeba-schule.de,2024/25,Primary School,461,235,226,47,34,13,False,13.331,52.523,87,01
01G48,Grundschule am Nordhafen,Grundschule,Public,Grundschule,Mitte,Wedding,10115,Boyenstraße,1,https://www.48-schule-berlin.de,2024/25,Primary School,490,245,245,35,27,8,False,13.373,52.538,57,01
01G49,49. Schule (Grundschule),Grundschule,Public,Grundschule,Mitte,Mitte,10179,Adalbertstraße,53,https://grundschule-adalbertstraße.de,2024/25,Primary School,176,87,89,17,17,,False,13.424,52.508,4,01
01K01,Willy-Brandt-Schule,Integrierte Sekundarschule,Public,Integrierte Sekundarschule,Mitte,Gesundbrunnen,13357,Grüntaler Straße,5,https://www.willybrandtschule.de,2024/25,Integrated Secondary School,677,299,378,75,41,34,True,13.386,52.551,86,01
01K02,Ernst-Schering-Schule,Integrierte Sekundarschule,Public,Integrierte Sekundarschule,Mitte,Wedding,13353,Lütticher Straße,47,https://ernst-schering-schule.de,2024/25,Integrated Secondary School,579,289,290,59,43,16,True,13.348,52.547,110,01
01K03,Ernst-Reuter-Schule,Integrierte Sekundarschule,Public,Integrierte Sekundarschule,Mitte,Gesundbrunnen,13355,Stralsunder Straße,57,https://ernst-reuter-schule.berlin,2024/25,Integrated Secondary School,926,459,467,107,61,46,True,13.393,52.539,42,01
01K04,Heinrich-von-Stephan-Gemeinschaftsschule,Gemeinschaftsschule,Public,Integrierte Sekundarschule,Mitte,Moabit,10553,Neues Ufer,6,https://hvs-schule-berlin.de,2024/25,Integrated Secondary School,837,385,452,80,49,31,True,13.317,52.525,121,01
01K06,Herbert-Hoover-Schule (Integrierte Sekundarschule),Integrierte Sekundarschule,Public,Integrierte Sekundarschule,Mitte,Gesundbrunnen,13357,Pankstraße,18,https://www.hhs-berlin.de,2024/25,Integrated Secondary School,462,235,227,49,36,13,True,13.373,52.546,110,01
01K07,Hemingway-Schule,Integrierte Sekundarschule,Public,Integrierte Sekundarschule,Mitte,Mitte,10115,Gartenstraße,10,https://www.hemingway-schule.de,2024/25,Integrated Secondary School,464,205,259,54,33,21,True,13.392,52.53,17,01
01K08,Schule am Schillerpark (Integrierte Sekundarschule),Integrierte Sekundarschule,Public,Integrierte Sekundarschule,Mitte,Wedding,13349,Ofener Straße,6,https://www.schule-am-schillerpark.de,2024/25,Integrated Secondary School,564,251,313,68,48,20,True,13.346,52.556,152,01
01K09,Hedwig-Dohm-Schule (Integrierte Sekundarschule),Integrierte Sekundarschule,Public,Integrierte Sekundarschule,Mitte,Moabit,10559,Stephanstraße,27,https://hedwig-dohm-os.de,2024/25,Integrated Secondary School,541,232,309,61,30,31,True,13.347,52.534,109,01
01K10,Theodor-Heuss-Gemeinschaftsschule,Gemeinschaftsschule,Public,Integrierte Sekundarschule,Mitte,Moabit,10559,Quitzowstraße,141,https://thgberlin.de,2024/25,Integrated Secondary School,990,512,478,98,65,33,True,13.353,52.535,72,01
01P01,Evangelische Schule Berlin Mitte (Gemeinschaftsschule),Grundschule,Private,Privatschule,Mitte,Mitte,10178,Rochstraße,7,http://www.esbm.de,2024/25,Private School,,,,,,,False,13.406,52.523,17,01
01P03,Jüdisches Gymnasium Moses Mendelssohn,Gymnasium,Private,Privatschule,Mitte,Mitte,10115,Große Hamburger Straße,27,https://jgmm.de,2024/25,Private School,,,,,,,False,13.399,52.525,17,01
01P04,Freie Waldorfschule Berlin Mitte,Freie Waldorfschule,Private,Privatschule,Mitte,Mitte,10178,Weinmeisterstraße,16,https://www.waldorfschule-mitte.de,2024/25,Private School,,,,,,,False,13.405,52.526,17,01
01P05,Katholische Schule Sankt Paulus (Grundschule),Grundschule,Private,Privatschule,Mitte,Moabit,10551,Waldenserstraße,27,https://www.st-paulus.schule,2024/25,Private School,,,,,,,False,13.335,52.528,109,01
01P06,Canisius-Kolleg,Gymnasium,Private,Privatschule,Mitte,Tiergarten,10785,Tiergartenstraße,30,https://canisius.de,2024/25,Private School,,,,,,,False,13.355,52.509,45,01
01P07,Lazarus Schulen der Hoffnungstaler Stiftung Lobetal,Kombinierte berufliche Schule,Private,Privatschule,Mitte,Gesundbrunnen,13355,Bernauer Straße,115,https://www.lazarus-schulen.de,2024/25,Private School,,,,,,,False,13.389,52.535,31,01
01P13,Freie Schule am Mauerpark (Grundschule),Grundschule,Private,Privatschule,Mitte,Gesundbrunnen,13355,Wolliner Straße,25,https://www.freieschuleberlin.de,2024/25,Private School,,,,,,,False,13.401,52.541,42,01
01P14,BEST-Sabel Berufsakademie,Kombinierte berufliche Schule,Private,Privatschule,Mitte,Mitte,10179,Littenstraße,109,https://best-sabel.de,2024/25,Private School,,,,,,,False,13.415,52.515,4,01
01P16,Berlin Metropolitan School (Integrierte Sekundarschule),Integrierte Sekundarschule,Private,Privatschule,Mitte,Mitte,10115,Linienstraße,122,https://www.metropolitanschool.com,2024/25,Private School,,,,,,,False,13.39,52.527,17,01
01P18,Bilinguale Schule Phorms Berlin Mitte,Kombinierte allgemein bildende Schule,Private,Privatschule,Mitte,Gesundbrunnen,13355,Ackerstraße,76,https://berlin-mitte.phorms.de,2024/25,Private School,,,,,,,False,13.384,52.539,57,01
01P22,Berlin Cosmopolitan School,Kombinierte allgemein bildende Schule,Private,Privatschule,Mitte,Mitte,10119,Rückerstraße,9,https://www.cosmopolitanschool.de,2024/25,Private School,,,,,,,False,13.407,52.528,17,01
01P23,Evangelische Schule Berlin Zentrum (Gemeinschaftsschule),Gemeinschaftsschule,Private,Privatschule,Mitte,Mitte,10179,Wallstraße,32,https://www.ev-schule-zentrum.de,2024/25,Private School,,,,,,,False,13.411,52.512,4,01
01P25,Internationale Lomonossow-Schule Berlin (Gemeinschaftsschule),Gemeinschaftsschule,Private,Privatschule,Mitte,Tiergarten,10785,Genthiner Straße,20,https://lomonossow-schule.de,2024/25,Private School,,,,,,,False,13.359,52.504,45,01
01P36,BTB Schulzentrum gGmbH,Kombinierte berufliche Schule,Private,Privatschule,Mitte,Mitte,10178,Alexanderstraße,5,https://btb-schulzentrum.de,2024/25,Private School,,,,,,,False,13.415,52.523,4,01
01P39,GPB College gGmbH,Kombinierte berufliche Schule,Private,Privatschule,Mitte,Mitte,10117,Beuthstraße,8,https://www.gpb-college.de,2024/25,Private School,,,,,,,False,13.402,52.51,4,01
01P40,Berufsfachschule  Paulo Freire im Zentrum ÜBERLEBEN,Berufsfachschule,Private,Privatschule,Mitte,Moabit,10559,Turmstraße,21,https://www.pflege-lernen.org,2024/25,Private School,,,,,,,False,13.348,52.526,46,01
01P42,WWV Bildungsakademie gGmbH,Kombinierte berufliche Schule,Private,Privatschule,Mitte,Mitte,10178,Alexanderstraße,1,https://www.abizubi.de,2024/25,Private School,,,,,,,False,13.414,52.524,4,01
01P46,DDA Destiny Diversity Academy GmbH,Berufsfachschule,Private,Privatschule,Mitte,Gesundbrunnen,13355,Brunnenstraße,110D,https://www.ddacademy.de,2024/25,Private School,,,,,,,False,13.391,52.544,57,01
01P47,Ecole Voltaire (Grundschule),Grundschule,Private,Privatschule,Mitte,Tiergarten,10785,Kurfürstenstraße,53,http://www.ecolevoltaire.de,2024/25,Private School,,,,,,,False,13.357,52.502,45,01
01P48,meco Akademie GmbH,Kombinierte berufliche Schule,Private,Privatschule,Mitte,Wedding,13347,Seestraße,64,https://www.meco-akademie.de,2024/25,Private School,,,,,,,False,13.359,52.554,110,01
01P49,Quinoa-Schule Freie Sekundarschule Berlin Wedding,Integrierte Sekundarschule,Private,Privatschule,Mitte,Gesundbrunnen,13409,Kühnemannstraße,26,https://www.quinoa-bildung.de,2024/25,Private School,,,,,,,False,13.381,52.566,118,01
01P50,Kristall Grundschule - Inklusive Grundschule in freier Trägerschaft,Grundschule,Private,Privatschule,Mitte,Wedding,13353,Tegeler Straße,13,https://www.tjfbg.de,2024/25,Private School,,,,,,,False,13.359,52.54,93,01
01P51,mediencollege Berlin gGmbH,Berufsfachschule,Private,Privatschule,Mitte,Mitte,10115,Invalidenstraße,17,https://mediencollege.berlin,2024/25,Private School,,,,,,,False,13.39,52.532,31,01
01P52,Schulen der ASIG Stiftung e.V.,Kombinierte berufliche Schule,Private,Privatschule,Mitte,Moabit,10553,Kaiserin-Augusta-Allee,14,http://www.asig-berlin.de,2024/25,Private School,,,,,,,False,13.322,52.526,121,01
01P54,CeFi - Fachschule für Sozialpädagogik,Fachschule,Private,Privatschule,Mitte,Moabit,10551,Turmstraße,44,https://www.cefi-akademie.de,2024/25,Private School,,,,,,,False,13.335,52.527,109,01
01P55,FRÖBEL Akademie gGmbH - Fachschule für Sozialpädagogik,Fachschule,Private,Privatschule,Mitte,Mitte,10117,Leipziger Straße,54,https://froebel-akademie.de/,2024/25,Private School,,,,,,,False,13.4,52.512,4,01
01S01,Schule am Zille-Park,"Förderschwerp. ""Lernen""",Public,Schule mit sonderpädagogischem Förderschwerpunkt,Mitte,Gesundbrunnen,13347,Ravenéstraße,10,https://www.schule-am-zille-park.de,2024/25,Special Needs School,244,60,184,50,29,21,True,13.373,52.543,93,01
01S05,Schule in der Charité,Übrige Förderschwerpunkte,Public,Schule mit sonderpädagogischem Förderschwerpunkt,Mitte,Wedding,13353,Augustenburger Platz,1,https://www.schuleindercharite.de,2024/25,Special Needs School,234,106,128,47,40,7,False,13.348,52.542,93,01
01S06,Albert-Gutzmann-Schule,Übrige Förderschwerpunkte,Public,Schule mit sonderpädagogischem Förderschwerpunkt,Mitte,Gesundbrunnen,13357,Pankstraße,70,https://www.gutzmannschule.de,2024/25,Special Needs School,157,53,104,21,15,6,True,13.376,52.549,110,01
01S07,Charlotte-Pfeffer-Schule,"Förderschwerp. ""Geistige Entwicklung""",Public,Schule mit sonderpädagogischem Förderschwerpunkt,Mitte,Mitte,10178,Berolinastraße,8,https://www.charlotte-pfeffer-schule.de,2024/25,Special Needs School,197,65,132,46,39,7,True,13.424,52.522,4,01
01Y02,John-Lennon-Gymnasium,Gymnasium,Public,Gymnasium,Mitte,Mitte,10119,Zehdenicker Straße,17,https://www.jlgym-berlin.de,2024/25,Academic Secondary School,761,402,359,66,36,30,False,13.404,52.531,17,01
01Y04,Musikgymnasium Carl Philipp Emanuel Bach,Gymnasium,Public,Gymnasium,Mitte,Mitte,10115,Rheinsberger Straße,4,https://musikgymnasium-berlin.de,2024/25,Academic Secondary School,164,90,74,19,10,9,False,13.396,52.537,42,01
01Y07,Französisches Gymnasium,Gymnasium,Public,Gymnasium,Mitte,Tiergarten,10785,Derfflingerstraße,7,https://www.fg-berlin.eu,2024/25,Academic Secondary School,812,393,419,67,47,20,False,13.356,52.503,45,01
01Y08,Lessing-Gymnasium,Gymnasium,Public,Gymnasium,Mitte,Wedding,13349,Schöningstraße,17,https://lessing-gymnasium-berlin.de,2024/25,Academic Secondary School,775,369,406,74,48,26,False,13.344,52.557,152,01
01Y09,Diesterweg-Gymnasium,Gymnasium,Public,Gymnasium,Mitte,Gesundbrunnen,13357,Böttgerstraße,2,https://www.dwgym.berlin,2024/25,Academic Secondary School,660,357,303,56,32,24,False,13.379,52.55,110,01
01Y11,Max-Planck-Gymnasium,Gymnasium,Public,Gymnasium,Mitte,Mitte,10179,Singerstraße,8A,http://www.mpg-berlin.de,2024/25,Academic Secondary School,880,462,418,76,47,29,False,13.423,52.516,4,01
01Y12,Gymnasium Tiergarten,Gymnasium,Public,Gymnasium,Mitte,Hansaviertel,10555,Altonaer Straße,26,https://www.gymnasium-tiergarten.de,2024/25,Academic Secondary School,1059,582,477,89,60,29,False,13.34,52.52,87,01
01Y13,13. Schule (Gymnasium),Gymnasium,Public,Gymnasium,Mitte,Moabit,10551,Turmstraße,75,https://berlin-kolleg.de/13-gymnasium,2024/25,Academic Secondary School,105,46,59,11,5,6,False,13.334,52.527,109,01
02B01,August-Sander-Schule,Berufsschule mit sonderpäd. Aufgaben,Public,Berufsschule,Friedrichshain-Kreuzberg,Friedrichshain,10245,Naglerstraße,1,https://www.august-sander-schule.de,2024/25,Vocational School,835,378,457,87,52,35,True,13.45,52.502,47,02
02B02,Hans-Böckler-Schule (OSZ Konstruktionsbautechnik),Oberstufenzentrum,Public,Berufsschule,Friedrichshain-Kreuzberg,Kreuzberg,10969,Lobeckstraße,76,https://osz-kt.de,2024/25,Vocational School,931,81,850,62,27,35,True,13.403,52.499,1,02
02B03,Modeschule Berlin (OSZ Bekleidung und Mode),Oberstufenzentrum,Public,Berufsschule,Friedrichshain-Kreuzberg,Kreuzberg,10969,Kochstraße,9,https://www.modeschule-berlin.de,2024/25,Vocational School,651,423,228,71,57,14,True,13.389,52.506,2,02
02B04,OSZ Handel 1,Oberstufenzentrum,Public,Berufsschule,Friedrichshain-Kreuzberg,Kreuzberg,10997,Wrangelstraße,98,https://www.oszhandel.de,2024/25,Vocational School,3482,1426,2056,147,103,44,True,13.437,52.501,7,02
02B05,Jane-Addams-Schule (OSZ Sozialwesen),Oberstufenzentrum,Public,Berufsschule,Friedrichshain-Kreuzberg,Friedrichshain,10249,Straßmannstraße,14,https://www.osz-soz.de,2024/25,Vocational School,1709,1248,461,123,74,49,False,13.448,52.522,26,02
02G01,Spartacus-Grundschule,Grundschule,Public,Grundschule,Friedrichshain-Kreuzberg,Friedrichshain,10249,Friedenstraße,40,http://www.grundschule-friedrichshain.de,2024/25,Primary School,486,242,244,36,26,10,False,13.436,52.521,26,02
02G02,Hausburg-Grundschule,Grundschule,Public,Grundschule,Friedrichshain-Kreuzberg,Friedrichshain,10249,Hausburgstraße,20,http://www.hausburgschule.de,2024/25,Primary School,552,268,284,49,36,13,False,13.454,52.524,38,02
02G03,Justus-von-Liebig-Grundschule,Grundschule,Public,Grundschule,Friedrichshain-Kreuzberg,Friedrichshain,10247,Liebigstraße,18A,http://www.jvl-gs.de,2024/25,Primary School,546,253,293,36,28,8,False,13.458,52.519,50,02
02G04,Pettenkofer-Grundschule,Grundschule,Public,Grundschule,Friedrichshain-Kreuzberg,Friedrichshain,10247,Pettenkoferstraße,20,http://www.pettenkofer-grundschule.de,2024/25,Primary School,657,347,310,45,39,6,False,13.471,52.519,74,02
02G07,Ludwig-Hoffmann-Grundschule,Grundschule,Public,Grundschule,Friedrichshain-Kreuzberg,Friedrichshain,10243,Lasdehner Straße,21,http://www.ludwig-hoffmann-grundschule.de,2024/25,Primary School,454,206,248,32,25,7,False,13.449,52.514,22,02
02G08,Grundschule am Traveplatz,Grundschule,Public,Grundschule,Friedrichshain-Kreuzberg,Friedrichshain,10247,Jessnerstraße,24,https://www.grundschule-am-traveplatz.de,2024/25,Primary School,405,209,196,32,28,4,False,13.472,52.512,73,02
02G09,Zille-Grundschule,Grundschule,Public,Grundschule,Friedrichshain-Kreuzberg,Friedrichshain,10245,Boxhagener Straße,46,https://www.zille-grundschule.de,2024/25,Primary School,568,252,316,34,31,3,False,13.465,52.509,58,02
02G10,Modersohn-Grundschule,Grundschule,Public,Grundschule,Friedrichshain-Kreuzberg,Friedrichshain,10245,Niemannstraße,3,https://www.modersohn-schule.de,2024/25,Primary School,444,222,222,30,21,9,False,13.46,52.507,48,02
02G11,Thalia-Grundschule,Grundschule,Public,Grundschule,Friedrichshain-Kreuzberg,Friedrichshain,10245,Alt-Stralau,34,https://www.thalia-grundschule.de,2024/25,Primary School,438,213,225,27,24,3,False,13.476,52.493,89,02
02G12,Kurt-Schumacher-Grundschule,Grundschule,Public,Grundschule,Friedrichshain-Kreuzberg,Kreuzberg,10969,Puttkamerstraße,19,https://www.kurt-schumacher-grundschule-berlin.de,2024/25,Primary School,283,148,135,34,22,12,True,13.389,52.505,2,02
02G13,Charlotte-Salomon-Grundschule,Grundschule,Public,Grundschule,Friedrichshain-Kreuzberg,Kreuzberg,10965,Großbeerenstraße,40,http://www.charlotte-salomon-grundschule.de,2024/25,Primary School,422,209,213,47,45,2,False,13.382,52.491,20,02
02G14,Galilei-Grundschule,Grundschule,Public,Grundschule,Friedrichshain-Kreuzberg,Kreuzberg,10969,Friedrichstraße,13,http://www.galilei-grundschule.de,2024/25,Primary School,500,251,249,45,32,13,True,13.391,52.502,2,02
02G18,Nürtingen-Grundschule,Grundschule,Public,Grundschule,Friedrichshain-Kreuzberg,Kreuzberg,10997,Mariannenplatz,28,http://www.nuertingen-grundschule.de,2024/25,Primary School,568,291,277,53,46,7,False,13.427,52.505,7,02
02G19,Fanny-Hensel-Grundschule,Grundschule,Public,Grundschule,Friedrichshain-Kreuzberg,Kreuzberg,10963,Schöneberger Straße,23,http://www.Fanny-Hensel-Grundschule.de,2024/25,Primary School,286,129,157,26,23,3,False,13.38,52.503,14,02
02G20,Bürgermeister-Herz-Grundschule,Grundschule,Public,Grundschule,Friedrichshain-Kreuzberg,Kreuzberg,10961,Wilmsstraße,10,http://www.bmh-schule.de,2024/25,Primary School,448,214,234,35,31,4,False,13.405,52.495,6,02
02G21,Reinhardswald-Grundschule,Grundschule,Public,Grundschule,Friedrichshain-Kreuzberg,Kreuzberg,10961,Gneisenaustraße,73,http://www.reinhardswald-grundschule.de,2024/25,Primary School,621,280,341,44,37,7,False,13.4,52.491,15,02
02G22,Jens-Nydahl-Grundschule,Grundschule,Public,Grundschule,Friedrichshain-Kreuzberg,Kreuzberg,10999,Kohlfurter Straße,20,,2024/25,Primary School,303,159,144,34,30,4,True,13.416,52.497,5,02
02G23,Fichtelgebirge-Grundschule,Grundschule,Public,Grundschule,Friedrichshain-Kreuzberg,Kreuzberg,10997,Görlitzer Ufer,2,https://fichtelgebirge-grundschule-berlin.de,2024/25,Primary School,414,201,213,32,25,7,False,13.445,52.496,29,02
02G24,Otto-Wels-Grundschule,Grundschule,Public,Grundschule,Friedrichshain-Kreuzberg,Kreuzberg,10969,Alexandrinenstraße,12,https://owg-berlin.de,2024/25,Primary School,519,237,282,50,37,13,True,13.402,52.5,1,02
02G26,Lemgo-Grundschule,Grundschule,Public,Grundschule,Friedrichshain-Kreuzberg,Kreuzberg,10967,Böckhstraße,5,https://www.lemgogrundschule.de,2024/25,Primary School,436,201,235,45,31,14,False,13.416,52.494,16,02
02G27,Hunsrück-Grundschule,Grundschule,Public,Grundschule,Friedrichshain-Kreuzberg,Kreuzberg,10999,Manteuffelstraße,79,https://hunsrueck-grundschule.de,2024/25,Primary School,529,265,264,46,35,11,False,13.427,52.498,9,02
02G29,Heinrich-Zille-Grundschule,Grundschule,Public,Grundschule,Friedrichshain-Kreuzberg,Kreuzberg,10997,Waldemarstraße,118,https://hzg.berlin,2024/25,Primary School,428,216,212,53,46,7,False,13.429,52.501,10,02
02G31,Adolf-Glaßbrenner-Grundschule,Grundschule,Public,Grundschule,Friedrichshain-Kreuzberg,Kreuzberg,10965,Hagelberger Straße,34,https://www.adolf-glassbrenner-schule.de,2024/25,Primary School,415,199,216,34,26,8,False,13.381,52.491,23,02
02G32,Clara-Grunwald-Grundschule,Grundschule,Public,Grundschule,Friedrichshain-Kreuzberg,Kreuzberg,10963,Hallesche Straße,24,http://www.clara-grunwald-grundschule.de,2024/25,Primary School,312,162,150,34,27,7,False,13.385,52.501,14,02
02G33,Aziz-Nesin-Grundschule,Grundschule,Public,Grundschule,Friedrichshain-Kreuzberg,Kreuzberg,10961,Urbanstraße,15,http://www.aziz-nesin-schule.de,2024/25,Primary School,302,146,156,30,25,5,False,13.406,52.493,11,02
02G34,Jane-Goodall-Grundschule,Grundschule,Public,Grundschule,Friedrichshain-Kreuzberg,Friedrichshain,10247,Scharnweberstraße,19,https://www.jane-goodall-grundschule.de,2024/25,Primary School,381,176,205,28,25,3,False,13.468,52.513,52,02
