bsn,school_name,school_type_de,ownership_en,school_category_de,district,neighborhood,postal_code,street,street_number,website,school_year,school_category_en,total_students,students_f,students_m,teachers_total,teachers_f,teachers_m,startchancen_flag,lon,lat,schoolinductionzone_id,district_id
06Y12,Willi-Graf-Gymnasium,Gymnasium,Public,Gymnasium,Steglitz-Zehlendorf,Lichterfelde,12207,Ostpreußendamm,166,https://willi-graf-gymnasium.de,2024/25,Academic Secondary School,585,318,267,49,26,23,False,13.321,52.435,236,06
06Y13,Gymnasium Steglitz,Gymnasium,Public,Gymnasium,Steglitz-Zehlendorf,Steglitz,12169,Heesestraße,15,http://www.gymnasiumsteglitz.de,2024/25,Academic Secondary School,816,415,401,73,43,30,False,13.327,52.457,162,06
07A05,Kolleg Schöneberg,Volkshochschul-Kolleg,Public,Andere Schule,Tempelhof-Schöneberg,Schöneberg,10787,Nürnberger Straße,63,https://www.kollegschoeneberg.de,2024/25,Other School,,,,,,,False,13.341,52.503,67,07
07A06,VHS Tempelhof-Schöneberg,Volkshochschule,Public,Andere Schule,Tempelhof-Schöneberg,Schöneberg,10829,Ella-Barowsky-Straße,62,https://www.berlin.de/vhs-tempelhof-schoeneberg,2024/25,Other School,,,,,,,False,13.357,52.478,88,07
07B02,Marie-Elisabeth-Lüders-Oberschule,Kombinierte berufliche Schule,Public,Berufsschule,Tempelhof-Schöneberg,Schöneberg,10783,Steinmetzstraße,79,https://melo-berlin.de,2024/25,Vocational School,647,484,163,61,41,20,True,13.365,52.499,39,07
07B03,"OSZ Lotis (Logistik, Touristik und Steuern)",Oberstufenzentrum,Public,Berufsschule,Tempelhof-Schöneberg,Tempelhof,10965,Dudenstraße,35,https://www.osz-lotis.de,2024/25,Vocational School,2131,801,1330,97,62,35,True,13.38,52.485,20,07
07G01,Spreewald-Grundschule,Grundschule,Public,Grundschule,Tempelhof-Schöneberg,Schöneberg,10781,Pallasstraße,15,http://www.spreewald-grundschule.de,2024/25,Primary School,417,207,210,41,34,7,True,13.357,52.495,39,07
07G02,Finow-Grundschule,Grundschule,Public,Grundschule,Tempelhof-Schöneberg,Schöneberg,10777,Welserstraße,16,http://www.finow-gs.de,2024/25,Primary School,542,287,255,47,41,6,False,13.343,52.498,67,07
07G03,Werbellinsee-Grundschule,Grundschule,Public,Grundschule,Tempelhof-Schöneberg,Schöneberg,10781,Luitpoldstraße,38,https://www.werbellinsee-grundschule.de,2024/25,Primary School,454,219,235,36,32,4,False,13.348,52.495,53,07
07G05,Havelland-Grundschule,Grundschule,Public,Grundschule,Tempelhof-Schöneberg,Schöneberg,10829,Kolonnenstraße,30,http://www.havelland-grundschule.de,2024/25,Primary School,465,231,234,37,29,8,False,13.368,52.485,51,07
07G06,Sternberg-Grundschule,Grundschule,Public,Grundschule,Tempelhof-Schöneberg,Schöneberg,10825,Mettestraße,8,https://www.sternberg-grundschule.de,2024/25,Primary School,259,122,137,29,25,4,False,13.338,52.48,88,07
07G07,Lindenhof-Grundschule,Grundschule,Public,Grundschule,Tempelhof-Schöneberg,Schöneberg,12105,Reglinstraße,29,http://www.lindenhof-grundschule.de,2024/25,Primary School,380,170,210,30,22,8,False,13.363,52.458,103,07
07G10,Teltow-Grundschule,Grundschule,Public,Grundschule,Tempelhof-Schöneberg,Schöneberg,10827,Feurigstraße,57,https://teltow-grundschule.de,2024/25,Primary School,468,227,241,44,38,6,False,13.356,52.484,68,07
07G12,Scharmützelsee-Grundschule,Grundschule,Public,Grundschule,Tempelhof-Schöneberg,Schöneberg,10779,Hohenstaufenstraße,49,http://www.scharmuetzelseegrundschule.de,2024/25,Primary School,465,236,229,37,31,6,False,13.343,52.494,78,07
07G13,Neumark-Grundschule,Grundschule,Public,Grundschule,Tempelhof-Schöneberg,Schöneberg,10783,Steinmetzstraße,46,http://www.neumark-grundschule.de,2024/25,Primary School,447,213,234,38,29,9,True,13.363,52.493,34,07
07G14,Löcknitz-Grundschule,Grundschule,Public,Grundschule,Tempelhof-Schöneberg,Schöneberg,10779,Berchtesgadener Straße,10,http://www.loecknitz-grundschule.de,2024/25,Primary School,401,192,209,29,21,8,False,13.344,52.49,85,07
07G15,Fläming-Grundschule,Grundschule,Public,Grundschule,Tempelhof-Schöneberg,Friedenau,12161,Illstraße,4,http://www.flaeming-grundschule.de,2024/25,Primary School,550,275,275,41,34,7,False,13.333,52.468,123,07
07G16,Ruppin-Grundschule,Grundschule,Public,Grundschule,Tempelhof-Schöneberg,Friedenau,14197,Offenbacher Straße,5A,https://www.ruppin-grundschule.de,2024/25,Primary School,607,314,293,40,33,7,False,13.321,52.475,120,07
07G17,Stechlinsee-Grundschule,Grundschule,Public,Grundschule,Tempelhof-Schöneberg,Friedenau,12161,Rheingaustraße,7,https://stechlinsee-grundschule.de,2024/25,Primary School,641,332,309,48,36,12,False,13.322,52.47,141,07
07G18,Grundschule am Barbarossaplatz,Grundschule,Public,Grundschule,Tempelhof-Schöneberg,Schöneberg,10781,Barbarossaplatz,5,http://www.grundschuleambarbarossaplatz.de,2024/25,Primary School,294,149,145,32,28,4,False,13.35,52.492,64,07
07G19,Paul-Simmel-Grundschule,Grundschule,Public,Grundschule,Tempelhof-Schöneberg,Tempelhof,12099,Felixstraße,26,https://paul-simmel-grundschule.de,2024/25,Primary School,530,262,268,48,36,12,True,13.394,52.462,70,07
07G20,Maria-Montessori-Grundschule,Grundschule,Public,Grundschule,Tempelhof-Schöneberg,Tempelhof,12103,Friedrich-Wilhelm-Straße,72,http://www.mmg-online.de,2024/25,Primary School,493,241,252,37,34,3,False,13.381,52.458,100,07
07G21,Grundschule auf dem Tempelhofer Feld,Grundschule,Public,Grundschule,Tempelhof-Schöneberg,Tempelhof,12101,Schulenburgring,7,http://gs-tempelhoferfeld.de,2024/25,Primary School,605,305,300,45,37,8,False,13.382,52.481,37,07
07G22,Paul-Klee-Grundschule,Grundschule,Public,Grundschule,Tempelhof-Schöneberg,Tempelhof,12105,Konradinstraße,15,http://www.paul-klee-schule.de,2024/25,Primary School,673,323,350,57,46,11,False,13.376,52.454,124,07
07G23,Schätzelberg-Grundschule,Grundschule,Public,Grundschule,Tempelhof-Schöneberg,Mariendorf,12109,Wolfsburger Weg,13,http://www.schaetzelberg-grundschule.de,2024/25,Primary School,374,155,219,31,21,10,False,13.401,52.449,125,07
07G24,Tempelherren-Grundschule,Grundschule,Public,Grundschule,Tempelhof-Schöneberg,Tempelhof,12101,Boelckestraße,60,https://www.tempelherren-grundschule.de,2024/25,Primary School,335,165,170,28,22,6,False,13.376,52.478,66,07
07G25,Mascha-Kaléko-Grundschule,Grundschule,Public,Grundschule,Tempelhof-Schöneberg,Mariendorf,12105,Königstraße,32,http://www.mascha-kaleko-grundschule.de,2024/25,Primary School,450,219,231,38,27,11,False,13.384,52.447,138,07
07G26,Grundschule im Taunusviertel,Grundschule,Public,Grundschule,Tempelhof-Schöneberg,Lichtenrade,12309,Wiesbadener Straße,20,http://www.grundschule-im-taunusviertel.de,2024/25,Primary School,354,158,196,28,17,11,False,13.419,52.4,277,07
07G27,Rudolf-Hildebrand-Grundschule,Grundschule,Public,Grundschule,Tempelhof-Schöneberg,Mariendorf,12107,Friedenstraße,23,http://rhg.schule/,2024/25,Primary School,580,277,303,41,29,12,False,13.385,52.439,166,07
07G28,Kiepert-Grundschule,Grundschule,Public,Grundschule,Tempelhof-Schöneberg,Marienfelde,12277,Prechtlstraße,21,https://www.kiepertgrundschule.de,2024/25,Primary School,452,192,260,35,28,7,False,13.374,52.416,237,07
07G29,Käthe-Kollwitz-Grundschule,Grundschule,Public,Grundschule,Tempelhof-Schöneberg,Lichtenrade,12307,Mellener Straße,38,http://www.kkgsberlin.online,2024/25,Primary School,554,261,293,39,34,5,False,13.405,52.386,321,07
07G30,Annedore-Leber-Grundschule,Grundschule,Public,Grundschule,Tempelhof-Schöneberg,Lichtenrade,12305,Halker Zeile,137,http://www.algs.de,2024/25,Primary School,728,358,370,64,52,12,False,13.401,52.398,291,07
07G31,Carl-Sonnenschein-Grundschule,Grundschule,Public,Grundschule,Tempelhof-Schöneberg,Mariendorf,12109,Am Hellespont,4,http://www.carl-sonnenschein-gs.de,2024/25,Primary School,469,225,244,32,25,7,False,13.408,52.444,156,07
07G32,Bruno-H.-Bürgel-Grundschule,Grundschule,Public,Grundschule,Tempelhof-Schöneberg,Lichtenrade,12305,Rackebüller Weg,70,http://www.bruno-h-buergel-grundschule.de,2024/25,Primary School,592,291,301,47,43,4,False,13.402,52.405,253,07
07G34,Marienfelder Schule (Grundschule),Grundschule,Public,Grundschule,Tempelhof-Schöneberg,Marienfelde,12279,Erbendorfer Weg,13,https://marienfelder-gs.de,2024/25,Primary School,839,392,447,56,40,16,True,13.352,52.412,258,07
07G35,Nahariya-Grundschule,Grundschule,Public,Grundschule,Tempelhof-Schöneberg,Lichtenrade,12309,Nahariyastraße,13,http://www.nahariyaschule.de,2024/25,Primary School,709,329,380,55,42,13,True,13.42,52.391,310,07
07G36,Grundschule am Dielingsgrund,Grundschule,Public,Grundschule,Tempelhof-Schöneberg,Lichtenrade,12305,Dielingsgrund,35,http://www.dielingsgrund.com,2024/25,Primary School,530,275,255,35,26,9,False,13.408,52.412,240,07
07G37,Ikarus-Grundschule,Grundschule,Public,Grundschule,Tempelhof-Schöneberg,Mariendorf,12107,Körtingstraße,45,http://www.ikarus-grundschule.de,2024/25,Primary School,573,257,316,38,29,9,False,13.384,52.434,195,07
07G40,40. Schule (Grundschule),Grundschule,Public,Grundschule,Tempelhof-Schöneberg,Schöneberg,10829,Ella-Barowsky-Straße,62,http://www.07g40.de,2024/25,Primary School,113,55,58,12,10,2,False,13.357,52.478,88,07
07K01,Sophie-Scholl-Schule,Integrierte Sekundarschule,Public,Integrierte Sekundarschule,Tempelhof-Schöneberg,Schöneberg,10781,Elßholzstraße,34,http://sophie-scholl-schule.eu,2024/25,Integrated Secondary School,1085,544,541,115,74,41,False,13.357,52.494,39,07
07K02,Carl-Zeiss-Schule,Integrierte Sekundarschule,Public,Integrierte Sekundarschule,Tempelhof-Schöneberg,Lichtenrade,12305,Barnetstraße,12,http://www.carl-zeiss-oberschule.de,2024/25,Integrated Secondary School,1005,523,482,97,58,39,False,13.404,52.394,291,07
07K03,Gustav-Heinemann-Oberschule,Integrierte Sekundarschule,Public,Integrierte Sekundarschule,Tempelhof-Schöneberg,Marienfelde,12279,Waldsassener Straße,62,http://gho.berlin,2024/25,Integrated Secondary School,1193,603,590,102,36,66,False,13.347,52.406,258,07
07K04,Theodor-Haubach-Schule,Integrierte Sekundarschule,Public,Integrierte Sekundarschule,Tempelhof-Schöneberg,Lichtenrade,12305,Grimmstraße,9,http://www.ths-berlin.de,2024/25,Integrated Secondary School,571,263,308,48,32,16,True,13.404,52.398,291,07
07K05,Solling-Schule,Integrierte Sekundarschule,Public,Integrierte Sekundarschule,Tempelhof-Schöneberg,Marienfelde,12277,Alt-Marienfelde,52,http://www.solling-schule.de,2024/25,Integrated Secondary School,505,215,290,47,33,14,False,13.365,52.414,237,07
07K06,Georg-von-Giesche-Schule,Integrierte Sekundarschule,Public,Integrierte Sekundarschule,Tempelhof-Schöneberg,Schöneberg,10779,Hohenstaufenstraße,47,http://www.georg-von-giesche-schule.de,2024/25,Integrated Secondary School,449,218,231,57,37,20,True,13.342,52.494,78,07
07K07,Johanna-Eck-Schule (Integrierte Sekundarschule),Integrierte Sekundarschule,Public,Integrierte Sekundarschule,Tempelhof-Schöneberg,Tempelhof,12105,Ringstraße,103,http://www.johanna-eck-schule.de,2024/25,Integrated Secondary School,566,281,285,69,36,33,False,13.364,52.447,124,07
07K09,Gustav-Langenscheidt-Schule,Integrierte Sekundarschule,Public,Integrierte Sekundarschule,Tempelhof-Schöneberg,Schöneberg,10823,Belziger Straße,43,http://www.gustav-langenscheidt-schule.de,2024/25,Integrated Secondary School,419,185,234,44,22,22,True,13.351,52.486,68,07
07K10,Friedrich-Bergius-Schule,Integrierte Sekundarschule,Public,Integrierte Sekundarschule,Tempelhof-Schöneberg,Friedenau,12159,Perelsplatz,6,https://www.friedrich-bergius-schule.de,2024/25,Integrated Secondary School,401,181,220,43,27,16,True,13.333,52.476,120,07
07K11,Hugo-Gaudig-Schule,Integrierte Sekundarschule,Public,Integrierte Sekundarschule,Tempelhof-Schöneberg,Tempelhof,12101,Boelckestraße,58,http://www.hugo-gaudig-schule.de,2024/25,Integrated Secondary School,417,179,238,42,23,19,True,13.376,52.478,66,07
07K12,Friedenauer Gemeinschaftsschule,Gemeinschaftsschule,Public,Integrierte Sekundarschule,Tempelhof-Schöneberg,Schöneberg,12157,Rubensstraße,63,http://www.friedenauer-gemeinschaftsschule.de,2024/25,Integrated Secondary School,1187,577,610,119,89,30,False,13.344,52.47,112,07
07K13,Schule am Berlinickeplatz (Integrierte Sekundarschule),Integrierte Sekundarschule,Public,Integrierte Sekundarschule,Tempelhof-Schöneberg,Tempelhof,12103,Alt-Tempelhof,53,https://schule-am-berlinickeplatz.de,2024/25,Integrated Secondary School,397,177,220,40,26,14,False,13.379,52.465,100,07
07P01,Katholische Schule Sankt Franziskus (Integrierte Sekundarschule),Integrierte Sekundarschule,Private,Privatschule,Tempelhof-Schöneberg,Schöneberg,10781,Hohenstaufenstraße,2,https://kssf-berlin.de,2024/25,Private School,,,,,,,False,13.353,52.495,53,07
07P02,Pestalozzi-Fröbel-Haus,Kombinierte berufliche Schule,Private,Privatschule,Tempelhof-Schöneberg,Schöneberg,10781,Karl-Schrader-Straße,7,http://www.pfh-berlin.de,2024/25,Private School,,,,,,,False,13.351,52.491,64,07
07P03,Lette-Verein Stiftung des öffentlichen Rechts,Kombinierte berufliche Schule,Private,Privatschule,Tempelhof-Schöneberg,Schöneberg,10777,Viktoria-Luise-Platz,6,https://www.letteverein.berlin,2024/25,Private School,,,,,,,False,13.341,52.496,67,07
07P04,Katholische Schule Sankt Alfons (Grundschule),Grundschule,Private,Privatschule,Tempelhof-Schöneberg,Marienfelde,12249,Tennstedter Straße,1,https://kssa.de,2024/25,Private School,,,,,,,False,13.351,52.417,258,07
07P05,Freie Schule in Berlin (Grundschule),Grundschule,Private,Privatschule,Tempelhof-Schöneberg,Tempelhof,12105,Viktoriastraße,13,https://www.freie-schule-in-berlin.de,2024/25,Private School,,,,,,,False,13.382,52.455,124,07
07P06,Katholische Schule Sankt Hildegard,Übrige Förderschwerpunkte,Private,Privatschule,Tempelhof-Schöneberg,Marienfelde,12277,Malteserstraße,171A,https://www.kssh-berlin.de,2024/25,Private School,,,,,,,False,13.359,52.416,258,07
07P10,Campus Berufsbildung e.V.,Kombinierte berufliche Schule,Private,Privatschule,Tempelhof-Schöneberg,Schöneberg,10829,Geneststraße,5,http://www.campus-berlin.de,2024/25,Private School,,,,,,,False,13.366,52.472,103,07
07P12,SPI Fachschule für Sozialpädagogik,Fachschule,Private,Privatschule,Tempelhof-Schöneberg,Schöneberg,10829,Priesterweg,4,http://www.spi-fachschulen.de,2024/25,Private School,,,,,,,False,13.356,52.476,88,07
07P13,Deutsch Skandinavische Gemeinschaftsschule,Gemeinschaftsschule,Private,Privatschule,Tempelhof-Schöneberg,Mariendorf,12105,Machonstraße,54,https://dsg-schule.de,2024/25,Private School,,,,,,,False,13.382,52.446,138,07
07P17,Humanistische Fachschule für Sozialpädagogik,Fachschule,Private,Privatschule,Tempelhof-Schöneberg,Tempelhof,12109,Ullsteinstraße,130,https://humanistisch.de/fachschule,2024/25,Private School,,,,,,,False,13.388,52.454,125,07
07P18,Johannes-Schule Berlin,Freie Waldorfschule,Private,Privatschule,Tempelhof-Schöneberg,Schöneberg,10829,Monumentenstraße,13A,http://www.johannes-schule-berlin.de,2024/25,Private School,,,,,,,False,13.367,52.487,51,07
07P19,Freie Schule Schöneberg (Gemeinschaftsschule),Gemeinschaftsschule,Private,Privatschule,Tempelhof-Schöneberg,Schöneberg,10827,Hauptstraße,27,http://www.freie-schule-schoeneberg.de,2024/25,Private School,,,,,,,False,13.355,52.486,68,07
07P20,Rudolf Steiner Bildungszentrum gGmbH,Kombinierte berufliche Schule,Private,Privatschule,Tempelhof-Schöneberg,Schöneberg,10829,Monumentenstraße,13B,,2024/25,Private School,,,,,,,False,13.366,52.488,51,07
07P21,BBA-Akademie für Immobilienwirtschaft e.V.,Berufsschule,Private,Privatschule,Tempelhof-Schöneberg,Friedenau,12159,Hauptstraße,78,https://www.bba-campus.de,2024/25,Private School,,,,,,,False,13.337,52.473,123,07
07P22,WBS Training Schulen gGmbH,Kombinierte berufliche Schule,Private,Privatschule,Tempelhof-Schöneberg,Tempelhof,12099,Lorenzweg,5,http://www.wbs-schulen.de,2024/25,Private School,,,,,,,False,13.389,52.456,70,07
07S01,Prignitz-Schule,"Förderschwerp. ""Lernen""",Public,Schule mit sonderpädagogischem Förderschwerpunkt,Tempelhof-Schöneberg,Schöneberg,12157,Pöppelmannstraße,2,https://prignitz-schule-berlin.de,2024/25,Special Needs School,189,56,133,43,30,13,True,13.345,52.469,112,07
07S03,Steinwald-Schule,"Förderschwerp. ""Geistige Entwicklung""",Public,Schule mit sonderpädagogischem Förderschwerpunkt,Tempelhof-Schöneberg,Marienfelde,12277,Hanielweg,7,http://www.steinwald-schule-berlin.de,2024/25,Special Needs School,117,40,77,26,23,3,False,13.365,52.418,237,07
07S04,Marianne-Cohn-Schule,"Förderschwerp. ""Geistige Entwicklung""",Public,Schule mit sonderpädagogischem Förderschwerpunkt,Tempelhof-Schöneberg,Tempelhof,12099,Holzmannstraße,7,https://www.marianne-cohn-schule.de,2024/25,Special Needs School,126,48,78,27,21,6,False,13.418,52.464,70,07
07Y01,Robert-Blum-Gymnasium,Gymnasium,Public,Gymnasium,Tempelhof-Schöneberg,Schöneberg,10829,Kolonnenstraße,21,http://www.robert-blum-schule.de,2024/25,Academic Secondary School,768,450,318,68,49,19,False,13.365,52.485,51,07
07Y02,Rückert-Gymnasium,Gymnasium,Public,Gymnasium,Tempelhof-Schöneberg,Schöneberg,10825,Mettestraße,8,http://www.rueckert-gymnasium.berlin,2024/25,Academic Secondary School,791,398,393,68,34,34,False,13.338,52.48,88,07
07Y03,Rheingau-Gymnasium,Gymnasium,Public,Gymnasium,Tempelhof-Schöneberg,Friedenau,12161,Schwalbacher Straße,3,http://www.rheingau-gymnasium.de,2024/25,Academic Secondary School,725,409,316,60,34,26,False,13.322,52.47,141,07
07Y04,Paul-Natorp-Gymnasium,Gymnasium,Public,Gymnasium,Tempelhof-Schöneberg,Friedenau,12161,Goßlerstraße,13,http://www.natorp.de,2024/25,Academic Secondary School,811,420,391,68,42,26,False,13.324,52.469,141,07
07Y05,Luise-Henriette-Gymnasium,Gymnasium,Public,Gymnasium,Tempelhof-Schöneberg,Mariendorf,12105,Kurfürstenstraße,53,http://www.luise-henriette-berlin.de,2024/25,Academic Secondary School,473,246,227,46,32,14,False,13.384,52.448,138,07
07Y06,Askanisches Gymnasium,Gymnasium,Public,Gymnasium,Tempelhof-Schöneberg,Tempelhof,12103,Kaiserin-Augusta-Straße,19,http://www.askanisches-gymnasium.de,2024/25,Academic Secondary School,741,395,346,57,29,28,False,13.38,52.46,100,07
07Y07,Eckener-Gymnasium,Gymnasium,Public,Gymnasium,Tempelhof-Schöneberg,Mariendorf,12105,Kaiserstraße,17,http://www.eckener-gymnasium.de,2024/25,Academic Secondary School,740,366,374,59,35,24,False,13.38,52.445,166,07
07Y08,Ulrich-von-Hutten-Gymnasium,Gymnasium,Public,Gymnasium,Tempelhof-Schöneberg,Lichtenrade,12307,Rehagener Straße,35,https://www.ulrich-von-hutten-gymnasium.de,2024/25,Academic Secondary School,839,441,398,69,36,33,False,13.403,52.386,321,07
07Y09,Georg-Büchner-Gymnasium,Gymnasium,Public,Gymnasium,Tempelhof-Schöneberg,Lichtenrade,12305,Lichtenrader Damm,224,http://www.gbgonline.de,2024/25,Academic Secondary School,580,317,263,50,26,24,False,13.405,52.393,291,07
08A10,VHS Neukölln - Otto-Suhr / Tannenhofschule,Volkshochschule,Public,Andere Schule,Neukölln,Neukölln,12049,Mahlower Straße,23,https://zbw-neukoelln.de,2024/25,Other School,,,,,,,False,13.422,52.48,44,08
08B01,Annedore-Leber-Oberschule,Berufsschule mit sonderpäd. Aufgaben,Public,Berufsschule,Neukölln,Britz,12359,Paster-Behrens-Straße,88,https://www.aloberlin.de,2024/25,Vocational School,758,245,513,61,35,26,False,13.444,52.443,155,08
08B02,"Lise-Meitner-Schule (OSZ Chemie, Physik und Biologie)",Oberstufenzentrum,Public,Berufsschule,Neukölln,Gropiusstadt,12351,Lipschitzallee,25,https://www.osz-lise-meitner.eu,2024/25,Vocational School,1190,510,680,106,61,45,True,13.473,52.43,222,08
08B04,OSZ Informations- und Medizintechnik,Oberstufenzentrum,Public,Berufsschule,Neukölln,Britz,12359,Haarlemer Straße,23,https://www.oszimt.de,2024/25,Vocational School,2721,498,2223,123,45,78,True,13.453,52.458,134,08
08B05,Carl-Legien-Schule (Schulbetrieb an 01B04),Kombinierte berufliche Schule,Public,Berufsschule,Mitte,Wedding,13349,Schwyzer Straße,6,,2024/25,Vocational School,56,39,17,7,6,1,False,13.353,52.558,110,01
08G01,Rixdorfer Schule (Grundschule),Grundschule,Public,Grundschule,Neukölln,Neukölln,12043,Donaustraße,120,https://rixdorfer.schule.de,2024/25,Primary School,362,171,191,41,28,13,True,13.432,52.485,25,08
08G02,Theodor-Storm-Schule (Grundschule),Grundschule,Public,Grundschule,Neukölln,Neukölln,12043,Hobrechtstraße,76,https://www.theodor-storm-grundschule.de,2024/25,Primary School,184,85,99,25,17,8,True,13.427,52.487,18,08
08G03,Hans-Fallada-Schule (Grundschule),Grundschule,Public,Grundschule,Neukölln,Neukölln,12059,Harzer Straße,73,https://www.hans-fallada-schule.de,2024/25,Primary School,439,211,228,45,34,11,True,13.452,52.484,60,08
08G05,Elbe-Schule (Grundschule),Grundschule,Public,Grundschule,Neukölln,Neukölln,12045,Elbestraße,11,http://www.elbeschule.de,2024/25,Primary School,248,110,138,29,19,10,True,13.44,52.484,35,08
08G06,Karl-Weise-Schule (Grundschule),Grundschule,Public,Grundschule,Neukölln,Neukölln,12049,Weisestraße,20,https://karl-weise-schule.de,2024/25,Primary School,370,196,174,29,19,10,False,13.424,52.476,49,08
08G07,Hermann-Boddin-Schule (Grundschule),Grundschule,Public,Grundschule,Neukölln,Neukölln,12053,Boddinstraße,55,https://boddin-schule.de,2024/25,Primary School,270,130,140,26,18,8,True,13.431,52.48,44,08
08G08,Karlsgarten-Schule (Grundschule),Grundschule,Public,Grundschule,Neukölln,Neukölln,12049,Karlsgartenstraße,7,http://www.karlsgarten.de,2024/25,Primary School,482,218,264,40,31,9,False,13.421,52.482,24,08
08G09,Regenbogen-Schule (Grundschule),Grundschule,Public,Grundschule,Neukölln,Neukölln,12053,Morusstraße,32,https://regenbogen-grundschule.de,2024/25,Primary School,514,239,275,41,37,4,False,13.433,52.476,59,08
08G11,Schliemann-Grundschule,Grundschule,Public,Grundschule,Neukölln,Rudow,12355,Groß-Ziethener Chaussee,81,http://www.schliemann-grundschule.de,2024/25,Primary School,622,331,291,44,34,10,False,13.485,52.412,281,08
08G12,Peter-Petersen-Schule (Grundschule),Grundschule,Public,Grundschule,Neukölln,Neukölln,12053,Jonasstraße,15,https://www.pps-berlin.de,2024/25,Primary School,296,128,168,24,19,5,False,13.436,52.472,75,08
08G13,Bruno-Taut-Schule (Grundschule),Grundschule,Public,Grundschule,Neukölln,Britz,12359,Bruno-Taut-Ring,9C,https://bruno-taut-schule.de,2024/25,Primary School,535,245,290,41,34,7,False,13.449,52.441,155,08
08G14,Konrad-Agahd-Schule (Grundschule),Grundschule,Public,Grundschule,Neukölln,Neukölln,12053,Thomasstraße,39,http://www.agahd.net,2024/25,Primary School,254,126,128,23,15,8,True,13.435,52.473,59,08
08G15,Hermann-Sander-Schule (Grundschule),Grundschule,Public,Grundschule,Neukölln,Neukölln,12051,Mariendorfer Weg,69,http://www.hermann-sander-schule.de,2024/25,Primary School,577,283,294,42,28,14,True,13.43,52.464,84,08
08G16,Hugo-Heimann-Schule (Grundschule),Grundschule,Public,Grundschule,Neukölln,Gropiusstadt,12353,Hugo-Heimann-Straße,20,http://www.hugoheimannschule.de,2024/25,Primary School,349,174,175,30,25,5,True,13.457,52.425,214,08
08G17,Richard-Schule (Grundschule),Grundschule,Public,Grundschule,Neukölln,Neukölln,12055,Richardplatz,14,http://www.richard-grundschule.de,2024/25,Primary School,568,321,247,47,32,15,False,13.444,52.473,76,08
08G18,Eduard-Mörike-Schule (Grundschule),Grundschule,Public,Grundschule,Neukölln,Neukölln,12059,Stuttgarter Straße,35,http://www.ems-neukoelln.de,2024/25,Primary School,302,151,151,28,18,10,True,13.45,52.478,71,08
08G19,Herman-Nohl-Schule (Grundschule),Grundschule,Public,Grundschule,Neukölln,Britz,12347,Hannemannstraße,68,https://www.herman-nohl.de,2024/25,Primary School,496,246,250,51,37,14,False,13.439,52.454,134,08
08G20,Sonnen-Schule (Grundschule),Grundschule,Public,Grundschule,Neukölln,Neukölln,12057,Dammweg,228,https://sonnen-grundschule.de,2024/25,Primary School,328,165,163,31,19,12,True,13.467,52.472,96,08
08G21,Silberstein-Schule (Grundschule),Grundschule,Public,Grundschule,Neukölln,Neukölln,12051,Silbersteinstraße,42,https://www.silberstein-schule.de,2024/25,Primary School,337,154,183,27,20,7,True,13.435,52.467,83,08
08G22,Schule am Regenweiher (Grundschule),Grundschule,Public,Grundschule,Neukölln,Gropiusstadt,12351,Johannisthaler Chaussee,328,http://www.schule-am-regenweiher.de,2024/25,Primary School,382,202,180,32,30,2,True,13.451,52.43,193,08
08G23,Zürich-Schule (Grundschule),Grundschule,Public,Grundschule,Neukölln,Britz,12347,Wederstraße,49,https://www.zuerich-schule-berlin.de,2024/25,Primary School,380,200,180,36,32,4,False,13.438,52.462,101,08
08G24,Schule am Teltowkanal (Grundschule),Grundschule,Public,Grundschule,Neukölln,Britz,12347,Rungiusstraße,46,http://www.schule-am-teltowkanal.de,2024/25,Primary School,379,188,191,37,28,9,True,13.441,52.459,114,08
08G25,Michael-Ende-Schule (Grundschule),Grundschule,Public,Grundschule,Neukölln,Rudow,12355,Neuhofer Straße,41,http://www.michael-ende-schule-berlin.de,2024/25,Primary School,431,230,201,35,32,3,False,13.51,52.413,296,08
08G26,Christoph-Ruden-Schule (Grundschule),Grundschule,Public,Grundschule,Neukölln,Buckow,12349,An den Achterhöfen,13,https://christoph-ruden-schule.de,2024/25,Primary School,310,154,156,30,24,6,True,13.435,52.421,221,08
08G27,Oskar-Heinroth-Schule (Grundschule),Grundschule,Public,Grundschule,Neukölln,Britz,12359,Rohrdommelweg,1,https://oskar-heinroth-schule.de,2024/25,Primary School,651,338,313,51,36,15,False,13.472,52.44,194,08
08G28,Matthias-Claudius-Schule (Grundschule),Grundschule,Public,Grundschule,Neukölln,Rudow,12355,Köpenicker Straße,148,http://www.mcgs.berlin,2024/25,Primary School,595,275,320,42,35,7,False,13.501,52.42,268,08
08G29,Wetzlar-Schule (Grundschule),Grundschule,Public,Grundschule,Neukölln,Britz,12351,Tischlerzeile,34,https://www.wetzlar-schule.de,2024/25,Primary School,413,212,201,37,31,6,False,13.443,52.431,187,08
08G30,Schule am Sandsteinweg (Grundschule),Grundschule,Public,Grundschule,Neukölln,Buckow,12349,Hornblendeweg,2,http://www.sams.gs,2024/25,Primary School,758,383,375,46,38,8,False,13.405,52.419,213,08
08G31,Janusz-Korczak-Schule (Grundschule),Grundschule,Public,Grundschule,Neukölln,Gropiusstadt,12353,Wildhüterweg,5,https://jkgs-berlin.de,2024/25,Primary School,326,148,178,29,22,7,False,13.457,52.421,219,08
