detail_url	raw_info
https://www.immowelt.de/expose/66bf60fa-af62-4755-a418-af0c45200ee6?ln=classified_search_results&serp_view=list&search=distributionTypes%3DRent%26estateTypes%3DHouse%2CApartment%26locations%3DAD08DE8634%26projectTypes%3DNew_Build%2CFlatsharing%2CStock&m=classified_search_results_classified_classified_detail_XL	Wohnung zur Miete 1.349 € 2 Zimmer 49,4 m² 3. Geschoss Friedenauer Höhe 18 Friedenau Berlin 12159
https://www.immowelt.de/expose/db1d6e5d-cc24-414a-9a99-7e2481a6c065?ln=classified_search_results&serp_view=list&search=distributionTypes%3DRent%26estateTypes%3DHouse%2CApartment%26locations%3DAD08DE8634%26projectTypes%3DNew_Build%2CFlatsharing%2CStock&m=classified_search_results_classified_classified_detail_XL	Wohnung zur Miete 1.607 € 2 Zimmer 62 m² 4. Geschoss frei ab 01.11.2025 Schönhauser Allee 44 Prenzlauer Berg Berlin 10435
https://www.immowelt.de/expose/0cf7830f-74c2-43bd-917e-444b7e5266a8?ln=classified_search_results&serp_view=list&search=distributionTypes%3DRent%26estateTypes%3DHouse%2CApartment%26locations%3DAD08DE8634%26projectTypes%3DNew_Build%2CFlatsharing%2CStock&m=classified_search_results_classified_classified_detail_XL	Wohnung zur Miete 940 € 4 Zimmer 81,7 m² 5. Geschoss frei ab sofort Hugo-Cassirer-Str. 45 Spandau Berlin 13587
https://www.immowelt.de/expose/a73dacf2-9970-4f38-8f12-62d651adab1e?ln=classified_search_results&serp_view=list&search=distributionTypes%3DRent%26estateTypes%3DHouse%2CApartment%26locations%3DAD08DE8634%26projectTypes%3DNew_Build%2CFlatsharing%2CStock&m=classified_search_results_classified_classified_detail_XL	Wohnung zur Miete 2.099 € 5 Zimmer 141,9 m² EG Abendseglersteig 50 Wilhelmshagen Berlin 12589
https://www.immowelt.de/expose/731f8257-8da0-494f-90d6-3796efd0da15?ln=classified_search_results&serp_view=list&search=distributionTypes%3DRent%26estateTypes%3DHouse%2CApartment%26locations%3DAD08DE8634%26projectTypes%3DNew_Build%2CFlatsharing%2CStock&m=classified_search_results_classified_classified_detail_XL	Wohnung zur Miete 1.300 € 2 Zimmer 56 m² 1. Geschoss frei ab 01.10.2025 Altonaer Strasse 10 Hansaviertel Berlin 10557
https://www.immowelt.de/expose/6819e888-e027-49e6-a6b5-80a4fa77ef8c?ln=classified_search_results&serp_view=list&search=distributionTypes%3DRent%26estateTypes%3DHouse%2CApartment%26locations%3DAD08DE8634%26projectTypes%3DNew_Build%2CFlatsharing%2CStock&m=classified_search_results_classified_classified_detail_XL	Bungalow zur Miete 2.050 € 3 Zimmer 88 m² frei ab sofort Kadetteweg1 Zehlendorf Berlin 12205
https://www.immowelt.de/expose/48b02494-b932-42fb-bd9e-3a81ed2f9795?ln=classified_search_results&serp_view=list&search=distributionTypes%3DRent%26estateTypes%3DHouse%2CApartment%26locations%3DAD08DE8634%26projectTypes%3DNew_Build%2CFlatsharing%2CStock&m=classified_search_results_classified_classified_detail_XL	WG-Zimmer zur Miete Wohnen auf Zeit 1.199 € 20 m² frei ab sofort Leibnizstraße 3-4 Charlottenburg Berlin 10625
https://www.immowelt.de/projekte/expose/k25f932?ln=classified_search_results&serp_view=list&search=distributionTypes%3DRent%26estateTypes%3DHouse%2CApartment%26locations%3DAD08DE8634%26projectTypes%3DNew_Build%2CFlatsharing%2CStock&m=classified_search_results_classified_classified_detail_XL	Wohnung zur Miete - Erstbezug 1.520 € 2 Zimmer 67,5 m² 3. Geschoss George-Stephenson-Straße 18 Moabit Berlin 10557
https://www.immowelt.de/expose/fb32adca-5d67-4f8a-a6a2-3e916aed05bc?ln=classified_search_results&serp_view=list&search=distributionTypes%3DRent%26estateTypes%3DHouse%2CApartment%26locations%3DAD08DE8634%26projectTypes%3DNew_Build%2CFlatsharing%2CStock&m=classified_search_results_classified_classified_detail_XL	Wohnung zur Miete 2.772 € 4 Zimmer 178 m² frei ab 01.09.2025 Stallupöner Allee 33 Westend Berlin 14055
https://www.immowelt.de/projekte/expose/k25f932?ln=classified_search_results&serp_view=list&search=distributionTypes%3DRent%26estateTypes%3DHouse%2CApartment%26locations%3DAD08DE8634%26projectTypes%3DNew_Build%2CFlatsharing%2CStock&m=classified_search_results_classified_classified_detail_XL	Wohnung zur Miete - Erstbezug 1.800 € 3 Zimmer 85,6 m² 1. Geschoss George-Stephenson-Straße 10 Moabit Berlin 10557
https://www.immowelt.de/expose/4bcc57cd-5325-47cc-9fa2-f9a5cd322510?ln=classified_search_results&serp_view=list&search=distributionTypes%3DRent%26estateTypes%3DHouse%2CApartment%26locations%3DAD08DE8634%26projectTypes%3DNew_Build%2CFlatsharing%2CStock&m=classified_search_results_classified_classified_detail_XL	Wohnung zur Miete 849 € 2 Zimmer 53,1 m² 1. Geschoss Antaresstraße 3 Schönefeld 12529
https://www.immowelt.de/expose/37f3a422-456a-4108-9aee-8e5e49d9bbf6?ln=classified_search_results&serp_view=list&search=distributionTypes%3DRent%26estateTypes%3DHouse%2CApartment%26locations%3DAD08DE8634%26projectTypes%3DNew_Build%2CFlatsharing%2CStock&m=classified_search_results_classified_classified_detail_XL	Wohnung zur Miete 521 € 2 Zimmer 53,3 m² EG frei ab sofort Gorgasring 35 Haselhorst Berlin 13599
https://www.immowelt.de/expose/fbff63bf-ef04-4ba5-9eec-670e2f976afa?ln=classified_search_results&serp_view=list&search=distributionTypes%3DRent%26estateTypes%3DHouse%2CApartment%26locations%3DAD08DE8634%26projectTypes%3DNew_Build%2CFlatsharing%2CStock&m=classified_search_results_classified_classified_detail_XL	Wohnung zur Miete - Erstbezug 2.518 € 3 Zimmer 93,8 m² 1. Geschoss frei ab 01.10.2025 Ingrid-Reschke-Straße 5 Lichtenberg Berlin 10317
https://www.immowelt.de/expose/110bf91e-cfb4-4e20-adb6-9af1656078c5?ln=classified_search_results&serp_view=list&search=distributionTypes%3DRent%26estateTypes%3DHouse%2CApartment%26locations%3DAD08DE8634%26projectTypes%3DNew_Build%2CFlatsharing%2CStock&m=classified_search_results_classified_classified_detail_XL	Wohnung zur Miete - Erstbezug 1.870 € 3 Zimmer 83,9 m² Dachgeschoss, 4. Geschoss frei ab 01.09.2025 Markgrafenstr 12 Mariendorf Berlin 12105
https://www.immowelt.de/expose/108092f6-c8fa-47b8-b932-0532778b2e87?ln=classified_search_results&serp_view=list&search=distributionTypes%3DRent%26estateTypes%3DHouse%2CApartment%26locations%3DAD08DE8634%26projectTypes%3DNew_Build%2CFlatsharing%2CStock&m=classified_search_results_classified_classified_detail_XL	Wohnung zur Miete - Erstbezug 1.820 € 3 Zimmer 83,1 m² 3. Geschoss frei ab 01.09.2025 Markgrafenstr 12 Mariendorf Berlin 12105
https://www.immowelt.de/expose/36cd260e-4472-4167-b094-76a3eda238b0?ln=classified_search_results&serp_view=list&search=distributionTypes%3DRent%26estateTypes%3DHouse%2CApartment%26locations%3DAD08DE8634%26projectTypes%3DNew_Build%2CFlatsharing%2CStock&m=classified_search_results_classified_classified_detail_XL	Wohnung zur Miete - Erstbezug 1.404 € 3 Zimmer 65,4 m² 3. Geschoss frei ab 01.09.2025 Carl-Spindler-Straße 19 Köpenick Berlin 12555
https://www.immowelt.de/expose/47a4cb26-0f53-4e25-8a7b-3290ccd48100?ln=classified_search_results&serp_view=list&search=distributionTypes%3DRent%26estateTypes%3DHouse%2CApartment%26locations%3DAD08DE8634%26projectTypes%3DNew_Build%2CFlatsharing%2CStock&m=classified_search_results_classified_classified_detail_XL	Studio zur Miete 540 € 1 Zimmer 10 m² 5. Geschoss frei ab 01.10.2025 Ostendstraße Oberschöneweide Berlin 12459
https://www.immowelt.de/expose/9aafc0b4-5c54-4362-8aeb-98721d245eea?ln=classified_search_results&serp_view=list&search=distributionTypes%3DRent%26estateTypes%3DHouse%2CApartment%26locations%3DAD08DE8634%26projectTypes%3DNew_Build%2CFlatsharing%2CStock&m=classified_search_results_classified_classified_detail_XL	Studio zur Miete 1.795 € 4 Zimmer 89,8 m² 2. Geschoss frei ab sofort Oranienstraße Kreuzberg Berlin 10999
https://www.immowelt.de/expose/aa150553-6933-4f05-9ced-693fcdeb1d2b?ln=classified_search_results&serp_view=list&search=distributionTypes%3DRent%26estateTypes%3DHouse%2CApartment%26locations%3DAD08DE8634%26projectTypes%3DNew_Build%2CFlatsharing%2CStock&m=classified_search_results_classified_classified_detail_XL	Studio zur Miete 1.645 € 3 Zimmer 85,8 m² 4. Geschoss frei ab sofort Friedrichshain Berlin 10243
