detail_url	raw_info
https://www.immowelt.de/projekte/expose/k25f932?ln=classified_search_results&serp_view=list&search=distributionTypes%3DRent%26estateTypes%3DHouse%2CApartment%26locations%3DAD08DE8634%26projectTypes%3DNew_Build%2CFlatsharing%2CStock&m=classified_search_results_classified_classified_detail_XL	Wohnung zur Miete - Erstbezug 2.020 € 3 Zimmer 87,8 m² 4. Geschoss Heidestraße 39 Moabit Berlin 10557
https://www.immowelt.de/expose/29290c8b-1ceb-4ff0-b1fd-36c6fd2bab22?ln=classified_search_results&serp_view=list&search=distributionTypes%3DRent%26estateTypes%3DHouse%2CApartment%26locations%3DAD08DE8634%26projectTypes%3DNew_Build%2CFlatsharing%2CStock&m=classified_search_results_classified_classified_detail_XL	Wohnung zur Miete 759 € 1,5 Zimmer 42,3 m² 4. Geschoss frei ab 01.11.2025 Pohleseestr. 10 Haselhorst Berlin 13599
https://www.immowelt.de/expose/b00e0107-e4c1-41e5-b2b4-7fefd35fa9e4?ln=classified_search_results&serp_view=list&search=distributionTypes%3DRent%26estateTypes%3DHouse%2CApartment%26locations%3DAD08DE8634%26projectTypes%3DNew_Build%2CFlatsharing%2CStock&m=classified_search_results_classified_classified_detail_XL	Wohnung zur Miete 1.010 € 2 Zimmer 56,3 m² 3. Geschoss frei ab 01.09.2025 Zernseestr. 7 Haselhorst Berlin 13599
https://www.immowelt.de/expose/e81d0e0b-5e1a-4fe9-b8d4-9c42b87a95ab?ln=classified_search_results&serp_view=list&search=distributionTypes%3DRent%26estateTypes%3DHouse%2CApartment%26locations%3DAD08DE8634%26projectTypes%3DNew_Build%2CFlatsharing%2CStock&m=classified_search_results_classified_classified_detail_XL	Wohnung zur Miete 1.013 € 2 Zimmer 59,9 m² 2. Geschoss frei ab sofort Daumstr. 201 Haselhorst Berlin 13599
https://www.immowelt.de/projekte/expose/k25f932?ln=classified_search_results&serp_view=list&search=distributionTypes%3DRent%26estateTypes%3DHouse%2CApartment%26locations%3DAD08DE8634%26projectTypes%3DNew_Build%2CFlatsharing%2CStock&m=classified_search_results_classified_classified_detail_XL	Wohnung zur Miete - Erstbezug 1.800 € 2 Zimmer 82,4 m² 7. Geschoss George-Stephenson-Straße 20 Moabit Berlin 10557
https://www.immowelt.de/expose/d2ef72a4-b838-4db8-b632-fbfaab8ddc2d?ln=classified_search_results&serp_view=list&search=distributionTypes%3DRent%26estateTypes%3DHouse%2CApartment%26locations%3DAD08DE8634%26projectTypes%3DNew_Build%2CFlatsharing%2CStock&m=classified_search_results_classified_classified_detail_XL	Wohnung zur Miete 772 € 1 Zimmer 25,2 m² 2. Geschoss Friedrich-Karl-Straße 22 Tempelhof Berlin 12103
https://www.immowelt.de/expose/54e3d11a-8ff9-4cc3-af0e-c1c48319727e?ln=classified_search_results&serp_view=list&search=distributionTypes%3DRent%26estateTypes%3DHouse%2CApartment%26locations%3DAD08DE8634%26projectTypes%3DNew_Build%2CFlatsharing%2CStock&m=classified_search_results_classified_classified_detail_XL	Wohnung zur Miete 774 € 1 Zimmer 23,8 m² 2. Geschoss Friedrich-Karl-Straße 22 Tempelhof Berlin 12103
https://www.immowelt.de/expose/7af1ff23-8f56-4ae0-ad17-7bdf5808cf27?ln=classified_search_results&serp_view=list&search=distributionTypes%3DRent%26estateTypes%3DHouse%2CApartment%26locations%3DAD08DE8634%26projectTypes%3DNew_Build%2CFlatsharing%2CStock&m=classified_search_results_classified_classified_detail_XL	Wohnung zur Miete 734 € 1 Zimmer 25,2 m² 1. Geschoss Friedrich-Karl-Straße 22 Tempelhof Berlin 12103
https://www.immowelt.de/projekte/expose/k25f932?ln=classified_search_results&serp_view=list&search=distributionTypes%3DRent%26estateTypes%3DHouse%2CApartment%26locations%3DAD08DE8634%26projectTypes%3DNew_Build%2CFlatsharing%2CStock&m=classified_search_results_classified_classified_detail_XL	Wohnung zur Miete - Erstbezug 1.235 € 2 Zimmer 58,5 m² 2. Geschoss Lisa-Fittko-Straße 11 Moabit Berlin 10557
https://www.immowelt.de/expose/fb7e4200-ed41-4f72-985d-abce65e0e179?ln=classified_search_results&serp_view=list&search=distributionTypes%3DRent%26estateTypes%3DHouse%2CApartment%26locations%3DAD08DE8634%26projectTypes%3DNew_Build%2CFlatsharing%2CStock&m=classified_search_results_classified_classified_detail_XL	Wohnung zur Miete 949 € 2 Zimmer 62,6 m² 2. Geschoss Albert-Schweitzer-Straße 16 Hennigsdorf 16761
https://www.immowelt.de/projekte/expose/k25f932?ln=classified_search_results&serp_view=list&search=distributionTypes%3DRent%26estateTypes%3DHouse%2CApartment%26locations%3DAD08DE8634%26projectTypes%3DNew_Build%2CFlatsharing%2CStock&m=classified_search_results_classified_classified_detail_XL	Wohnung zur Miete - Erstbezug 1.120 € 1 Zimmer 47,8 m² 6. Geschoss Lisa-Fittko-Straße 11 Moabit Berlin 10557
https://www.immowelt.de/expose/60a4680b-c666-42f8-bb1d-f5fafed454a2?ln=classified_search_results&serp_view=list&search=distributionTypes%3DRent%26estateTypes%3DHouse%2CApartment%26locations%3DAD08DE8634%26projectTypes%3DNew_Build%2CFlatsharing%2CStock&m=classified_search_results_classified_classified_detail_XL	Wohnung zur Miete - Erstbezug 1.840 € 2 Zimmer 76,6 m² Dachgeschoss, 6. Geschoss Nehringstraße 13 Charlottenburg Berlin 14059
https://www.immowelt.de/expose/704da7fe-d6f9-46c7-bef8-0d5108511a66?ln=classified_search_results&serp_view=list&search=distributionTypes%3DRent%26estateTypes%3DHouse%2CApartment%26locations%3DAD08DE8634%26projectTypes%3DNew_Build%2CFlatsharing%2CStock&m=classified_search_results_classified_classified_detail_XL	Wohnung zur Miete 973 € 2 Zimmer 48,7 m² EG frei ab sofort Plauer-See-Str. 11 Haselhorst Berlin 13599
