trip_id,arrival_time,departure_time,route_id,service_id,direction_id,agency_id,route_short_name,route_type,agency_name,agency_url,stop_lat,stop_lon,zone_id
262718855,9:11:00,9:11:00,15068_3,274,0,32,848,bus,oberhavel_verkehrsgesellschaft_mbh,https://www.ovg-online.de,53.187947,13.090547,"4051_steinförde,_brücke"
262718855,9:16:00,9:16:00,15068_3,274,0,32,848,bus,oberhavel_verkehrsgesellschaft_mbh,https://www.ovg-online.de,53.194556,13.043504,"4051_steinförde,_großmenow"
262718850,11:15:00,11:15:00,15068_3,274,0,32,848,bus,oberhavel_verkehrsgesellschaft_mbh,https://www.ovg-online.de,53.176475,13.141332,"4052_fürstenberg_(havel),_schule"
262718850,11:18:00,11:18:00,15068_3,274,0,32,848,bus,oberhavel_verkehrsgesellschaft_mbh,https://www.ovg-online.de,53.186056,13.140349,"4052_fürstenberg_(havel),_bahnhof"
262718850,11:19:00,11:19:00,15068_3,274,0,32,848,bus,oberhavel_verkehrsgesellschaft_mbh,https://www.ovg-online.de,53.18523,13.144512,"4052_fürstenberg_(havel),_markt"
262718850,11:21:00,11:21:00,15068_3,274,0,32,848,bus,oberhavel_verkehrsgesellschaft_mbh,https://www.ovg-online.de,53.191016,13.141724,"4052_fürstenberg_(havel),_tunnel"
262718850,11:22:00,11:22:00,15068_3,274,0,32,848,bus,oberhavel_verkehrsgesellschaft_mbh,https://www.ovg-online.de,53.190993,13.128139,"4052_fürstenberg_(havel),_röblinsee_nord"
262718850,11:24:00,11:24:00,15068_3,274,0,32,848,bus,oberhavel_verkehrsgesellschaft_mbh,https://www.ovg-online.de,53.193811,13.106253,"4051_fürstenberg_(havel),_steinhavelmühle"
262718850,11:26:00,11:26:00,15068_3,274,0,32,848,bus,oberhavel_verkehrsgesellschaft_mbh,https://www.ovg-online.de,53.199697,13.082898,"4051_steinförde,_kleinmenow"
262718850,11:29:00,11:29:00,15068_3,274,0,32,848,bus,oberhavel_verkehrsgesellschaft_mbh,https://www.ovg-online.de,53.187947,13.090547,"4051_steinförde,_brücke"
262718850,11:34:00,11:34:00,15068_3,274,0,32,848,bus,oberhavel_verkehrsgesellschaft_mbh,https://www.ovg-online.de,53.194556,13.043504,"4051_steinförde,_großmenow"
262718839,11:34:00,11:34:00,15068_3,274,1,32,848,bus,oberhavel_verkehrsgesellschaft_mbh,https://www.ovg-online.de,53.194556,13.043504,"4051_steinförde,_großmenow"
262718839,11:39:00,11:39:00,15068_3,274,1,32,848,bus,oberhavel_verkehrsgesellschaft_mbh,https://www.ovg-online.de,53.187947,13.090547,"4051_steinförde,_brücke"
262718839,11:42:00,11:42:00,15068_3,274,1,32,848,bus,oberhavel_verkehrsgesellschaft_mbh,https://www.ovg-online.de,53.199697,13.082898,"4051_steinförde,_kleinmenow"
262718839,11:44:00,11:44:00,15068_3,274,1,32,848,bus,oberhavel_verkehrsgesellschaft_mbh,https://www.ovg-online.de,53.193762,13.106328,"4051_fürstenberg_(havel),_steinhavelmühle"
262718839,11:46:00,11:46:00,15068_3,274,1,32,848,bus,oberhavel_verkehrsgesellschaft_mbh,https://www.ovg-online.de,53.190969,13.12802,"4052_fürstenberg_(havel),_röblinsee_nord"
262718839,11:48:00,11:48:00,15068_3,274,1,32,848,bus,oberhavel_verkehrsgesellschaft_mbh,https://www.ovg-online.de,53.186056,13.140349,"4052_fürstenberg_(havel),_bahnhof"
262718834,11:36:00,11:36:00,15068_3,1132,1,32,848,bus,oberhavel_verkehrsgesellschaft_mbh,https://www.ovg-online.de,53.194556,13.043504,"4051_steinförde,_großmenow"
262718834,11:41:00,11:41:00,15068_3,1132,1,32,848,bus,oberhavel_verkehrsgesellschaft_mbh,https://www.ovg-online.de,53.187947,13.090547,"4051_steinförde,_brücke"
262718834,11:44:00,11:44:00,15068_3,1132,1,32,848,bus,oberhavel_verkehrsgesellschaft_mbh,https://www.ovg-online.de,53.199697,13.082898,"4051_steinförde,_kleinmenow"
