,index,stop_id,district_id,name,address,latitude,longitude,neighborhood,district
515,520,900066407,11006006,Drakestr./Ringstr. (Berlin),"Drakestraße 25, 12205 Berlin, Germany",52.440219,13.299792,Dahlem,Steglitz-Zehlendorf
516,521,900093153,11012012,Drewitzer Str. (Berlin),"Drewitzer Str., 13467 Berlin, Germany",52.616974,13.301626,Hermsdorf,Reinickendorf
517,522,900020153,11005005,DRK-Kliniken Westend (Berlin),"DRK-Kliniken Westend, 14050 Berlin, Germany",52.518713,13.276429,Siemensstadt,Spandau
518,523,900081254,11008008,Dröpkeweg (Berlin),"Dröpkeweg, 12353 Berlin, Germany",52.41958,13.44886,Buckow,Neukölln
519,524,900051253,11004004,Drosselweg (Berlin),"Pacelliallee 51, 14195 Berlin, Germany",52.461209,13.287495,Grunewald,Charlottenburg-Wilmersdorf
520,525,900195516,11009009,Drössestr. (Berlin),"Drössestr., 12524 Berlin, Germany",52.415534,13.559365,Altglienicke,Treptow-Köpenick
521,526,900085106,11012012,Dubliner Str. (Berlin),"Dubliner Str., 13407 Berlin, Germany",52.562265,13.348361,Reinickendorf,Reinickendorf
522,527,900068102,11002002,Dudenstr./Katzbachstr. (Berlin),"Dudenstraße/Boelckestraße, 10965 Berlin, Germany",52.48494,13.376785,Kreuzberg,Friedrichshain-Kreuzberg
523,528,900041252,11004004,Düsseldorfer Str. (Berlin),"Düsseldorfer Str., 10707 Berlin, Germany",52.496977,13.311631,Halensee,Charlottenburg-Wilmersdorf
524,529,900027404,11005005,Dyrotzer Str. (Berlin),"Seegefelder Str. 219, 13583 Berlin, Germany",52.541617,13.168064,Falkenhagener Feld,Spandau
525,530,900150010,11011011,Degnerstr./Suermondtstr. (Berlin),"Degnerstraße/Suermondtstraße, 13053 Berlin, Germany",52.549842,13.497807,Alt-Hohenschönhausen,Lichtenberg
526,531,900142555,11003003,Ditfurter Str. (Berlin),"Ditfurter Str., 13129 Berlin, Germany",52.600433,13.45838,Blankenburg,Pankow
527,532,900044206,11004004,Durlacher Str. (Berlin),"Bundesallee 55, 10715 Berlin, Germany",52.48165,13.329439,Wilmersdorf,Charlottenburg-Wilmersdorf
528,533,900049333,11006006,Dahlemer Weg/H.-Laehr-Park (Berlin),"Dahlemer Weg 218, 14167 Berlin, Germany",52.415489,13.27304,Zehlendorf,Steglitz-Zehlendorf
529,534,900130511,11003003,E.-Brändström-Str./Neumannstr. (Berlin),"Elsa-Brändström-Straße 55, 13189 Berlin, Germany",52.559946,13.422333,Pankow,Pankow
530,535,900110509,11003003,Erich-Weinert-Str. (Berlin),"Erich-Weinert-Str., 10409 Berlin, Germany",52.547802,13.428662,Weißensee,Pankow
531,537,900176537,11010010,Eichenhofweg (Berlin),"Eichenhofweg, 12623 Berlin, Germany",52.49099,13.607646,Kaulsdorf,Marzahn-Hellersdorf
532,538,900176534,11010010,Erich-Baron-Weg (Berlin),"Erich-Baron-Weg, 12623 Berlin, Germany",52.483484,13.602207,Kaulsdorf,Marzahn-Hellersdorf
533,539,900120544,11002002,East Side Gallery (Berlin),"Mühlenstraße 29, 10243 Berlin, Germany",52.505957,13.438388,Friedrichshain,Friedrichshain-Kreuzberg
534,540,900037108,11005005,Eckenerweg (Berlin),"Eckenerweg, 13591 Berlin, Germany",52.541698,13.150526,Falkenhagener Feld,Spandau
535,541,900132508,11003003,Edelweißstr. (Berlin),"Edelweißstr., 13158 Berlin, Germany",52.58615,13.368245,Blankenburg,Pankow
536,542,900067202,11006006,Edenkobener Weg (Berlin),"Edenkobener Weg, 12247 Berlin, Germany",52.439877,13.351157,Lankwitz,Steglitz-Zehlendorf
537,543,900079251,11008008,Eduard-Müller-Platz (Berlin),"Eduard-Müller-Platz, 12051 Berlin, Germany",52.466998,13.436851,Neukölln,Neukölln
538,544,900051354,11004004,Edwin-Redslob-Str. (Berlin),"Edwin-Redslob-Str., 14195 Berlin, Germany",52.457963,13.295064,Grunewald,Charlottenburg-Wilmersdorf
539,545,900058156,11007007,Egelingzeile (Berlin),"Egelingzeile, 12103 Berlin, Germany",52.463573,13.36998,Tempelhof,Tempelhof-Schöneberg
540,546,900031155,11005005,Egelpfuhlstr. (Berlin),"Egelpfuhlstr., 13581 Berlin, Germany",52.533581,13.170168,Spandau,Spandau
541,547,900074213,11006006,Egestorffstr. (Berlin),"Egestorffstr., 12277 Berlin, Germany",52.397196,13.381846,Lankwitz,Steglitz-Zehlendorf
542,548,900051355,11004004,Ehrenbergstr. (Berlin),"Ehrenbergstr., 14195 Berlin, Germany",52.448309,13.290767,Grunewald,Charlottenburg-Wilmersdorf
543,549,900131501,11003003,Ehrenmal Schönholz (Berlin),"Germanenstraße 50, 13156 Berlin, Germany",52.579641,13.376057,Niederschönhausen,Pankow
544,550,900086103,11012012,Eichborndamm/Antonienstr. (Berlin),"Auguste-Viktoria-Allee 43, 13403 Berlin, Germany",52.571524,13.312494,Borsigwalde,Reinickendorf
545,551,900191504,11009009,Eichbuschallee (Berlin),"Eichbuschallee (Neue Krugallee), 12437 Berlin, Germany",52.475726,13.487379,Johannisthal,Treptow-Köpenick
546,552,900191005,11009009,Eichbuschallee/Köpenicker Landstr. (Berlin),"Eichbuschallee/Köpenicker Landstraße, 12437 Berlin, Germany",52.474108,13.483882,Johannisthal,Treptow-Köpenick
547,553,900196504,11009009,Eichbuschplatz (Berlin),"Parchwitzer Str. 66, 12526 Berlin, Germany",52.393628,13.582566,Bohnsdorf,Treptow-Köpenick
548,554,900083354,11008008,Eichenauer Weg (Berlin),"Eichenauer Weg, 12355 Berlin, Germany",52.413584,13.501312,Rudow,Neukölln
549,555,900175505,11010010,Eichenstr. (Berlin),"Ulmenstraße 87, 12623 Berlin, Germany",52.48512,13.580957,Kaulsdorf,Marzahn-Hellersdorf
550,556,900190004,11008008,Eichenstr./Puschkinallee (Berlin),"Puschkinallee 50, 12435 Berlin, Germany",52.494505,13.453472,Neukölln,Neukölln
551,557,900183511,11009009,Eichenstr./Waldstr. (Berlin),"Eichenstraße 6, 12589 Berlin, Germany",52.424775,13.722393,Friedrichshagen,Treptow-Köpenick
552,558,900096302,11012012,Eichhorster Weg/Finsterwalder Str. (Berlin),"Eichhorster Weg 46, 13435 Berlin, Germany",52.600083,13.341277,Märkisches Viertel,Reinickendorf
553,559,900160537,11011011,Einbecker Str./Rosenfelder Str. (Berlin),"Einbecker Str. 37, 10317 Berlin, Germany",52.509786,13.503497,Rummelsburg,Lichtenberg
554,560,900110529,11003003,Einsteinpark (Berlin),"Einsteinpark, 10409 Berlin, Germany",52.539028,13.44477,Weißensee,Pankow
555,561,900080171,11008008,Eintrachtsiedlung (Berlin),"Eintrachtsiedlung, 12347 Berlin, Germany",52.454323,13.430774,Britz,Neukölln
556,562,900170537,11010010,Eisenacher Str./Gärten der Welt (Berlin),"Eisenacher Str. 98, 12685 Berlin, Germany",52.540107,13.576777,Marzahn,Marzahn-Hellersdorf
557,563,900055106,11007007,Eisenacher Str./Hohenstaufenstr. (Berlin),"Eisenacher Str./Hohenstaufenstr., 10781 Berlin, Germany",52.494585,13.349179,Schöneberg,Tempelhof-Schöneberg
558,564,900014154,11002002,Eisenbahnstr. (Berlin),"Köpenicker Str. 172, 10997 Berlin, Germany",52.504474,13.434936,Kreuzberg,Friedrichshain-Kreuzberg
559,565,900131500,11003003,Eisenblätterstr. (Berlin),"Eisenblätterstr., 13156 Berlin, Germany",52.582896,13.3746,Niederschönhausen,Pankow
560,566,900041251,11004004,Eisenzahnstr. (Berlin),"Westfälische Str. 80, 10709 Berlin, Germany",52.493453,13.304898,Halensee,Charlottenburg-Wilmersdorf
561,567,900067254,11006006,Eiswaldtstr. (Berlin),"Eiswaldtstraße 1, 12249 Berlin, Germany",52.428578,13.34704,Lankwitz,Steglitz-Zehlendorf
562,568,900028101,11005005,Eiswerderstr. (Berlin),"Neuendorfer Str. 30, 13585 Berlin, Germany",52.547936,13.209801,Falkenhagener Feld,Spandau
563,569,900171523,11010010,Eitelstr. (Berlin),"Oberfeldstraße 53A, 12683 Berlin, Germany",52.525194,13.557055,Biesdorf,Marzahn-Hellersdorf
564,570,900048154,11004004,Elgersburger Str. (Berlin),"Franzensbader Straße/Delbrückstraße, 14193 Berlin, Germany",52.482891,13.285625,Grunewald,Charlottenburg-Wilmersdorf
565,571,900170513,11010010,Elisabethstr./Oberfeldstr. (Berlin),"Elisabethstr./Oberfeldstr., 12683 Berlin, Germany",52.534048,13.559491,Biesdorf,Marzahn-Hellersdorf
566,572,900171501,11010010,Elsenallee (Berlin),"Elsenallee, 12683 Berlin, Germany",52.488698,13.560569,Biesdorf,Marzahn-Hellersdorf
567,573,900076191,11009009,"Elsenstr./Harzer Str. (Berlin,)","Elsenstraße/Harzer Straße, 12059 Berlin, Germany",52.48503,13.448905,Alt-Treptow,Treptow-Köpenick
568,574,900190505,11008008,Elsenstr./Kiefholzstr. (Berlin),"Elsenstraße 97-98, 12435 Berlin, Germany",52.488545,13.453553,Neukölln,Neukölln
569,575,900190100,11008008,Elsenstr./S Treptower Park (Berlin),"Puschkinallee 13, 12435 Berlin, Germany",52.492887,13.458811,Neukölln,Neukölln
570,576,900176013,11010010,Elsenteich (Berlin),"Elsenteich, 12623 Berlin, Germany",52.500411,13.612338,Kaulsdorf,Marzahn-Hellersdorf
571,577,900031152,11005005,Elsflether Weg (Berlin),"Elsflether Weg, 13581 Berlin, Germany",52.533904,13.193648,Spandau,Spandau
572,578,900046203,11004004,Elsterplatz (Berlin),"Hohenzollerndamm 200, 14199 Berlin, Germany",52.479645,13.285356,Schmargendorf,Charlottenburg-Wilmersdorf
573,579,900032254,11005005,Emil-Basdeck-Str. (Berlin),"Emil-Basdeck-Str., 14089 Berlin, Germany",52.493417,13.180182,Gatow,Spandau
574,580,900085208,11001001,Emmentaler Str./Reginhardstr. (Berlin),"Emmentaler Str. 122-130, 13409 Berlin, Germany",52.572396,13.36598,Gesundbrunnen,Mitte
575,581,900067451,11006006,Emmichstr. (Berlin),"Emmichstr., 12249 Berlin, Germany",52.427661,13.355238,Lankwitz,Steglitz-Zehlendorf
576,582,900079253,11008008,Emser Str. (Berlin),"Emser Str. 124, 12051 Berlin, Germany",52.469074,13.435799,Neukölln,Neukölln
577,583,900066353,11006006,Engadiner Weg (Berlin),"Goerzallee 79, 12207 Berlin, Germany",52.425422,13.30284,Lichterfelde,Steglitz-Zehlendorf
578,584,900194516,11009009,Engelhardstr./Pilotenstr. (Berlin),"Engelhardstr./Pilotenstr., 12487 Berlin, Germany",52.446916,13.511138,Baumschulenweg,Treptow-Köpenick
579,585,900096352,11012012,Engelroder Weg (Berlin),"Finsterwalder Brücke, Engelroder Weg, 13435 Berlin, Germany",52.602348,13.347399,Märkisches Viertel,Reinickendorf
580,586,900022151,11004004,Eosanderstr. (Berlin),"Eosanderstr., 10585 Berlin, Germany",52.518272,13.304017,Charlottenburg,Charlottenburg-Wilmersdorf
581,587,900048110,11004004,Erdener Str. (Berlin),"Erdener Str., 14193 Berlin, Germany",52.490208,13.275917,Grunewald,Charlottenburg-Wilmersdorf
582,588,900058155,11007007,Eresburgstr. (Berlin),"Eresburgstr., 12103 Berlin, Germany",52.4668,13.370268,Tempelhof,Tempelhof-Schöneberg
583,589,900161518,11011011,Erieseering (Berlin),"Ontarioseestraße 2, 10319 Berlin, Germany",52.494837,13.520217,Friedrichsfelde,Lichtenberg
584,590,900073257,11006006,Erinnerungsstätte Marienfelde (Berlin),"Erinnerungsstätte Marienfelde, 12277 Berlin, Germany",52.420721,13.36927,Lankwitz,Steglitz-Zehlendorf
585,592,900075101,11008008,Erkstr. (Berlin),"Wildenbruchß, 12045 Berlin, Germany",52.481677,13.440078,Neukölln,Neukölln
586,593,900180527,11009009,Erwin-Bock-Str. (Berlin),"Erwin-Bock-Str., 12559 Berlin, Germany",52.441765,13.599457,Altglienicke,Treptow-Köpenick
587,594,900089304,11012012,Eschachstr./S Tegel (Berlin),"Eschachstr./S Tegel, 13509 Berlin, Germany",52.590339,13.289643,Borsigwalde,Reinickendorf
588,595,900027260,11005005,Eschenweg (Berlin),"Eschenweg, 13587 Berlin, Germany",52.568063,13.210161,Falkenhagener Feld,Spandau
589,596,900069208,11008008,Eschersheimer Str. (Berlin),"Eschersheimer Straße/Oberlandstraße, 12051 Berlin, Germany",52.465191,13.42147,Neukölln,Neukölln
590,597,900023204,11004004,Europa-Center (Berlin),"Europa-Center, 10789 Berlin, Germany",52.503934,13.337259,Charlottenburg,Charlottenburg-Wilmersdorf
591,598,900195522,11009009,Ewaldstr. (Berlin),"Bohnsdorfer Weg 130, 12524 Berlin, Germany",52.405961,13.55131,Altglienicke,Treptow-Köpenick
592,599,900160023,11011011,Emma-Ihrer-Str. (Berlin),"Emma-Ihrer-Str., 10317 Berlin, Germany",52.498954,13.480925,Rummelsburg,Lichtenberg
593,600,900009252,11001001,Exerzierstr. (Berlin),"Exerzierstr., 13347 Berlin, Germany",52.553303,13.370438,Gesundbrunnen,Mitte
594,601,900152007,11011011,Falkenberg (Berlin),"Falkenberg (Berlin), 13059 Berlin, Germany",52.570212,13.526815,Neu-Hohenschönhausen,Lichtenberg
595,602,900181502,11009009,Firlstr. (Berlin),"Firlstraße 40, 12459 Berlin, Germany",52.460849,13.521134,Köpenick,Treptow-Köpenick
596,603,900181003,11009009,Freizeit- und Erholungszentrum (Berlin),"Freizeit- und Erholungszentrum, 12459 Berlin, Germany",52.457514,13.543894,Köpenick,Treptow-Köpenick
597,604,900150501,11011011,Feldtmannstr. (Berlin),"Feldtmannstr. (Berlin), 13051 Berlin, Germany",52.559829,13.495326,Alt-Hohenschönhausen,Lichtenberg
598,605,900170519,11010010,Freizeitforum Marzahn (Berlin),"Freizeitforum Marzahn (Berlin), 12679 Berlin, Germany",52.546678,13.557459,Marzahn,Marzahn-Hellersdorf
599,606,900110018,11001001,Friedrich-Ludwig-Jahn-Sportpark (Berlin),"Eberswalder Str. 3, 10437 Berlin, Germany",52.540871,13.405802,Gesundbrunnen,Mitte
600,607,900140505,11003003,Friesickestr. (Berlin),"Langhansstraße 39, 13086 Berlin, Germany",52.551883,13.440141,Heinersdorf,Pankow
601,608,900110510,11003003,Fröbelstr. (Berlin),"Fröbelstr. (Berlin), 10405 Berlin, Germany",52.541968,13.425857,Prenzlauer Berg,Pankow
602,609,900140012,11003003,Falkenberger Str./Berliner Allee (Berlin),"Falkenberger Str./Berliner Allee, 13088 Berlin, Germany",52.554705,13.467747,Stadtrandsiedlung Malchow,Pankow
603,610,900180006,11010010,Freiheit (Berlin),"Freiheit, 12555 Berlin, Germany",52.446673,13.576094,Biesdorf,Marzahn-Hellersdorf
604,611,900160526,11011011,Fanningerstr. (Berlin),"Berlin, Fanningerstr., 10365 Berlin, Germany",52.514398,13.498274,Alt-Hohen-Schönhausen,Lichtenberg
605,612,900160016,11011011,Freiaplatz (Berlin),"Freiaplatz, 10365 Berlin, Germany",52.515683,13.498616,Alt-Hohen-Schönhausen,Lichtenberg
606,613,900134011,11003003,Französisch Buchholz Kirche (Berlin),"Französisch Buchholz Kirche, 13127 Berlin, Germany",52.60678,13.433534,Französisch Buchholz,Pankow
607,614,900150513,11011011,Freienwalder Str. (Berlin),"Konrad-Wolf-Straße 115, 13055 Berlin, Germany",52.544341,13.493006,Alt-Hohenschönhausen,Lichtenberg
608,615,900186506,11009009,Friedrich-Wolf-Str. (Berlin),"Friedrich-Wolf-Str., 12527 Berlin, Germany",52.424757,13.575006,Grünau,Treptow-Köpenick
609,616,900131508,11003003,Friedrich-Engels-Str./Eichenstr. (Berlin),"Friedrich-Engels-Str./Eichenstr., 13156 Berlin, Germany",52.584981,13.390341,Niederschönhausen,Pankow
610,617,900066106,11006006,Fabeckstr. (Berlin),"Berlin, Fabeckstr., 12203 Berlin, Germany",52.448066,13.30017,Dahlem,Steglitz-Zehlendorf
611,618,900037156,11005005,Fachinger Str. (Berlin),"Fachinger Str., 13591 Berlin, Germany",52.54061,13.132539,Falkenhagener Feld,Spandau
612,619,900142506,11003003,Fafnerstr. (Berlin),"Blankenburger Str. 40, 13089 Berlin, Germany",52.581475,13.445166,Heinersdorf,Pankow
613,620,900183005,11009009,Fahlenbergstr. (Berlin),"Fürstenwalder Allee 345, 12589 Berlin, Germany",52.431328,13.719894,Friedrichshagen,Treptow-Köpenick
614,621,900185002,11009009,Fährallee (Berlin),"Fährallee, 12527 Berlin, Germany",52.347567,13.645418,Grünau,Treptow-Köpenick
615,622,900014155,11002002,Falckensteinstr. (Berlin),"Schlesische Str. 40, 10997 Berlin, Germany",52.500051,13.443952,Kreuzberg,Friedrichshain-Kreuzberg
616,623,900153504,11011011,Falkenberg/Dorfstr. (Berlin),"Falkenberg/Dorfstr., 13057 Berlin, Germany",52.570374,13.536307,Falkenberg,Lichtenberg
617,624,900027455,11005005,Falkenhagener Tor (Berlin),"Falkenhagener Tor, 13583 Berlin, Germany",52.550202,13.190259,Falkenhagener Feld,Spandau
618,625,900090101,11012012,Falkenplatz (Berlin),"Berlin, Falkenplatz, 13505 Berlin, Germany",52.584648,13.22715,Heiligensee,Reinickendorf
619,626,900027302,11005005,Falkenseer Chaussee/Stadtrandstr. (Berlin),"Berlin, Falkenseer Chaussee/Stadtrandstr., 13589 Berlin, Germany",52.553438,13.153637,Falkenhagener Feld,Spandau
620,627,900027401,11005005,Falkenseer Chaussee/Zeppelinstr. (Berlin),"Falkenseer Chaussee 32, 13583 Berlin, Germany",52.547559,13.18473,Falkenhagener Feld,Spandau
621,628,900029103,11005005,Falkenseer Platz (Berlin),"Falkenseer Platz, 13585 Berlin, Germany",52.540988,13.201981,Falkenhagener Feld,Spandau
622,629,900043151,11004004,Fechnerstr. (Berlin),"1. Etage , Fahrstuhl, Uhlandstraße 118, 10717 Berlin, Germany",52.489552,13.322877,Wilmersdorf,Charlottenburg-Wilmersdorf
623,630,900064257,11006006,Feldstr. (Berlin),"Feldstr., 12207 Berlin, Germany",52.415885,13.303694,Lichterfelde,Steglitz-Zehlendorf
624,631,900068251,11008008,Felixstr. (Berlin),"Germaniastraße/Ringbahnstraße, 12099 Berlin, Germany",52.465514,13.394601,Britz,Neukölln
625,632,900001200,11001001,Fennbrücke (Berlin),"Tegeler Str. 4, 13353 Berlin, Germany",52.538399,13.360955,Gesundbrunnen,Mitte
626,633,900037167,11005005,Ferbitzer Weg (Berlin),"Ferbitzer Weg, 13591 Berlin, Germany",52.544422,13.128871,Falkenhagener Feld,Spandau
627,634,900049150,11006006,Fercher Str. (Berlin),"Fercher Str., 14165 Berlin, Germany",52.423337,13.233892,Zehlendorf,Steglitz-Zehlendorf
628,635,900175501,11010010,Feuersteiner Str. (Berlin),"Feuersteiner Str., 12621 Berlin, Germany",52.476077,13.569217,Kaulsdorf,Marzahn-Hellersdorf
629,636,900063100,11006006,Filandastr. (Berlin),"Bergstraße 14, 12169 Berlin, Germany",52.458197,13.331659,Steglitz,Steglitz-Zehlendorf
630,637,900180507,11010010,Filehner Str. (Berlin),"Gehsener Str. 60, 12555 Berlin, Germany",52.465236,13.578934,Biesdorf,Marzahn-Hellersdorf
631,638,900074171,11008008,Finchleystr. (Berlin),"Finchleystr., 12305 Berlin, Germany",52.393771,13.404759,Buckow,Neukölln
632,639,900037191,11005005,Finkenkruger Weg (Berlin),"Berlin, Finkenkruger Weg, 13591 Berlin, Germany",52.539612,13.143137,Falkenhagener Feld,Spandau
633,640,900039154,11005005,Finnenhaus-Siedlung (Berlin),"Finnenhaus-Siedlung, 14089 Berlin, Germany",52.456615,13.148009,Gatow,Spandau
634,641,900096308,11012012,Finsterwalder Str./Dannenwalder Weg (Berlin),"Finsterwalder Str. 1, 13435 Berlin, Germany",52.595957,13.339174,Märkisches Viertel,Reinickendorf
635,642,900050391,11006006,Fischerhüttenstr. (Berlin),"Berlin, Fischerhüttenstr., 14163 Berlin, Germany",52.435922,13.255844,Nikolassee,Steglitz-Zehlendorf
636,643,900100526,11001001,Fischerinsel (Berlin),"Gertraudenstraße 20, 10178 Berlin, Germany",52.514056,13.405856,Mitte,Mitte
637,644,900170500,11011011,Flämingstr. (Berlin),"Flämingstr., 12689 Berlin, Germany",52.569241,13.5691,Falkenberg,Lichtenberg
638,645,900029156,11005005,Flankenschanze (Berlin),"Brieftaubendenkmal, Roonstraße 24, 13585 Berlin, Germany",52.54284,13.19861,Falkenhagener Feld,Spandau
639,646,900025301,11004004,Flatowallee/Olympiastadion (Berlin),"Flatowallee/Olympiastadion, 14055 Berlin, Germany",52.507476,13.241524,Westend,Charlottenburg-Wilmersdorf
640,647,900083171,11008008,Fleischerstr. (Berlin),"Zwickauer Damm 57, 12353 Berlin, Germany",52.419103,13.479289,Buckow,Neukölln
641,648,900083105,11008008,Flurweg/Seidelbastweg (Berlin),"Flurweg 5, 12357 Berlin, Germany",52.43487,13.488035,Gropiusstadt,Neukölln
642,649,900032152,11005005,Földerichplatz (Berlin),"Földerichplatz, 13595 Berlin, Germany",52.52105,13.19345,Spandau,Spandau
643,650,900079152,11008008,Fontanestr./Flughafenstr. (Berlin),"Flughafenstraße 83, 12049 Berlin, Germany",52.480257,13.421165,Neukölln,Neukölln
644,651,900132011,11003003,Fontanestr./Schillerstr. (Berlin),"Fontanestr./Schillerstr., 13158 Berlin, Germany",52.588514,13.359984,Blankenburg,Pankow
645,652,900046151,11004004,Forckenbeckstr. (Berlin),"Forckenbeckstr., 14199 Berlin, Germany",52.481938,13.289688,Schmargendorf,Charlottenburg-Wilmersdorf
646,653,900070306,11008008,Forddamm (Berlin),"Forddamm 1, 12107 Berlin, Germany",52.439122,13.382628,Britz,Neukölln
647,654,900143515,11003003,Forkenzeile (Berlin),"Achillesstraße 78, 13125 Berlin, Germany",52.615706,13.493186,Buch,Pankow
648,655,900089252,11012012,Forstamt Tegel (Berlin),"Ruppiner Ch 237A, 13503 Berlin, Germany",52.604838,13.269741,Heiligensee,Reinickendorf
649,656,900090156,11012012,Försterweg (Berlin),"Försterweg, 13505 Berlin, Germany",52.588685,13.240104,Heiligensee,Reinickendorf
650,657,900077202,11009009,Forsthausallee (Berlin),"Kol.Mariental II 45, 12057 Berlin, Germany",52.460166,13.474848,Baumschulenweg,Treptow-Köpenick
651,658,900050351,11006006,Forststr. (Berlin),"Forststr., 14163 Berlin, Germany",52.440111,13.236301,Nikolassee,Steglitz-Zehlendorf
652,659,900086157,11012012,Foxweg (Berlin),"Foxweg, 13403 Berlin, Germany",52.574122,13.308035,Borsigwalde,Reinickendorf
653,660,900183508,11009009,Frankenbergstr. (Berlin),"Schönblicker Str. 35, 12589 Berlin, Germany",52.436425,13.717072,Friedrichshagen,Treptow-Köpenick
654,661,900027355,11005005,Frankenwaldstr. (Berlin),"Frankenwaldstr., 13589 Berlin, Germany",52.5544,13.174743,Falkenhagener Feld,Spandau
655,662,900021152,11004004,Franklinstr. (Berlin),"Franklinstraße 16, 10587 Berlin, Germany",52.522039,13.328144,Charlottenburg,Charlottenburg-Wilmersdorf
656,663,900160504,11011011,Franz-Jacob-Str. (Berlin),"Storkower Str. 199, 10367 Berlin, Germany",52.52469,13.463054,Lichtenberg,Lichtenberg
657,664,900012158,11002002,Franz-Klühs-Str. (Berlin),"Lindenstraße 100, 10969 Berlin, Germany",52.500419,13.394808,Kreuzberg,Friedrichshain-Kreuzberg
658,665,900080203,11008008,Franz-Körner-Str. (Berlin),"Buschkrugallee 72, 12359 Berlin, Germany",52.457361,13.448761,Rudow,Neukölln
659,666,900120015,11002002,Franz-Mehring-Platz (Berlin),"Franz-Mehring-Platz, 10243 Berlin, Germany",52.513094,13.439179,Friedrichshain,Friedrichshain-Kreuzberg
660,667,900175542,11010010,Franzburger Str. (Berlin),"Franzburger Str., 12621 Berlin, Germany",52.511144,13.59623,Kaulsdorf,Marzahn-Hellersdorf
661,668,900100027,11001001,Französische Str. (Berlin),"Französische Str. 17a, 10117 Berlin, Germany",52.514766,13.389208,Tiergarten,Mitte
662,669,900191502,11009009,Frauenlobstr. (Berlin),"Frauenlobstr., 12437 Berlin, Germany",52.463339,13.484359,Johannisthal,Treptow-Köpenick
663,670,900083152,11008008,Frauenschuhweg (Berlin),"Frauenschuhweg 12, 12357 Berlin, Germany",52.433513,13.491236,Gropiusstadt,Neukölln
664,671,900089458,11012012,Freie Scholle (Berlin),"Schollenhof 3, 13509 Berlin, Germany",52.599984,13.302013,Borsigwalde,Reinickendorf
665,672,900027362,11005005,Freudstr. (Berlin),"Falkenseer Chaussee 155, 13589 Berlin, Germany",52.554148,13.149376,Falkenhagener Feld,Spandau
666,673,900032351,11005005,Freybrücke (Berlin),"Freybrücke, 13595 Berlin, Germany",52.512294,13.200632,Spandau,Spandau
667,674,900180540,11009009,Freystadter Weg (Berlin),"Freystadter Weg 2, 12489 Berlin, Germany",52.447024,13.557387,Adlershof,Treptow-Köpenick
668,675,900060102,11007007,Friedenauer Brücke (Berlin),"Friedenauer Brücke, 12161 Berlin, Germany",52.467393,13.336792,Friedenau,Tempelhof-Schöneberg
669,676,900073243,11006006,Friedenfelser Str. (Berlin),"Hildburghauser Str. 2B, 12279 Berlin, Germany",52.412559,13.36144,Lankwitz,Steglitz-Zehlendorf
670,677,900053151,11005005,Friedenstr. (Berlin),"Friedenstraße 1, 14109 Berlin, Germany",52.41717,13.138733,Kladow,Spandau
671,678,900070304,11008008,Friedenstr./Großbeerenstr. (Berlin),"Großbeerenstraße 15, 12107 Berlin, Germany",52.43781,13.380336,Britz,Neukölln
672,679,900083365,11008008,Friederike-Nadig-Str. (Berlin),"Friederike-Nadig-Str., 12355 Berlin, Germany",52.401017,13.501223,Rudow,Neukölln
673,680,900091153,11012012,Friedhof Heiligensee (Berlin),"Sandhauser Str. 109, 13505 Berlin, Germany",52.597934,13.216049,Heiligensee,Reinickendorf
