,index,stop_id,district_id,name,address,latitude,longitude,neighborhood,district
1299,1310,900002231,11001001,Kruppstr./Rathenower Str. (Berlin),"Kruppstr./Rathenower Str., 10557 Berlin, Germany",52.531172,13.352568,Hansaviertel,Mitte
1300,1311,900044204,11004004,Kufsteiner Str. (Berlin),"Kufsteiner Str., 10715 Berlin, Germany",52.485821,13.336621,Wilmersdorf,Charlottenburg-Wilmersdorf
1301,1312,900005255,11007007,Kulturforum (Berlin),"Kulturforum, 10785 Berlin, Germany",52.507566,13.369369,Schöneberg,Tempelhof-Schöneberg
1302,1313,900083357,11008008,Künnekeweg (Berlin),"Künnekeweg, 12355 Berlin, Germany",52.416047,13.513789,Rudow,Neukölln
1303,1314,900024151,11004004,Kuno-Fischer-Str. (Berlin),"Neue Kantstraße 23-24, 14057 Berlin, Germany",52.506613,13.289778,Westend,Charlottenburg-Wilmersdorf
1304,1315,900039159,11005005,Kurpromenade (Berlin),"Kurpromenade 80, 14089 Berlin, Germany",52.470773,13.123568,Gatow,Spandau
1305,1316,900052305,11006006,Kurstr. (Berlin),"Kurstr., 14129 Berlin, Germany",52.42811,13.218179,Nikolassee,Steglitz-Zehlendorf
1306,1317,900029251,11005005,Kurze Str./Mittelstr. (Berlin),"Kurze Str./Mittelstr., 13585 Berlin, Germany",52.54622,13.200075,Falkenhagener Feld,Spandau
1307,1318,900091104,11012012,Kurzebracker Weg (Berlin),"Kurzebracker Weg, 13503 Berlin, Germany",52.619661,13.222485,Heiligensee,Reinickendorf
1308,1319,900160007,11011011,Köpenicker Chaussee/Blockdammweg (Berlin),"Blockdammweg 8, 10318 Berlin, Germany",52.483439,13.502364,Karlshorst,Lichtenberg
1309,1320,900160536,11011011,Kosanke-Siedlung (Berlin),"Kosanke-Siedlung, 10317 Berlin, Germany",52.497111,13.48488,Rummelsburg,Lichtenberg
1310,1321,900120526,11002002,Kopernikusstr./Warschauer Str. (Berlin),"Warschauer Str. 65, 10243 Berlin, Germany",52.510667,13.452321,Friedrichshain,Friedrichshain-Kreuzberg
1311,1322,900025452,11004004,Kiefernweg (Berlin),"Kiefernweg 1, 14055 Berlin, Germany",52.493597,13.264923,Westend,Charlottenburg-Wilmersdorf
1312,1323,900030191,11005005,Klärwerkstr. (Berlin),"Klärwerkstr., 13597 Berlin, Germany",52.529545,13.23302,Spandau,Spandau
1313,1324,900130503,11003003,Klaustaler Str. (Berlin),"Damerowstraße 50, 13187 Berlin, Germany",52.573448,13.422171,Niederschönhausen,Pankow
1314,1325,900134001,11003003,Kleingartenanlage Lindenhof (Berlin),"Kleingartenanlage Lindenhof, 13127 Berlin, Germany",52.625711,13.432563,Französisch Buchholz,Pankow
1315,1326,900142562,11003003,Königsteinbrücke (Berlin),"Königsteinbrücke, 13129 Berlin, Germany",52.606429,13.451935,Blankenburg,Pankow
1316,1327,900142561,11003003,Königsteinstr. (Berlin),"Königsteinstr., 13129 Berlin, Germany",52.604092,13.45669,Blankenburg,Pankow
1317,1328,900016255,11002002,Kottbusser Brücke (Berlin),"Kottbusser Damm 175, 10967 Berlin, Germany",52.495538,13.420697,Kreuzberg,Friedrichshain-Kreuzberg
1318,1329,900048162,11004004,Kronberger Str. (Berlin),"Kronberger Str., 14199 Berlin, Germany",52.475708,13.279189,Schmargendorf,Charlottenburg-Wilmersdorf
1319,1330,900052155,11004004,Kronprinzessinnenweg/Havelchaussee (Berlin),"Kronprinzessinnenweg/Havelchaussee, 14193 Berlin, Germany",52.443167,13.199284,Grunewald,Charlottenburg-Wilmersdorf
1320,1331,900078253,11008008,Karl-Marx-Platz (Berlin),"Karl-Marx-Platz, 12043 Berlin, Germany",52.474063,13.440419,Neukölln,Neukölln
1321,1332,900135514,11003003,Klinikum Buch/Schwanebecker Chaussee (Berlin),"Schwanebecker Ch 50, 13125 Berlin, Germany",52.633181,13.513322,Buch,Pankow
1322,1333,900131710,11003003,Kuckhoffstr./Waldstr. (Berlin),"Waldstraße 15, 13156 Berlin, Germany",52.583543,13.398656,Niederschönhausen,Pankow
1323,1334,900170013,11010010,Landsberger Allee/Blumberger Damm (Berlin),"Landsberger Allee/Blumberger Damm, 12679 Berlin, Germany",52.546121,13.57204,Marzahn,Marzahn-Hellersdorf
1324,1336,900011201,11001001,Louise-Schroeder-Platz (Berlin),"Louise-Schroeder-Platz, 13359 Berlin, Germany",52.55698,13.365602,Gesundbrunnen,Mitte
1325,1337,900002205,11001001,Lübecker Str. (Berlin),"Lübecker Str. 1, 10559 Berlin, Germany",52.526254,13.345511,Moabit,Mitte
1326,1338,900160018,11011011,Landsberger Allee/Weißenseer Weg (Berlin),"Landsberger Allee 194, 10367 Berlin, Germany",52.532835,13.47634,Lichtenberg,Lichtenberg
1327,1340,900171011,11011011,Landsberger Allee/Rhinstr. (Berlin),"Landsberger Allee 359, 13055 Berlin, Germany",52.535657,13.517484,Alt-Hohenschönhausen,Lichtenberg
1328,1341,900194537,11009009,Landschaftspark Johannisthal (Berlin),"Groß-Berliner Damm 120, 12489 Berlin, Germany",52.437711,13.527076,Adlershof,Treptow-Köpenick
1329,1342,900003257,11001001,Lesser-Ury-Weg (Berlin),"Lesser-Ury-Weg, 10557 Berlin, Germany",52.524187,13.361998,Hansaviertel,Mitte
1330,1343,900160017,11011011,Loeperplatz (Berlin),"Loeperplatz, 10367 Berlin, Germany",52.52007,13.479918,Lichtenberg,Lichtenberg
1331,1344,900003259,11001001,Lüneburger Str. (Berlin),"Lüneburger Str., 10557 Berlin, Germany",52.523126,13.361638,Hansaviertel,Mitte
1332,1345,900176526,11010010,Ledebourstr. (Berlin),"Ledebourstr., 12623 Berlin, Germany",52.493714,13.609677,Kaulsdorf,Marzahn-Hellersdorf
1333,1346,900180520,11009009,Lienhardweg (Berlin),"Lienhardweg (Berlin), 12557 Berlin, Germany",52.421647,13.587968,Köpenick,Treptow-Köpenick
1334,1347,900194517,11009009,Landfliegerstr. (Berlin),"Landfliegerstr., 12487 Berlin, Germany",52.446125,13.514859,Baumschulenweg,Treptow-Köpenick
1335,1348,900049354,11006006,Laehrstr. (Berlin),"Laehrstr., 14167 Berlin, Germany",52.419382,13.264788,Zehlendorf,Steglitz-Zehlendorf
1336,1349,900183501,11009009,Lagunenweg (Berlin),"Lagunenweg, 12589 Berlin, Germany",52.431868,13.714644,Friedrichshagen,Treptow-Köpenick
1337,1350,900078271,11009009,Lahnstr./U Neukölln (Berlin),"Karl-Marx-Straße 241, 12057 Berlin, Germany",52.467663,13.442127,Baumschulenweg,Treptow-Köpenick
1338,1351,900191503,11009009,Lakegrund (Berlin),"Lakegrund, 12437 Berlin, Germany",52.471888,13.490795,Johannisthal,Treptow-Köpenick
1339,1352,900083361,11008008,Lakenfelderweg (Berlin),"Lakenfelderweg, 12355 Berlin, Germany",52.408451,13.481833,Rudow,Neukölln
1340,1353,900175557,11010010,Lammersdorfer Weg (Berlin),"Lammersdorfer Weg, 12621 Berlin, Germany",52.492653,13.569909,Kaulsdorf,Marzahn-Hellersdorf
1341,1354,900085255,11001001,Lampesteig (Berlin),"Lampesteig 11, 13409 Berlin, Germany",52.574293,13.363733,Gesundbrunnen,Mitte
1342,1355,900096471,11012012,Landesarchiv (Berlin),"Eichborndamm 127, 13403 Berlin, Germany",52.580585,13.31795,Borsigwalde,Reinickendorf
1343,1356,900083356,11008008,Landhaussiedlung (Berlin),"Landhaussiedlung, 12355 Berlin, Germany",52.418123,13.502211,Rudow,Neukölln
1344,1357,900043252,11004004,Landhausstr. (Berlin),"Landhausstr., 10715 Berlin, Germany",52.486846,13.328522,Wilmersdorf,Charlottenburg-Wilmersdorf
1345,1358,900180506,11009009,Landjägerstr. (Berlin),"Landjägerstr., 12559 Berlin, Germany",52.443743,13.583761,Altglienicke,Treptow-Köpenick
1346,1359,900082256,11008008,Landreiterweg (Berlin),"Landreiterweg, 12353 Berlin, Germany",52.421755,13.454074,Buckow,Neukölln
1347,1360,900175526,11010010,Landréstr. (Berlin),"Landréstr., 12621 Berlin, Germany",52.514793,13.602935,Kaulsdorf,Marzahn-Hellersdorf
1348,1361,900176506,11010010,Landsberger Str. (Berlin),"Landsberger Str., 12623 Berlin, Germany",52.509472,13.622901,Kaulsdorf,Marzahn-Hellersdorf
1349,1362,900176542,11010010,Landsberger Str./Gewerbegebiet (Berlin),"Landsberger Str. 246, 12623 Berlin, Germany",52.506236,13.621193,Kaulsdorf,Marzahn-Hellersdorf
1350,1363,900038103,11005005,Landschaftsfriedhof Gatow (Berlin),"Landschaftsfriedhof Gatow, 13593 Berlin, Germany",52.498334,13.152855,Spandau,Spandau
1351,1364,900064272,11006006,Landweg (Berlin),"Landweg, 12209 Berlin, Germany",52.410437,13.323065,Lankwitz,Steglitz-Zehlendorf
1352,1365,900096151,11012012,Lange Enden (Berlin),"Lange Enden 2, 13437 Berlin, Germany",52.597647,13.323362,Reinickendorf,Reinickendorf
1353,1366,900064309,11006006,Lange Str. (Berlin),"Lange Str., 12209 Berlin, Germany",52.424011,13.333178,Lankwitz,Steglitz-Zehlendorf
1354,1367,900170527,11011011,Langhoffstr. (Berlin),"Langhoffstr., 12681 Berlin, Germany",52.5343,13.543346,Friedrichsfelde,Lichtenberg
1355,1368,900067256,11006006,Langkofelweg (Berlin),"Langkofelweg, 12247 Berlin, Germany",52.438709,13.353719,Lankwitz,Steglitz-Zehlendorf
1356,1369,900067201,11006006,Lankwitz Kirche (Berlin),"Kaiser-Wilhelm-Straße 76-78, 12247 Berlin, Germany",52.436263,13.345745,Lankwitz,Steglitz-Zehlendorf
1357,1370,900039105,11005005,Lanzendorfer Weg (Berlin),"Lanzendorfer Weg, 14089 Berlin, Germany",52.449046,13.113841,Gatow,Spandau
1358,1371,900045153,11007007,Laubenheimer Str. (Berlin),"Laubenheimer Str., 14197 Berlin, Germany",52.469613,13.315541,Friedenau,Tempelhof-Schöneberg
1359,1372,900063151,11006006,Lauenburger Platz (Berlin),"Lauenburger Platz, Lauenburger Pl. 1, 12157 Berlin, Germany",52.461793,13.339318,Steglitz,Steglitz-Zehlendorf
1360,1373,900170012,11010010,Lea-Grundig-Str. (Berlin),"Lea-Grundig-Str., 12687 Berlin, Germany",52.555865,13.567887,Marzahn,Marzahn-Hellersdorf
1361,1374,900083360,11008008,Leghornweg (Berlin),"Leghornweg, 12355 Berlin, Germany",52.406635,13.484116,Rudow,Neukölln
1362,1375,900040151,11004004,Lehniner Platz/Schaubühne (Berlin),"Cicerostraße 6, 10709 Berlin, Germany",52.498927,13.301806,Halensee,Charlottenburg-Wilmersdorf
1363,1376,900001204,11001001,Lehrter Str./Invalidenstr. (Berlin),"Lehrter Str./Invalidenstr., 10557 Berlin, Germany",52.52576,13.365225,Hansaviertel,Mitte
1364,1377,900050254,11006006,Leichhardtstr. (Berlin),"Leichhardtstr., 14169 Berlin, Germany",52.445244,13.267476,Dahlem,Steglitz-Zehlendorf
1365,1378,900100535,11001001,Leipziger Str./Wilhelmstr. (Berlin),"Leipziger Str. 154, 10117 Berlin, Germany",52.510002,13.38421,Tiergarten,Mitte
1366,1379,900176010,11010010,Lemkestr./Greifswalder Str. (Berlin),"Lemkestraße 119B, 12623 Berlin, Germany",52.528052,13.640933,Kaulsdorf,Marzahn-Hellersdorf
1367,1380,900176005,11010010,Lemkestr./Kieler Str. (Berlin),"Lemkestraße 150, 12623 Berlin, Germany",52.523063,13.633463,Kaulsdorf,Marzahn-Hellersdorf
1368,1381,900176510,11010010,Lemkestr./Lenbachstr. (Berlin),"Lemkestraße 39A, 12623 Berlin, Germany",52.518659,13.62753,Kaulsdorf,Marzahn-Hellersdorf
1369,1382,900176500,11010010,Lemkestr./Lübecker Str. (Berlin),"Lemkestraße 130, 12623 Berlin, Germany",52.526102,13.638029,Kaulsdorf,Marzahn-Hellersdorf
1370,1383,900049305,11006006,Leo-Baeck-Str. (Berlin),"Leo-Baeck-Str., 14167 Berlin, Germany",52.422061,13.263772,Zehlendorf,Steglitz-Zehlendorf
1371,1384,900067101,11006006,Leonorenstr./Siemensstr. (Berlin),"Siemensstraße 13 - 16, 12247 Berlin, Germany",52.444309,13.338949,Lankwitz,Steglitz-Zehlendorf
1372,1385,900062152,11007007,Lepsiusstr. (Berlin),"Schildhornstraße 11A, 12163 Berlin, Germany",52.463177,13.319748,Friedenau,Tempelhof-Schöneberg
1373,1386,900070157,11007007,Lerchenweg (Berlin),"Lerchenweg, 12109 Berlin, Germany",52.447985,13.387176,Mariendorf,Tempelhof-Schöneberg
1374,1387,900132503,11003003,Lessingstr./Fontanestr. (Berlin),"Lessingstr./Fontanestr., 13158 Berlin, Germany",52.589907,13.361566,Blankenburg,Pankow
1375,1388,900132515,11003003,Lessingstr./Uhlandstr. (Berlin),"Lessingstraße 40, 13158 Berlin, Germany",52.590114,13.36544,Blankenburg,Pankow
1376,1389,900037205,11005005,Leubnitzer Weg (Berlin),"Leubnitzer Weg, 13593 Berlin, Germany",52.522964,13.172874,Spandau,Spandau
1377,1390,900150505,11011011,Leuenberger Str. (Berlin),"Gärtnerstraße 20, 13055 Berlin, Germany",52.546516,13.503982,Alt-Hohenschönhausen,Lichtenberg
1378,1391,900057154,11007007,Leuthener Str. (Berlin),"Leuthener Straße/Leberstraße, 10829 Berlin, Germany",52.481398,13.361512,Schöneberg,Tempelhof-Schöneberg
1379,1392,900027458,11005005,Leuthingerweg (Berlin),"Leuthingerweg, 13591 Berlin, Germany",52.541833,13.164235,Falkenhagener Feld,Spandau
1380,1393,900160545,11011011,Lichtenberger Brücke Nord (Berlin),"Berlin, Lichtenberger Brücke Nord, 10365 Berlin, Germany",52.511503,13.498229,Alt-Hohen-Schönhausen,Lichtenberg
1381,1394,900160348,11011011,Lichtenberger Brücke Ost (Berlin),"Lichtenberg, Weitlingstraße 22, 10317 Berlin, Germany",52.511045,13.500449,Rummelsburg,Lichtenberg
1382,1395,900160548,11011011,Lichtenberger Brücke Süd (Berlin),"VRAO 40 - S+U Lichtenberg/Nordwest (Abstellfläche-Mikromobilität), 10317 Berlin, Germany",52.511386,13.496827,Rummelsburg,Lichtenberg
1383,1396,900260196,unknown,Lichtenrader Chaussee (Berlin),"Berlin, Lichtenrader Chaussee, 12529 Schönefeld, Germany",52.395039,13.424194,Schönefeld,Schönefeld
1384,1397,900074205,11008008,Lichtenrader Damm/Barnetstr. (Berlin),"Lichtenrader Damm 198-212, 12305 Berlin, Germany",52.393789,13.406719,Buckow,Neukölln
1385,1398,900074256,11008008,Lichtenrader Damm 254 (Berlin),"Lichtenrader Damm 254, 12305 Berlin, Germany",52.389708,13.407582,Buckow,Neukölln
1386,1399,900073251,11006006,Lichterfelder Ring/Waldsassener Str. (Berlin),"Lichterfelder Ring/Waldsassener Str., 12279 Berlin, Germany",52.411543,13.349871,Lankwitz,Steglitz-Zehlendorf
1387,1400,900066252,11006006,Lichterfelder Weg (Berlin),"Goerzallee 152, 12207 Berlin, Germany",52.419948,13.294857,Lichterfelde,Steglitz-Zehlendorf
1388,1401,900063451,11006006,Liebenowzeile (Berlin),"Steglitzer Damm 77, 12169 Berlin, Germany",52.44963,13.350087,Steglitz,Steglitz-Zehlendorf
1389,1402,900150523,11011011,Liebenwalder Str. (Berlin),"Werneuchener Str. 17, 13055 Berlin, Germany",52.538678,13.497959,Alt-Hohenschönhausen,Lichtenberg
1390,1403,900150532,11011011,Liebenwalder Str./Landsberger Allee (Berlin),"Liebenwalder Str./Landsberger Allee, 13055 Berlin, Germany",52.53519,13.499578,Alt-Hohenschönhausen,Lichtenberg
1391,1404,900053253,11005005,Liebermann-Villa (Berlin),"Liebermann-Villa, 14109 Berlin, Germany",52.42909,13.163866,Kladow,Spandau
1392,1405,900083366,11008008,Lieselotte-Berger-Platz (Berlin),"Lieselotte-Berger-Straße 19, 12355 Berlin, Germany",52.40366,13.508144,Rudow,Neukölln
1393,1406,900083351,11008008,Lieselotte-Berger-Str. (Berlin),"Lieselotte-Berger-Str., 12355 Berlin, Germany",52.404235,13.51085,Rudow,Neukölln
1394,1407,900023305,11004004,Lietzenburger Str./Uhlandstr. (Berlin),"Lietzenburger Str./Uhlandstr., 10719 Berlin, Germany",52.500024,13.325456,Wilmersdorf,Charlottenburg-Wilmersdorf
1395,1408,900194534,11009009,Ligusterweg (Berlin),"Johannisthaler Ch 79a, 12487 Berlin, Germany",52.445343,13.481608,Baumschulenweg,Treptow-Köpenick
1396,1409,900132513,11003003,Liliensteinweg (Berlin),"B96a 174, 13158 Berlin, Germany",52.598914,13.402908,Blankenburg,Pankow
1397,1410,900064355,11006006,Lilienthalpark (Berlin),"Lilienthalpark, 12209 Berlin, Germany",52.414267,13.326337,Lankwitz,Steglitz-Zehlendorf
1398,1411,900161510,11011011,Lincolnstr. (Berlin),"Rummelsburger Straße/Lincolnstraße, 10315 Berlin, Germany",52.501948,13.501996,Lichtenberg,Lichtenberg
1399,1412,900161514,11011011,Lincolnstr./Einbecker Str. (Berlin),"Lincolnstr./Einbecker Str., 10315 Berlin, Germany",52.508573,13.50729,Lichtenberg,Lichtenberg
1400,1413,900085281,11001001,Lindauer Allee/Residenzstr. (Berlin),"Lindauer Allee/Residenzstr., 13409 Berlin, Germany",52.572522,13.359759,Gesundbrunnen,Mitte
1401,1414,900131513,11003003,Lindenberger Str. (Berlin),"Lindenberger Str., 13156 Berlin, Germany",52.583866,13.41694,Niederschönhausen,Pankow
1402,1415,900152511,11011011,Lindenberger Str./Birkholzer Weg (Berlin),"Lindenberger Str. 43, 13059 Berlin, Germany",52.578374,13.519525,Neu-Hohenschönhausen,Lichtenberg
1403,1416,900135505,11003003,Lindenberger Weg (Berlin),"Lindenberger Weg 32, 13125 Berlin, Germany",52.630242,13.504387,Buch,Pankow
1404,1417,900135011,11003003,Lindenberger Weg/Stadtgrenze (Berlin),"Lindenberger Weg 78, 13125 Berlin, Germany",52.627311,13.507452,Buch,Pankow
1405,1418,900058105,11007007,Lindenhof (Berlin),"Lindenhof, 12105 Berlin, Germany",52.45995,13.361629,Mariendorf,Tempelhof-Schöneberg
1406,1419,900012104,11002002,Lindenstr./Oranienstr. (Berlin),"Lindenstraße 38, 10969 Berlin, Germany",52.506964,13.398368,Kreuzberg,Friedrichshain-Kreuzberg
1407,1420,900196501,11009009,Lindenstr./Waltersdorfer Str. (Berlin),"B179 71, 12526 Berlin, Germany",52.392225,13.572228,Bohnsdorf,Treptow-Köpenick
1408,1421,900176513,11010010,Linderhofstr. (Berlin),"Hönower Str. 148, 12623 Berlin, Germany",52.517337,13.614729,Kaulsdorf,Marzahn-Hellersdorf
1409,1422,900194008,11009009,Lindhorstweg (Berlin),"Lindhorstweg, 12487 Berlin, Germany",52.441558,13.500764,Baumschulenweg,Treptow-Köpenick
1410,1423,900066153,11006006,Lipaer Str. (Berlin),"Gardeschützenweg 36, 12203 Berlin, Germany",52.44812,13.310894,Dahlem,Steglitz-Zehlendorf
1411,1424,900064202,11006006,Lippstädter Str. (Berlin),"Lippstädter Str. 5, 12207 Berlin, Germany",52.413071,13.302282,Lichterfelde,Steglitz-Zehlendorf
1412,1425,900082205,11008008,Lipschitzallee/Fritz-Erler-Allee (Berlin),"Lipschitzallee 34, 12351 Berlin, Germany",52.427724,13.468151,Britz,Neukölln
1413,1426,900082203,11008008,Lipschitzallee/Rudower Str. (Berlin),"Lipschitzallee/Rudower Str., 12351 Berlin, Germany",52.432182,13.473545,Britz,Neukölln
1414,1427,900052302,11006006,Lissabonallee (Berlin),"Lissabonallee, 14129 Berlin, Germany",52.429171,13.22431,Nikolassee,Steglitz-Zehlendorf
1415,1428,900100560,11001001,Littenstr. (Berlin),"Littenstr., 10178 Berlin, Germany",52.519656,13.413641,Mitte,Mitte
1416,1429,900052356,11006006,Lloyd-G.-Wells-Str. (Berlin),"Benschallee 21, 14163 Berlin, Germany",52.423715,13.225793,Nikolassee,Steglitz-Zehlendorf
1417,1430,900082262,11008008,Lockenhuhnweg (Berlin),"Lockenhuhnweg, 12355 Berlin, Germany",52.408487,13.492467,Rudow,Neukölln
1418,1431,900049155,11006006,Loebellstr. (Berlin),"Loebellstr., 14165 Berlin, Germany",52.426097,13.245246,Zehlendorf,Steglitz-Zehlendorf
1419,1432,900093291,11012012,Loerkesteig (Berlin),"Loerkesteig, 13465 Berlin, Germany",52.626358,13.300224,Frohnau,Reinickendorf
1420,1433,900051251,11004004,Löhleinstr. (Berlin),"Löhleinstr., 14195 Berlin, Germany",52.453622,13.285481,Grunewald,Charlottenburg-Wilmersdorf
1421,1434,900130519,11003003,Lohmestr. (Berlin),"Lohmestr., 13189 Berlin, Germany",52.566481,13.41596,Pankow,Pankow
1422,1435,900075154,11008008,Lohmühlenplatz (Berlin),"Harzer Str. 119, 12435 Berlin, Germany",52.489596,13.440195,Neukölln,Neukölln
1423,1436,900190010,11008008,Lohmühlenstr. (Berlin),"Lohmühlenstr., 12435 Berlin, Germany",52.492842,13.444752,Neukölln,Neukölln
1424,1437,900075155,11008008,Lohmühlenstr./Heidelberger Str. (Berlin),"Lohmühlenstraße 24, 12435 Berlin, Germany",52.491493,13.442469,Neukölln,Neukölln
1425,1438,900011105,11012012,Londoner Str. (Berlin),"EDEKA Peth (Holländerstraße), 13407 Berlin, Germany",52.563398,13.342914,Reinickendorf,Reinickendorf
1426,1439,900007111,11001001,Lortzingstr. (Berlin),"Lortzingstraße 24, 13355 Berlin, Germany",52.544305,13.399177,Gesundbrunnen,Mitte
1427,1440,900143514,11003003,Lossebergplatz (Berlin),"Lossebergplatz, 13125 Berlin, Germany",52.61692,13.490588,Buch,Pankow
1428,1441,900171529,11010010,Lötschbergstr. (Berlin),"Alt-Biesdorf 9, 12683 Berlin, Germany",52.509409,13.548829,Biesdorf,Marzahn-Hellersdorf
1429,1442,900037151,11005005,Louise-Schroeder-Siedlung (Berlin),"Louise-Schroeder-Siedlung, 13591 Berlin, Germany",52.532924,13.15236,Falkenhagener Feld,Spandau
1430,1443,900160015,11011011,Löwenberger Str. (Berlin),"Löwenberger Str., 10315 Berlin, Germany",52.510721,13.50631,Lichtenberg,Lichtenberg
1431,1444,900082252,11008008,Löwensteinring (Berlin),"Löwensteinring, 12351 Berlin, Germany",52.429549,13.465113,Britz,Neukölln
1432,1445,900176509,11010010,Löwestr. (Berlin),"Landsberger Str. 187A, 12623 Berlin, Germany",52.515683,13.629319,Kaulsdorf,Marzahn-Hellersdorf
1433,1446,900133500,11003003,Lübarser Weg (Berlin),"Schildower Str. 144, 13159 Berlin, Germany",52.630062,13.382637,Blankenfelde,Pankow
1434,1447,900085154,11012012,Lübener Weg (Berlin),"Lübener Weg, 13407 Berlin, Germany",52.570877,13.347201,Reinickendorf,Reinickendorf
1435,1448,900052253,11006006,Lückhoffstr. (Berlin),"Lückhoffstr., 14129 Berlin, Germany",52.434016,13.206682,Nikolassee,Steglitz-Zehlendorf
1436,1449,900160019,11011011,Lückstr./Weitlingstr. (Berlin),"Weitlingstraße 111, 10317 Berlin, Germany",52.501705,13.493447,Rummelsburg,Lichtenberg
1437,1450,900034104,11005005,Lüdenscheider Weg (Berlin),"Lüdenscheider Weg, 13599 Berlin, Germany",52.547038,13.236805,Hakenfelde,Spandau
1438,1451,900049154,11006006,Ludwigsfelder Str. (Berlin),"Ludwigsfelder Str., 14165 Berlin, Germany",52.424389,13.239717,Zehlendorf,Steglitz-Zehlendorf
1439,1452,900049304,11006006,Ludwigsfelder Str./Sachtlebenstr. (Berlin),"Ludwigsfelder Str./Sachtlebenstr., 14165 Berlin, Germany",52.419328,13.249111,Zehlendorf,Steglitz-Zehlendorf
1440,1453,900180501,11009009,Ludwigshöheweg (Berlin),"Ludwigshöheweg, 12559 Berlin, Germany",52.415301,13.656439,Altglienicke,Treptow-Köpenick
1441,1454,900022172,11004004,Luisenplatz/Schloss Charlottenburg (Berlin),"Kaiser-Friedrich-Straße 1, 10585 Berlin, Germany",52.519576,13.29963,Charlottenburg,Charlottenburg-Wilmersdorf
1442,1455,900183006,11009009,Lutherstr. (Berlin),"Lutherstraße 3, 12589 Berlin, Germany",52.428236,13.730456,Friedrichshagen,Treptow-Köpenick
1443,1456,900032105,11005005,Lutoner Str. (Berlin),"Schmidt-Knobelsdorf-Straße 1, 13581 Berlin, Germany",52.525302,13.177503,Spandau,Spandau
1444,1457,900005105,11007007,Lützowplatz (Berlin),"Lützowplatz, 10785 Berlin, Germany",52.505013,13.351534,Schöneberg,Tempelhof-Schöneberg
1445,1458,900005202,11007007,Lützowstr./Potsdamer Str. (Berlin),"Lützowstr./Potsdamer Str., 10785 Berlin, Germany",52.503422,13.366007,Schöneberg,Tempelhof-Schöneberg
1446,1459,900009153,11001001,Luxemburger Str. (Berlin),"Luxemburger Straße (Campusbibliothek), 13353 Berlin, Germany",52.544053,13.355058,Gesundbrunnen,Mitte
1447,1460,900066202,11006006,Luzerner Str. (Berlin),"Carstennstraße 42, 12205 Berlin, Germany",52.424038,13.292898,Dahlem,Steglitz-Zehlendorf
1448,1461,900001203,11001001,Lydia-Rabinowitsch-Str. (Berlin),"Heidestraße 10, 10557 Berlin, Germany",52.530668,13.36811,Hansaviertel,Mitte
1449,1462,900048153,11004004,Lynarstr. (Berlin),"Hubertusallee/Lynarstraße, 14193 Berlin, Germany",52.489552,13.284672,Grunewald,Charlottenburg-Wilmersdorf
1450,1463,900183513,11009009,Licht- und Luftbad Müggelsee (Berlin),"Licht- und Luftbad Müggelsee, 12589 Berlin, Germany",52.447284,13.671173,Friedrichshagen,Treptow-Köpenick
1451,1464,900185504,11009009,Lübbenauer Weg (Berlin),"Lübbenauer Weg 25, 12527 Berlin, Germany",52.391138,13.635063,Grünau,Treptow-Köpenick
1452,1465,900120527,11009009,Libauer Str. (Berlin),"Grünberger Str. 54, 10245 Berlin, Germany",52.51011,13.454811,Alt-Treptow,Treptow-Köpenick
1453,1466,900014106,11002002,Lausitzer Platz (Berlin),"Skalitzer Str. 47, 10997 Berlin, Germany",52.499467,13.431916,Kreuzberg,Friedrichshain-Kreuzberg
1454,1467,900084153,11012012,Lengeder Str. (Berlin),"Lengeder Str., 13407 Berlin, Germany",52.581979,13.346725,Reinickendorf,Reinickendorf
1455,1468,900039148,11005005,Leonardo-da-Vinci-Str. (Berlin),"Leonardo-da-Vinci-Str., 14089 Berlin, Germany",52.47187,13.130193,Gatow,Spandau
1456,1469,900086163,11012012,Lienemannstr. (Berlin),"Lienemannstr., 13403 Berlin, Germany",52.575848,13.322832,Borsigwalde,Reinickendorf
1457,1470,900089550,11012012,Liesborner Weg (Berlin),"Liesborner Weg, 13507 Berlin, Germany",52.577682,13.277598,Reinickendorf,Reinickendorf
1458,1471,900047154,11004004,Lindwerder (Berlin),"Havelchaussee 23, 14193 Berlin, Germany",52.46698,13.196551,Grunewald,Charlottenburg-Wilmersdorf
1459,1472,900039150,11005005,Landstadt Gatow (Berlin),"Landstadt Gatow, 14089 Berlin, Germany",52.472382,13.127595,Gatow,Spandau
1460,1473,900003106,11001001,Lessingbrücke (Berlin),"Lessingstraße 10, 10555 Berlin, Germany",52.522434,13.341898,Hansaviertel,Mitte
1461,1474,900020202,11001001,S Beusselstr. (Berlin),"Beusselstraße, 10553 Berlin, Germany",52.534318,13.328702,Moabit,Mitte
1462,1475,900194501,11009009,Magnusstr. (Berlin),"Magnusstr. (Berlin), 12489 Berlin, Germany",52.429764,13.53024,Adlershof,Treptow-Köpenick
1463,1476,900162007,11011011,Marksburgstr. (Berlin),"Marksburgstr. (Berlin), 10318 Berlin, Germany",52.486558,13.526905,Karlshorst,Lichtenberg
1464,1477,900170020,11010010,Marzahner Promenade (Berlin),"Parkplatz, Marzahner Promenade 29-30, 12679 Berlin, Germany",52.543406,13.549692,Marzahn,Marzahn-Hellersdorf
