id,schluessel,pdf_link,bezirk,gebietsname,f_gvbl_dat,f_in_kraft,ae_gvbldat,ae_inkraft,fl_in_ha,geometry
erhaltgeb_em.EM0105,EM0105,https://www.berlin.de/sen/stadtentwicklung/_assets/quartiersentwicklung/stadterneuerung/soziales-erhaltungsrecht/gebiete/em0105.pdf,Mitte,Sparrplatz,24.05.2016,25.05.2016,,,51.3,"MULTIPOLYGON (((387899.24850781 5822422.6201617, 388017.13854165 5822271.89256962, 388128.61603152 5822305.67427242, 388150.76242138 5822313.01976259, 388264.71054038 5822350.28937719, 388279.99878715 5822354.88378994, 388300.34187972 5822360.50078739, 388306.13847945 5822361.27997877, 388327.59860803 5822364.56297802, 388346.72509622 5822364.71042849, 388369.83677956 5822363.28736805, 388407.46680403 5822355.78211704, 388440.62405773 5822342.74034693, 388545.34198171 5822293.93974221, 388592.42313654 5822271.4504274, 388648.09909401 5822245.5850402, 388743.9255755 5822320.95456435, 388960.10722646 5822472.50076347, 389000.13563586 5822501.75455159, 389020.99886058 5822515.48445959, 389089.45883249 5822560.43342574, 389178.97055469 5822619.43210507, 389137.67578266 5822659.56743992, 389035.93074339 5822758.77664483, 388882.24723585 5822908.59184707, 388734.29632079 5823052.35857053, 388620.21287575 5822942.28834843, 388594.51759426 5822919.59212484, 388527.77298224 5822863.59059172, 388479.91483964 5822826.00042925, 388438.8391293 5822797.5200492, 388405.8279466 5822775.97434826, 388375.73641452 5822757.39045998, 388341.49556397 5822737.50380569, 388294.63462349 5822712.30164808, 388238.332024 5822684.39483196, 388212.72198598 5822672.47733937, 388197.5137782 5822665.5563207, 388144.52420073 5822641.44461742, 388125.60334267 5822632.2884173, 388096.38060991 5822614.69590979, 388019.67377119 5822559.03098338, 387988.25523189 5822523.42262925, 387971.48296035 5822504.27281554, 387899.24850781 5822422.6201617)))"
erhaltgeb_em.EM0106,EM0106,https://www.berlin.de/sen/stadtentwicklung/_assets/quartiersentwicklung/stadterneuerung/soziales-erhaltungsrecht/gebiete/em0106.pdf,Mitte,Leopoldplatz,24.05.2016,25.05.2016,,,62.1,"MULTIPOLYGON (((388298.48288887 5823527.94812408, 388394.65360925 5823434.34411597, 388408.39002189 5823421.08631174, 388499.00236792 5823333.01636891, 388674.06393155 5823163.18834128, 388835.67159563 5823328.61066088, 389003.76551348 5823500.63471674, 389022.17456215 5823519.50624471, 389036.5405164 5823504.90678953, 389090.76351695 5823449.9964174, 389114.83626665 5823425.85140634, 389095.22971854 5823406.62791753, 389022.06629178 5823334.66230378, 389003.27609218 5823316.25135617, 388922.41105708 5823236.8576786, 388905.55856925 5823220.31890697, 388761.46137249 5823078.34906134, 388769.89552169 5823070.13583237, 388921.09117639 5822922.90057439, 389065.7237798 5822916.5996445, 389068.00740441 5822920.72265452, 388983.22383126 5823081.26160241, 388999.88114292 5823089.98392056, 389271.09104282 5823083.21709718, 389267.67518038 5822906.82865599, 389397.81884479 5822900.491518, 389397.8522999 5822903.72060821, 389414.21939708 5822903.89004512, 389408.95493074 5823031.10525005, 389408.41437062 5823050.56615855, 389405.57708871 5823141.26893102, 389403.36967075 5823199.51449213, 389399.08733508 5823273.40318637, 389395.59944907 5823296.94379895, 389390.88983056 5823311.3958124, 389383.67507553 5823333.53563348, 389366.91872444 5823384.93419168, 389349.10176123 5823439.46836077, 389296.78305056 5823599.29387162, 389284.25946577 5823638.93513686, 389266.06516193 5823695.91519535, 389260.45682913 5823714.57339022, 389234.46929856 5823809.2599465, 389224.67151844 5823844.70738074, 388704.85043396 5823858.34896789, 388580.1868312 5823756.97066286, 388482.29555958 5823677.30703329, 388298.48288887 5823527.94812408)))"
erhaltgeb_em.EM0107,EM0107,https://www.berlin.de/sen/stadtentwicklung/_assets/quartiersentwicklung/stadterneuerung/soziales-erhaltungsrecht/gebiete/em0107.pdf,Mitte,Waldstraße,24.05.2016,25.05.2016,,,72.6,"MULTIPOLYGON (((386372.61841528 5821081.27188016, 386375.96985115 5821077.15835416, 386482.88105517 5821056.04570559, 386501.88804312 5821052.28416094, 386597.9608951 5821033.31778811, 386635.70281716 5821026.39966107, 386628.49526571 5820991.030602, 386587.46642641 5820836.49164138, 386582.45199863 5820817.98902412, 386546.26581505 5820682.01661598, 386665.40258382 5820626.77865863, 386708.38181377 5820628.83472763, 387022.1217675 5820713.83998374, 387049.63163065 5820838.18209769, 387088.03652413 5820829.70831825, 387127.09138092 5820833.30413756, 387124.76957283 5820856.29340758, 387269.67262544 5820869.2152351, 387271.23021546 5820876.97808341, 387213.78960673 5820887.47248764, 387217.51807883 5820911.82467099, 387248.89542292 5821094.72959227, 387252.33570683 5821114.74987507, 387283.15675661 5821293.60065144, 387287.63122711 5821319.60343402, 387334.90228431 5821593.0936374, 387339.84503217 5821613.74806953, 387355.35940609 5821703.36621184, 387355.50514152 5821704.19337742, 387219.06317696 5821659.30340563, 387200.18370503 5821653.09286463, 387126.3915133 5821625.39895811, 387054.37389174 5821615.81016052, 387029.904111 5821612.57609371, 386872.22412813 5821591.51732912, 386834.40379261 5821591.35796626, 386639.58660815 5821617.09315093, 386572.7140252 5821605.68676071, 386501.04454334 5821585.50182842, 386482.06415328 5821580.15343786, 386377.19897541 5821550.60127269, 386375.77104904 5821406.19861, 386375.62632611 5821387.03281586, 386372.61841528 5821081.27188016)))"
erhaltgeb_em.EM0108,EM0108,https://www.berlin.de/sen/stadtentwicklung/_assets/quartiersentwicklung/stadterneuerung/soziales-erhaltungsrecht/gebiete/em0108.pdf,Mitte,Birkenstraße,24.05.2016,25.05.2016,,,81.6,"MULTIPOLYGON (((387389.91048991 5820897.70663943, 387465.41468298 5820892.62666547, 387489.96417868 5820890.33787744, 387579.99635539 5820885.2523318, 387580.41463029 5820918.20571227, 387594.16853334 5820918.0002307, 387598.71989641 5821182.00776405, 387628.96977049 5821181.49837586, 387633.5264203 5821179.23183913, 387697.3449275 5821229.83367815, 387695.54486868 5821160.85984568, 387709.17238528 5821160.33873016, 387704.98154828 5820908.36927491, 387700.48691584 5820908.49025604, 387699.65736543 5820878.38594182, 387740.34767507 5820876.46182801, 387741.48620249 5820933.99475379, 387797.09214481 5820932.63156841, 387804.68568079 5821280.94458298, 387875.35433591 5821336.62839845, 387893.50519061 5821338.84283887, 388019.1965446 5821281.57559984, 388015.22737072 5821024.37186071, 387999.86230316 5821024.66420749, 387997.474196 5820929.07058464, 387954.2243723 5820929.89347747, 387954.880069 5820934.43524327, 387942.36038239 5820934.67344944, 387935.36904977 5820926.26726735, 387935.89003692 5820893.8083833, 387925.08840734 5820894.58318025, 387924.65530964 5820871.82021195, 388012.3147666 5820871.29093016, 388070.42553681 5820873.60097325, 388189.58987777 5820883.28858493, 388273.71289671 5820892.67100184, 388293.09396804 5820894.01008854, 388370.01627149 5820902.42567396, 388382.75352807 5820905.31047557, 388386.85485918 5820906.63314275, 388391.49580079 5820908.0106919, 388396.57814097 5820909.7598779, 388402.09878194 5820911.71788748, 388371.53766206 5820974.28340518, 388375.13090352 5820975.95234155, 388337.5080007 5821053.50786382, 388333.33996313 5821053.58716819, 388319.13164069 5821082.95734583, 388321.46037134 5821086.64824059, 388286.47763758 5821160.44132055, 388251.252156 5821223.96004743, 388176.75102229 5821377.48918495, 388205.87784498 5821392.2445115, 388292.23946558 5821433.57815789, 388210.87881414 5821601.20586361, 388195.9768499 5821623.37621971, 388442.45262821 5821817.48027505, 388461.01088417 5821832.41544727, 388529.1195626 5821746.17631759, 388584.77666299 5821772.86962132, 388641.40549316 5821697.32084538, 388666.82255509 5821693.50309054, 388669.78574802 5821682.01890504, 388677.62547795 5821665.68933022, 388666.21920175 5821660.26781462, 388684.38809431 5821622.60576674, 388738.91028973 5821648.90242868, 388774.30996889 5821575.75180387, 388806.39055929 5821636.8519237, 388820.52029216 5821663.43132374, 388823.41748849 5821669.0341055, 388817.48949568 5821680.75561709, 388822.77711192 5821684.11642005, 388758.066327 5821788.49171928, 388741.46565706 5821815.93731532, 388722.88548198 5821844.53245412, 388701.27777807 5821873.96386088, 388675.5926208 5821903.13895307, 388634.97829088 5821938.82231261, 388608.29893423 5821918.47059165, 388591.26591768 5821901.55657036, 388534.78323609 5821857.13307258, 388518.09673662 5821877.73117538, 388511.17137127 5821893.74634905, 388363.52847349 5821869.81996595, 388057.56782746 5821820.70646914, 387879.4203495 5821792.78594473, 387661.84404095 5821757.07645724, 387605.90122451 5821749.03247033, 387484.25462253 5821728.57597837, 387457.99043415 5821724.52149582, 387383.59609933 5821712.66298182, 387378.11124607 5821710.84808249, 387361.72785251 5821613.51361818, 387354.58804611 5821574.86720763, 387310.23526934 5821315.7774275, 387305.45962419 5821289.18324655, 387274.0797905 5821111.11376202, 387271.45699155 5821092.94667162, 387241.35377345 5820917.04229972, 387319.26342553 5820906.75192019, 387338.11455876 5820904.15722958, 387369.91360803 5820899.90880812, 387389.91048991 5820897.70663943)))"
erhaltgeb_em.EM0109,EM0109,https://www.berlin.de/sen/stadtentwicklung/_assets/quartiersentwicklung/stadterneuerung/soziales-erhaltungsrecht/gebiete/em0109.pdf,Mitte,Seestraße,24.05.2016,25.05.2016,,,48.6,"MULTIPOLYGON (((387616.14729266 5823231.14974047, 387841.57410109 5822940.64091588, 387853.28703478 5822925.69915393, 387931.8576259 5822825.14149259, 387945.41374071 5822807.81355712, 388015.66811102 5822717.93123311, 388158.0965127 5822833.23879968, 388072.30509717 5822939.39031421, 388260.98279179 5823091.98696874, 388368.54466881 5823179.18313608, 388385.73077819 5823199.5874725, 388474.55979179 5823304.26877855, 388270.05495344 5823503.08571354, 387938.21128721 5823826.75484598, 387860.13215896 5823745.60748402, 387755.30532629 5823637.16075378, 387624.58481808 5823500.75464156, 387754.11267389 5823374.39558288, 387616.14729266 5823231.14974047)))"
erhaltgeb_em.EM0110,EM0110,https://www.berlin.de/sen/stadtentwicklung/_assets/quartiersentwicklung/stadterneuerung/soziales-erhaltungsrecht/gebiete/em0110.pdf,Mitte,Kattegatstraße,18.09.2018,19.09.2018,,,14.0,"MULTIPOLYGON (((391209.91746618 5824608.37773761, 391293.88468175 5824643.84139469, 391291.842 5824653.911, 391285.388 5824677.689, 391278.097 5824699.533, 391265.615 5824737.306, 391243.602 5824779.981, 391221.477 5824822.877, 391220.23 5824826.15, 391208.632 5824848.125, 391200.362 5824864.529, 391199.158 5824866.804, 391191.491 5824880.839, 391182.582 5824897.579, 391175.68 5824909.833, 391174.754 5824911.435, 391173.63 5824913.383, 391173.249 5824914.029, 391166.881 5824924.829, 391164.85 5824928.274, 391154.746 5824944.867, 391144.276 5824961.036, 391133.748 5824977.006, 391123.543 5824992.559, 391119.313 5824997.92, 391118.069 5824999.496, 391110.591 5825008.976, 391100.717 5825021.495, 391090.77650626 5825013.19711798, 391069.567 5825039.548, 391051.997 5825057.766, 391035.556 5825073.87, 391027.832 5825081.432, 391026.238 5825082.994, 391023.137 5825086.029, 391015.545 5825093.466, 391013.875 5825095.103, 391010.566 5825098.344, 391000.207 5825108.488, 390998.446 5825110.213, 390998.145 5825110.507, 390997.657 5825110.952, 390995.852 5825112.591, 390985.155 5825122.312, 390972.152 5825134.128, 390963.3 5825142.173, 390948.771 5825146.369, 390937.659 5825149.58, 390931.563 5825147.496, 390926.588 5825145.795, 390916.651 5825157.125, 390917.149 5825158.126, 390917.551 5825159.17, 390917.854 5825160.246, 390918.057 5825161.346, 390918.155 5825162.46, 390918.15 5825163.578, 390918.041 5825164.691, 390917.829 5825165.789, 390917.516 5825166.862, 390912.915 5825181.704, 390906.082 5825203.748, 390888.296 5825221.389, 390852.075 5825257.318, 390849.304 5825260.066, 390845.701 5825263.639, 390799.451 5825309.42, 390779.835 5825256.527, 390752.22 5825182.079, 390750.982 5825178.724, 390748.096 5825170.902, 390746.801 5825167.395, 390731.972 5825127.399, 390719.055 5825092.583, 390714.242 5825079.612, 390705.01052925 5825067.76471495, 390696.221 5825074.164, 390689.692 5825078.919, 390686.421 5825077.771, 390680.903 5825075.837, 390670.953 5825039.029, 390697.881 5825019.987, 390711.733 5825010.195, 390725.604 5825000.39, 390739.476 5824990.577, 390767.22 5824970.952, 390781.191 5824961.065, 390802.048 5824946.33, 390822.707 5824931.719, 390836.621 5824921.875, 390850.483 5824912.071, 390864.385 5824902.248, 390867.22 5824900.24, 390871.518 5824897.192, 390874.234 5824895.273, 390885.58 5824887.251, 390886.417 5824886.659, 390912.273 5824908.341, 390913.537 5824909.4, 390917.753 5824912.93, 390920.446 5824915.209, 390926.655 5824920.462, 390929.472 5824922.846, 390934.051 5824926.682, 390942.131 5824933.454, 390942.953 5824932.47, 390948.238 5824936.888, 390947.406 5824937.873, 390952.822 5824942.421, 390974.044 5824921.049, 390976.39 5824917.658, 390985.757 5824904.114, 390995.091 5824890.618, 391001.219 5824895.743, 391047.604 5824828.516, 391049.925 5824825.155, 391050.878 5824823.77, 391051.951 5824822.216, 391054.01 5824819.233, 391060.962 5824825.142, 391101.278 5824766.904, 391103.294 5824763.99, 391112.841 5824750.2, 391129.866 5824725.608, 391161.211 5824680.335, 391162.015 5824679.174, 391193.497 5824633.704, 391209.91746618 5824608.37773761)))"
erhaltgeb_em.EM0111,EM0111,https://www.berlin.de/sen/stadtentwicklung/_assets/quartiersentwicklung/stadterneuerung/soziales-erhaltungsrecht/gebiete/em0111.pdf,Mitte,Reinickendorfer Straße,29.10.2021,30.10.2021,,,41.0,"MULTIPOLYGON (((390068 5824127.337, 390065.432 5824127.729, 390059.122 5824128.69, 390053.632 5824129.526, 390051.768 5824129.81, 390034.813 5824132.394, 390033.083 5824132.657, 390011.055 5824136.014, 390003.545 5824137.165, 389990.303 5824139.196, 389965.85 5824142.944, 389944.309 5824146.235, 389942.338 5824146.536, 389928.757 5824148.612, 389926.628 5824148.936, 389901.631 5824152.756, 389898.18 5824153.283, 389872.933 5824157.14, 389870.573 5824157.5, 389857.348 5824159.521, 389855.214 5824159.848, 389830.93 5824163.557, 389827.48 5824164.085, 389810.574 5824166.668, 389805.832 5824159.189, 389784.565 5824162.702, 389778.585 5824163.69, 389768.516 5824165.353, 389757.468 5824167.179, 389756.331 5824167.353, 389752.298 5824167.973, 389749.046 5824168.472, 389747.662 5824168.684, 389741.829 5824169.58, 389734.633 5824170.686, 389728.821 5824171.579, 389727.457 5824171.787, 389720.824 5824172.807, 389720.459 5824172.863, 389700.66 5824175.896, 389692.57 5824177.136, 389684.999 5824159.879, 389681.562 5824161.571, 389674.514 5824145.461, 389666.681 5824127.551, 389660.378 5824113.143, 389653.974 5824098.501, 389647.77 5824084.315, 389635.116 5824055.386, 389628.294 5824039.791, 389621.535 5824024.336, 389615.016 5824009.433, 389598.269 5823971.214, 389601.7 5823969.709, 389592.282 5823948.19, 389586.486 5823934.955, 389582.605 5823926.088, 389580.975 5823922.366, 389568.667 5823894.254, 389565.282 5823895.972, 389553.426 5823869.156, 389546.919 5823854.441, 389550.552 5823852.942, 389554.239 5823851.222, 389554.883 5823849.88, 389545.461 5823841.32, 389542.174 5823838.323, 389530.177 5823827.392, 389514.886 5823813.527, 389512.615 5823811.467, 389510.114 5823809.201, 389507.809 5823807.112, 389507.25 5823806.605, 389506.1 5823805.563, 389493.314 5823793.976, 389492.604 5823793.46, 389478.854 5823780.823, 389474.042 5823776.454, 389467.89 5823770.872, 389465.45 5823768.658, 389461.038 5823764.653, 389454.647 5823758.856, 389453.58 5823757.888, 389448.329 5823753.126, 389442.445 5823747.788, 389441.153 5823746.617, 389437.025 5823742.872, 389434.601 5823740.67, 389432.564 5823738.819, 389426.88 5823733.656, 389414.498 5823722.432, 389406.904 5823715.515, 389403.91 5823712.892, 389400.484 5823709.668, 389395.261 5823704.912, 389393.332 5823703.155, 389393.029 5823702.879, 389392.642 5823702.538, 389390.083 5823700.282, 389382.175 5823693.309, 389381.838 5823693.005, 389379.937 5823691.292, 389371.518 5823683.705, 389362.877 5823675.92, 389361.095 5823674.314, 389360.683 5823673.943, 389360.1 5823673.407, 389358.32 5823671.774, 389349.94 5823664.082, 389339.588 5823654.579, 389333.188 5823648.706, 389331.454 5823647.114, 389324.144 5823640.404, 389323.23 5823639.565, 389323.567 5823638.532, 389327.961 5823625.047, 389333.289 5823608.707, 389335.833 5823600.911, 389336.943 5823597.509, 389338.971 5823591.292, 389339.09 5823590.928, 389342.338 5823580.947, 389343.071 5823578.696, 389344.928 5823572.988, 389345.333 5823571.733, 389345.995 5823569.68, 389349.24 5823559.618, 389353.62 5823546.036, 389354.527 5823543.222, 389360.098 5823525.945, 389370.167 5823494.721, 389378.989 5823468.435, 389380.646 5823463.279, 389386.887 5823443.87, 389387.021 5823443.498, 389388.055 5823440.584, 389391.546 5823430.751, 389395.699 5823419.048, 389396.525 5823416.723, 389396.702 5823416.227, 389401.964 5823401.398, 389411.616 5823374.209, 389417.948 5823356.371, 389425.091 5823358.86, 389430.914 5823359.218, 389432.809 5823359.334, 389457.577 5823365.214, 389520.717 5823380.247, 389536.91 5823396.906, 389529.916 5823418.705, 389541.326 5823419.324, 389549.307 5823430.753, 389558.601 5823444.063, 389562.864 5823450.168, 389569.827 5823445.306, 389571.502 5823444.136, 389579.549 5823439.961, 389584.066 5823448.789, 389585.369 5823451.336, 389591.398 5823463.121, 389598.696 5823480.72, 389602.124 5823478.938, 389604.242 5823477.838, 389611.758 5823473.932, 389615.979 5823471.739, 389625.073 5823467.012, 389637.12 5823460.752, 389641.108 5823458.68, 389669.281 5823444.039, 389675.315 5823455.289, 389676.845 5823458.141, 389680.671 5823465.273, 389680.997 5823465.885, 389682.429 5823468.571, 389685.322 5823474.003, 389686.131 5823475.52, 389690.726 5823484.147, 389693.584 5823489.491, 389699.518 5823500.589, 389699.833 5823501.177, 389712.255 5823524.403, 389712.796 5823525.414, 389721.4 5823542.516, 389724.176 5823547.787, 389739.513 5823576.907, 389760.334 5823615.917, 389763.092 5823621.085, 389772.725 5823639.12, 389779.43 5823651.746, 389785.905 5823663.94, 389811.943 5823712.973, 389819.819 5823727.807, 389828.411 5823742.632, 389842.751 5823755.817, 389843.236 5823756.262, 389845.651 5823758.478, 389854.185 5823766.308, 389854.41 5823766.514, 389856.147 5823768.108, 389866.614 5823777.712, 389872.085 5823782.733, 389873.836 5823784.34, 389879.519 5823789.554, 389884.915 5823794.505, 389886.734 5823796.174, 389891.141 5823800.218, 389894.261 5823803.081, 389894.564 5823803.36, 389895.532 5823804.247, 389899.408 5823807.804, 389901.902 5823810.093, 389903.761 5823811.798, 389905.352 5823813.258, 389905.967 5823813.822, 389912.292 5823819.626, 389913.923 5823821.122, 389932.137 5823837.835, 389953.01521434 5823822.24581639, 390001.304 5823769.86, 389999.665 5823768.368, 389989.233 5823758.87, 389980.469 5823750.848, 389978.691 5823749.22, 389976.218 5823746.956, 389973.097 5823744.1, 389971.333 5823742.484, 389963.03 5823734.884, 389956.828 5823729.207, 389955.127 5823727.65, 389950.027 5823722.981, 389944.594 5823718.008, 389942.775 5823716.343, 389936.946 5823711.007, 389931.619 5823706.131, 389929.682 5823704.356, 389922.59 5823697.865, 389912.005 5823688.176, 389906.797 5823683.409, 389895.463 5823673.032, 389896.301 5823672.194, 389904.122 5823664.373, 389915.278 5823653.215, 389915.662 5823652.831, 389917.408 5823651.085, 389927.603 5823640.889, 389939.929 5823628.218, 389963.427 5823604.063, 389964.47 5823602.99, 389979.335 5823587.171, 389980.435 5823586.047, 390005.614 5823560.334, 390028.893 5823536.547, 390048.216 5823516.883, 390049.343 5823515.737, 390069.873 5823488.278, 390070.615 5823487.468, 390087.506 5823469.018, 390089.968 5823466.328, 390090.094 5823466.19, 390090.353 5823465.918, 390091.939 5823464.174, 390097.105 5823458.534, 390099.737 5823455.66, 390117.714 5823436.026, 390130.424 5823449.253, 390142.914 5823462.252, 390160.081 5823480.117, 390176.813 5823497.53, 390186.51 5823507.623, 390197.91 5823519.487, 390209.299 5823531.338, 390220.832 5823543.34, 390229.04 5823551.881, 390231.369 5823554.305, 390233.694 5823556.726, 390236.897 5823560.058, 390238.789 5823562.027, 390246.435 5823569.984, 390254.491 5823578.369, 390256.371 5823580.324, 390259.187 5823583.256, 390272.324 5823596.927, 390282.953 5823607.989, 390292.06 5823617.467, 390292.315 5823617.738, 390293.888 5823619.37, 390311.209 5823639.932, 390312.252 5823641.173, 390310.916 5823642.13, 390307.829 5823644.346, 390304.203 5823646.907, 390301.15 5823649.077, 390298.9 5823650.68, 390298.113 5823651.216, 390290.98 5823656.281, 390288.792 5823657.835, 390279.896 5823664.152, 390268.522 5823672.231, 390265.334 5823674.495, 390263.33 5823675.919, 390261.983 5823676.875, 390233.646 5823696.365, 390229.762 5823699.106, 390194.411 5823724.147, 390189.555 5823727.587, 390187.685 5823728.911, 390173.313 5823739.091, 390144.309 5823747.545, 390143.096 5823747.899, 390109.029 5823757.357, 390081.081 5823765.441, 390078.859 5823766.083, 390071.641 5823768.17, 390059.992 5823771.54, 390057.634 5823772.221, 390054.362 5823773.168, 390041.789 5823783.452, 390039.783 5823785.093, 390029.725 5823793.32, 390028.329 5823794.462, 390034.169 5823833.817, 390037.075 5823831.421, 390064.621 5823860.216, 390067.107 5823863.139, 390063.957 5823865.298, 390064.479 5823865.898, 390074.039 5823875.872, 390075.525 5823877.421, 390107.608 5823910.895, 390128.896 5823930.93, 390165.527 5823959.51, 390173.759 5823968.674, 390191.781 5824004.557, 390194.703 5824010.267, 390206.855 5824036.407, 390208.131 5824037.66, 390211.738 5824044.582, 390213.235 5824052.15, 390218.691 5824062.813, 390221.643 5824067.319, 390225.504 5824077.527, 390229.788 5824093.431, 390230.799 5824095.009, 390231.233 5824094.942, 390237.559 5824093.97, 390243.488 5824100.573, 390239.937 5824101.114, 390236.451 5824101.645, 390234.345 5824101.969, 390218.508 5824104.408, 390202.927 5824106.78, 390195.103 5824107.971, 390187.061 5824109.196, 390168.776 5824111.984, 390156.243 5824113.892, 390142.786 5824115.942, 390139.959 5824116.373, 390127.127 5824118.328, 390124.588 5824118.715, 390112.421 5824120.569, 390109.779 5824120.971, 390097.564 5824122.832, 390094.914 5824123.236, 390082.786 5824125.084, 390080.109 5824125.492, 390068 5824127.337)))"
