,bank_id,name,brand,operator,street,housenumber,postcode,opening_hours,atm,wheelchair,latitude,longitude,district,district_id
134,667211363,berliner volksbank,berliner volksbank,nan,reichsstraße,nan,14052,mo-fr 10:00-13:00,true,true,52.5129532,13.2668736,Charlottenburg-Wilmersdorf,11004004
135,667864326,postbank,postbank,postbank,zeltinger platz,10-14,13465,mo-fr 09:00-18:00; sa 09:00-14:00,true,true,52.6328863,13.2916214,Reinickendorf,11012012
136,671776291,bankhaus dr. masel ag,nan,nan,nan,nan,nan,unknown,unknown,unknown,52.5092417,13.2660531,Charlottenburg-Wilmersdorf,11004004
137,678417671,berliner volksbank,berliner volksbank,berliner volksbank,bahnhofstraße,19,12555,"mo-fr 10:00-13:00, mo 14:00-16:30; ph off, tu,th 14:00-18:00",true,unknown,52.4573282,13.5785363,Treptow-Köpenick,11009009
138,693046729,berliner sparkasse,nan,nan,nan,nan,nan,"mo-fr 06:00-23:00; sa,su 08:00-23:00",true,true,52.4131968,13.3531833,Tempelhof-Schöneberg,11007007
139,698825083,sparkasse,nan,berliner sparkasse,zingster straße,21,13051,unknown,true,true,52.5661469,13.500877,Lichtenberg,11011011
140,701070442,deutsche bank,deutsche bank,nan,köpenicker straße,184,12355,unknown,true,false,52.4184785,13.496902,Neukölln,11008008
141,753090670,deutsche bank,deutsche bank,nan,nan,nan,nan,"mo,we,fr 10:00-16:00; tu,th 10:00-19:00",unknown,unknown,52.4936804,13.3878115,Friedrichshain-Kreuzberg,11002002
142,765566782,berliner volksbank,berliner volksbank,nan,teltower damm,26,14169,"mo-we,fr 10:00-18:00, th 10:00-19:30",true,true,52.4322675,13.2587755,Steglitz-Zehlendorf,11006006
143,772525671,targobank,targobank,nan,bahnhofstraße,nan,12305,24/7,true,true,52.3868166,13.4035311,Tempelhof-Schöneberg,11007007
144,773267657,berliner volksbank,berliner volksbank,berliner volksbank,nan,nan,nan,"mo-tu, th 10:00-13:00, 14:00-16:00; we, fr 10:00-13:00",true,true,52.5540922,13.4141826,Pankow,11003003
145,775814260,berliner volksbank,berliner volksbank,nan,nan,nan,nan,"""filiale geschlossen""",true,false,52.5934756,13.3337207,Reinickendorf,11012012
146,808391024,sparkasse,nan,berliner sparkasse,warnitzer straße,6,13057,"mo,we,fr 09:30-15:00; tu,th 09:30-18:00",true,true,52.5665645,13.5197431,Lichtenberg,11011011
147,808406151,sparkasse,nan,berliner sparkasse,ludolfingerplatz,8-8a,13465,"mo,we,fr 09:30-15:00; tu,th 09:30-18:00",true,true,52.6324225,13.287017,Reinickendorf,11012012
148,831811519,sparda-bank berlin,sparda-bank berlin,nan,nan,nan,nan,"mo-we 09:00-13:00, tu 14:00-18:00",true,true,52.5694978,13.4027849,Pankow,11003003
149,831811524,targobank,targobank,nan,nan,nan,nan,"mo-fr 10:00-13:00, mo,tu,th 14:00-18:00",true,true,52.569363,13.401952,Pankow,11003003
150,837792490,sparkasse,nan,berliner sparkasse,oraniendamm,6-10,13469,"mo,we,fr 09:30-15:00; tu,th 09:30-18:00",true,unknown,52.6068092,13.3251975,Reinickendorf,11012012
151,845268870,sparkasse,nan,berliner sparkasse,dörpfeldstraße,40-42,12489,"mo,we,fr 09:30-15:00; tu,th 09:30-18:00",true,unknown,52.4375561,13.5468079,Treptow-Köpenick,11009009
152,847229074,berliner volksbank,berliner volksbank,berliner volksbank eg,nan,nan,nan,mo-fr 10:00-13:00,true,unknown,52.6319119,13.2876529,Reinickendorf,11012012
153,876978848,commerzbank,commerzbank,nan,nan,nan,nan,"mo,we 09:00-13:00,14:00-16:00, tu,th 09:00-13:00,14:30-18:00, fr 09:00-14:00",true,true,52.4395374,13.2150745,Steglitz-Zehlendorf,11006006
154,908158405,santander,santander,nan,budapester straße,37,10787,"mo,tu,th 09:00-13:00,14:00-18:00; we 09:00-13:00,14:00-16:00; fr 09:00-14:00",true,true,52.5049536,13.3408648,Mitte,11001001
155,922413798,postbank,postbank,nan,königstraße,56,14109,unknown,true,true,52.418913,13.1572885,Steglitz-Zehlendorf,11006006
156,922750362,targobank,targobank,nan,nan,nan,nan,"mo-fr 10:00-13:00, mo,tu,th 14:00-18:00",unknown,false,52.478157,13.4378661,Neukölln,11008008
157,972897848,sparkasse,nan,berliner sparkasse,teltower damm,21,14169,"mo,we,fr 09:30-15:00; tu,th 09:30-18:00",true,true,52.4329592,13.2596656,Steglitz-Zehlendorf,11006006
158,997312579,berliner volksbank,berliner volksbank,berliner volksbank eg,scharnweberstraße,14,13405,"mo-th 10:00-13:00,14:00-18:00; we,fr 10:00-13:00,14:00-16:00",true,true,52.5636211,13.3291909,Reinickendorf,11012012
159,1005311925,sparkasse,nan,berliner sparkasse,bahnhofstraße,61,13125,"mo,we,fr 09:30-15:00; tu,th 09:30-18:00",true,true,52.6139469,13.4706414,Pankow,11003003
160,1027076103,sparkasse,nan,berliner sparkasse,landsberger allee,277,13055,"mo,tu,th 09:30-18:00; we,fr 09:30-15:00",true,true,52.5352162,13.4957739,Lichtenberg,11011011
161,1029813933,sparkasse vermögensanlage center,nan,nan,nan,nan,nan,unknown,unknown,true,52.4314922,13.2595968,Steglitz-Zehlendorf,11006006
162,1082670211,hypovereinsbank,hypovereinsbank,nan,nan,nan,nan,"""nur termine""",true,unknown,52.4358971,13.2612377,Steglitz-Zehlendorf,11006006
163,1082679886,commerzbank,commerzbank,nan,teltower damm,15,14169,"mo,we 14:00-16:00, tu,th 14:00-18:00, mo-fr 09:00-13:00",true,true,52.4333305,13.259864,Steglitz-Zehlendorf,11006006
164,1094536340,targobank,targobank,nan,wilhelmsruher damm,nan,nan,"mo,tu,th 10:00-13:00,14:00-18:00; we,fr 10:00-13:00 || ""nach vereinbarung""",true,true,52.5969699,13.3550498,Reinickendorf,11012012
165,1110318360,targobank,targobank,nan,nan,nan,nan,"mo-fr 10:00-13:00, tu,th 14:00-18:00",true,true,52.4363635,13.2615366,Steglitz-Zehlendorf,11006006
166,1112151826,targobank,targobank,nan,nan,nan,nan,"mo-fr 10:00-13:00, mo,tu,th 14:00-18:00; ph off",true,unknown,52.5134461,13.4749601,Friedrichshain-Kreuzberg,11002002
167,1147145754,sparkasse,nan,berliner sparkasse,schönhauser allee,145,10435,mo-th 09:30-18:00; fr 09:30-16:00,true,true,52.5408702,13.4117627,Pankow,11003003
168,1191109064,commerzbank,commerzbank,commerzbank,zeltinger platz,1,13465,"mo-fr 09:00-13:00, tu 14:00-16:00, th 14:00-18:00",true,true,52.6335336,13.2901236,Reinickendorf,11012012
169,1242666930,targobank,targobank,targobank,nan,nan,nan,"mo-fr 09:00-13:00; mo-tu,th 14:00-18:00; fr 14:00-17:00",true,true,52.5496489,13.3529557,Mitte,11001001
170,1251071269,postbank,postbank,lotto-post-schreibwaren,brückenstraße,1a,10179,mo-fr 08:00-19:00; sa 09:00-15:00,false,unknown,52.5114506,13.4169064,Mitte,11001001
171,1287287816,deutsche bank,deutsche bank,nan,nan,nan,nan,unknown,unknown,unknown,52.5692009,13.4033001,Pankow,11003003
172,1347625713,postbank,postbank,nan,wiltbergstraße,23,13125,"mo,tu,th 09:00-18:00; sa 09:00-12:00; we,fr 09:00-12:30,14:00-18:00",true,true,52.6357618,13.4937252,Pankow,11003003
173,1362054947,sparkasse,nan,berliner sparkasse,märkische allee,412,12689,"mo,we,fr 09:30-15:00; tu,th 09:30-18:00",unknown,true,52.5711566,13.5686217,Marzahn-Hellersdorf,11010010
174,1365431660,deutsche bank,deutsche bank,nan,nan,nan,nan,"mo-su,ph 06:00-24:00",unknown,unknown,52.5418288,13.2364486,Spandau,11005005
175,1393837949,sparkasse,nan,berliner sparkasse,johannisthaler chaussee,333,12351,"mo,we,fr 09:30-15:00; tu,th 09:30-18:00",true,true,52.4290623,13.4530371,Neukölln,11008008
176,1416990132,sparkasse,nan,berliner sparkasse,schönefelder chaussee,239,12524,"tu 09:30-18:00; we,fr 09:30-15:00",unknown,true,52.4027961,13.5251617,Treptow-Köpenick,11009009
177,1421159799,postbank,postbank,nan,frankfurter allee,71-77,10247,mo-fr 09:00-18:30; sa 09:30-13:00,unknown,true,52.5152801,13.4685743,Friedrichshain-Kreuzberg,11002002
178,1482547497,sparkasse,nan,berliner sparkasse,baumschulenstraße,17,12437,"mo,we,fr 09:30-15:00; tu,th 09:30-18:00",true,true,52.4658677,13.4877002,Treptow-Köpenick,11009009
179,1490229135,postbank,postbank,nan,obstallee,28-30,13593,mo-fr 09:00-18:00; sa 09:00-13:00; ph off,unknown,true,52.5217728,13.1648267,Spandau,11005005
180,1490229674,sparkasse,nan,berliner sparkasse,obstallee,28-30,13593,"mo,we,fr 09:30-15:00; tu,th 09:30-18:00",true,true,52.5217075,13.164301,Spandau,11005005
181,1506174408,postbank,postbank,nan,bahnhofstraße,33-38,12555,mo-fr 09:00-19:00; sa 09:30-14:00; ph off,true,true,52.4585581,13.5765348,Treptow-Köpenick,11009009
182,1545967504,sparkasse,nan,berliner sparkasse,berliner allee,27,13088,"mo,we,fr 09:30-15:00; tu,th 09:30-18:00",true,true,52.5483661,13.4505257,Pankow,11003003
183,1600576787,bbbank,bbbank,bbbank eg,nan,nan,nan,"mo,we 09:00-13:30,14:30-16:00; tu,th 09:00-13:30,14:30-18:30; fr 09:00-13:30",true,false,52.5133406,13.396171,Mitte,11001001
184,1617461950,postbank,postbank,nan,hindenburgdamm,99,12203,unknown,true,true,52.439468,13.3159172,Steglitz-Zehlendorf,11006006
185,1641960507,sparkasse,nan,berliner sparkasse,tempelhofer damm,227,12099,mo-fr 09:30-18:00,unknown,true,52.4553928,13.3850418,Tempelhof-Schöneberg,11007007
186,1659576693,santander,santander,nan,senftenberger straße,1,12627,"mo,we 09:00-13:00,14:00-16:00; tu,th 09:00-13:00,14:00-18:00; fr 09:00-14:00; ph off",unknown,unknown,52.5383083,13.6014816,Marzahn-Hellersdorf,11010010
187,1665158269,berliner volksbank,berliner volksbank,nan,friedrichstraße,94,10117,"mo-fr 10:00-13:00, mo 14:00-16:00, tu,th 14:00-18:00",true,true,52.519169,13.3887493,Mitte,11001001
188,1709968173,hypovereinsbank,hypovereinsbank,nan,kruckenbergstraße,1,12107,unknown,unknown,true,52.4316528,13.3907639,Tempelhof-Schöneberg,11007007
189,1710043519,hypovereinsbank,hypovereinsbank,nan,winfriedstraße,6,14169,unknown,false,true,52.4380956,13.2692608,Steglitz-Zehlendorf,11006006
190,1760855223,commerzbank,commerzbank,nan,nan,nan,nan,sa 09:00-17:00,unknown,true,52.5159466,13.3780432,Mitte,11001001
191,1812414059,kfw kreditanstalt für wiederaufbau,nan,nan,nan,nan,10117,unknown,false,true,52.5149971,13.3912709,Mitte,11001001
192,1819283270,postbank,postbank,nan,soorstraße,nan,14050,"mo 09:00-18:00, sa 09:00-13:00, tu-sa 09:00-13:00, tu-fr 14:00-18:00",true,false,52.5103571,13.2776883,Charlottenburg-Wilmersdorf,11004004
193,1827452357,deutsche bank,deutsche bank,deutsche bank,kladower damm,366,14089,"mo 10:00-12:00; tu 10:00-12:00,14:00-16:00; th 10:00-12:00,14:00-16:00",true,true,52.454891,13.1444502,Spandau,11005005
194,1845158183,sparkasse,nan,berliner sparkasse,breite straße,20,13187,mo-fr 09:30-18:00,true,true,52.5701377,13.4047316,Pankow,11003003
195,1849636763,berliner sparkasse,nan,nan,hauptstraße,nan,13158,"mo-fr 06:00-23:00; sa,su 08:00-23:00",true,true,52.5856473,13.3671526,Pankow,11003003
196,1905988818,sparkasse,nan,berliner sparkasse,königstraße,60,14109,"mo-fr 06:00-23:00; sa,su 08:00-23:00",true,true,52.4194386,13.1600973,Steglitz-Zehlendorf,11006006
197,1905988881,berliner volksbank,berliner volksbank,nan,nan,nan,nan,"mo-su,ph 06:00-23:00",true,true,52.419633,13.1577207,Steglitz-Zehlendorf,11006006
198,1915389761,sparkasse,nan,berliner sparkasse,otto-suhr-allee,97-99,10585,"mo,we,fr 09:30-15:00; tu,th 09:30-18:00",true,true,52.5166919,13.3080541,Charlottenburg-Wilmersdorf,11004004
199,1915658641,sparkasse,nan,berliner sparkasse,nollendorfplatz,3-4,10777,"mo,we,fr 09:30-15:00; tu,th 09:30-18:00",true,true,52.4994594,13.3523032,Tempelhof-Schöneberg,11007007
200,2132839254,sparkasse,nan,berliner sparkasse,oberfeldstraße,138,12683,"mo,we,fr 09:30-15:00; tu,th 09:30-18:00",true,true,52.5247553,13.5574263,Marzahn-Hellersdorf,11010010
201,2274239283,targobank,targobank,nan,nan,nan,nan,"mo-fr 09:00-13:00, mo,tu,th 14:00-18:00, fr 14:00-17:00",unknown,true,52.5690756,13.5170739,Lichtenberg,11011011
202,2287986935,dz-bank,dz bank,"dz bank ag deutsche zentral-genossenschaftsbank, frankfurt am main",pariser platz,3,10117,mo-fr 09:00-18:00,unknown,true,52.5157252,13.3789891,Mitte,11001001
203,2306458637,sparkasse,nan,berliner sparkasse,nazarethkirchstraße,51,13347,"mo,we,fr 09:30-15:00; tu,th 09:30-18:00",true,false,52.547597,13.3587744,Mitte,11001001
204,2307254000,deutsche bank,deutsche bank,deutsche bank ag,nan,nan,nan,"mo,tu,th 10:00-12:30,14:00-18:00; we,fr 10:00-14:00",true,true,52.4862119,13.3221245,Charlottenburg-Wilmersdorf,11004004
205,2334538121,sparkasse,nan,berliner sparkasse,kurfürstendamm,165-166,10707,"mo,we,fr 09:30-15:00; tu,th 09:30-18:00",true,true,52.4996981,13.3074715,Charlottenburg-Wilmersdorf,11004004
206,2439759134,commerzbank,commerzbank,nan,theodor-heuss-platz,4,14052,mo-su 06:00-22:00,true,true,52.5100952,13.2730463,Charlottenburg-Wilmersdorf,11004004
207,2439759285,sparkasse,nan,berliner sparkasse,theodor-heuss-platz,8,14052,"mo,we,fr 09:30-15:00; tu,th 09:30-18:00",true,true,52.5102719,13.2719203,Charlottenburg-Wilmersdorf,11004004
208,2445456642,sparkasse,nan,berliner sparkasse,berliner straße,40-41,10715,"mo,we,fr 09:30-15:00; tu,th 09:30-18:00",true,false,52.486668,13.3206331,Charlottenburg-Wilmersdorf,11004004
209,2470102842,sparkasse,nan,berliner sparkasse,goltzstraße,38,12307,"mo,we,fr 09:30-15:00; tu,th 09:30-18:00",true,true,52.3868513,13.4089,Tempelhof-Schöneberg,11007007
210,2480681072,lbs,nan,lbs beratungszentrum berlin-schöneberg,hauptstraße,98-99,10827,mo-th 10:00-17:00; fr 10:00-15:00,true,false,52.4793307,13.3455025,Tempelhof-Schöneberg,11007007
211,2496651178,sparkasse,nan,berliner sparkasse,gneisenaustraße,6,10961,"mo,we,fr 09:30-15:00; tu,th 09:30-18:00",true,true,52.4922683,13.3893067,Friedrichshain-Kreuzberg,11002002
212,2499471193,santander,santander,nan,clayallee,328 - 334,14169,"mo,tu,th 09:00-13:00,14:00-18:00; we 09:00-13:00,14:00-16:00; fr 09:00-14:00",true,true,52.4381214,13.262619,Steglitz-Zehlendorf,11006006
213,2507402476,berliner volksbank,berliner volksbank,berliner volksbank eg,wollankstraße,132,13187,"mo-fr 10:00-13:00, tu,th 14:00-18:00, mo 14:00-16:00",true,unknown,52.5687746,13.4002748,Pankow,11003003
214,2820028497,unicredit bank,unicredit bank,nan,dörpfeldstraße,30,12489,24/7,true,true,52.4338086,13.5382031,Treptow-Köpenick,11009009
215,2821286563,postbank,postbank,nan,gutschmidtstraße,29,12359,mo-fr 09:00-18:30; sa 09:00-13:00,true,true,52.4367159,13.4471093,Neukölln,11008008
216,2836989101,commerzbank,commerzbank,nan,bölschestraße,74,12587,"mo-th 09:00-13:00, mo,we 14:00-16:00; tu,th 14:30-18:00; fr 09:00-14:00",unknown,false,52.4563301,13.6249484,Treptow-Köpenick,11009009
217,3014055807,hypovereinsbank,hypovereinsbank,nan,nan,nan,nan,"mo-fr 10:00-13:00, tu,th 14:30-17:00",true,true,52.5107446,13.3900711,Mitte,11001001
218,3079610524,sparkasse,nan,berliner sparkasse,wiltbergstraße,5,13125,mo-fr 09:30-15:00,unknown,true,52.635025,13.49581,Pankow,11003003
219,3089158091,sparkasse,nan,berliner sparkasse,heinsestraße,38-40,13467,"mo,we,fr 09:30-15:00; tu,th 09:30-18:00; sa,su,ph off",true,true,52.617724,13.3062993,Reinickendorf,11012012
220,3142792933,postbank,postbank,nan,nan,nan,nan,"mo-fr 09:30-18:30; sa 09:00-14:00 || mo-fr 08:00-18:30; sa 09:00-14:00 ""sb-bereich""",true,true,52.5197331,13.4115175,Mitte,11001001
221,3167658080,santander,santander,santander consumer bank ag,hermannplatz,5-6,10967,"mo,we 09:00-13:00,14:00-16:00; tu,th 09:00-13:00,14:00-18:00; fr 09:00-14:00",true,unknown,52.4869924,13.4251445,Neukölln,11008008
222,3229138227,deutsche bank,deutsche bank,deutsche bank,schloßstraße,114,12163,"mo,tu,th 10:00-18:00; we 10:00-16:00; fr 10:00-14:00; sa,su,ph off || ""by appointment""",true,unknown,52.4619862,13.3259071,Steglitz-Zehlendorf,11006006
223,3229138230,commerzbank,commerzbank,commerzbank ag,schloßstraße,104,12163,"mo-fr 09:00-13:00, mo 14:00-16:00, tu,th 14:30-18:00",true,unknown,52.4601342,13.3241151,Steglitz-Zehlendorf,11006006
224,3229138233,berliner volksbank,berliner volksbank,nan,schloßstraße,102,12163,"mo 10:00-13:00,14:00-16:00; tu,th 10:00-13:00,14:00-18:00; we,fr 10:00-13:00; sa-su off",true,unknown,52.4599197,13.3239486,Steglitz-Zehlendorf,11006006
225,3229157409,targobank,targobank,targobank,schloßstraße,111,12163,"mo-fr 10:00-13:00, mo,tu,th 14:00-18:00; ph,sa,su off",true,true,52.4615672,13.3255085,Steglitz-Zehlendorf,11006006
226,3274210861,deutsche bank investment & finanzcenter,deutsche bank,deutsche bank ag,hermannstraße,256-258,12049,"mo,tu,th 10:00-18:00; we,fr 10:00-16:00",true,unknown,52.4860364,13.4245294,Neukölln,11008008
227,3296728800,berliner volksbank,berliner volksbank,berliner volksbank,pablo-neruda-straße,2-4,12559,unknown,true,true,52.4414422,13.5869399,Treptow-Köpenick,11009009
228,3354419279,hsbc,hsbc,nan,kurfürstendamm,234,10719,unknown,unknown,unknown,52.5040233,13.3336718,Charlottenburg-Wilmersdorf,11004004
229,3354430606,sparkasse,nan,berliner sparkasse,rankestraße,33,10789,"mo,we,fr 09:30-15:00; tu,th 09:30-18:00",true,true,52.5035001,13.3351246,Charlottenburg-Wilmersdorf,11004004
230,3455613474,deutsche bank,deutsche bank,nan,nan,nan,nan,mo-su 06:00-22:00,true,true,52.500784,13.312102,Charlottenburg-Wilmersdorf,11004004
231,3481852903,commerzbank,commerzbank,nan,hauptstraße,23/24,10827,"mo 09:00-13:00,14:00-16:00; tu,th 09:00-13:00,14:30-18:00; we,fr 09:00-13:00",true,false,52.4860967,13.3556625,Tempelhof-Schöneberg,11007007
232,3530735894,berliner volksbank,berliner volksbank,berliner volksbank eg,sakrower landstraße,3,14089,"mo,fr 09:00-13:00,14:00-16:00; tu,th 09:00-13:00,14:00-18:00; we 09:00-13:00",true,unknown,52.4528647,13.1425214,Spandau,11005005
233,3612041573,postbank,postbank,nan,kaiser-wilhelm-straße,60-62,12247,mo-fr 09:00-18:00; sa 09:00-13:00,true,true,52.4348658,13.3428843,Steglitz-Zehlendorf,11006006
234,3612065220,postbank,postbank,nan,potsdamer straße,52,14163,"mo-fr 09:00-18:00; sa 09:00-14:00; su,ph off",true,true,52.4350315,13.2589843,Steglitz-Zehlendorf,11006006
235,3612065221,postbank finanzcenter,nan,nan,nan,nan,nan,mo-fr 09:00-18:00; sa 10:00-13:00,true,unknown,52.4164007,13.3616914,Tempelhof-Schöneberg,11007007
236,3644146593,sparkasse,nan,berliner sparkasse,grunewaldstraße,61-62,10825,"mo,we,fr 09:30-15:00; tu,th 09:30-18:00",true,true,52.4886385,13.3425879,Tempelhof-Schöneberg,11007007
237,3644438000,targobank,targobank,nan,nan,nan,nan,"mo-fr 09:00-13:00; mo,tu,th 14:00-18:00; fr 14:00-17:00; ph off",unknown,true,52.458029,13.5791673,Treptow-Köpenick,11009009
238,3672738933,sparkasse,nan,berliner sparkasse,sakrower landstraße,10,14089,tu 09:30-18:00; we 09:30-15:00,true,true,52.4529689,13.1416433,Spandau,11005005
239,3678881050,postbank,postbank,nan,joachimsthaler straße,41,10623,mo 09:30-19:00; tu-fr 09:30-18:30; sa 09:30-14:00,true,true,52.5049211,13.331798,Charlottenburg-Wilmersdorf,11004004
240,3751771442,sparkasse,nan,berliner sparkasse,mariendorfer damm,118-120,12109,"mo,we,fr 09:30-15:00; tu,th 09:30-18:00",true,true,52.4413847,13.3865459,Tempelhof-Schöneberg,11007007
241,3772669591,sparkasse,nan,berliner sparkasse,prerower platz,1,13051,mo-fr 09:30-18:00,unknown,true,52.564565,13.5072405,Lichtenberg,11011011
242,3780861041,sparkasse,nan,berliner sparkasse,residenzstraße,117,13409,"mo,we,fr 09:30-15:00; tu,th 09:30-18:00",true,true,52.5653949,13.3638471,Reinickendorf,11012012
243,3801390185,merck finck & co,nan,nan,nan,nan,nan,unknown,unknown,unknown,52.5022458,13.3257578,Charlottenburg-Wilmersdorf,11004004
244,3804836464,bbbank,bbbank,baden-württembergischer genossenschaftsverband,luisenstraße,41,10117,"mo,we 9:00-13:30, 14:30-16:00, tu, th 9:00-13:30, 14:30-18:30, fr 9:00-13:30",true,true,52.5222017,13.3798834,Mitte,11001001
245,3831846457,deutsche apotheker- und ärztebank,apobank,deutsche apotheker- und ärztebank eg,kantstraße,129,10625,mo-th 08:30-16:00; we 08:30-17:00; fr 08:30-15:00,true,true,52.5061552,13.3129289,Charlottenburg-Wilmersdorf,11004004
246,3923928387,sparda-bank berlin,sparda-bank berlin,sparda-bank berlin eg,georgenstraße,23,10117,"mo,tu,th 09:00-13:00,14:00-18:00, we,fr 09:00-13:00; ph off",true,true,52.5196275,13.3865271,Mitte,11001001
247,3959492199,targobank,targobank,nan,nan,nan,nan,unknown,unknown,unknown,52.5379735,13.6040853,Marzahn-Hellersdorf,11010010
248,3959492214,berliner volksbank,berliner volksbank,berliner volksbank eg,nan,nan,nan,"mo-th 10:00-13:00,14:00-18:00, we,fr 10:00-13:00,14:00-16:00; ph off",true,unknown,52.5378952,13.604096,Marzahn-Hellersdorf,11010010
249,4016608995,berliner volksbank,berliner volksbank,berliner volksbank eg,nan,nan,nan,mo-fr 10:00-13:00,true,unknown,52.4921793,13.3869499,Friedrichshain-Kreuzberg,11002002
250,4057899359,berliner volksbank,berliner volksbank,berliner volksbank,rudower chaussee,9,12489,mo-fr 09:00-18:00,true,true,52.4328568,13.5367968,Treptow-Köpenick,11009009
251,4111673894,postbank,postbank,postbank,schloßstraße,21,12163,mo-fr 10:00-19:00; sa 09:00-14:00; su off,true,unknown,52.4602939,13.3236624,Steglitz-Zehlendorf,11006006
252,4224268265,reisebank,reisebank,nan,müllerstraße,30,13353,mo-fr 10:00-18:00,unknown,unknown,52.5475319,13.357655,Mitte,11001001
253,4304451193,lbs,nan,nan,nan,nan,nan,unknown,unknown,false,52.4562208,13.577197,Treptow-Köpenick,11009009
254,4304451194,deutsche bank,deutsche bank,deutsche bank,bahnhofstraße,41,12555,unknown,true,unknown,52.4568785,13.5776433,Treptow-Köpenick,11009009
255,4457967201,denizbank,denizbank,nan,friedrichstraße,56,10117,"mo-fr 09:00-12:00,13:00-17:00",unknown,true,52.5097512,13.3902008,Mitte,11001001
256,4464731328,psd bank berlin-brandenburg,psd bank,psd bank berlin-brandenburg eg,handjerystraße,34-36,12159,"mo,we 09:00-18:00; tu,th 09:00-15:00; fr 09:00-14:00",true,unknown,52.4712266,13.332116,Tempelhof-Schöneberg,11007007
257,4515050389,sparkasse,nan,berliner sparkasse,torstraße,131,10119,"tu,th 09:30-18:00; mo 09:30-15:00",true,true,52.5297566,13.3999792,Mitte,11001001
258,4537589632,vietin bank,nan,nan,nan,nan,nan,"mo-th 09:00-13:00, mo,we 14:00-16:00, tu,th 14:00-17:00, fr 09:00-14:30",unknown,true,52.5236237,13.4799737,Lichtenberg,11011011
259,4537589638,targobank,targobank,nan,nan,nan,nan,"mo,tu,th 10:00-13:00,14:00-18:00; we,fr 10:00-13:00",unknown,true,52.544059,13.5473669,Marzahn-Hellersdorf,11010010
260,4537589642,berliner sparkasse,nan,nan,nan,nan,nan,"""nach vereinbarung""",unknown,true,52.5432793,13.5463128,Marzahn-Hellersdorf,11010010
261,4537589643,commerzbank,commerzbank,nan,nan,nan,nan,24/7,unknown,true,52.5429898,13.5439631,Marzahn-Hellersdorf,11010010
262,4554017836,western union,western union,nan,kaiser-friedrich-straße,nan,10627,mo-sa 09:00-20:00,unknown,false,52.5075807,13.3024475,Charlottenburg-Wilmersdorf,11004004
263,4712176336,sparda-bank berlin,sparda-bank berlin,sparda-bank eg,baumschulenstraße,84/85,12437,"mo,tu,th 09:00-13:00, tu,th 14:00-18:00",true,true,52.4650346,13.4860903,Treptow-Köpenick,11009009
264,4715193690,hypovereinsbank,hypovereinsbank,nan,nan,nan,nan,"mo 10:00-13:00; th 14:30-17:00; tu,we,fr off",unknown,false,52.4546767,13.6249033,Treptow-Köpenick,11009009
265,4719368482,sparkasse,nan,berliner sparkasse,hasenheide,119,10967,"mo,we,fr 09:30-15:00; tu,th 09:30-18:00",true,true,52.4862488,13.4238853,Neukölln,11008008
266,4722086754,nan,nan,nan,hellersdorfer straße,77,12619,"mo,we,fr 09:30-15:00, tu,th 09:30-18:00; ph off",true,true,52.5210781,13.5873974,Marzahn-Hellersdorf,11010010
267,4723290160,sparkasse,nan,berliner sparkasse,alte hellersdorfer straße,148,12629,"mo,we,fr 09:30-15:00, tu,th 09:30-18:00; ph off",true,true,52.5473104,13.5928928,Marzahn-Hellersdorf,11010010
268,4723299597,sparkasse,nan,berliner sparkasse,marzahner promenade,1a,12679,"tu,th 09:30-18:00; mo,we,fr 09:30-15:00",true,true,52.5435705,13.5436114,Marzahn-Hellersdorf,11010010
269,4724052367,sparkasse,nan,berliner sparkasse,mehrower allee,22,12687,"mo,we,fr 09:30-15:00; tu,th 09:30-18:00",true,true,52.5555795,13.5609821,Marzahn-Hellersdorf,11010010
270,4724701017,sparkasse,nan,berliner sparkasse,hauptstraße,13a,13127,"mo,we,fr 09:30-15:00; tu,th 09:30-18:00",unknown,true,52.6051514,13.4321245,Pankow,11003003
271,4724815743,sparkasse,nan,berliner sparkasse,senftenberger ring,1,13439,"mo-fr 09:30-15:00; tu,th 09:30-18:00",true,true,52.5985978,13.3556396,Reinickendorf,11012012
272,4909118855,sparda-bank berlin,sparda-bank berlin,sparda-bank berlin eg,mehrower allee,20,12687,"tu, we, fr 10:00-13:00; mo 10:00-13:00, 16:00-18:00; th 09:00-13:00, 14:00-18:00",true,true,52.5556985,13.5593851,Marzahn-Hellersdorf,11010010
273,4987882622,commerzbank,commerzbank,nan,nan,nan,nan,unknown,unknown,true,52.429988,13.4552831,Neukölln,11008008
274,5147944700,berliner volksbank,berliner volksbank,nan,nan,nan,nan,24/7,true,true,52.5051114,13.3420037,Mitte,11001001
275,5245852613,kd-bank - bank f. kirche u. diakonie,nan,nan,friedrichstraße,200,nan,unknown,unknown,true,52.5090141,13.38978,Mitte,11001001
276,5471345774,berliner sparkasse,nan,berliner sparkasse,neumannstraße,13,13189,mo 09:30-15:00; tu 09:30-18:00; fr 09:30-15:00,unknown,true,52.5615408,13.4223373,Pankow,11003003
277,5718697021,western union,western union,nan,nan,nan,nan,unknown,false,unknown,52.498426,13.3619781,Tempelhof-Schöneberg,11007007
278,5774792924,deutsche bank,deutsche bank,nan,nan,nan,nan,unknown,unknown,true,52.5372453,13.2060017,Spandau,11005005
279,5785192449,postbank,postbank,postbank,breite straße,20,13187,mo-fr 09:30-18:30; sa 09:30-14:00,true,true,52.5699034,13.4036524,Pankow,11003003
