element,id,name,brand,operator,street,housenumber,postcode,opening_hours,atm,wheelchair,latitude,longitude,district,district_id
node,12887277196,sparkasse sb-service,nan,nan,nan,nan,nan,"mo-fr 06:00-24:00, sa,su 08:00-24:00",unknown,true,52.5421735,13.4411349,Pankow,nan
way,28248222,bankhaus löbbecke,nan,nan,behrenstraße,36,10117,unknown,unknown,unknown,52.5157241,13.393561834971464,Mitte,nan
way,28413481,s kreditpartner,nan,sparkasse (lbb),nan,nan,nan,unknown,unknown,false,52.48568485,13.332845470530003,Charlottenburg-Wilmersdorf,nan
way,35983986,investitionsbank berlin,nan,land berlin,bundesallee,210,10719,"mo-th 08:00-17:00, fr 08:00-15:00",unknown,unknown,52.49597005,13.331528621908145,Charlottenburg-Wilmersdorf,nan
way,46596634,sparkasse,nan,berliner sparkasse,oberhofer weg,8,12209,"mo,we,fr 09:30-15:00; tu,th 09:30-18:00",true,true,52.4267019,13.326513714111336,Steglitz-Zehlendorf,nan
way,50261756,hauck aufhäuser lampe,nan,nan,carmerstraße,13,10623,"mo-fr 09:00-14:00, mo-th 15:00-16:30, fr 15:00-15:30",unknown,false,52.507147950000004,13.324403588839878,Charlottenburg-Wilmersdorf,nan
way,60202998,reisebank,reisebank,nan,nan,nan,nan,"mo-su,ph 09:00-19:00",false,unknown,52.52513035,13.370069310685334,Mitte,nan
way,118613212,sparkasse,nan,berliner sparkasse,breisgauer straße,6,14129,"mo,we,fr 09:30-15:00; tu,th 09:30-18:00",true,true,52.438589050000004,13.214898369738997,Steglitz-Zehlendorf,nan
way,129778073,berliner volksbank,berliner volksbank,berliner volksbank eg,alt-rudow,71,12355,"mo-th 10:00-13:00,14:00-18:00; we,fr 10:00-13:00,14:00-16:00",true,unknown,52.416735,13.497172373455458,Neukölln,nan
way,210920895,sparkasse,nan,berliner sparkasse,alt-rudow,15,12357,"mo,we,fr 09:30-15:00; tu,th 09:30-18:00",true,true,52.4209529,13.49138781271209,Neukölln,nan
way,336063499,reisebank,reisebank,reisebank,am ostbahnhof,5,10243,mo-fr 09:00-19:00; sa 10:00-18:00,true,true,52.51035445,13.433634176345848,Friedrichshain-Kreuzberg,nan
way,422475544,allgemeine beamten bank,nan,nan,invalidenstraße,28,10115,"mo-fr 09:00-13:00, mo,we 14:00-18:00",unknown,true,52.53127685,13.384913035461516,Mitte,nan
way,423847739,sparda-bank berlin,sparda-bank berlin,sparda-bank berlin eg,nan,nan,nan,"mo,th 09:00-13:00,14:00-18:00",true,true,52.534183299999995,13.198554168873134,Spandau,nan
way,611744021,deutsche bundesbank,nan,nan,leibnizstraße,10,10625,mo-fr 08:00-13:00,unknown,true,52.512979849999994,13.315507078779703,Charlottenburg-Wilmersdorf,nan
