,id,name,lat,lon,tram,bus,adress
162,900038151,Annenweg (Berlin),52.481452,13.173754,False,True,"Annenweg, 14089 Berlin, Germany"
163,900184505,Annweilerweg (Berlin),52.414959,13.667316,False,True,"Annweilerweg, 12559 Berlin, Germany"
164,900009156,Antwerpener Str. (Berlin),52.548683,13.348703,False,True,"Antwerpener Str., 13353 Berlin, Germany"
165,900066301,Appenzeller Str. (Berlin),52.421917,13.298507,False,True,"Goerzallee 120, 12207 Berlin, Germany"
166,900087154,Aristide-Briand-Brücke (Berlin),52.554391,13.306381,False,True,"Kurt-Schumacher-Damm 168, 13405 Berlin, Germany"
167,900171504,Arnfriedstr. (Berlin),52.48441,13.560174,False,True,"Arnfriedstr., 12683 Berlin, Germany"
168,900083103,Arnikaweg (Berlin),52.42989,13.47768,False,True,"Arnikaweg, 12357 Berlin, Germany"
169,900051353,Arnimallee (Berlin),52.457847,13.299361,False,True,"Arnimallee, 14195 Berlin, Germany"
170,900130510,Arnold-Zweig-Str. (Berlin),52.562832,13.421839,False,True,"Arnold-Zweig-Str., 13189 Berlin, Germany"
171,900085101,Aroser Allee/Gotthardstr. (Berlin),52.567497,13.351238,False,True,"Aroser Allee 118, 13407 Berlin, Germany"
172,900070457,Asbestweg (Berlin),52.421332,13.415178,False,True,"Asbestweg, 12349 Berlin, Germany"
173,900083205,Ascherslebener Weg (Berlin),52.410581,13.47981,False,True,"Ascherslebener Weg, 12355 Berlin, Germany"
174,900027263,Ashdodstr. (Berlin),52.560045,13.220606,False,True,"Rauchstraße 30, 13587 Berlin, Germany"
175,900029155,Askanierring (Berlin),52.54595,13.193387,False,True,"Askanierring, 13583 Berlin, Germany"
176,900066151,Asternplatz (Berlin),52.449442,13.303918,False,True,"Berlin, Asternplatz, 12203 Berlin, Germany"
177,900096314,Atrium (Berlin),52.600937,13.35326,False,True,"Atrium, 13435 Berlin, Germany"
178,900068341,Attilaplatz (Berlin),52.455851,13.375706,False,True,"Berliner Toilette Attilaplatz, Attilastraße, Manteuffelstraße, 12105 Berlin, Germany"
179,900160530,Atzpodienstr. (Berlin),52.512519,13.492773,False,True,"Atzpodienstr., 10365 Berlin, Germany"
180,900134012,Aubertstr. (Berlin),52.60838,13.415636,False,True,"Blankenfelder Str. 101, 13127 Berlin, Germany"
181,900014104,Audre-Lorde-Str. (Berlin),52.505633,13.432015,False,True,"Audre-Lorde-Str., 10997 Berlin, Germany"
182,900083204,August-Froehlich-Str. (Berlin),52.424164,13.51405,False,True,"August-Froehlich-Str., 12357 Berlin, Germany"
183,900086156,Auguste-Viktoria-Allee/Quäkerstr. (Berlin),52.572064,13.308512,False,True,"Auguste-Viktoria-Allee/Quäkerstr., 13403 Berlin, Germany"
184,900060154,Auguste-Viktoria-Klinikum (Berlin),52.463204,13.344684,False,True,"Rubensstraße 125, 12157 Berlin, Germany"
185,900060105,Auguste-Viktoria-Klinikum Süd (Berlin),52.460328,13.346302,False,True,"Thorwaldsenstraße 33, 12157 Berlin, Germany"
186,900175518,Aurorafalterweg (Berlin),52.501309,13.561378,False,True,"Aurorafalterweg, 12683 Berlin, Germany"
187,900038256,Außenweg (Berlin),52.485183,13.135532,False,True,"Außenweg, 14089 Berlin, Germany"
188,900182503,Ahornallee (Berlin),52.455608,13.619026,True,True,"Berlin, Ahornallee, 12587 Berlin, Germany"
189,900176524,Alt-Mahlsdorf (Berlin),52.505112,13.613273,True,True,"Berlin, Alt-Mahlsdorf, 12623 Berlin, Germany"
190,900182005,Altes Wasserwerk (Berlin),52.447761,13.639369,True,True,"Altes Wasserwerk, 12587 Berlin, Germany"
191,900185503,Adlergestell/Vetschauer Allee (Berlin),52.386409,13.633894,True,True,"Adlergestell/Vetschauer Allee (Berlin), 12527 Berlin, Germany"
192,900150514,Am Faulen See (Berlin),52.550579,13.49484,True,False,"Suermondtstraße 64, 13053 Berlin, Germany"
193,900180013,Bellevuestr. (Berlin),52.453046,13.594018,True,True,"Bellevuestr., 12587 Berlin, Germany"
194,900180521,Betonwerk (Berlin),52.429234,13.57221,True,True,"Grünauer Str. 213, 12557 Berlin, Germany"
195,900150518,Betriebshof Indira-Gandhi-Str. (Berlin),52.54435,13.468637,True,True,"Betriebshof Indira-Gandhi-Str. (Berlin), 13053 Berlin, Germany"
196,900180514,Betriebshof Köpenick (Berlin),52.439482,13.581874,True,True,"Wendenschloßstraße 133, 12557 Berlin, Germany"
197,900171532,Alt-Biesdorf (Berlin),52.508788,13.558996,False,True,"Alt-Biesdorf, 12683 Berlin, Germany"
198,900038174,Alt-Gatow (Berlin) [Badewiese],52.484724,13.183553,False,True,"Alt-Gatow [Badewiese], 14089 Berlin, Germany"
199,900143501,Alt-Karow/Bahnhofstr. (Berlin),52.609513,13.480502,False,True,"Alt-Karow/Bahnhofstr., 13125 Berlin, Germany"
200,900025451,Alte Allee (Berlin),52.492122,13.263044,False,True,"Alte Allee 7, 14055 Berlin, Germany"
201,900095157,Alter Bernauer Heerweg (Berlin),52.611985,13.358573,False,True,"Alter Bernauer Heerweg, 13469 Berlin, Germany"
202,900053271,Am Birkenhügel (Berlin),52.411669,13.136908,False,True,"Am Birkenhügel, 14109 Berlin, Germany"
203,900095156,Am Klötzgraben (Berlin),52.614753,13.35593,False,True,"Am Klötzgraben, 13469 Berlin, Germany"
204,900144502,Am Luchgraben (Berlin),52.596325,13.504495,False,True,"Am Luchgraben, 13125 Berlin, Germany"
205,900025154,Am Postfenn (Berlin),52.500734,13.209541,False,True,"Am Postfenn, 14055 Berlin, Germany"
206,900052152,Am Sandwerder (Berlin),52.427265,13.186034,False,True,"Am Sandwerder, 14109 Berlin, Germany"
207,900182301,Am Wiesenrain/Stillerzeile (Berlin),52.456139,13.611322,False,True,"Berlin, Am Wiesenrain/Stillerzeile, 12587 Berlin, Germany"
208,900093207,Amandastr. (Berlin),52.626134,13.31947,False,True,"Amandastr., 13467 Berlin, Germany"
209,900085250,Amendestr. (Berlin),52.571515,13.373639,False,True,"Amendestr., 13409 Berlin, Germany"
210,900133014,Arkenberge (Berlin),52.6404,13.400139,False,True,"Arkenberge, 13159 Berlin, Germany"
211,900051333,Arminallee/Fabeckstr. (Berlin),52.454853,13.291603,False,True,"Arnimallee/Fabeckstr., 14195 Berlin, Germany"
212,900194514,Benno-König-Str. (Berlin),52.443266,13.519003,True,False,"Benno-König-Str. (Berlin), 12487 Berlin, Germany"
213,900140713,Betriebshof Weißensee (Berlin),52.556989,13.46798,True,True,"Berliner Allee/Rennbahnstr, 13088 Berlin, Germany"
214,900081271,Alt-Buckow/Dorfteich (Berlin),52.422537,13.432833,False,True,"Alt-Buckow/Dorfteich, 12349 Berlin, Germany"
215,900175509,Am Birkenwerder (Berlin),52.485102,13.570143,False,True,"Lindenstraße 16, 12621 Berlin, Germany"
216,900100028,Am Weidendamm (Berlin),52.521913,13.388453,True,True,"Stern und Kreisschiffahrt, Anleger Am Weidendamm, Friedrichstrasse/ Am Weidendamm, 10117 Berlin, Germany"
217,900191513,Baumschulenstr./Fähre (Berlin),52.471879,13.494786,False,True,"Baumschulenstr./Fähre (Berlin), 12437 Berlin, Germany"
